"","Group.1","Duration","TalkType","S_Around_Overall_Time","S_Monitor_Overall_Time","S_Keyboard_Overall_Time","S_Face_Overall_Time","S_Around_Mean","S_Monitor_Mean","S_Keyboard_Mean","S_Face_Mean","S_NoFace_Mean","S_CompOnly_Mean","S_BodyOnly_Mean","S_Around_Median","S_Monitor_Median","S_Keyboard_Median","S_Face_Median","S_NoFace_Median","S_CompOnly_Median","S_BodyOnly_Median","S_Around_PopularSD","S_Monitor_PopularSD","S_Keyboard_PopularSD","S_Face_PopularSD","S_NoFace_PopularSD","S_CompOnly_PopularSD","S_BodyOnly_PopularSD","S_Around_Frequency","S_Monitor_Frequency","S_Keyboard_Frequency","S_Face_Frequency","S_NoFace_Frequency","S_CompOnly_Frequency","S_BodyOnly_Frequency","S_Around_Max","S_Monitor_Max","S_Keyboard_Max","S_Face_Max","S_NoFace_Max","S_CompOnly_Max","S_BodyOnly_Max","S_Around_Min","S_Monitor_Min","S_Keyboard_Min","S_Face_Min","S_NoFace_Min","S_CompOnly_Min","S_BodyOnly_Min","S_NoSpeak_Overall_Time","S_Typing_Overall_Time","S_Speaking_Overall_Time","S_SSS_Overall_Time","S_Hovering_Overall_Time","S_NoSpeak_Mean","S_Typing_Mean","S_Speaking_Mean","S_SSS_Mean","S_Hovering_Mean","S_Sound_Mean","S_NoSound_Mean","S_NoSpeak_Median","S_Typing_Median","S_Speaking_Median","S_SSS_Median","S_Hovering_Median","S_Sound_Median","S_NoSound_Median","S_NoSpeak_PopularSD","S_Typing_PopularSD","S_Speaking_PopularSD","S_SSS_PopularSD","S_Hovering_PopularSD","S_Sound_PopularSD","S_NoSound_PopularSD","S_NoSpeak_Frequency","S_Typing_Frequency","S_Speaking_Frequency","S_SSS_Frequency","S_Hovering_Frequency","S_Sound_Frequency","S_NoSound_Frequency","S_NoSpeak_Max","S_Typing_Max","S_Speaking_Max","S_SSS_Max","S_Hovering_Max","S_Sound_Max","S_NoSound_Max","S_NoSpeak_Min","S_Typing_Min","S_Speaking_Min","S_SSS_Min","S_Hovering_Min","S_Sound_Min","S_NoSound_Min","S_CompOnly_Overall_Time","S_NoFace_Overall_Time","S_BodyOnly_Overall_Time","S_Around_Per_Total","S_Monitor_Per_Total","S_Keyboard_Per_Total","S_Face_Per_Total","S_CompOnly_Per_Total","S_NoFace_Per_Total","S_BodyOnly_Per_Total","S_Speak_Per_Total"
"1",1,8773,8,5008,275,247,3243,614.128787878788,48.1111111111111,159.25,301.369047619048,558.382783882784,160.876923076923,342.10641025641,448,40,152.5,204.5,441.5,155,235,669.783805014265,21.0153434641526,22.0926732881531,261.394573701117,619.718639103864,21.6841092615716,309.409243884006,31,13,8,46,43,21,43,2340,88,194,834,2484,202,948,119,23,138,41,86,136,50,7581,0,1192,0,0,2685.83333333333,0,478.75,0,0,478.75,2685.83333333333,1430.5,0,468,0,0,468,1430.5,2995.19273096668,0,235.519476440645,0,0,235.519476440645,2995.19273096668,12,0,8,0,0,8,12,6839,0,763,0,0,763,6839,342,0,216,0,0,216,342,522,5530,3518,57.0842357232418,3.13461757665565,2.81545651430526,36.9656901857973,5.9500740909609,63.0343098142027,40.100307762453,13.587142368631
"2",3,7857,16,3060,3677,340,780,515.706746031746,714.488636363636,195.333333333333,230.083333333333,1761.61666666667,689.896464646465,247.057142857143,448.5,573,190,216.5,1417.5,566.5,232,332.046854942555,338.571251975584,19.1888973927663,103.004881287729,1253.58873784773,362.022509471655,111.841016830499,50,50,10,29,35,56,36,992,1260,221,362,3783,1328,421,118,334,175,115,596,303,118,6954,0,903,0,0,3816,0,748,0,0,748,3816,3273,0,748,0,0,748,3273,2400.27163348016,0,73,0,0,73,2400.27163348016,15,0,9,0,0,9,15,6589,0,821,0,0,821,6589,1586,0,675,0,0,675,1586,4017,7077,4457,38.9461626575029,46.7990327096856,4.32735140638921,9.9274532264223,51.1263841160748,90.0725467735777,56.7264859361079,11.4929362352043
"3",5,8286,16,1572,3655,480,2579,379.822222222222,585.528571428571,200.833333333333,450.507142857143,803.721428571429,642.540476190476,548.795634920635,284,457.5,198.5,262.5,502,536,353,266.144440237557,507.714360474431,39.249055519195,428.50347770255,976.095453632365,530.400819898991,463.121246270499,24,47,19,50,54,48,55,1008,1662,246,1246,3080,1683,1359,202,132,158,108,93,127,120,7393,0,893,0,0,5439.5,0,893,0,0,893,5439.5,5439.5,0,893,0,0,893,5439.5,1533.5,0,0,0,0,0,1533.5,12,0,5,0,0,5,12,6973,0,893,0,0,893,6973,3906,0,893,0,0,893,3906,4135,5707,6234,18.9717595944967,44.110547912141,5.7929036929761,31.1247888003862,49.9034516051171,68.8752111996138,75.2353367125272,10.7772145788076
"4",6,6349,12,1357,1355,653,2984,229.441666666667,174.795454545455,201.7,598.164646464646,333.080710955711,198.365079365079,714.442857142857,215,138,186.5,491.5,200.5,145.5,518.5,144.205883124015,131.67873371611,100.828086439967,309.16479485256,393.289373114583,151.938782130751,463.006884104268,25,35,16,50,50,48,46,455,424,334,1359,1439,531,1769,55,44,100,354,47,44,368,6032,0,317,0,0,5643,0,317,0,0,317,5643,5643,0,317,0,0,317,5643,369,0,0,0,0,0,369,7,0,5,0,0,5,7,6012,0,317,0,0,317,6012,5274,0,317,0,0,317,5274,2008,3365,4339,21.3734446369507,21.3419436131674,10.2850842652386,46.9995274846433,31.6270278784061,53.0004725153567,68.3414710978107,4.99291226964876
"5",7,8133,10,2568,41,2797,2727,928.083333333333,20.5,1031.94444444444,433.966666666667,1536.21538461538,988.677777777778,1392.01388888889,864,20.5,848.5,362,1340.5,812.5,1119.5,247.564799484518,5.5,490.755810687112,250.473572737069,494.967690858688,480.399636212483,762.466168297271,22,2,18,34,35,20,26,1390,26,1754,913,2598,1754,2896,671,15,571,186,1119,554,679,7361,0,772,0,0,4533,0,612,0,0,612,4533,4570,0,612,0,0,612,4570,944.130053282216,0,48,0,0,48,944.130053282216,9,0,5,0,0,5,9,5591,0,660,0,0,660,5591,3438,0,564,0,0,564,3438,2838,5406,2768,31.5750645518259,0.504119021271364,34.3907537194147,33.530062707488,34.8948727406861,66.469937292512,34.0341817287594,9.49219230296324
"6",8,6405,18,441,2962,322,2680,216,482.035714285714,140.666666666667,621.617857142857,752.366666666667,547.180158730159,676.242857142857,217,437.5,138,632,589,489.5,634.5,7.57187779440036,229.442934774509,56.5792850095896,393.491957084019,384.409715002594,291.695980624376,457.65894519383,9,47,8,44,43,47,46,225,878,210,1086,1358,1016,1267,203,201,74,147,356,191,125,5835,0,570,0,0,3606.5,0,416,0,0,416,3606.5,3606.5,0,416,0,0,416,3606.5,2046.5,0,99,0,0,99,2046.5,16,0,9,0,0,9,16,5653,0,515,0,0,515,5653,1560,0,317,0,0,317,1560,3284,3725,5642,6.88524590163934,46.2451209992194,5.02732240437158,41.8423106947697,51.2724434035909,58.1576893052303,88.0874316939891,8.89929742388759
"7",12,7367,10,145,43,425,6754,65.8333333333333,29.5,135.833333333333,1832.18928571429,105.535714285714,123.083333333333,3005.66666666667,64.5,29.5,136,1631,103.5,125.5,3035,22.3432153734889,3.5,43.0792851524194,731.356353965048,54.7377277771231,50.9730244350166,915.915665454532,8,3,12,25,23,15,15,91,33,185,2985,185,185,4239,42,26,81,1025,34,56,2038,7224,0,143,0,0,6157.5,0,87,0,0,87,6157.5,6157.5,0,87,0,0,87,6157.5,940.5,0,5,0,0,5,940.5,6,0,3,0,0,3,6,7098,0,92,0,0,92,7098,5217,0,82,0,0,82,5217,468,613,6797,1.96823673136962,0.583683996199267,5.76896972987648,91.6791095425546,6.35265372607574,8.32089045744537,92.2627935387539,1.94108863852314
"8",14,5576,24,706,1062,1302,2506,299.25,475.616666666667,310.928571428571,633.55,664.746825396825,560.667857142857,1074.4,289,474,305.5,629,584.5,536,886.5,146.275563789616,158.516250731359,120.525403838279,332.248877223984,332.054259134621,257.192754275525,756.836452376536,18,26,36,59,54,52,45,469,686,508,1076,1201,935,2161,150,305,175,271,282,262,349,4843,0,733,0,0,3298,0,441.5,0,0,441.5,3298,3298,0,441.5,0,0,441.5,3298,1116,0,71.5,0,0,71.5,1116,18,0,11,0,0,11,18,4414,0,513,0,0,513,4414,2182,0,370,0,0,370,2182,2364,3070,3568,12.661406025825,19.0459110473458,23.3500717360115,44.9426111908178,42.3959827833572,55.0573888091822,63.9885222381636,13.1456241032999
"9",15,8173,12,4292,1763,720,1398,2172.46428571429,575.583333333333,459.333333333333,292.571428571429,1822.1,723.25,650.625,2149,474,457,246.5,1741,658,532,422.766698759846,318.942678884507,108.072092289766,165.805940023649,1231.48465955221,394.908407751898,316.129942613147,17,13,11,27,27,20,25,2833,1023,573,587,3405,1192,1232,1711,290,348,133,489,318,390,7949,0,224,0,0,5980,0,224,0,0,224,5980,5980,0,224,0,0,224,5980,1837,0,0,0,0,0,1837,9,0,5,0,0,5,9,7817,0,224,0,0,224,7817,4143,0,224,0,0,224,4143,2483,6775,3161,52.5143766058975,21.5710265508381,8.80949467759697,17.1051021656674,30.3805212284351,82.8948978343326,38.6761287165056,2.74073167747461
"10",16,6730,12,3021,577,756,2376,479.264935064935,215.25,206.833333333333,365.032478632479,605.173809523809,236.1,579.803571428571,333,207,186.5,226,416,210.5,509.5,351.083094995645,125.585574189114,108.585341846574,278.891285636054,560.703087746102,136.399068053051,430.95947401559,38,16,22,45,45,33,42,1193,358,359,848,1824,470,1247,153,82,85,98,120,80,137,4559,0,2171,0,0,2661,0,1214.16666666667,0,0,1214.16666666667,2661,2658,0,1182.5,0,0,1182.5,2658,1276.0171640232,0,654.86206042849,0,0,654.86206042849,1276.0171640232,12,0,10,0,0,10,12,4006,0,1889,0,0,1889,4006,1319,0,571,0,0,571,1319,1333,4354,2953,44.888558692422,8.57355126300149,11.2332838038633,35.3046062407132,19.8068350668648,64.6953937592868,43.8781575037147,32.258543833581
