"","Group.1","Duration","TalkType","S_Around_Overall_Time","S_Monitor_Overall_Time","S_Keyboard_Overall_Time","S_Face_Overall_Time","S_Around_Mean","S_Monitor_Mean","S_Keyboard_Mean","S_Face_Mean","S_NoFace_Mean","S_CompOnly_Mean","S_BodyOnly_Mean","S_Around_Median","S_Monitor_Median","S_Keyboard_Median","S_Face_Median","S_NoFace_Median","S_CompOnly_Median","S_BodyOnly_Median","S_Around_PopularSD","S_Monitor_PopularSD","S_Keyboard_PopularSD","S_Face_PopularSD","S_NoFace_PopularSD","S_CompOnly_PopularSD","S_BodyOnly_PopularSD","S_Around_Frequency","S_Monitor_Frequency","S_Keyboard_Frequency","S_Face_Frequency","S_NoFace_Frequency","S_CompOnly_Frequency","S_BodyOnly_Frequency","S_Around_Max","S_Monitor_Max","S_Keyboard_Max","S_Face_Max","S_NoFace_Max","S_CompOnly_Max","S_BodyOnly_Max","S_Around_Min","S_Monitor_Min","S_Keyboard_Min","S_Face_Min","S_NoFace_Min","S_CompOnly_Min","S_BodyOnly_Min","S_NoSpeak_Overall_Time","S_Typing_Overall_Time","S_Speaking_Overall_Time","S_SSS_Overall_Time","S_Hovering_Overall_Time","S_NoSpeak_Mean","S_Typing_Mean","S_Speaking_Mean","S_SSS_Mean","S_Hovering_Mean","S_Sound_Mean","S_NoSound_Mean","S_NoSpeak_Median","S_Typing_Median","S_Speaking_Median","S_SSS_Median","S_Hovering_Median","S_Sound_Median","S_NoSound_Median","S_NoSpeak_PopularSD","S_Typing_PopularSD","S_Speaking_PopularSD","S_SSS_PopularSD","S_Hovering_PopularSD","S_Sound_PopularSD","S_NoSound_PopularSD","S_NoSpeak_Frequency","S_Typing_Frequency","S_Speaking_Frequency","S_SSS_Frequency","S_Hovering_Frequency","S_Sound_Frequency","S_NoSound_Frequency","S_NoSpeak_Max","S_Typing_Max","S_Speaking_Max","S_SSS_Max","S_Hovering_Max","S_Sound_Max","S_NoSound_Max","S_NoSpeak_Min","S_Typing_Min","S_Speaking_Min","S_SSS_Min","S_Hovering_Min","S_Sound_Min","S_NoSound_Min","S_CompOnly_Overall_Time","S_NoFace_Overall_Time","S_BodyOnly_Overall_Time"
"1",1,437.4,2,63.7,32.4,100.6,240.7,18.3361904761905,10.5333333333333,24.9157142857143,39.9446703296703,28.6971428571429,26.8283333333333,86.7308441558442,17.3,8.8,22.1,32.65,24.3,23.9,71.05,7.68341307358873,4.55267743002425,14.2629551718147,28.8578801200796,16.8145437462655,15.3161920903331,55.9685282388524,2.8,2,3.7,7.2,6.9,4.8,5.1,31.5,16.4,47.7,86.8,59.4,53.9,170.3,10.8,6.3,10.2,11.3,9.2,10.6,30.2,430.7,0,6.7,0,0,393.45,0,6.7,0,0,6.7,393.45,393.45,0,6.7,0,0,6.7,393.45,33.55,0,0,0,0,0,33.55,1.1,0,0.2,0,0,0.2,1.1,427,0,6.7,0,0,6.7,427,359.9,0,6.7,0,0,6.7,359.9,133,196.7,273.1
"2",3,289,2,129.6,97,37.4,25,50.9333333333333,29.46,25.1,17.4,180.6,44.17,30.5166666666667,48.8,26.1,26.3,17.4,174.8,45.9,28.6,27.7284419248107,14.2514451444065,1.99705627484771,5,24.7993197042788,24.6009447919397,6.75225613343146,2.4,3,1.4,0.6,1.6,3,1.8,82.2,47.2,26.6,22.4,209.4,70.8,40,21.8,14.2,22.4,12.4,157.6,14.2,23,289,0,0,0,0,289,0,0,0,0,0,289,289,0,0,0,0,0,289,0,0,0,0,0,0,0,1,0,0,0,0,0,1,289,0,0,0,0,0,289,289,0,0,0,0,0,289,134.4,264,122
"3",5,279.416666666667,2,50.8333333333333,46.8333333333333,29.8333333333333,151.916666666667,20.9166666666667,28.9097222222222,17.7777777777778,57.5388888888889,43.5430555555556,33.8402777777778,73.575,20.9166666666667,29.2916666666667,17.9166666666667,50.3333333333333,39,32.3333333333333,59.3333333333333,7.42283106178015,4.75220719569014,2.65488435841084,26.8184119880829,19.3977709861405,9.36365512866179,38.9849282993805,1.08333333333333,1.58333333333333,1.33333333333333,3.16666666666667,2.83333333333333,2.16666666666667,2.91666666666667,28.5,34.1666666666667,20.4166666666667,95.8333333333333,67.25,45.4166666666667,129,13.3333333333333,23.5833333333333,15,32.4166666666667,23.75,23.9166666666667,41.0833333333333,231.583333333333,0,47.8333333333333,0,0,231.583333333333,0,47.8333333333333,0,0,47.8333333333333,231.583333333333,231.583333333333,0,47.8333333333333,0,0,47.8333333333333,231.583333333333,0,0,0,0,0,0,0,1,0,0.416666666666667,0,0,0.416666666666667,1,231.583333333333,0,47.8333333333333,0,0,47.8333333333333,231.583333333333,231.583333333333,0,47.8333333333333,0,0,47.8333333333333,231.583333333333,76.6666666666667,127.5,198.75
"4",6,449.75,2,94,93.625,26.5,235.625,31.28125,28.4104166666667,11.7083333333333,101.958333333333,42.713474025974,35.7229166666667,114.524404761905,28.25,25.1875,11.5,93.125,31.9375,32.5,107.625,15.5894724612536,11.4068653685476,1.6545119555779,23.2692077977164,26.8734069707797,12.8591176277004,26.4858521789579,2.125,2.875,0.625,4.75,4.875,3.375,4.375,54.25,46.75,13.625,143.125,95.25,56.25,158.75,15.75,18.125,10,79.875,19.375,24,88.125,428.75,0,21,0,0,411.8125,0,21,0,0,21,411.8125,411.8125,0,21,0,0,21,411.8125,14.3125,0,0,0,0,0,14.3125,1.125,0,0.25,0,0,0.25,1.125,426.125,0,21,0,0,21,426.125,397.5,0,21,0,0,21,397.5,120.125,214.125,329.25
"5",7,424.916666666667,2,132.416666666667,0,104.833333333333,187.666666666667,44.7152777777778,0,64.2222222222222,74.5625,84.8611111111111,64.2222222222222,190.902777777778,39.5,0,59.25,72.6666666666667,75,59.25,190.625,30.0413237424099,0,11.9922473419832,32.778935506523,51.2737334473397,11.9922473419832,27.6479380477606,1.41666666666667,0,1.66666666666667,2.91666666666667,2.58333333333333,1.66666666666667,2,84,0,79.3333333333333,115.083333333333,151.75,79.3333333333333,220.666666666667,15.5833333333333,0,54.0833333333333,40.4166666666667,34.3333333333333,54.0833333333333,161.416666666667,385,0,39.9166666666667,0,0,317.833333333333,0,39.9166666666667,0,0,39.9166666666667,317.833333333333,317.833333333333,0,39.9166666666667,0,0,39.9166666666667,317.833333333333,56.5833333333333,0,0,0,0,0,56.5833333333333,1.25,0,0.25,0,0,0.25,1.25,374.416666666667,0,39.9166666666667,0,0,39.9166666666667,374.416666666667,261.25,0,39.9166666666667,0,0,39.9166666666667,261.25,104.833333333333,237.25,187.666666666667
"6",8,268.083333333333,2,65.5833333333333,147,0,55.5,36.5416666666667,58.975,0,32.2430555555556,129.004166666667,58.975,32.2430555555556,37.375,60.4166666666667,0,32.2916666666667,130.541666666667,60.4166666666667,32.2916666666667,4.88818257848892,12.8586247561067,0,6.38519523771151,18.508100390855,12.8586247561067,6.38519523771151,1.66666666666667,2.66666666666667,0,1.75,2.16666666666667,2.66666666666667,1.75,41.25,73.1666666666667,0,39.25,149.5,73.1666666666667,39.25,31,43.4166666666667,0,25.5,106.666666666667,43.4166666666667,25.5,251.416666666667,0,16.6666666666667,0,0,242.25,0,16.6666666666667,0,0,16.6666666666667,242.25,242.25,0,16.6666666666667,0,0,16.6666666666667,242.25,7.66666666666667,0,0,0,0,0,7.66666666666667,1.08333333333333,0,0.25,0,0,0.25,1.08333333333333,249.916666666667,0,16.6666666666667,0,0,16.6666666666667,249.916666666667,234.583333333333,0,16.6666666666667,0,0,16.6666666666667,234.583333333333,147,212.583333333333,202.5
"7",12,285.5,2,14.1666666666667,0,71,200.333333333333,6.44444444444444,0,37.6388888888889,78.9930555555556,36.2013888888889,37.6388888888889,235.541666666667,5.08333333333333,0,36.75,76.4166666666667,34.125,36.75,231.875,3.74504600790536,0,7.99453539421996,37.5150263760039,12.4725371717974,7.99453539421996,12.5868456083345,0.666666666666667,0,1.83333333333333,2.75,2.33333333333333,1.83333333333333,1.58333333333333,11.1666666666667,0,46.4166666666667,121.583333333333,51.0833333333333,46.4166666666667,251.583333333333,3.08333333333333,0,29.75,40.4166666666667,23.6666666666667,29.75,223.166666666667,263.75,0,21.75,0,0,258.041666666667,0,21.75,0,0,21.75,258.041666666667,258.041666666667,0,21.75,0,0,21.75,258.041666666667,4.625,0,0,0,0,0,4.625,1.08333333333333,0,0.333333333333333,0,0,0.333333333333333,1.08333333333333,262.666666666667,0,21.75,0,0,21.75,262.666666666667,253.416666666667,0,21.75,0,0,21.75,253.416666666667,71,85.1666666666667,200.333333333333
"8",14,238.5,2,31.9166666666667,26.6666666666667,108.666666666667,71.25,16.5916666666667,17.9791666666667,50.1388888888889,25.8875,70.4166666666667,60.4916666666667,85.7541666666667,16.0416666666667,17.625,48.4166666666667,25.125,69.5833333333333,58.75,84.7083333333333,3.12285985939461,3.25317614510522,15.1155269046699,9.52683187250331,24.4804104602782,20.6687649092896,22.5163023091327,1.58333333333333,1,2.58333333333333,2.75,2.83333333333333,2.75,2.83333333333333,20.6666666666667,21.75,67.6666666666667,37.0833333333333,97.5,83.4166666666667,113.333333333333,13.25,14.9166666666667,34.3333333333333,15.3333333333333,42.75,39.5,62.4166666666667,235.25,0,3.25,0,0,227.041666666667,0,3.25,0,0,3.25,227.041666666667,227.041666666667,0,3.25,0,0,3.25,227.041666666667,5.875,0,0,0,0,0,5.875,1.08333333333333,0,0.166666666666667,0,0,0.166666666666667,1.08333333333333,232.916666666667,0,3.25,0,0,3.25,232.916666666667,221.166666666667,0,3.25,0,0,3.25,221.166666666667,135.333333333333,167.25,97.9166666666667
"9",15,305.846153846154,2,108.692307692308,74.2307692307692,60.2307692307692,62.6923076923077,75.0192307692308,40.4615384615385,31.8205128205128,30.0769230769231,109.673076923077,60.8333333333333,75.3076923076923,74.5769230769231,41.7692307692308,31.7692307692308,28.1538461538462,107.115384615385,62.1538461538462,74.3846153846154,9.49387137842883,16.298814400742,5.74649974359553,9.99445539334427,46.839717171176,17.996346160291,11.8960644474285,1.23076923076923,1.46153846153846,1.38461538461538,2,2.38461538461538,2.23076923076923,2.15384615384615,85.5384615384615,56.6923076923077,37.8461538461538,41.6923076923077,164,79.3076923076923,89.5384615384615,65.3846153846154,22.9230769230769,25.8461538461538,20.3846153846154,60.1538461538462,40.0769230769231,63,298.153846153846,0,7.69230769230769,0,0,289.038461538462,0,5.46153846153846,0,0,5.46153846153846,289.038461538462,289.038461538462,0,5.46153846153846,0,0,5.46153846153846,289.038461538462,4.57692307692308,0,1.07692307692308,0,0,1.07692307692308,4.57692307692308,1.07692307692308,0,0.461538461538462,0,0,0.461538461538462,1.07692307692308,293.615384615385,0,6.53846153846154,0,0,6.53846153846154,293.615384615385,284.461538461538,0,4.38461538461539,0,0,4.38461538461539,284.461538461538,134.461538461538,243.153846153846,136.923076923077
"10",16,525.333333333333,2,228,79.6666666666667,106.222222222222,111.444444444444,58.743253968254,25.4111111111111,30.2277777777778,33.9351851851852,97.1203703703704,39.8314814814815,56.7592592592593,53.7222222222222,21.9444444444444,26.6111111111111,31.6666666666667,73,34.5555555555556,49.1111111111111,26.3142286854252,13.9374195145491,18.3297075718496,14.1670711223443,76.4310066804855,24.8311614373738,24.8807426677685,3.88888888888889,2,3.22222222222222,3.55555555555556,4.11111111111111,4.33333333333333,4.22222222222222,110.777777777778,43.3333333333333,58,54.5555555555556,216.111111111111,82.6666666666667,97.8888888888889,32.7777777777778,11.6666666666667,11.4444444444444,19.3333333333333,21.4444444444444,14.7777777777778,32.8888888888889,512.888888888889,0,12.4444444444444,0,0,471.277777777778,0,12.4444444444444,0,0,12.4444444444444,471.277777777778,471.277777777778,0,12.4444444444444,0,0,12.4444444444444,471.277777777778,28.6111111111111,0,0,0,0,0,28.6111111111111,1.22222222222222,0,0.444444444444444,0,0,0.444444444444444,1.22222222222222,499.888888888889,0,12.4444444444444,0,0,12.4444444444444,499.888888888889,442.666666666667,0,12.4444444444444,0,0,12.4444444444444,442.666666666667,185.888888888889,413.888888888889,191.111111111111
