"","Group.1","Duration","TalkType","S_Around_Overall_Time","S_Monitor_Overall_Time","S_Keyboard_Overall_Time","S_Face_Overall_Time","S_Around_Mean","S_Monitor_Mean","S_Keyboard_Mean","S_Face_Mean","S_NoFace_Mean","S_CompOnly_Mean","S_BodyOnly_Mean","S_Around_Median","S_Monitor_Median","S_Keyboard_Median","S_Face_Median","S_NoFace_Median","S_CompOnly_Median","S_BodyOnly_Median","S_Around_PopularSD","S_Monitor_PopularSD","S_Keyboard_PopularSD","S_Face_PopularSD","S_NoFace_PopularSD","S_CompOnly_PopularSD","S_BodyOnly_PopularSD","S_Around_Frequency","S_Monitor_Frequency","S_Keyboard_Frequency","S_Face_Frequency","S_NoFace_Frequency","S_CompOnly_Frequency","S_BodyOnly_Frequency","S_Around_Max","S_Monitor_Max","S_Keyboard_Max","S_Face_Max","S_NoFace_Max","S_CompOnly_Max","S_BodyOnly_Max","S_Around_Min","S_Monitor_Min","S_Keyboard_Min","S_Face_Min","S_NoFace_Min","S_CompOnly_Min","S_BodyOnly_Min","S_NoSpeak_Overall_Time","S_Typing_Overall_Time","S_Speaking_Overall_Time","S_SSS_Overall_Time","S_Hovering_Overall_Time","S_NoSpeak_Mean","S_Typing_Mean","S_Speaking_Mean","S_SSS_Mean","S_Hovering_Mean","S_Sound_Mean","S_NoSound_Mean","S_NoSpeak_Median","S_Typing_Median","S_Speaking_Median","S_SSS_Median","S_Hovering_Median","S_Sound_Median","S_NoSound_Median","S_NoSpeak_PopularSD","S_Typing_PopularSD","S_Speaking_PopularSD","S_SSS_PopularSD","S_Hovering_PopularSD","S_Sound_PopularSD","S_NoSound_PopularSD","S_NoSpeak_Frequency","S_Typing_Frequency","S_Speaking_Frequency","S_SSS_Frequency","S_Hovering_Frequency","S_Sound_Frequency","S_NoSound_Frequency","S_NoSpeak_Max","S_Typing_Max","S_Speaking_Max","S_SSS_Max","S_Hovering_Max","S_Sound_Max","S_NoSound_Max","S_NoSpeak_Min","S_Typing_Min","S_Speaking_Min","S_SSS_Min","S_Hovering_Min","S_Sound_Min","S_NoSound_Min","S_CompOnly_Overall_Time","S_NoFace_Overall_Time","S_BodyOnly_Overall_Time","S_Around_Per_Total","S_Monitor_Per_Total","S_Keyboard_Per_Total","S_Face_Per_Total","S_CompOnly_Per_Total","S_NoFace_Per_Total","S_BodyOnly_Per_Total","S_Speak_Per_Total"
"54",67,4547,20,567,560,1572,1848,274.583333333333,244,533.333333333333,593.033333333333,1126.8,924.166666666667,1811,262.5,181,455,572,1013.5,835.5,1827.5,48.034823508315,123.422880314618,250.742297429259,184.779548467395,367.549663571032,277.343768661997,324.123262038787,14,8,30,33,34,30,26,348,416,896,837,1737,1369,2193,227,135,282,385,784,668,1436,4281,0,266,0,0,4281,0,266,0,0,266,4281,4281,0,266,0,0,266,4281,0,0,0,0,0,0,0,10,0,5,0,0,5,10,4281,0,266,0,0,266,4281,4281,0,266,0,0,266,4281,2132,2699,2408,12.4697602815043,12.3158126237079,34.5722454365516,40.6421816582362,46.8880580602595,59.3578183417638,52.9579942819441,5.85001099626127
"55",68,2452,14,854,820,155,623,461.5,556.75,116.5,264.5,1220,559,282.666666666667,427.5,555.5,116.5,197.5,1185,566.5,224,246.004208575299,142.965687828222,12.5,139.674227182216,235.825577998612,167.145822822063,176.99653180334,13,12,5,9,14,14,12,728,703,129,453,1500,724,521,229,413,104,143,975,379,103,2373,0,79,0,0,2246,0,79,0,0,79,2246,2246,0,79,0,0,79,2246,125,0,0,0,0,0,125,8,0,2,0,0,2,8,2371,0,79,0,0,79,2371,2121,0,79,0,0,79,2121,975,1829,1443,34.8287112561175,33.442088091354,6.32137030995106,25.4078303425775,39.7634584013051,74.5921696574225,58.8499184339315,3.22185970636215
"56",69,3217,16,440,1426,1084,267,235.833333333333,490.733333333333,274.791666666667,130.333333333333,1416.58333333333,707,421.688095238095,237.5,416.5,206.5,125,1422,573,396,76.7360956446232,249.649913045238,176.308793909448,35.9247176725532,563.045862326882,561.06626991792,211.404372244692,13,25,31,15,21,30,28,313,852,552,173,2073,1474,688,157,249,115,93,811,170,194,3060,0,157,0,0,2446,0,85.6666666666667,0,0,85.6666666666667,2446,2418,0,79,0,0,79,2418,439.973479520183,0,13.8884444373331,0,0,13.8884444373331,439.973479520183,13,0,5,0,0,5,13,2932,0,105,0,0,105,2932,2016,0,73,0,0,73,2016,2510,2950,1693,13.6773391358408,44.3270127447933,33.6959900528443,8.2996580665216,78.0230027976376,91.7003419334784,52.6266708113149,4.88032328256139
"57",70,2339,12,83,842,695,719,52,447,177.333333333333,209.833333333333,502.555555555556,426.222222222222,448.916666666667,52,444,153,136,380,340.5,299.5,7,150.445299120014,82.2735759334454,156.127735004209,329.313413020709,284.81053860959,328.668597416634,5,12,22,21,23,25,19,59,602,296,440,951,849,944,45,295,95,75,190,164,163,2207,0,132,0,0,2043,0,132,0,0,132,2043,2043,0,132,0,0,132,2043,143,0,0,0,0,0,143,7,0,3,0,0,3,7,2186,0,132,0,0,132,2186,1900,0,132,0,0,132,1900,1537,1620,1561,3.54852501068833,35.9982898674647,29.713552800342,30.7396323215049,65.7118426678067,69.2603676784951,66.7379221889696,5.6434373663959
"58",71,4067,16,69,613,984,2401,69,307.5,190.730952380952,391.727777777778,302.961111111111,278.961111111111,1631.05,69,293.5,167.5,353,258,234.5,1637.5,0,69.2639046359506,105.881962058004,205.681082563929,201.107093876414,180.242102189527,527.730610561176,3,10,37,49,43,43,20,69,393,382,748,605,566,2244,69,234,81,142,94,92,1000,3722,0,345,0,0,3722,0,345,0,0,345,3722,3722,0,345,0,0,345,3722,0,0,0,0,0,0,0,8,0,5,0,0,5,8,3722,0,345,0,0,345,3722,3722,0,345,0,0,345,3722,1597,1666,3014,1.69658224735677,15.0725350381116,24.1947381362183,59.0361445783133,39.26727317433,40.9638554216867,74.1086796164249,8.48291123678387
"59",72,5416,24,285,876,263,3992,189.166666666667,303.466666666667,154.5,1365,387.1,381.816666666667,1495.9,182.5,298.5,154.5,1251.5,345.5,341,1364.5,22.6434160364686,79.4214180814491,41.5,582.552044315292,136.936578257878,122.508638209096,592.931433035853,12,30,10,48,40,33,46,216,399,196,2233,600,560,2349,169,216,113,758,245,265,870,5147,0,269,0,0,4769.5,0,269,0,0,269,4769.5,4769.5,0,269,0,0,269,4769.5,355.5,0,0,0,0,0,355.5,13,0,3,0,0,3,13,5125,0,269,0,0,269,5125,4414,0,269,0,0,269,4414,1139,1424,4868,5.26218611521418,16.1742983751846,4.85598227474151,73.7075332348597,21.0302806499261,26.2924667651403,89.8818316100443,4.96676514032496
"60",73,2716,14,140,0,797,1779,71,0,388.166666666667,572.333333333333,347.166666666667,388.166666666667,1706.91666666667,71,0,383.5,541,339,383.5,1665,3.44948974278318,0,145.767289706022,357.103942800738,175.820890289069,145.767289706022,370.233450899014,7,0,15,23,21,15,14,75,0,539,1019,545,539,2140,67,0,242,180,162,242,1356,2716,0,0,0,0,2716,0,0,0,0,0,2716,2716,0,0,0,0,0,2716,0,0,0,0,0,0,0,7,0,0,0,0,0,7,2716,0,0,0,0,0,2716,2716,0,0,0,0,0,2716,797,937,1779,5.15463917525773,0,29.3446244477172,65.500736377025,29.3446244477172,34.499263622975,65.500736377025,0
"61",74,2610,16,44,34,94,2438,44,34,65.5,1721.75,76.6666666666667,75,1917.5,44,34,65.5,1756.5,73,75,1932.5,0,0,15.5,203.275051970985,19.323525167642,25,195.272334609621,3,1,4,15,7,5,12,44,34,81,1947,100,100,2119,44,34,50,1453,57,50,1701,2358,0,252,0,0,1752,0,191.5,0,0,191.5,1752,1775,0,191.5,0,0,191.5,1775,306.851051545377,0,14.5,0,0,14.5,306.851051545377,13,0,9,0,0,9,13,2051,0,206,0,0,206,2051,1430,0,177,0,0,177,1430,128,172,2472,1.68582375478927,1.30268199233716,3.60153256704981,93.4099616858237,4.90421455938697,6.59003831417625,94.7126436781609,9.6551724137931
"62",75,1144,6,30,10,330,774,30,10,83.5,169.392857142857,86.1666666666667,80.5,858.666666666667,30,10,86.5,102,86.5,83.5,779,0,0,5.75827172515957,144.254122643174,14.1381417851439,8.75827172515957,121.973585482905,1,1,10,15,12,11,5,30,10,89,426,103,89,1031,30,10,75,54,69,69,766,977,0,167,0,0,977,0,167,0,0,167,977,977,0,167,0,0,167,977,0,0,0,0,0,0,0,3,0,2,0,0,2,3,977,0,167,0,0,167,977,977,0,167,0,0,167,977,340,370,784,2.62237762237762,0.874125874125874,28.8461538461538,67.6573426573427,29.7202797202797,32.3426573426573,68.5314685314685,14.5979020979021
"63",77,1896,12,76,380,150,1290,53.5,188.5,112.5,502.833333333333,261.333333333333,260.666666666667,722.916666666667,53.5,186.5,112.5,365.5,220,250,685,0.5,77.7046505340853,9.5,278.187151281726,99.1001031329255,96.1225643434566,182.622835156125,4,10,5,16,12,11,15,54,273,122,882,394,371,965,53,108,103,261,170,161,534,1803,0,93,0,0,1612,0,93,0,0,93,1612,1612,0,93,0,0,93,1612,124,0,0,0,0,0,124,7,0,3,0,0,3,7,1736,0,93,0,0,93,1736,1488,0,93,0,0,93,1488,530,606,1670,4.0084388185654,20.042194092827,7.91139240506329,68.0379746835443,27.9535864978903,31.9620253164557,88.0801687763713,4.90506329113924
"64",78,2216,12,467,84,25,1640,194.666666666667,84,25,699.375,172.791666666667,109,702.5,191.5,84,25,658.5,153.5,109,665.5,32.1161166942513,0,0,235.435561987191,81.4719414958382,0,233.881011523794,15,3,1,21,17,4,21,246,84,25,1054,278,109,1054,157,84,25,462,88,109,462,2158,0,58,0,0,2158,0,58,0,0,58,2158,2158,0,58,0,0,58,2158,0,0,0,0,0,0,0,6,0,1,0,0,1,6,2158,0,58,0,0,58,2158,2158,0,58,0,0,58,2158,109,576,1724,21.0740072202166,3.79061371841155,1.12815884476534,74.0072202166065,4.9187725631769,25.9927797833935,77.797833935018,2.6173285198556
"65",79,915,6,682,0,208,25,467.5,0,108,25,571.5,108,126.5,467.5,0,108,25,571.5,108,126.5,127.5,0,41,0,182.5,41,34.5,5,0,3,2,5,3,3,595,0,149,25,754,149,161,340,0,67,25,389,67,92,834,0,81,0,0,834,0,81,0,0,81,834,834,0,81,0,0,81,834,0,0,0,0,0,0,0,3,0,1,0,0,1,3,834,0,81,0,0,81,834,834,0,81,0,0,81,834,208,890,25,74.5355191256831,0,22.7322404371585,2.73224043715847,22.7322404371585,97.2677595628415,2.73224043715847,8.85245901639344
"66",80,4556,18,1353,1440,1162,601,676.5,733,570.5,386.666666666667,2285,1367.66666666667,744.5,676.5,723,555.5,384,2238,1375.5,699.5,215.5,224.598289554854,166.542714987767,68.9544755777094,1023.12717045742,319.332549377279,239.664459168142,16,14,19,17,19,20,24,892,975,761,472,3379,1745,1042,461,501,395,314,1246,976,495,4455,0,101,0,0,3686,0,101,0,0,101,3686,3686,0,101,0,0,101,3686,709,0,0,0,0,0,709,12,0,3,0,0,3,12,4395,0,101,0,0,101,4395,2977,0,101,0,0,101,2977,2602,3955,2041,29.6971027216857,31.6066725197542,25.5048287971905,13.1913959613696,57.1115013169447,86.8086040386304,44.7980684811238,2.21685689201054
