"","Effort","Irritated","Patient","Interested","Responsible","Responsive","Pat_Resposoble"
"around",0.221571856050858,0.287858145757796,-0.327904876847218,-0.334595880281378,-0.0119956518069518,-0.180904627738347,-0.247673940779773
"monitor",-0.02167248147609,0.035602413750532,0.0846858811905028,-0.246090284574968,-0.173359774148718,-0.0257323550249489,-0.0713308706261185
"keyboard",0.152727661232818,0.05412936138264,0.0585899683577695,0.259578621472817,0.228519349017149,0.150879197379278,0.217824242937124
"face",-0.255377321112355,-0.279457152496523,0.159408619554746,0.248106637719189,-0.026842576638637,0.0579298533638467,0.0953525524784661
"comp_only",0.115602440377692,0.0790298385657679,0.126120795055252,0.0124860310130282,0.049051785766745,0.110402903434967,0.129333915016067
"no_face",0.255377321112355,0.279457152496523,-0.159408619554746,-0.248106637719189,0.0268425766386369,-0.0579298533638466,-0.0953525524784661
"body_only",-0.312366766984806,-0.297351717802308,0.248325815488253,0.103205830270932,-0.161085412800758,0.047881448308407,0.0570912505326291
"s_speak",-0.03213305457493,-0.0617880105174646,-0.0234897882743518,0.0957461256528569,-0.0990568424736276,-0.0112832765529647,-0.0930336445531562
"power",-0.0256594197178781,-0.00512397237417555,0.0869598453047726,0.155739116414219,-0.146552631183204,0.13506942592677,-0.0491231566532694
"enunciated",0.0110421515875544,-0.0373972357140819,0.0119750024521909,0.119874606051327,0.212029318315032,0.0177741513329526,0.171278970127563
"chillness",-0.0787225865301284,-0.242647700837746,0.188299786750173,0.123065665978429,0.103655895314308,0.205007595976144,0.216421810085583
"presence",0.0141022404761678,-0.206089104879678,0.217572997509165,0.173491981348532,0.0988024915223847,0.128769198656913,0.233990171477142
"motherease",0.212707993911967,-0.20179081408929,-0.0100961902974244,0.0415542152878777,0.0775704088337713,0.286647716405872,0.0521331001504231
"calmness",-0.128540775538531,-0.114162098414494,0.0111698730355673,0.149680551440459,-0.116545217199211,0.118775791684738,-0.081235510061971
"dominance",-0.0348505794389305,-0.232294899913839,0.118108711347027,0.0915625806292664,0.14571883266512,0.0514837714873467,0.197624752461664
"responsivity",-0.107935641793162,-0.174612915083735,0.154123706873093,0.145553311841143,0.0272638789112765,0.188726228474628,0.132994179929721
