"","Effort","Irritated","Patient","Interested","Responsible","Responsive","Pat_Resposoble"
"around",0.0737822977013953,0.0190918394057936,0.00719321529023171,0.00603334966902727,0.92384260155445,0.146051894126447,0.0449603383074276
"monitor",0.862868184160237,0.776564396226007,0.499001185164576,0.0463936555119464,0.163911061366158,0.837501569613937,0.56925549444623
"keyboard",0.220855733679648,0.665985930482366,0.640289251643204,0.0353122952769882,0.0649602833124244,0.226560889501958,0.0789237747478093
"face",0.0384986058247568,0.0230609680291695,0.201076327951836,0.0445751227922271,0.830592248891249,0.644066524427373,0.446307982147304
"comp_only",0.355320534458514,0.528196200457982,0.31294121956187,0.920739128412241,0.695708382323108,0.377516064308433,0.300672254004279
"no_face",0.0384986058247569,0.0230609680291695,0.201076327951836,0.0445751227922271,0.83059224889125,0.644066524427374,0.446307982147304
"body_only",0.0106666454643592,0.0153227485228432,0.0443810358818876,0.409579687219899,0.196316650260918,0.702626392090772,0.64887809361151
"s_speak",0.797851615961136,0.622119574750488,0.851494750235118,0.444424851129062,0.428760395154101,0.928353030494756,0.457492875144879
"power",0.837955907666677,0.967429635347918,0.487504212938935,0.21177786022405,0.240313539723883,0.279560275985966,0.695287292146327
"enunciated",0.929880238087665,0.765614659899556,0.923973310721907,0.337699065878211,0.0874297678691477,0.887356409476634,0.169107905776467
"chillness",0.529806128404403,0.0496391838793336,0.129998893140687,0.324901158955663,0.407529445220057,0.0986860153819287,0.0809194424905384
"presence",0.910519177816288,0.096882245038027,0.0792783947146306,0.163584886697704,0.429952606499302,0.302805578323461,0.0586287007115813
"motherease",0.086397754591946,0.104206009874486,0.935874034776272,0.740432235120341,0.535864870309182,0.0196250026334375,0.677613477961428
"calmness",0.303671274918878,0.361386924496525,0.929071259963053,0.230314830260588,0.351383957057339,0.342178108340239,0.516710901246504
"dominance",0.781164189950128,0.0605348066670479,0.344915305097037,0.46466720080481,0.243028519993476,0.68141198271021,0.11170729660617
"responsivity",0.388333654515606,0.160838549270723,0.216614129241231,0.243569976262346,0.827973642025015,0.129115723437295,0.287082498952038
