"","Effort","Irritated","Patient","Interested","Responsible","Responsive","Pat_Resposoble"
"around",0.279577256869133,0.19205277734839,0.240750481228239,0.117352973126862,0.00308915980905227,0.0258849590225437,0.00273364551641655
"monitor",0.468206575295775,0.313708961319122,0.00958666198894984,0.0184678258545134,0.521702957403297,0.00351493930269767,0.0492867631214067
"keyboard",0.594268938004537,0.505199039109566,0.0762744205192168,0.79924918654699,0.665329012215223,0.181582879317756,0.178876334488207
"face",0.0972402971981625,0.434936507725705,0.160234438930155,0.00974028198019287,0.0170964905476365,0.0064641692162729,0.00722949895043087
"comp_only",0.266564273629568,0.767271984544059,0.498961140432565,0.0677373790009268,0.8560713351156,0.186173493523108,0.598526807366355
"no_face",0.0972402971981625,0.434936507725705,0.160234438930155,0.00974028198019287,0.0170964905476364,0.0064641692162729,0.00722949895043087
"body_only",0.170783765321359,0.0941850101345981,0.782551981784648,0.230718799930059,0.0232063048364894,0.339845045891342,0.111350721577881
"s_speak",0.454414527441641,0.871107790148412,0.578404131519203,0.948337311682531,0.837412673837203,0.635287057481369,0.875681733288974
"power",0.0141041058352423,0.634459437839009,0.567350719189957,0.131997555562583,0.105441699592186,0.0276998672732676,0.111841987316416
"enunciated",0.0948890341566543,0.614491355291494,0.769342199687434,0.244144348912266,0.0763182232393572,0.0386115450451645,0.228560078014057
"chillness",0.400967264597519,0.381974454083391,0.363532699989765,0.205564696287023,0.0986544860483478,0.0493244068517492,0.069901854409678
"presence",0.00642502210310863,0.110570790253128,0.771063066587139,0.0701978712206877,0.0219690738349646,0.106428449484942,0.109793260357866
"motherease",0.302750349248933,0.900102477593684,0.758331520045974,0.62132022154378,0.504192727342956,0.196600402122401,0.486326639242244
"calmness",0.871136110583282,0.277859234810447,0.542853681610706,1,0.533246979201113,0.136317370906279,0.889829473772336
"dominance",0.0219771502365991,0.485941159449656,0.726249802788252,0.135941811390529,0.181231616291634,0.290659212170434,0.402349585595836
"responsivity",0.00289682348201856,0.0309550360963878,0.646531480753048,0.0448001182824183,0.206038813966696,0.0160719875248941,0.212040531250476
