"","Effort","Irritated","Patient","Interested","Responsible","Responsive","Pat_Resposoble"
"around",0.0389675829525839,-0.107831431649452,-0.178284154885387,-0.211032413914048,-0.263433321670812,-0.171038862069263,-0.292695527415647
"monitor",0.0952834905675873,-0.0122557777708798,-0.0424493265778122,-0.078552566100336,0.0661149775726703,0.00897330546790933,0.014541985547124
"keyboard",-0.150871517184976,-0.0230366377992859,-0.0111853862430483,0.118090225287264,-0.160797107763107,-0.0296578743611271,-0.112684775180294
"face",-0.000918135038582626,0.141965006960813,0.231662052567392,0.195394603926432,0.350823443734346,0.197171877350781,0.385897378313594
"comp_only",-0.0452066549405164,-0.0308481173528641,-0.0475836157940493,0.0318356511037272,-0.0798378337676398,-0.017603057897632,-0.0843490767391741
"no_face",0.000918135038582623,-0.141965006960813,-0.231662052567392,-0.195394603926432,-0.350823443734346,-0.197171877350781,-0.385897378313594
"body_only",0.0703087339296178,0.123604495018839,0.184932952881605,0.124051964252614,0.377453313380671,0.191087132307248,0.371732731572191
"s_speak",0.231638006448141,-0.0596637072135757,0.0306279733024005,0.112188232300671,0.232653895180408,0.0807103102811726,0.17280105804853
"power",0.0236480485947056,-0.044772943340025,0.109976434506877,0.124146629512878,0.106640062508089,0.140826427070928,0.144030830789835
"enunciated",0.114923820558311,0.0563382841978696,-0.168761207171039,-0.117129876492514,0.202626439652907,-0.100400594224708,0.0184422125555037
"chillness",-0.0922888994028072,0.0298704027751269,-0.0257458854923325,0.00149861722691429,-0.00836892432634589,0.0821404719651283,-0.022867983790277
"presence",-0.0499820587769254,0.0610616083793584,0.17972095384979,0.180622839212031,0.194905756403329,0.116624406089956,0.248864049249339
"motherease",-0.217106742337141,0.0154535402547304,-0.148976747193346,-0.201745396623723,0.0311379441822179,-0.185919327062944,-0.0803061011980658
"calmness",-0.196559888921029,-0.0194350148489841,-0.0570057236619979,0.106834099902381,0.0254271450399774,0.163522614697871,-0.0218948886499883
"dominance",0.0212152638520233,0.14824905945221,0.25044614526246,0.288957386591022,0.100960012509431,0.106136082547035,0.23523272504439
"responsivity",-0.0871726733960806,-0.112566281689564,0.121121106733754,0.188051006594004,0.0036671718447565,0.21665929272833,0.0842391138167955
