"","Effort","Irritated","Patient","Interested","Responsible","Responsive","Pat_Resposoble"
"around",1.09051018198813,1.31844777834591,-1.18410537929152,-1.58739035088175,-3.07552374834398,-2.28101975714962,-3.11727981504089
"monitor",0.729748423451538,-1.01546262946447,-2.67066771167374,-2.41789805345931,-0.644269783798626,-3.03105265848027,-2.00417833320052
"keyboard",0.535341799022597,0.67010909920448,1.80187861095123,0.255379191635977,0.434580114945856,1.35059085362836,1.35912787988197
"face",-1.68303834847955,-0.785710322836706,1.4207808972139,2.66471922755228,2.44849027275435,2.81559831448311,2.77492754273364
"comp_only",1.12079249654795,-0.297205718087884,-0.679993226635062,-1.85822505906701,-0.182110844520458,-1.33632938276455,-0.529157534602791
"no_face",1.68303834847955,0.785710322836706,-1.4207808972139,-2.66471922755228,-2.44849027275435,-2.81559831448311,-2.77492754273364
"body_only",-1.38525536149939,-1.69895107679385,-0.277158073885191,1.21002719068342,2.32586363835986,0.961649417416866,1.61444592909769
"s_speak",-0.752658846370518,-0.162903389594588,-0.558570299869795,-0.0650495514469646,0.206041314868738,-0.476576238623563,-0.157073080613757
"power",-2.52374826920526,-0.477744960338606,0.574935383375484,1.5257562620188,1.64225772191959,2.25291764522741,1.61218791034081
"enunciated",-1.69524722578926,-0.506148756131801,-0.294482632707364,1.17551246082209,1.80160342585943,2.11181493549705,1.21571187786895
"chillness",-0.845526108288682,-0.880329907951726,0.915179660553826,1.27885846739701,1.67581111708008,2.00383598389781,1.84339860641283
"presence",-2.81779579758105,-1.61804733605861,-0.292220752592761,1.84140102256441,2.34814939630347,1.63752699879204,1.62165815264972
"motherease",-1.0389217030012,-0.126030999561401,0.308991677929641,0.496389582916298,0.671699143820712,1.30489701059005,0.700221611540771
"calmness",-0.16286727303877,-1.09445092844357,0.611775290321498,0,-0.626451511837723,1.50861863778447,-0.139072609424185
"dominance",-2.34800033544224,-0.700843302081924,-0.351658194089277,1.51009136973318,1.35169332730278,1.06548617266841,0.843033241265241
"responsivity",-3.09752049132047,-2.20635291560614,0.46076172301808,2.04669011619848,1.2775050629123,2.4728183879167,1.26056934547322
