"","around","monitor","keyboard","face","comp_only","no_face","body_only","s_speak"
"hhogan",-0.378362165931459,-0.303064272940035,0.0998735952123393,0.539363422463863,-0.193623912194972,-0.539363422463863,0.269543299506229,1.40106830985063
"hboredom",0.464127337701894,0.959661077840054,0.194376200214017,-1.4084816527245,1.05800698501247,1.4084816527245,-0.562184956222094,-0.558681832202304
"hsdesirability",0.22132252252926,0.199149305185838,0.130905998938401,-0.480846606144544,0.297488127681683,0.480846606144543,-0.295714114132563,0.396008390546949
"shogan",-3.75847025615074,0.397457105945056,2.23291482208472,1.30783635462243,2.31882292870528,-1.30783635462243,1.54755344523707,1.0178068724853
"sboredom",2.40995903718846,0.581765115803514,-2.34390859397966,-0.969554130558926,-1.43380888150172,0.969554130558926,-0.452651199890983,0.278728806515731
"ssdesirability",-1.12431199870703,0.948101210883847,-0.156376776303432,0.415576897588957,0.738318416167515,-0.415576897588957,1.13266708977576,0.169640126243264
"hpabad",0.820400028353429,0.75831106908637,-0.890451846171093,-0.729522739627224,-0.067833266020663,0.729522739627224,-0.0945049681865237,-1.89096807350927
"hpabad2",-0.118529433588057,0.523376135643967,-0.602303076686279,0.147392081696337,-0.0368425344704164,-0.147392081696337,0.545707081751087,-1.69882298313478
"hpagood",-1.51604081775871,-0.655961194802382,0.486904470290451,1.63473473418501,-0.183974585257272,-1.63473473418501,1.00266206999192,1.32580940190329
"hpagood2",-0.847461166918463,-0.477838438639932,-0.0193007376171363,1.23763099452637,-0.458398460430637,-1.23763099452637,0.7805276975864,1.76495762460529
"spabad",1.35838816235842,1.29564501946642,-2.55806878268466,-0.460894373719743,-0.934320917419161,0.460894373719743,0.564738062551077,0.394266494374823
"spabad2",1.09915130809896,0.660262771439965,-2.36290552510606,0.16395759742525,-1.37385001546854,-0.16395759742525,0.667877620718741,0.396535674047315
"spagood",-1.21782149931854,0.617176147680152,1.89561755967121,-0.784088692139228,2.24739972118201,0.784088692139228,-0.253752923274419,-0.298188554487188
"spagood2",-0.880421081144443,1.25988311343456,1.76398497830154,-1.55260057110105,2.79426709655075,1.55260057110105,-0.463265005562092,-0.698353729491933
"rapcomp2",0.0596753971019566,0.297359721616318,0.0275076076309418,-0.324282117396437,0.294003715789335,0.324282117396437,-0.0738046088534489,2.43341973156801
