Dyad,Cov,S_Around_Overall_Time,S_Monitor_Overall_Time,S_Keyboard_Overall_Time,S_Face_Overall_Time,S_Around_Mean,S_Monitor_Mean,S_Keyboard_Mean,S_Face_Mean,S_NoFace_Mean,S_CompOnly_Mean,S_Around_Median,S_Monitor_Median,S_Keyboard_Median,S_Face_Median,S_NoFace_Median,S_CompOnly_Median,S_Around_PopularSD,S_Monitor_PopularSD,S_Keyboard_PopularSD,S_Face_PopularSD,S_NoFace_PopularSD,S_CompOnly_PopularSD,S_Around_Frequency,S_Monitor_Frequency,S_Keyboard_Frequency,S_Face_Frequency,S_NoFace_Frequency,S_CompOnly_Frequency,H_NoSpeak_Overall_Time,H_Typing_Overall_Time,H_Speaking_Overall_Time,H_SSS_Overall_Time,H_Hovering_Overall_Time,H_NoSpeak_Mean,H_Typing_Mean,H_Speaking_Mean,H_SSS_Mean,H_Hovering_Mean,H_Sound_Mean,H_NoSound_Mean,H_NoSpeak_Median,H_Typing_Median,H_Speaking_Median,H_SSS_Median,H_Hovering_Median,H_Sound_Median,H_NoSound_Median,H_NoSpeak_PopularSD,H_Typing_PopularSD,H_Speaking_PopularSD,H_SSS_PopularSD,H_Hovering_PopularSD,H_Sound_PopularSD,H_NoSound_PopularSD,H_NoSpeak_Frequency,H_Typing_Frequency,H_Speaking_Frequency,H_SSS_Frequency,H_Hovering_Frequency,H_Sound_Frequency,H_NoSound_Frequency,S_NoSpeak_Overall_Time,S_Typing_Overall_Time,S_Speaking_Overall_Time,S_SSS_Overall_Time,S_Hovering_Overall_Time,S_NoSpeak_Mean,S_Typing_Mean,S_Speaking_Mean,S_SSS_Mean,S_Hovering_Mean,S_Sound_Mean,S_NoSound_Mean,S_NoSpeak_Median,S_Typing_Median,S_Speaking_Median,S_SSS_Median,S_Hovering_Median,S_Sound_Median,S_NoSound_Median,S_NoSpeak_PopularSD,S_Typing_PopularSD,S_Speaking_PopularSD,S_SSS_PopularSD,S_Hovering_PopularSD,S_Sound_PopularSD,S_NoSound_PopularSD,S_NoSpeak_Frequency,S_Typing_Frequency,S_Speaking_Frequency,S_SSS_Frequency,S_Hovering_Frequency,S_Sound_Frequency,S_NoSound_Frequency
45,1,1001.0,867.0,2708.0,4424.0,30.333333333333332,34.68,54.159999999999997,59.783783783783782,61.013333333333335,56.746031746031747,20.0,32.0,39.5,43.0,37.0,40.0,27.972569536326947,21.704782883042164,42.566822761394818,46.837346576547539,59.948087171781857,47.039992527118599,33.0,25.0,50.0,74.0,75.0,63.0,1316.0,5292.0,1402.0,243.0,747.0,69.263157894736835,264.60000000000002,82.470588235294116,81.0,67.909090909090907,96.764705882352942,408.61111111111109,56.0,202.5,65.0,84.0,61.0,75.0,412.0,55.369421643950695,192.05165971685844,50.281697812903019,37.211109452241097,40.064617229158806,52.681651467888543,241.76851621354419,19.0,20.0,17.0,3.0,11.0,17.0,18.0,6889.0,0.0,2111.0,0.0,0.0,237.55172413793105,0.0,72.793103448275858,0.0,0.0,72.793103448275858,237.55172413793105,122.0,0.0,35.0,0.0,0.0,35.0,122.0,265.53648833062169,0.0,93.166657980922167,0.0,0.0,93.166657980922167,265.53648833062169,29.0,0.0,29.0,0.0,0.0,29.0,29.0
45,2,1403.0,811.0,3408.0,3378.0,51.962962962962962,42.684210526315788,77.454545454545453,56.299999999999997,92.163934426229503,76.709090909090904,41.0,45.0,48.5,43.5,52.0,46.0,40.487292456771044,18.041042774095164,80.870113185351556,42.720916032625823,98.419673551060612,77.908494746843928,27.0,19.0,44.0,60.0,61.0,55.0,650.0,7869.0,417.0,64.0,0.0,72.222222222222229,562.07142857142856,46.333333333333336,32.0,0.0,43.727272727272727,709.91666666666663,36.0,348.0,37.0,32.0,0.0,34.0,567.5,57.175709251351321,491.93269927119599,17.146428199482248,0.0,0.0,16.465340507154078,501.18966109536711,9.0,14.0,9.0,2.0,0.0,11.0,12.0,7194.0,0.0,1806.0,0.0,0.0,359.69999999999999,0.0,95.05263157894737,0.0,0.0,95.05263157894737,359.69999999999999,143.5,0.0,51.0,0.0,0.0,51.0,143.5,412.58951755952307,0.0,93.93865505811452,0.0,0.0,93.93865505811452,412.58951755952307,20.0,0.0,19.0,0.0,0.0,19.0,20.0
47,1,1280.0,329.0,1872.0,5519.0,55.652173913043477,20.5625,40.695652173913047,87.603174603174608,54.390625,43.156862745098039,53.0,20.0,29.0,65.0,39.5,29.0,28.436976381269591,11.75249308657529,37.82733631120167,71.358593587673681,48.781597832680461,42.744279538844566,23.0,16.0,46.0,63.0,64.0,51.0,3647.0,3382.0,1490.0,55.0,426.0,151.95833333333334,135.28,57.307692307692307,55.0,426.0,59.42307692307692,286.73076923076923,105.5,112.0,51.5,55.0,426.0,52.0,256.5,107.08348735397483,98.977783365763457,29.201908829560111,0.0,0.0,29.066466373737644,193.66794693143999,24.0,25.0,26.0,1.0,1.0,26.0,26.0,6327.0,0.0,2673.0,0.0,0.0,263.625,0.0,116.21739130434783,0.0,0.0,116.21739130434783,263.625,232.0,0.0,78.0,0.0,0.0,78.0,232.0,169.73258685846588,0.0,89.010969779127763,0.0,0.0,89.010969779127763,169.73258685846588,24.0,0.0,23.0,0.0,0.0,23.0,24.0
47,2,1793.0,560.0,2874.0,3773.0,59.766666666666666,43.07692307692308,73.692307692307693,67.375,93.339285714285708,81.761904761904759,55.0,42.0,69.0,52.5,68.5,71.0,37.042033181538812,34.269209185869059,53.44307004374091,50.055883948414525,101.33718059487529,72.628477139548906,30.0,13.0,39.0,56.0,56.0,42.0,2731.0,5808.0,461.0,0.0,0.0,248.27272727272728,580.79999999999995,46.100000000000001,0.0,0.0,46.100000000000001,776.27272727272725,226.0,327.5,42.5,0.0,0.0,42.5,596.0,110.19246873216544,453.3256666018371,14.081548210335395,0.0,0.0,14.081548210335395,461.916578637133,11.0,10.0,10.0,0.0,0.0,10.0,11.0,6412.0,0.0,2588.0,0.0,0.0,582.90909090909088,0.0,235.27272727272728,0.0,0.0,235.27272727272728,582.90909090909088,369.0,0.0,176.0,0.0,0.0,176.0,369.0,492.11038202742026,0.0,150.91544345884608,0.0,0.0,150.91544345884608,492.11038202742026,11.0,0.0,11.0,0.0,0.0,11.0,11.0
48,1,866.0,1000.0,1307.0,5827.0,28.866666666666667,24.390243902439025,27.229166666666668,56.572815533980581,31.107843137254903,27.795180722891565,23.0,22.0,19.5,36.0,24.0,23.0,22.328954794665652,13.51580474811959,20.916739292702598,50.933347258417591,21.754380610352943,17.760629965588723,30.0,41.0,48.0,103.0,102.0,83.0,2597.0,4761.0,1350.0,182.0,110.0,216.41666666666666,297.5625,84.375,60.666666666666664,110.0,95.75,466.75,160.5,264.0,71.5,43.0,110.0,94.5,440.5,151.67039830574134,164.53417910498109,54.978262749926905,39.969432764996249,0.0,51.105894963301445,255.62973711992117,12.0,16.0,16.0,3.0,1.0,16.0,16.0,6871.0,0.0,2129.0,0.0,0.0,490.78571428571428,0.0,163.76923076923077,0.0,0.0,163.76923076923077,490.78571428571428,429.0,0.0,73.0,0.0,0.0,73.0,429.0,292.87910196418409,0.0,188.18000950242129,0.0,0.0,188.18000950242129,292.87910196418409,14.0,0.0,13.0,0.0,0.0,13.0,14.0
48,2,1207.0,1291.0,520.0,5982.0,50.291666666666664,31.487804878048781,18.571428571428573,80.837837837837839,41.342465753424655,30.694915254237287,49.0,22.0,14.5,53.5,26.0,21.0,28.615961697781341,28.89435926994167,11.95954063686804,75.035491967365118,41.192238655199475,27.909814953803078,24.0,41.0,28.0,74.0,73.0,59.0,2808.0,5826.0,366.0,0.0,0.0,351.0,529.63636363636363,36.600000000000001,0.0,0.0,36.600000000000001,784.90909090909088,304.5,504.0,31.0,0.0,0.0,31.0,649.0,205.73465920938065,342.76688943926274,11.655041827466771,0.0,0.0,11.655041827466771,546.29786323204735,8.0,11.0,10.0,0.0,0.0,10.0,11.0,5693.0,0.0,3307.0,0.0,0.0,632.55555555555554,0.0,367.44444444444446,0.0,0.0,367.44444444444446,632.55555555555554,436.0,0.0,325.0,0.0,0.0,325.0,436.0,451.03611856137815,0.0,273.88607165555823,0.0,0.0,273.88607165555823,451.03611856137815,9.0,0.0,9.0,0.0,0.0,9.0,9.0
49,1,1250.0,2011.0,2292.0,3447.0,34.722222222222221,51.564102564102562,38.847457627118644,36.284210526315789,58.452631578947368,55.883116883116884,31.5,49.0,31.0,27.0,44.0,39.0,19.714082827471206,28.463917664474675,31.088617765241498,27.732049920584377,52.776742968261601,55.295422422967256,36.0,39.0,59.0,95.0,95.0,77.0,3057.0,4635.0,1068.0,51.0,189.0,191.0625,272.64705882352939,76.285714285714292,51.0,94.5,74.599999999999994,492.5625,173.0,223.0,66.0,51.0,94.5,57.0,394.5,128.06173743062368,228.87292677159641,34.598572578789948,0.0,36.5,34.015290679340076,312.90852671947118,16.0,17.0,14.0,1.0,2.0,15.0,16.0,6788.0,0.0,2212.0,0.0,0.0,399.29411764705884,0.0,138.25,0.0,0.0,138.25,399.29411764705884,367.0,0.0,110.0,0.0,0.0,110.0,367.0,266.03665486188896,0.0,117.51622228441484,0.0,0.0,117.51622228441484,266.03665486188896,17.0,0.0,16.0,0.0,0.0,16.0,17.0
49,2,277.0,6617.0,153.0,1953.0,46.166666666666664,157.54761904761904,25.5,40.6875,146.8125,153.86363636363637,23.5,92.5,23.5,32.0,75.0,83.0,35.399701819208715,185.7525494769539,10.372238588334406,29.150583363230773,179.3433225513289,182.45878624414325,6.0,42.0,6.0,48.0,48.0,44.0,1837.0,6831.0,332.0,0.0,0.0,306.16666666666669,975.85714285714289,55.333333333333336,0.0,0.0,55.333333333333336,1238.2857142857142,315.0,972.0,56.5,0.0,0.0,56.5,1141.0,153.64723304447179,257.44260307406586,7.6955975870767972,0.0,0.0,7.6955975870767972,349.1429155950384,6.0,7.0,6.0,0.0,0.0,6.0,7.0,7286.0,0.0,1714.0,0.0,0.0,1040.8571428571429,0.0,285.66666666666669,0.0,0.0,285.66666666666669,1040.8571428571429,1090.0,0.0,292.0,0.0,0.0,292.0,1090.0,233.68992188760885,0.0,180.40017245618759,0.0,0.0,180.40017245618759,233.68992188760885,7.0,0.0,6.0,0.0,0.0,6.0,7.0
50,1,3903.0,903.0,1645.0,2549.0,150.11538461538461,100.33333333333333,56.724137931034484,77.242424242424249,195.4848484848485,84.933333333333337,57.0,76.0,46.0,28.0,86.0,52.0,214.00419243252742,80.66528924443827,42.598281130713715,90.35520152491442,234.81922398357801,111.02640326617008,26.0,9.0,29.0,33.0,33.0,30.0,1677.0,5622.0,1701.0,0.0,0.0,129.0,401.57142857142856,130.84615384615384,0.0,0.0,130.84615384615384,561.46153846153845,105.0,330.0,128.0,0.0,0.0,128.0,527.0,83.020850022518673,293.2618805986296,75.002406273036087,0.0,0.0,75.002406273036087,312.72342545514937,13.0,14.0,13.0,0.0,0.0,13.0,13.0,8307.0,0.0,693.0,0.0,0.0,519.1875,0.0,46.200000000000003,0.0,0.0,46.200000000000003,519.1875,374.5,0.0,32.0,0.0,0.0,32.0,374.5,387.08739626052153,0.0,32.54576265301931,0.0,0.0,32.54576265301931,387.08739626052153,16.0,0.0,15.0,0.0,0.0,15.0,16.0
50,2,6457.0,437.0,218.0,1888.0,239.14814814814815,27.3125,72.666666666666671,65.103448275862064,237.06666666666666,34.473684210526315,106.0,22.5,34.0,47.0,111.5,23.0,328.11591263789734,17.602268142202583,58.254232082789969,50.495028657719132,333.84946041924684,32.714665021656948,27.0,16.0,3.0,29.0,30.0,19.0,406.0,8034.0,560.0,0.0,0.0,81.200000000000003,803.39999999999998,70.0,0.0,0.0,70.0,937.77777777777783,85.0,566.0,53.0,0.0,0.0,53.0,619.0,42.362247343595925,648.36890733593941,33.563372893676821,0.0,0.0,33.563372893676821,621.16964542310166,5.0,10.0,8.0,0.0,0.0,8.0,9.0,7958.0,0.0,1042.0,0.0,0.0,723.4545454545455,0.0,104.2,0.0,0.0,104.2,723.4545454545455,522.0,0.0,83.5,0.0,0.0,83.5,522.0,555.13706147652704,0.0,84.863184008143364,0.0,0.0,84.863184008143364,555.13706147652704,11.0,0.0,10.0,0.0,0.0,10.0,11.0
51,1,524.0,203.0,772.0,7501.0,30.823529411764707,22.555555555555557,18.829268292682926,120.98387096774194,24.57377049180328,20.3125,29.0,17.0,16.0,84.5,17.0,17.0,19.379295483211084,18.000685857989541,10.084768614162142,117.88163718330183,18.573256833144502,13.467795306458539,17.0,9.0,41.0,62.0,61.0,48.0,3611.0,3573.0,1816.0,0.0,0.0,144.44,142.91999999999999,72.640000000000001,0.0,0.0,72.640000000000001,287.36000000000001,143.0,110.0,65.0,0.0,0.0,65.0,252.0,69.389382473113272,94.918879049428313,28.00411398348464,0.0,0.0,28.00411398348464,133.13328058753754,25.0,25.0,25.0,0.0,0.0,25.0,25.0,7042.0,0.0,1958.0,0.0,0.0,293.41666666666669,0.0,85.130434782608702,0.0,0.0,85.130434782608702,293.41666666666669,263.5,0.0,73.0,0.0,0.0,73.0,263.5,158.83663427839591,0.0,71.890801460225589,0.0,0.0,71.890801460225589,158.83663427839591,24.0,0.0,23.0,0.0,0.0,23.0,24.0
51,2,1759.0,1160.0,2555.0,3526.0,53.303030303030305,50.434782608695649,60.833333333333336,66.528301886792448,105.26923076923077,74.299999999999997,34.0,40.0,51.0,47.0,73.5,52.5,44.248940989542916,34.254578985509077,49.982338150431964,63.566219750295261,100.69854390984078,80.759705299115595,33.0,23.0,42.0,53.0,52.0,50.0,320.0,8178.0,502.0,0.0,0.0,45.714285714285715,817.79999999999995,55.777777777777779,0.0,0.0,55.777777777777779,849.79999999999995,44.0,767.0,53.0,0.0,0.0,53.0,798.0,14.239926622145273,387.52362508626487,13.053545944623441,0.0,0.0,13.053545944623441,372.67889663891623,7.0,10.0,9.0,0.0,0.0,9.0,10.0,7064.0,0.0,1936.0,0.0,0.0,784.88888888888891,0.0,215.11111111111111,0.0,0.0,215.11111111111111,784.88888888888891,713.0,0.0,177.0,0.0,0.0,177.0,713.0,399.81202373238807,0.0,105.80216805638767,0.0,0.0,105.80216805638767,399.81202373238807,9.0,0.0,9.0,0.0,0.0,9.0,9.0
52,1,1281.0,1694.0,242.0,5783.0,37.676470588235297,31.37037037037037,18.615384615384617,73.202531645569621,40.212499999999999,29.784615384615385,28.0,28.0,14.0,54.0,32.0,25.0,27.855425692034022,19.289506162962649,8.5082626043381318,57.161636189131428,28.042242131291857,19.206162719047565,34.0,54.0,13.0,79.0,80.0,65.0,4378.0,3118.0,1504.0,0.0,0.0,190.34782608695653,94.484848484848484,50.133333333333333,0.0,0.0,50.133333333333333,241.80645161290323,147.0,44.0,38.5,0.0,0.0,38.5,112.0,130.62578768496513,117.66184758235013,32.867139956024303,0.0,0.0,32.867139956024303,287.70083244689221,23.0,33.0,30.0,0.0,0.0,30.0,31.0,6560.0,0.0,2440.0,0.0,0.0,252.30769230769232,0.0,97.599999999999994,0.0,0.0,97.599999999999994,252.30769230769232,212.0,0.0,52.0,0.0,0.0,52.0,212.0,215.06256142212146,0.0,110.95007886432528,0.0,0.0,110.95007886432528,215.06256142212146,26.0,0.0,25.0,0.0,0.0,25.0,26.0
52,2,1860.0,1130.0,1977.0,4033.0,71.538461538461533,38.96551724137931,49.424999999999997,53.065789473684212,65.35526315789474,53.568965517241381,56.5,33.0,23.5,37.0,45.0,31.0,47.989767153834883,24.943360333613061,70.890721360415,50.496569848673822,65.448192437620477,64.155552362440517,26.0,29.0,40.0,76.0,76.0,58.0,1711.0,6831.0,458.0,0.0,0.0,171.09999999999999,487.92857142857144,41.636363636363633,0.0,0.0,41.636363636363633,711.83333333333337,152.5,238.0,38.0,0.0,0.0,38.0,561.0,100.44844448770723,559.73060666790082,31.68674149824907,0.0,0.0,31.68674149824907,620.79758286327819,10.0,14.0,11.0,0.0,0.0,11.0,12.0,6932.0,0.0,2068.0,0.0,0.0,301.39130434782606,0.0,89.913043478260875,0.0,0.0,89.913043478260875,301.39130434782606,192.0,0.0,62.0,0.0,0.0,62.0,192.0,318.90406614316868,0.0,74.591008342291815,0.0,0.0,74.591008342291815,318.90406614316868,23.0,0.0,23.0,0.0,0.0,23.0,23.0
53,1,1000.0,3332.0,257.0,4411.0,41.666666666666664,60.581818181818178,28.555555555555557,76.051724137931032,79.120689655172413,64.089285714285708,36.5,44.0,28.0,59.5,53.5,46.5,24.714480685532429,51.252562120999784,14.758132305132735,52.565696961301185,63.746555711203854,52.494311523696915,24.0,55.0,9.0,58.0,58.0,56.0,3020.0,4887.0,1093.0,0.0,0.0,251.66666666666666,349.07142857142856,109.3,0.0,0.0,109.3,718.81818181818187,127.5,201.0,94.0,0.0,0.0,94.0,476.0,179.92421244018888,343.24032902528768,67.641777031654044,0.0,0.0,67.641777031654044,492.67190228973396,12.0,14.0,10.0,0.0,0.0,10.0,11.0,5783.0,0.0,3217.0,0.0,0.0,481.91666666666669,0.0,292.45454545454544,0.0,0.0,292.45454545454544,481.91666666666669,382.0,0.0,177.0,0.0,0.0,177.0,382.0,439.25456900172236,0.0,256.77204734456723,0.0,0.0,256.77204734456723,439.25456900172236,12.0,0.0,11.0,0.0,0.0,11.0,12.0
53,2,1473.0,3634.0,27.0,3866.0,66.954545454545453,72.680000000000007,13.5,77.319999999999993,100.66666666666667,73.219999999999999,35.5,59.0,13.5,61.5,75.0,59.0,106.57540108159331,61.761942974618265,1.5,69.244910282272741,104.29852830474623,61.612105953294602,22.0,50.0,2.0,50.0,51.0,50.0,1710.0,6899.0,391.0,0.0,0.0,244.28571428571428,862.375,55.857142857142854,0.0,0.0,55.857142857142854,1076.125,246.0,434.0,44.0,0.0,0.0,44.0,767.0,176.97676545299407,808.1443153144121,31.288649568761105,0.0,0.0,31.288649568761105,903.20947701792852,7.0,8.0,7.0,0.0,0.0,7.0,8.0,6018.0,0.0,2982.0,0.0,0.0,547.09090909090912,0.0,271.09090909090907,0.0,0.0,271.09090909090907,547.09090909090912,195.0,0.0,143.0,0.0,0.0,143.0,195.0,563.55147454585722,0.0,232.5164528080675,0.0,0.0,232.5164528080675,563.55147454585722,11.0,0.0,11.0,0.0,0.0,11.0,11.0
54,1,1761.0,713.0,2058.0,4468.0,58.700000000000003,35.649999999999999,28.19178082191781,43.803921568627452,44.431372549019606,32.220930232558139,45.5,39.5,19.0,29.5,28.5,23.0,46.666297617588356,16.850148367299322,23.823355372663922,41.872364234445655,43.337370054193968,24.890645091844366,30.0,20.0,73.0,102.0,102.0,86.0,1901.0,5929.0,1170.0,0.0,0.0,146.23076923076923,456.07692307692309,97.5,0.0,0.0,97.5,602.30769230769226,143.0,400.0,70.5,0.0,0.0,70.5,496.0,63.907570089879805,350.22047155788147,67.236522813125902,0.0,0.0,67.236522813125902,376.73401851977633,13.0,13.0,12.0,0.0,0.0,12.0,13.0,7892.0,0.0,1108.0,0.0,0.0,526.13333333333333,0.0,79.142857142857139,0.0,0.0,79.142857142857139,526.13333333333333,444.0,0.0,62.0,0.0,0.0,62.0,444.0,363.12419669063951,0.0,46.116091308251839,0.0,0.0,46.116091308251839,363.12419669063951,15.0,0.0,14.0,0.0,0.0,14.0,15.0
54,2,999.0,1935.0,1515.0,4551.0,47.571428571428569,58.636363636363633,30.918367346938776,71.109375,70.61904761904762,57.5,39.0,47.0,21.0,67.0,44.0,37.5,35.894781990557618,43.492819457384194,31.420672211657138,48.764778909673886,74.287393143422079,49.702950951963942,21.0,33.0,49.0,64.0,63.0,60.0,818.0,7778.0,404.0,0.0,0.0,90.888888888888886,864.22222222222217,57.714285714285715,0.0,0.0,57.714285714285715,1074.5,99.0,806.0,53.0,0.0,0.0,53.0,997.5,50.70052474951855,534.31446790938014,16.507264943604902,0.0,0.0,16.507264943604902,488.62383282029953,9.0,9.0,7.0,0.0,0.0,7.0,8.0,7482.0,0.0,1518.0,0.0,0.0,680.18181818181813,0.0,151.80000000000001,0.0,0.0,151.80000000000001,680.18181818181813,672.0,0.0,144.5,0.0,0.0,144.5,672.0,436.42865045978454,0.0,73.398637589535682,0.0,0.0,73.398637589535682,436.42865045978454,11.0,0.0,10.0,0.0,0.0,10.0,11.0
55,1,2402.0,335.0,2319.0,3944.0,66.722222222222229,22.333333333333332,39.982758620689658,55.549295774647888,70.222222222222229,39.611940298507463,54.0,16.0,27.0,43.0,36.0,25.0,66.454918349505974,17.707499980391233,40.99684234237052,37.001632522947162,77.481578854127605,49.839130830170831,36.0,15.0,58.0,71.0,72.0,67.0,4363.0,3323.0,1248.0,66.0,0.0,207.76190476190476,158.23809523809524,69.333333333333329,66.0,0.0,73.0,404.5263157894737,105.0,106.0,56.0,66.0,0.0,60.0,288.0,300.01442898029399,132.85219311482783,32.792275513195683,0.0,0.0,33.438168477222419,318.98826383642074,21.0,21.0,18.0,1.0,0.0,18.0,19.0,5950.0,0.0,3050.0,0.0,0.0,396.66666666666669,0.0,203.33333333333334,0.0,0.0,203.33333333333334,396.66666666666669,309.0,0.0,60.0,0.0,0.0,60.0,309.0,297.09205457044607,0.0,350.66273762057403,0.0,0.0,350.66273762057403,297.09205457044607,15.0,0.0,15.0,0.0,0.0,15.0,15.0
55,2,2154.0,239.0,2932.0,3675.0,74.275862068965523,19.916666666666668,71.512195121951223,66.818181818181813,96.818181818181813,73.744186046511629,65.0,16.0,43.0,48.0,60.0,42.0,56.793574522259632,11.258021831367868,80.546039539044642,52.623565723176597,105.98817959978383,90.116228056999802,29.0,12.0,41.0,55.0,55.0,43.0,1486.0,7220.0,294.0,0.0,0.0,114.30769230769231,555.38461538461536,42.0,0.0,0.0,42.0,1088.25,72.0,298.0,37.0,0.0,0.0,37.0,573.5,88.156665279127338,495.01865364410389,10.690449676496975,0.0,0.0,10.690449676496975,868.41720244361807,13.0,13.0,7.0,0.0,0.0,7.0,8.0,5557.0,0.0,3443.0,0.0,0.0,292.4736842105263,0.0,191.27777777777777,0.0,0.0,191.27777777777777,292.4736842105263,190.0,0.0,62.5,0.0,0.0,62.5,190.0,373.77989138290479,0.0,289.61042905476307,0.0,0.0,289.61042905476307,373.77989138290479,19.0,0.0,18.0,0.0,0.0,18.0,19.0
56,1,1184.0,443.0,773.0,6600.0,28.19047619047619,20.136363636363637,23.424242424242426,77.647058823529406,28.571428571428573,23.843137254901961,19.0,18.5,20.0,54.0,21.5,20.0,31.889868592091453,9.5169487783420781,18.159278958837181,73.706365896728514,26.009744380156615,15.874968024077239,42.0,22.0,33.0,85.0,84.0,51.0,2480.0,5301.0,1219.0,0.0,0.0,248.0,530.10000000000002,135.44444444444446,0.0,0.0,135.44444444444446,778.10000000000002,159.0,435.5,120.0,0.0,0.0,120.0,651.0,160.7345638000738,299.75938684218045,72.094245588074358,0.0,0.0,72.094245588074358,346.6541359914807,10.0,10.0,9.0,0.0,0.0,9.0,10.0,7345.0,0.0,1655.0,0.0,0.0,734.5,0.0,183.88888888888889,0.0,0.0,183.88888888888889,734.5,605.0,0.0,139.0,0.0,0.0,139.0,605.0,363.24461455058076,0.0,142.43551714095005,0.0,0.0,142.43551714095005,363.24461455058076,10.0,0.0,9.0,0.0,0.0,9.0,10.0
56,2,2877.0,2036.0,1308.0,2779.0,52.309090909090912,55.027027027027025,34.421052631578945,35.628205128205131,80.79220779220779,60.799999999999997,31.0,38.0,22.0,22.0,50.0,36.0,56.490988091351255,46.349720245510731,34.154164097628801,35.840139714113185,94.783874137030054,57.03663894215876,55.0,37.0,38.0,78.0,77.0,55.0,1110.0,7607.0,283.0,0.0,0.0,222.0,1521.4000000000001,94.333333333333329,0.0,0.0,94.333333333333329,2179.25,124.0,256.0,105.0,0.0,0.0,105.0,1821.0,189.30504483504924,1849.6189445396583,36.709066394496546,0.0,0.0,36.709066394496546,1937.8943953425326,5.0,5.0,3.0,0.0,0.0,3.0,4.0,8227.0,0.0,773.0,0.0,0.0,1371.1666666666667,0.0,154.59999999999999,0.0,0.0,154.59999999999999,1371.1666666666667,253.5,0.0,65.0,0.0,0.0,65.0,253.5,1881.7445289470679,0.0,146.49040924238008,0.0,0.0,146.49040924238008,1881.7445289470679,6.0,0.0,5.0,0.0,0.0,5.0,6.0
57,1,1145.0,235.0,2378.0,5242.0,52.045454545454547,23.5,51.695652173913047,85.93442622950819,60.612903225806448,53.326530612244895,31.0,22.0,40.0,56.0,38.5,39.0,53.331277939044078,10.141498903022176,40.966513135580776,101.65013427655313,62.099388298558544,41.803421281283796,22.0,10.0,46.0,61.0,62.0,49.0,2010.0,5056.0,1498.0,282.0,154.0,125.625,210.66666666666666,78.84210526315789,56.399999999999999,51.333333333333336,77.391304347826093,300.83333333333331,91.5,178.5,71.0,44.0,29.0,70.0,244.0,99.753994280930925,139.61305653682808,52.945118713323019,21.601851772475431,35.178907822096399,48.168850777812814,131.53791172974513,16.0,24.0,19.0,5.0,3.0,23.0,24.0,7264.0,0.0,1736.0,0.0,0.0,382.31578947368422,0.0,96.444444444444443,0.0,0.0,96.444444444444443,382.31578947368422,382.0,0.0,78.5,0.0,0.0,78.5,382.0,202.98692014682254,0.0,91.347457680503382,0.0,0.0,91.347457680503382,202.98692014682254,19.0,0.0,18.0,0.0,0.0,18.0,19.0
57,2,3139.0,884.0,1361.0,3616.0,108.24137931034483,110.5,71.631578947368425,109.57575757575758,163.15151515151516,97.608695652173907,105.0,89.0,42.0,75.0,97.0,44.0,80.382128384453367,82.184244232091103,95.796500609812838,98.717236314831069,243.27987638783455,109.6741177229098,29.0,8.0,19.0,33.0,33.0,23.0,0.0,8529.0,121.0,350.0,0.0,0.0,1218.4285714285713,60.5,87.5,0.0,78.5,1218.4285714285713,0.0,1256.0,60.5,83.5,0.0,78.0,1256.0,0.0,564.74339486249539,18.5,19.704060495238032,0.0,23.128265535198842,564.74339486249539,0.0,7.0,2.0,4.0,0.0,6.0,7.0,8225.0,0.0,775.0,0.0,0.0,1028.125,0.0,110.71428571428571,0.0,0.0,110.71428571428571,1028.125,1105.0,0.0,103.0,0.0,0.0,103.0,1105.0,724.30543237987661,0.0,66.883084100357607,0.0,0.0,66.883084100357607,724.30543237987661,8.0,0.0,7.0,0.0,0.0,7.0,8.0
58,1,1441.0,770.0,57.0,6732.0,45.03125,29.615384615384617,14.25,122.40000000000001,42.0,27.566666666666666,26.0,21.0,12.5,87.0,22.5,19.5,46.745644432797157,22.771569526456119,4.7103609203541934,130.33308377872723,47.343895535163185,21.900811755630325,32.0,26.0,4.0,55.0,54.0,30.0,2853.0,4510.0,1637.0,0.0,0.0,142.65000000000001,225.5,81.849999999999994,0.0,0.0,81.849999999999994,350.61904761904759,139.5,144.5,71.5,0.0,0.0,71.5,286.0,89.765402578053425,198.50251887570596,46.987524940137035,0.0,0.0,46.987524940137035,240.71312231832283,20.0,20.0,20.0,0.0,0.0,20.0,21.0,6655.0,0.0,2345.0,0.0,0.0,302.5,0.0,106.59090909090909,0.0,0.0,106.59090909090909,302.5,206.5,0.0,99.5,0.0,0.0,99.5,206.5,254.03216510727714,0.0,79.852511254931784,0.0,0.0,79.852511254931784,254.03216510727714,22.0,0.0,22.0,0.0,0.0,22.0,22.0
