Dyad,Cov,S_Around_Overall_Time,S_Monitor_Overall_Time,S_Keyboard_Overall_Time,S_Face_Overall_Time,S_Around_Mean,S_Monitor_Mean,S_Keyboard_Mean,S_Face_Mean,S_NoFace_Mean,S_CompOnly_Mean,S_Around_Median,S_Monitor_Median,S_Keyboard_Median,S_Face_Median,S_NoFace_Median,S_CompOnly_Median,S_Around_PopularSD,S_Monitor_PopularSD,S_Keyboard_PopularSD,S_Face_PopularSD,S_NoFace_PopularSD,S_CompOnly_PopularSD,S_Around_Frequency,S_Monitor_Frequency,S_Keyboard_Frequency,S_Face_Frequency,S_NoFace_Frequency,S_CompOnly_Frequency,H_NoSpeak_Overall_Time,H_Typing_Overall_Time,H_Speaking_Overall_Time,H_SSS_Overall_Time,H_Hovering_Overall_Time,H_NoSpeak_Mean,H_Typing_Mean,H_Speaking_Mean,H_SSS_Mean,H_Hovering_Mean,H_Sound_Mean,H_NoSound_Mean,H_NoSpeak_Median,H_Typing_Median,H_Speaking_Median,H_SSS_Median,H_Hovering_Median,H_Sound_Median,H_NoSound_Median,H_NoSpeak_PopularSD,H_Typing_PopularSD,H_Speaking_PopularSD,H_SSS_PopularSD,H_Hovering_PopularSD,H_Sound_PopularSD,H_NoSound_PopularSD,H_NoSpeak_Frequency,H_Typing_Frequency,H_Speaking_Frequency,H_SSS_Frequency,H_Hovering_Frequency,H_Sound_Frequency,H_NoSound_Frequency,S_NoSpeak_Overall_Time,S_Typing_Overall_Time,S_Speaking_Overall_Time,S_SSS_Overall_Time,S_Hovering_Overall_Time,S_NoSpeak_Mean,S_Typing_Mean,S_Speaking_Mean,S_SSS_Mean,S_Hovering_Mean,S_Sound_Mean,S_NoSound_Mean,S_NoSpeak_Median,S_Typing_Median,S_Speaking_Median,S_SSS_Median,S_Hovering_Median,S_Sound_Median,S_NoSound_Median,S_NoSpeak_PopularSD,S_Typing_PopularSD,S_Speaking_PopularSD,S_SSS_PopularSD,S_Hovering_PopularSD,S_Sound_PopularSD,S_NoSound_PopularSD,S_NoSpeak_Frequency,S_Typing_Frequency,S_Speaking_Frequency,S_SSS_Frequency,S_Hovering_Frequency,S_Sound_Frequency,S_NoSound_Frequency
16,1,4057.0,1388.0,1245.0,2310.0,68.762711864406782,43.375,34.583333333333336,37.258064516129032,106.19047619047619,50.634615384615387,48.0,35.0,22.0,28.0,73.0,38.0,61.057999374046361,27.252006806839013,28.049930679256786,25.91109830958041,98.618208361377995,41.784257638380183,59.0,32.0,36.0,62.0,63.0,52.0,3049.0,4765.0,1186.0,0.0,0.0,381.125,529.44444444444446,131.77777777777777,0.0,0.0,131.77777777777777,868.22222222222217,412.0,446.0,117.0,0.0,0.0,117.0,840.0,297.19792962771459,291.81390992324435,53.898624550122442,0.0,0.0,53.898624550122442,445.55652535222805,8.0,9.0,9.0,0.0,0.0,9.0,9.0,6139.0,0.0,2861.0,0.0,0.0,613.89999999999998,0.0,286.10000000000002,0.0,0.0,286.10000000000002,613.89999999999998,521.5,0.0,69.5,0.0,0.0,69.5,521.5,371.63300445466359,0.0,309.06259883719355,0.0,0.0,309.06259883719355,371.63300445466359,10.0,0.0,10.0,0.0,0.0,10.0,10.0
16,2,4035.0,794.0,814.0,3357.0,77.59615384615384,36.090909090909093,32.560000000000002,53.285714285714285,88.171875,38.285714285714285,49.0,31.0,25.0,41.0,54.5,36.5,76.951598077918831,24.675915919095708,21.434700837660408,45.988414197086769,109.70522359479686,25.120931998829104,52.0,22.0,25.0,63.0,64.0,42.0,1678.0,6911.0,211.0,136.0,64.0,239.71428571428572,987.28571428571433,70.333333333333329,68.0,64.0,69.400000000000006,1442.1666666666667,91.0,982.0,66.0,68.0,64.0,66.0,1526.0,335.10156851988887,467.5561736414183,7.5865377844940287,8.0,0.0,7.8383671769061705,628.76318188081655,7.0,7.0,3.0,2.0,1.0,5.0,6.0,5239.0,0.0,3761.0,0.0,0.0,476.27272727272725,0.0,376.10000000000002,0.0,0.0,376.10000000000002,476.27272727272725,297.0,0.0,120.5,0.0,0.0,120.5,297.0,443.04034105446078,0.0,492.93254102361709,0.0,0.0,492.93254102361709,443.04034105446078,11.0,0.0,10.0,0.0,0.0,10.0,11.0
17,1,607.0,1867.0,864.0,5662.0,27.59090909090909,23.337499999999999,22.736842105263158,48.393162393162392,28.529914529914532,26.259615384615383,13.0,18.5,18.0,35.0,18.0,19.0,30.15062051360422,16.718211439923827,22.317899602321003,41.515923680668578,28.78080219879859,24.235620317205896,22.0,80.0,38.0,117.0,117.0,104.0,1407.0,5058.0,1667.0,50.0,818.0,74.05263157894737,194.53846153846155,66.680000000000007,25.0,54.533333333333331,68.680000000000007,280.11538461538464,39.0,154.5,58.0,25.0,53.0,61.0,237.5,77.595763370655703,117.57787297369244,26.863685525258813,4.0,21.518570791037423,24.481372510543604,148.42644563322807,19.0,26.0,25.0,2.0,15.0,25.0,26.0,7189.0,0.0,1811.0,0.0,0.0,287.56,0.0,75.458333333333329,0.0,0.0,75.458333333333329,287.56,218.0,0.0,48.0,0.0,0.0,48.0,218.0,208.5989606877273,0.0,69.791940297971053,0.0,0.0,69.791940297971053,208.5989606877273,25.0,0.0,24.0,0.0,0.0,24.0,25.0
17,2,488.0,3714.0,1523.0,3275.0,19.52,45.292682926829265,29.28846153846154,34.473684210526315,60.904255319148938,51.851485148514854,18.0,37.5,24.0,25.0,41.0,42.0,7.5848269591336086,29.142830689670173,23.589711364247776,27.859361879291676,56.089986429281126,37.086568820844633,25.0,82.0,52.0,95.0,94.0,101.0,797.0,7729.0,398.0,47.0,29.0,79.700000000000003,552.07142857142856,49.75,47.0,29.0,49.444444444444443,855.5,71.0,443.0,46.0,47.0,29.0,47.0,698.0,44.770637699277856,506.28062013722263,11.222187843731721,0.0,0.0,10.6156185888855,460.29104922863752,10.0,14.0,8.0,1.0,1.0,9.0,10.0,8301.0,0.0,699.0,0.0,0.0,830.10000000000002,0.0,77.666666666666671,0.0,0.0,77.666666666666671,830.10000000000002,695.5,0.0,71.0,0.0,0.0,71.0,695.5,631.30728650950959,0.0,50.376361299500168,0.0,0.0,50.376361299500168,631.30728650950959,10.0,0.0,9.0,0.0,0.0,9.0,10.0
18,1,2864.0,323.0,894.0,4919.0,69.853658536585371,26.916666666666668,28.838709677419356,71.289855072463766,58.299999999999997,28.302325581395348,52.0,22.5,22.0,48.0,36.5,22.0,56.422863803478123,15.046917366099352,19.807292196095844,75.844826607801039,52.685956383081823,18.621736341144803,41.0,12.0,31.0,69.0,70.0,43.0,3767.0,2998.0,1806.0,429.0,0.0,134.53571428571428,81.027027027027032,58.258064516129032,61.285714285714285,0.0,60.405405405405403,178.02631578947367,106.5,60.0,56.0,56.0,0.0,58.0,157.5,83.05655652404964,54.624757522616747,17.920915410690601,17.531313093305652,0.0,18.760884349955447,111.43099985431279,28.0,37.0,31.0,7.0,0.0,37.0,38.0,5890.0,0.0,3110.0,0.0,0.0,210.35714285714286,0.0,111.07142857142857,0.0,0.0,111.07142857142857,210.35714285714286,195.0,0.0,88.5,0.0,0.0,88.5,195.0,100.70650932490989,0.0,82.107911821416266,0.0,0.0,82.107911821416266,100.70650932490989,28.0,0.0,28.0,0.0,0.0,28.0,28.0
18,2,5005.0,273.0,609.0,3113.0,128.33333333333334,27.300000000000001,38.0625,64.854166666666671,120.14285714285714,35.280000000000001,65.0,21.0,25.0,35.5,47.0,27.0,146.8254385374326,18.777912557044246,37.219733929059728,71.996524679822031,169.56270286853075,32.848159765807274,39.0,10.0,16.0,48.0,49.0,25.0,1328.0,6990.0,682.0,0.0,0.0,88.533333333333331,332.85714285714283,42.625,0.0,0.0,42.625,489.29411764705884,81.0,253.0,40.5,0.0,0.0,40.5,408.0,52.081815977897271,272.60704070044812,9.8035389018455987,0.0,0.0,9.8035389018455987,370.5734450830119,15.0,21.0,16.0,0.0,0.0,16.0,17.0,5612.0,0.0,3388.0,0.0,0.0,267.23809523809524,0.0,169.40000000000001,0.0,0.0,169.40000000000001,267.23809523809524,215.0,0.0,93.5,0.0,0.0,93.5,215.0,249.83993061499442,0.0,184.63352891606661,0.0,0.0,184.63352891606661,249.83993061499442,21.0,0.0,20.0,0.0,0.0,20.0,21.0
19,1,535.0,405.0,598.0,7462.0,48.636363636363633,50.625,39.866666666666667,219.47058823529412,45.235294117647058,43.608695652173914,37.0,43.0,29.0,91.5,30.5,29.0,41.423034275569925,43.063724583458871,42.912106553848979,402.30382397139459,42.74552527219484,43.26936774734753,11.0,8.0,15.0,34.0,34.0,23.0,3681.0,3757.0,1435.0,84.0,43.0,230.0625,221.0,84.411764705882348,42.0,43.0,89.352941176470594,415.61111111111109,199.0,155.0,65.0,42.0,43.0,86.0,360.5,142.38261338291974,185.37148711518208,42.315424560192504,4.0,0.0,40.630242541689796,311.13093686829535,16.0,17.0,17.0,2.0,1.0,17.0,18.0,6257.0,0.0,2743.0,0.0,0.0,347.61111111111109,0.0,152.38888888888889,0.0,0.0,152.38888888888889,347.61111111111109,286.5,0.0,83.5,0.0,0.0,83.5,286.5,244.70484236431287,0.0,150.48039329238907,0.0,0.0,150.48039329238907,244.70484236431287,18.0,0.0,18.0,0.0,0.0,18.0,18.0
19,2,330.0,515.0,366.0,7789.0,33.0,51.5,52.285714285714285,370.90476190476193,60.549999999999997,67.769230769230774,29.0,44.0,55.0,270.0,48.0,55.0,17.0,38.192276706161415,27.967911642320619,312.42948229303789,37.571897742860955,44.697537096412901,10.0,10.0,7.0,21.0,20.0,13.0,1813.0,6559.0,294.0,78.0,256.0,259.0,728.77777777777783,58.799999999999997,78.0,256.0,62.0,1232.5714285714287,251.0,833.0,59.0,78.0,256.0,59.5,1089.0,112.08160292521568,405.8816953464198,12.416118556135006,0.0,0.0,13.403979508588733,576.93546485915124,7.0,9.0,5.0,1.0,1.0,6.0,7.0,7143.0,0.0,1857.0,0.0,0.0,714.29999999999995,0.0,206.33333333333334,0.0,0.0,206.33333333333334,714.29999999999995,773.5,0.0,218.0,0.0,0.0,218.0,773.5,545.42113087044947,0.0,95.26920920330042,0.0,0.0,95.26920920330042,545.42113087044947,10.0,0.0,9.0,0.0,0.0,9.0,10.0
21,1,1336.0,3225.0,2107.0,2332.0,55.666666666666664,75.0,65.84375,46.640000000000001,133.36000000000001,113.44680851063829,49.0,51.0,48.0,42.5,94.0,70.0,38.764961269453408,60.584363628572262,51.703547614622153,27.177019704154464,118.95961667725733,102.20709233637825,24.0,43.0,32.0,50.0,50.0,47.0,2205.0,4249.0,1623.0,74.0,849.0,147.0,151.75,64.920000000000002,24.666666666666668,47.166666666666664,73.782608695652172,304.29166666666669,102.0,125.5,58.0,28.0,34.0,67.0,248.0,148.76200231689992,107.60497366359446,33.005357140924865,6.9442222186665532,39.272905559827265,31.199159021189811,183.82724661274295,15.0,28.0,25.0,3.0,18.0,23.0,24.0,6951.0,0.0,2049.0,0.0,0.0,534.69230769230774,0.0,157.61538461538461,0.0,0.0,157.61538461538461,534.69230769230774,455.0,0.0,119.0,0.0,0.0,119.0,455.0,273.54408577760427,0.0,139.91015714023737,0.0,0.0,139.91015714023737,273.54408577760427,13.0,0.0,13.0,0.0,0.0,13.0,13.0
21,2,671.0,3381.0,3745.0,1203.0,67.099999999999994,96.599999999999994,104.02777777777777,33.416666666666664,210.72972972972974,187.52631578947367,60.5,74.0,76.5,23.0,84.0,107.0,39.765437253977225,89.38334776200125,81.818731253610963,22.802747154186878,228.64473193246218,181.88468539479464,10.0,35.0,36.0,36.0,37.0,38.0,592.0,7861.0,312.0,85.0,150.0,74.0,604.69230769230774,44.571428571428569,42.5,50.0,44.111111111111114,860.29999999999995,62.0,464.0,45.0,42.5,41.0,45.0,877.5,45.229967941620302,510.82051410758362,12.199029737262396,8.5,13.4412301024373,11.512741197323217,474.89936828764047,8.0,13.0,7.0,2.0,3.0,9.0,10.0,8245.0,0.0,755.0,0.0,0.0,916.11111111111109,0.0,94.375,0.0,0.0,94.375,916.11111111111109,785.0,0.0,41.0,0.0,0.0,41.0,785.0,808.59665050621913,0.0,94.606999608908424,0.0,0.0,94.606999608908424,808.59665050621913,9.0,0.0,8.0,0.0,0.0,8.0,9.0
23,1,2819.0,901.0,3076.0,2204.0,104.4074074074074,53.0,146.47619047619048,52.476190476190474,158.04651162790697,120.51515151515152,31.0,41.0,68.0,41.0,41.0,41.0,158.85685596117989,32.478046884191862,170.45362979208466,44.622884421101205,231.43163674794175,154.37579516902238,27.0,17.0,21.0,42.0,43.0,33.0,1055.0,5422.0,1595.0,0.0,928.0,81.15384615384616,387.28571428571428,106.33333333333333,0.0,61.866666666666667,106.33333333333333,493.66666666666669,42.0,320.0,98.0,0.0,58.0,98.0,464.0,66.672386342411031,216.01601414558817,56.135154364761078,0.0,30.119465835605755,56.135154364761078,262.99547947107806,13.0,14.0,15.0,0.0,15.0,15.0,15.0,7894.0,0.0,1106.0,0.0,0.0,375.90476190476193,0.0,52.666666666666664,0.0,0.0,52.666666666666664,375.90476190476193,368.0,0.0,26.0,0.0,0.0,26.0,368.0,371.24640832149476,0.0,48.324629758228269,0.0,0.0,48.324629758228269,371.24640832149476,21.0,0.0,21.0,0.0,0.0,21.0,21.0
23,2,6583.0,606.0,1186.0,625.0,365.72222222222223,151.5,74.125,41.666666666666664,523.4375,128.0,89.5,104.0,32.0,39.0,222.0,73.5,549.3280547436068,135.50922477824156,84.127043065829909,30.229492589559328,609.13914345882415,116.56022355111419,18.0,4.0,16.0,15.0,16.0,14.0,469.0,8116.0,389.0,0.0,26.0,78.166666666666671,1159.4285714285713,64.833333333333329,0.0,26.0,64.833333333333329,1230.1428571428571,64.5,1237.0,72.0,0.0,26.0,72.0,1268.0,36.830316618544323,558.27716033803677,21.5902498570278,0.0,0.0,21.5902498570278,543.75110602749351,6.0,7.0,6.0,0.0,1.0,6.0,7.0,8560.0,0.0,440.0,0.0,0.0,1070.0,0.0,62.857142857142854,0.0,0.0,62.857142857142854,1070.0,1231.5,0.0,57.0,0.0,0.0,57.0,1231.5,659.14262493029537,0.0,22.535233184812565,0.0,0.0,22.535233184812565,659.14262493029537,8.0,0.0,7.0,0.0,0.0,7.0,8.0
24,1,752.0,622.0,2787.0,4839.0,27.851851851851851,23.037037037037038,32.03448275862069,41.71551724137931,35.564102564102562,31.564814814814813,22.0,19.0,20.0,28.0,22.0,20.5,21.181235062971822,13.478326859241621,34.937529890468845,38.260857380501569,38.318366000033947,32.823397579613996,27.0,27.0,87.0,116.0,117.0,108.0,3054.0,4337.0,1554.0,55.0,0.0,145.42857142857142,180.70833333333334,70.63636363636364,27.5,0.0,69.956521739130437,307.95833333333331,91.0,110.5,52.0,27.5,0.0,49.0,215.5,156.68092278457465,203.16546605469696,44.535527650859777,9.5,0.0,43.42157173859011,273.65329024860802,21.0,24.0,22.0,2.0,0.0,23.0,24.0,6267.0,0.0,2733.0,0.0,0.0,284.86363636363637,0.0,130.14285714285714,0.0,0.0,130.14285714285714,284.86363636363637,182.5,0.0,102.0,0.0,0.0,102.0,182.5,245.44380868773305,0.0,138.23006554439655,0.0,0.0,138.23006554439655,245.44380868773305,22.0,0.0,21.0,0.0,0.0,21.0,22.0
24,2,826.0,687.0,2810.0,4677.0,30.592592592592592,38.166666666666664,37.972972972972975,44.971153846153847,41.567307692307693,41.141176470588235,24.0,25.5,27.0,31.0,28.0,28.0,21.647443197342437,33.277035792136161,49.405922878595803,38.585433862546452,46.569378438369725,48.927594269173497,27.0,18.0,74.0,104.0,104.0,85.0,616.0,7947.0,437.0,0.0,0.0,68.444444444444443,611.30769230769226,48.555555555555557,0.0,0.0,48.555555555555557,856.29999999999995,57.0,318.0,34.0,0.0,0.0,34.0,608.0,44.612183465733288,687.21605432749004,21.008522667987819,0.0,0.0,21.008522667987819,731.98853133092177,9.0,13.0,9.0,0.0,0.0,9.0,10.0,5893.0,0.0,3107.0,0.0,0.0,491.08333333333331,0.0,258.91666666666669,0.0,0.0,258.91666666666669,491.08333333333331,196.5,0.0,151.5,0.0,0.0,151.5,196.5,688.4976952676667,0.0,371.8286922614887,0.0,0.0,371.8286922614887,688.4976952676667,12.0,0.0,12.0,0.0,0.0,12.0,12.0
25,1,729.0,1700.0,1188.0,5383.0,52.071428571428569,68.0,38.322580645161288,99.68518518518519,66.981481481481481,62.782608695652172,53.0,38.0,36.0,76.0,52.0,42.0,25.752848069164497,67.609466792750254,23.125725232602306,66.102004248785448,61.651797228539223,61.016003974537647,14.0,25.0,31.0,54.0,54.0,46.0,1761.0,4846.0,1785.0,0.0,608.0,67.730769230769226,156.32258064516128,61.551724137931032,0.0,50.666666666666664,61.551724137931032,240.5,58.0,151.0,62.0,0.0,49.5,62.0,218.5,36.683215290152376,82.017459626977299,21.379310344827587,0.0,19.661016137411501,21.379310344827587,111.65564622236232,26.0,31.0,29.0,0.0,12.0,29.0,30.0,7820.0,0.0,1180.0,0.0,0.0,260.66666666666669,0.0,40.689655172413794,0.0,0.0,40.689655172413794,260.66666666666669,236.5,0.0,31.0,0.0,0.0,31.0,236.5,164.42208556706188,0.0,29.534437465995829,0.0,0.0,29.534437465995829,164.42208556706188,30.0,0.0,29.0,0.0,0.0,29.0,30.0
25,2,832.0,2703.0,821.0,4644.0,64.0,112.625,43.210526315789473,125.51351351351352,117.72972972972973,100.68571428571428,52.0,96.0,24.0,102.0,73.0,70.0,46.293378825453246,92.656090148822202,42.274266089515997,113.05478739319307,123.95850409618853,103.73696721683615,13.0,24.0,19.0,37.0,37.0,35.0,1119.0,7118.0,529.0,38.0,196.0,139.875,711.79999999999995,66.125,38.0,196.0,63.0,843.29999999999995,82.0,381.0,47.5,38.0,196.0,40.0,603.5,154.27365094208409,638.91357788045173,37.287523047260727,0.0,0.0,36.249137920783717,601.58175670477249,8.0,10.0,8.0,1.0,1.0,9.0,10.0,7752.0,0.0,1248.0,0.0,0.0,553.71428571428567,0.0,96.0,0.0,0.0,96.0,553.71428571428567,340.0,0.0,26.0,0.0,0.0,26.0,340.0,676.9479225139246,0.0,167.8227086495196,0.0,0.0,167.8227086495196,676.9479225139246,14.0,0.0,13.0,0.0,0.0,13.0,14.0
26,1,1363.0,3216.0,474.0,3947.0,56.791666666666664,63.058823529411768,33.857142857142854,57.20289855072464,74.308823529411768,60.491803278688522,33.0,49.0,24.0,37.0,50.0,48.0,47.114204481121078,59.281783653376358,24.824691460770442,51.786232771286642,72.112097653775692,55.670465711056259,24.0,51.0,14.0,69.0,68.0,61.0,1599.0,6032.0,1134.0,235.0,0.0,177.66666666666666,603.20000000000005,126.0,117.5,0.0,136.90000000000001,763.10000000000002,128.0,631.0,148.0,117.5,0.0,157.0,772.0,139.63523910532044,297.75150713304544,70.424112032425057,73.5,0.0,67.82396331681008,291.59336412202521,9.0,10.0,9.0,2.0,0.0,10.0,10.0,7353.0,0.0,1647.0,0.0,0.0,367.64999999999998,0.0,86.684210526315795,0.0,0.0,86.684210526315795,367.64999999999998,223.0,0.0,41.0,0.0,0.0,41.0,223.0,344.0968286689083,0.0,109.5738408234273,0.0,0.0,109.5738408234273,344.0968286689083,20.0,0.0,19.0,0.0,0.0,19.0,20.0
26,2,4199.0,2493.0,679.0,1629.0,221.0,83.099999999999994,48.5,44.027027027027025,204.75,85.729729729729726,119.0,52.5,39.5,32.0,132.0,57.0,270.1707062697875,87.38510551957161,31.916744373895209,35.124093899238346,255.04143181931136,82.492800225935724,19.0,30.0,14.0,37.0,36.0,37.0,563.0,7911.0,526.0,0.0,0.0,112.59999999999999,1582.2,105.2,0.0,0.0,105.2,1412.3333333333333,103.0,1270.0,87.0,0.0,0.0,87.0,1164.0,41.417870539176683,1064.4736539717646,53.21804205342395,0.0,0.0,53.21804205342395,1137.3704566039842,5.0,5.0,5.0,0.0,0.0,5.0,6.0,8212.0,0.0,788.0,0.0,0.0,684.33333333333337,0.0,65.666666666666671,0.0,0.0,65.666666666666671,684.33333333333337,595.5,0.0,50.5,0.0,0.0,50.5,595.5,531.75187404987639,0.0,39.594472116978928,0.0,0.0,39.594472116978928,531.75187404987639,12.0,0.0,12.0,0.0,0.0,12.0,12.0
27,1,2958.0,2839.0,191.0,3012.0,134.45454545454547,91.58064516129032,38.200000000000003,94.125,181.45454545454547,94.6875,100.0,64.0,38.0,63.0,81.0,64.5,149.37893464509136,83.918460498790097,20.419598428960349,76.588490486495417,214.67340817229444,89.222838128754901,22.0,31.0,5.0,32.0,33.0,32.0,2335.0,4996.0,665.0,0.0,1004.0,212.27272727272728,356.85714285714283,60.454545454545453,0.0,502.0,60.454545454545453,694.58333333333337,204.0,234.5,63.0,0.0,502.0,63.0,533.0,105.44545415357122,355.31110254513118,16.361616036896937,0.0,249.0,16.361616036896937,550.9206625176522,11.0,14.0,11.0,0.0,2.0,11.0,12.0,8404.0,0.0,596.0,0.0,0.0,646.46153846153845,0.0,49.666666666666664,0.0,0.0,49.666666666666664,646.46153846153845,515.0,0.0,41.0,0.0,0.0,41.0,515.0,649.07183617894714,0.0,53.678570108460313,0.0,0.0,53.678570108460313,649.07183617894714,13.0,0.0,12.0,0.0,0.0,12.0,13.0
27,2,4640.0,2942.0,110.0,1308.0,331.42857142857144,140.0952380952381,55.0,81.75,452.47058823529414,145.33333333333334,73.0,84.0,55.0,49.5,164.0,84.0,470.11909042674864,137.25815259398891,27.0,82.954430261439327,651.59028245805791,140.44125473572939,14.0,21.0,2.0,16.0,17.0,21.0,721.0,7977.0,302.0,0.0,0.0,90.125,997.125,60.399999999999999,0.0,0.0,60.399999999999999,1449.6666666666667,80.5,360.5,66.0,0.0,0.0,66.0,1071.5,49.825790259663719,1232.1711972672467,21.284736315021615,0.0,0.0,21.284736315021615,1244.5238268332009,8.0,8.0,5.0,0.0,0.0,5.0,6.0,8706.0,0.0,294.0,0.0,0.0,1243.7142857142858,0.0,49.0,0.0,0.0,49.0,1243.7142857142858,487.0,0.0,42.5,0.0,0.0,42.5,487.0,1407.606653080298,0.0,43.162483709814474,0.0,0.0,43.162483709814474,1407.606653080298,7.0,0.0,6.0,0.0,0.0,6.0,7.0
28,1,1385.0,333.0,350.0,6932.0,47.758620689655174,27.75,25.0,138.63999999999999,41.359999999999999,29.695652173913043,46.0,23.0,22.0,92.0,31.5,22.0,32.883970702030282,20.129269733400662,16.61754666438031,148.562143226328,32.866858687741974,21.01849037438577,29.0,12.0,14.0,50.0,50.0,23.0,1480.0,4605.0,1871.0,174.0,870.0,82.222222222222229,143.90625,74.840000000000003,43.5,54.375,75.740740740740748,248.39285714285714,54.5,112.5,75.0,39.5,36.0,75.0,222.0,108.69557670421428,93.276591173442327,33.604380666811878,26.119915773217954,70.295692435596649,32.759044657295952,145.52867642930482,18.0,32.0,25.0,4.0,16.0,27.0,28.0,6515.0,0.0,2485.0,0.0,0.0,197.42424242424244,0.0,77.65625,0.0,0.0,77.65625,197.42424242424244,172.0,0.0,47.5,0.0,0.0,47.5,172.0,176.23624473348102,0.0,104.58656981628903,0.0,0.0,104.58656981628903,176.23624473348102,33.0,0.0,32.0,0.0,0.0,32.0,33.0
28,2,1103.0,1217.0,1094.0,5586.0,61.277777777777779,71.588235294117652,39.071428571428569,118.85106382978724,72.638297872340431,60.815789473684212,51.0,32.0,22.5,79.0,56.0,39.0,42.631242528293413,72.022920227260187,33.805038267171035,118.62976174303263,57.359792253071546,58.459997687648674,18.0,17.0,28.0,47.0,47.0,38.0,742.0,7289.0,559.0,0.0,410.0,74.200000000000003,560.69230769230774,50.81818181818182,0.0,68.333333333333329,50.81818181818182,703.41666666666663,51.5,524.0,48.0,0.0,38.0,48.0,584.0,63.50086613582527,357.12191079741615,15.104594014093147,0.0,59.996296181977392,15.104594014093147,345.28477578498718,10.0,13.0,11.0,0.0,6.0,11.0,12.0,6627.0,0.0,2373.0,0.0,0.0,189.34285714285716,0.0,67.799999999999997,0.0,0.0,67.799999999999997,189.34285714285716,97.0,0.0,34.0,0.0,0.0,34.0,97.0,214.9342680724429,0.0,109.25430360925311,0.0,0.0,109.25430360925311,214.9342680724429,35.0,0.0,35.0,0.0,0.0,35.0,35.0
29,1,1860.0,2873.0,1998.0,2269.0,109.41176470588235,57.460000000000001,39.960000000000001,35.453125,103.55384615384615,70.594202898550719,90.0,45.5,30.0,19.5,60.0,46.0,112.93624376483106,45.176635554233115,34.875756622616805,40.932845035916756,125.6844682613177,64.082446632393925,17.0,50.0,50.0,64.0,65.0,69.0,298.0,5313.0,977.0,367.0,2045.0,74.5,241.5,81.416666666666671,183.5,113.61111111111111,96.0,510.39999999999998,43.0,168.0,67.0,183.5,67.5,77.5,284.0,61.747469583781324,207.8073299083465,42.012812199243335,7.5,116.35870730388895,52.886671288709408,433.73429654570776,4.0,22.0,12.0,2.0,18.0,14.0,15.0,7683.0,0.0,1317.0,0.0,0.0,512.20000000000005,0.0,94.071428571428569,0.0,0.0,94.071428571428569,512.20000000000005,472.0,0.0,48.0,0.0,0.0,48.0,472.0,416.26565235836273,0.0,100.71208204276067,0.0,0.0,100.71208204276067,416.26565235836273,15.0,0.0,14.0,0.0,0.0,14.0,15.0
29,2,7110.0,784.0,769.0,337.0,444.375,60.307692307692307,36.61904761904762,18.722222222222221,455.94736842105266,57.518518518518519,175.0,60.0,23.0,14.0,48.0,34.0,705.37763600428957,47.392606718744993,39.695839041242195,13.847605310648703,815.53924515489246,65.638386674358628,16.0,13.0,21.0,18.0,19.0,27.0,101.0,8524.0,248.0,59.0,68.0,50.5,1704.8,82.666666666666671,59.0,34.0,76.75,1738.5999999999999,50.5,1471.0,72.0,59.0,34.0,65.5,1471.0,19.5,928.01280163583954,34.315529364349828,0.0,5.0,31.435449734336551,966.74414402157095,2.0,5.0,3.0,1.0,2.0,4.0,5.0,8702.0,0.0,298.0,0.0,0.0,1740.4000000000001,0.0,74.5,0.0,0.0,74.5,1740.4000000000001,1647.0,0.0,45.0,0.0,0.0,45.0,1647.0,1358.127770130631,0.0,62.563967265511543,0.0,0.0,62.563967265511543,1358.127770130631,5.0,0.0,4.0,0.0,0.0,4.0,5.0
30,1,2218.0,1038.0,1251.0,4493.0,65.235294117647058,47.18181818181818,65.84210526315789,71.317460317460316,71.539682539682545,57.225000000000001,43.0,30.5,43.0,50.0,45.0,34.0,58.261610215591311,47.159917845980907,64.262015593968471,86.513018636214582,73.696250340060942,63.600899168172141,34.0,22.0,19.0,63.0,63.0,40.0,3709.0,3822.0,1469.0,0.0,0.0,168.59090909090909,166.17391304347825,69.952380952380949,0.0,0.0,69.952380952380949,342.31818181818181,147.5,85.0,47.0,0.0,0.0,47.0,302.0,112.95802079892297,191.7440894557374,47.121399638114262,0.0,0.0,47.121399638114262,235.45379519009984,22.0,23.0,21.0,0.0,0.0,21.0,22.0,5708.0,0.0,3292.0,0.0,0.0,380.53333333333336,0.0,235.14285714285714,0.0,0.0,235.14285714285714,380.53333333333336,335.0,0.0,74.5,0.0,0.0,74.5,335.0,273.20489665369388,0.0,290.96486217481339,0.0,0.0,290.96486217481339,273.20489665369388,15.0,0.0,14.0,0.0,0.0,14.0,15.0
