Dyad,Cov,StartFrame,S_Around_Overall_Time,S_Monitor_Overall_Time,S_Keyboard_Overall_Time,S_Face_Overall_Time,S_Around_Mean,S_Monitor_Mean,S_Keyboard_Mean,S_Face_Mean,S_NoFace_Mean,S_CompOnly_Mean,S_Around_PopularSD,S_Monitor_PopularSD,S_Keyboard_PopularSD,S_Face_PopularSD,S_NoFace_PopularSD,S_CompOnly_PopularSD,S_Around_Frequency,S_Monitor_Frequency,S_Keyboard_Frequency,S_Face_Frequency,S_NoFace_Frequency,S_CompOnly_Frequency,H_NoSpeak_Overall_Time,H_Typing_Overall_Time,H_Speaking_Overall_Time,H_SSS_Overall_Time,H_Hovering_Overall_Time,H_NoSpeak_Mean,H_Typing_Mean,H_Speaking_Mean,H_SSS_Mean,H_Hovering_Mean,H_Sound_Mean,H_NoSound_Mean,H_NoSpeak_PopularSD,H_Typing_PopularSD,H_Speaking_PopularSD,H_SSS_PopularSD,H_Hovering_PopularSD,H_Sound_PopularSD,H_NoSound_PopularSD,H_NoSpeak_Frequency,H_Typing_Frequency,H_Speaking_Frequency,H_SSS_Frequency,H_Hovering_Frequency,H_Sound_Frequency,H_NoSound_Frequency,S_NoSpeak_Overall_Time,S_Typing_Overall_Time,S_Speaking_Overall_Time,S_SSS_Overall_Time,S_Hovering_Overall_Time,S_NoSpeak_Mean,S_Typing_Mean,S_Speaking_Mean,S_SSS_Mean,S_Hovering_Mean,S_Sound_Mean,S_NoSound_Mean,S_NoSpeak_PopularSD,S_Typing_PopularSD,S_Speaking_PopularSD,S_SSS_PopularSD,S_Hovering_PopularSD,S_Sound_PopularSD,S_NoSound_PopularSD,S_NoSpeak_Frequency,S_Typing_Frequency,S_Speaking_Frequency,S_SSS_Frequency,S_Hovering_Frequency,S_Sound_Frequency,S_NoSound_Frequency
21,2,6000,360.0,1014.0,1127.0,499.0,60.0,92.181818181818187,102.45454545454545,41.583333333333336,192.38461538461539,152.92857142857142,34.078341117685483,72.953058608468083,99.844755528828713,26.177147582491781,201.4266571853191,160.7902201564485,6.0,11.0,11.0,12.0,13.0,14.0,298.0,2426.0,115.0,51.0,110.0,99.333333333333329,404.33333333333331,38.333333333333336,51.0,55.0,41.5,566.79999999999995,52.740454639257287,287.62977747251568,8.7305339024725299,0.0,14.0,9.3407708461347028,318.65806125061391,3.0,6.0,3.0,1.0,2.0,4.0,5.0,2641.0,0.0,359.0,0.0,0.0,660.25,0.0,119.66666666666667,0.0,0.0,119.66666666666667,660.25,158.11289479356199,0.0,111.26345112190056,0.0,0.0,111.26345112190056,158.11289479356199,4.0,0.0,3.0,0.0,0.0,3.0,4.0
23,1,0,356.0,444.0,1189.0,1011.0,32.363636363636367,49.333333333333336,99.083333333333329,50.549999999999997,94.714285714285708,96.058823529411768,34.41530507115251,33.872309241227313,90.940876703249103,52.122427994098665,114.29583288539432,107.18069985844153,11.0,9.0,12.0,20.0,21.0,17.0,343.0,1618.0,567.0,0.0,472.0,68.599999999999994,231.14285714285714,81.0,0.0,67.428571428571431,81.0,347.57142857142856,71.21966020699621,108.45068473923142,33.67915845572324,0.0,31.486310598449617,33.67915845572324,137.83515738825454,5.0,7.0,7.0,0.0,7.0,7.0,7.0,2638.0,0.0,362.0,0.0,0.0,329.75,0.0,51.714285714285715,0.0,0.0,51.714285714285715,329.75,269.37694314844396,0.0,46.860627048162065,0.0,0.0,46.860627048162065,269.37694314844396,8.0,0.0,7.0,0.0,0.0,7.0,8.0
23,1,3000,1151.0,89.0,1243.0,517.0,115.09999999999999,44.5,248.59999999999999,47.0,225.72727272727272,222.0,136.83161184463185,15.5,246.97983723373048,22.719635080296033,318.63004792080818,238.72648226230231,10.0,2.0,5.0,11.0,11.0,6.0,406.0,1831.0,516.0,0.0,247.0,101.5,457.75,129.0,0.0,61.75,129.0,496.80000000000001,74.824795355550421,271.68306443354174,60.876925020897694,0.0,35.779707936203167,60.876925020897694,372.58631214793706,4.0,4.0,4.0,0.0,4.0,4.0,5.0,2625.0,0.0,375.0,0.0,0.0,291.66666666666669,0.0,41.666666666666664,0.0,0.0,41.666666666666664,291.66666666666669,375.97163013539551,0.0,48.147920227380773,0.0,0.0,48.147920227380773,375.97163013539551,9.0,0.0,9.0,0.0,0.0,9.0,9.0
23,1,6000,1312.0,368.0,644.0,676.0,218.66666666666666,61.333333333333336,128.80000000000001,56.333333333333336,193.66666666666666,92.0,239.62934340815238,32.770243955284933,141.85823909805168,45.835454496370915,245.58954013194906,104.21830235354319,6.0,6.0,5.0,12.0,12.0,11.0,306.0,1973.0,512.0,0.0,209.0,61.200000000000003,493.25,128.0,0.0,52.25,128.0,497.60000000000002,40.096882671848689,203.47773219691632,63.399526812114303,0.0,15.497983739828868,63.399526812114303,308.30283813160071,5.0,4.0,4.0,0.0,4.0,4.0,5.0,2631.0,0.0,369.0,0.0,0.0,526.20000000000005,0.0,61.5,0.0,0.0,61.5,526.20000000000005,364.07219064355905,0.0,43.126751172174643,0.0,0.0,43.126751172174643,364.07219064355905,5.0,0.0,6.0,0.0,0.0,6.0,5.0
23,2,0,1847.0,585.0,230.0,338.0,230.875,195.0,28.75,48.285714285714285,332.75,135.83333333333334,273.09130226903966,130.05639802280652,26.761679693173221,40.219804239469198,350.44783848669977,140.45807994637482,8.0,3.0,8.0,7.0,8.0,6.0,165.0,2697.0,112.0,0.0,26.0,82.5,899.0,56.0,0.0,26.0,56.0,962.66666666666663,51.5,580.31083624783946,21.0,0.0,0.0,21.0,538.84093715637039,2.0,3.0,2.0,0.0,1.0,2.0,3.0,2854.0,0.0,146.0,0.0,0.0,713.5,0.0,48.666666666666664,0.0,0.0,48.666666666666664,713.5,630.99306652292148,0.0,14.383632673594278,0.0,0.0,14.383632673594278,630.99306652292148,4.0,0.0,3.0,0.0,0.0,3.0,4.0
23,2,3000,2708.0,0.0,135.0,157.0,451.33333333333331,0.0,67.5,31.399999999999999,473.83333333333331,67.5,603.97728066174443,0.0,46.5,13.425349157470729,600.21313344140981,46.5,6.0,0.0,2.0,5.0,6.0,2.0,184.0,2667.0,149.0,0.0,0.0,92.0,889.0,74.5,0.0,0.0,74.5,950.33333333333337,29.0,590.41849564524989,7.5,0.0,0.0,7.5,598.42088495937003,2.0,3.0,2.0,0.0,0.0,2.0,3.0,2814.0,0.0,186.0,0.0,0.0,938.0,0.0,93.0,0.0,0.0,93.0,938.0,597.8132372795593,0.0,13.0,0.0,0.0,13.0,597.8132372795593,3.0,0.0,2.0,0.0,0.0,2.0,3.0
23,2,6000,2028.0,21.0,821.0,130.0,338.0,21.0,136.83333333333334,43.333333333333336,717.5,140.33333333333334,439.54749458960634,0.0,102.4945798024895,14.613540144521982,509.34295911497588,99.088624753578827,6.0,1.0,6.0,3.0,4.0,6.0,120.0,2752.0,128.0,0.0,0.0,60.0,917.33333333333337,64.0,0.0,0.0,64.0,957.33333333333337,6.0,339.853236297997,27.0,0.0,0.0,27.0,325.48049950120753,2.0,3.0,2.0,0.0,0.0,2.0,3.0,2892.0,0.0,108.0,0.0,0.0,964.0,0.0,54.0,0.0,0.0,54.0,964.0,368.13403356205288,0.0,3.0,0.0,0.0,3.0,368.13403356205288,3.0,0.0,2.0,0.0,0.0,2.0,3.0
24,1,0,113.0,221.0,598.0,2068.0,22.600000000000001,20.09090909090909,20.620689655172413,50.439024390243901,22.73170731707317,21.55263157894737,8.5229103010650054,8.9488906925997913,12.421932197704821,45.384562100971799,16.390098721772809,13.25796159695642,5.0,11.0,29.0,41.0,41.0,38.0,1210.0,1183.0,589.0,18.0,0.0,100.83333333333333,91.0,49.083333333333336,18.0,0.0,50.583333333333336,184.07692307692307,61.999775985258381,89.254174649187661,16.219629739574479,0.0,0.0,14.476753396010061,81.063566262211339,12.0,13.0,12.0,1.0,0.0,12.0,13.0,1916.0,0.0,1084.0,0.0,0.0,147.38461538461539,0.0,90.333333333333329,0.0,0.0,90.333333333333329,147.38461538461539,84.96201727064998,0.0,58.839234831492796,0.0,0.0,58.839234831492796,84.96201727064998,13.0,0.0,12.0,0.0,0.0,12.0,13.0
24,1,3000,292.0,274.0,881.0,1553.0,29.199999999999999,27.399999999999999,29.366666666666667,36.116279069767444,34.452380952380949,30.394736842105264,20.855694665965935,17.962182495454165,21.956750417329268,33.035716614010205,31.484843202308038,24.055352258887606,10.0,10.0,30.0,43.0,42.0,38.0,1221.0,1262.0,480.0,37.0,0.0,203.5,157.75,68.571428571428569,37.0,0.0,64.625,275.88888888888891,185.52785055978345,109.45175877983871,35.544166259768154,0.0,0.0,34.849453008619804,134.8072240435244,6.0,8.0,7.0,1.0,0.0,8.0,9.0,1866.0,0.0,1134.0,0.0,0.0,311.0,0.0,189.0,0.0,0.0,189.0,311.0,148.1204464841592,0.0,164.83223794715241,0.0,0.0,164.83223794715241,148.1204464841592,6.0,0.0,6.0,0.0,0.0,6.0,6.0
24,1,6000,347.0,127.0,1308.0,1218.0,28.916666666666668,21.166666666666668,46.714285714285715,35.823529411764703,52.411764705882355,44.84375,24.547431411226896,9.0446423674767562,52.519287030614592,29.547041842812281,54.956730384302077,49.429311505800889,12.0,6.0,28.0,34.0,34.0,32.0,623.0,1892.0,485.0,0.0,0.0,155.75,473.0,161.66666666666666,0.0,0.0,161.66666666666666,628.75,62.615393474767849,191.68594105984926,19.754043186705406,0.0,0.0,19.754043186705406,185.06400919681818,4.0,4.0,3.0,0.0,0.0,3.0,4.0,2485.0,0.0,515.0,0.0,0.0,621.25,0.0,128.75,0.0,0.0,128.75,621.25,257.94318657409815,0.0,35.03837182290296,0.0,0.0,35.03837182290296,257.94318657409815,4.0,0.0,4.0,0.0,0.0,4.0,4.0
24,2,0,220.0,137.0,1303.0,1340.0,36.666666666666664,27.399999999999999,46.535714285714285,39.411764705882355,47.428571428571431,46.451612903225808,35.910382280832877,17.828067758453244,74.940205756159429,39.450727009672399,68.696136599327545,71.451693002212437,6.0,5.0,28.0,34.0,35.0,31.0,50.0,2849.0,101.0,0.0,0.0,25.0,712.25,33.666666666666664,0.0,0.0,33.666666666666664,724.75,14.0,678.86058031086179,0.47140452079103168,0.0,0.0,0.47140452079103168,669.61980817475819,2.0,4.0,3.0,0.0,0.0,3.0,4.0,2472.0,0.0,528.0,0.0,0.0,412.0,0.0,105.59999999999999,0.0,0.0,105.59999999999999,412.0,541.29874684256686,0.0,59.34509246770115,0.0,0.0,59.34509246770115,541.29874684256686,6.0,0.0,5.0,0.0,0.0,5.0,6.0
24,2,3000,336.0,281.0,711.0,1672.0,25.846153846153847,40.142857142857146,30.913043478260871,49.176470588235297,37.942857142857143,36.74074074074074,14.29279621587879,29.901880358592699,22.445902198839072,34.342967931831133,31.642595935716468,30.234383900150398,13.0,7.0,23.0,34.0,35.0,27.0,276.0,2560.0,164.0,0.0,0.0,92.0,640.0,82.0,0.0,0.0,82.0,945.33333333333337,27.092434368288131,512.30996476742473,14.0,0.0,0.0,14.0,583.00962446791755,3.0,4.0,2.0,0.0,0.0,2.0,3.0,1422.0,0.0,1578.0,0.0,0.0,355.5,0.0,394.5,0.0,0.0,394.5,355.5,352.12817268716231,0.0,596.19019616226501,0.0,0.0,596.19019616226501,352.12817268716231,4.0,0.0,4.0,0.0,0.0,4.0,4.0
24,2,6000,270.0,269.0,796.0,1665.0,30.0,44.833333333333336,33.166666666666664,46.25,37.083333333333336,38.035714285714285,17.094508539944112,43.225828184341623,19.825628755617203,40.862489590767176,26.858037282472196,27.066692951798501,9.0,6.0,24.0,36.0,36.0,28.0,290.0,2538.0,172.0,0.0,0.0,72.5,362.57142857142856,43.0,0.0,0.0,43.0,565.60000000000002,49.530293760485613,349.63526184658576,11.76860229593982,0.0,0.0,11.76860229593982,331.83887656511854,4.0,7.0,4.0,0.0,0.0,4.0,5.0,1999.0,0.0,1001.0,0.0,0.0,666.33333333333337,0.0,250.25,0.0,0.0,250.25,666.33333333333337,369.8083587781951,0.0,134.67437581069385,0.0,0.0,134.67437581069385,369.8083587781951,3.0,0.0,4.0,0.0,0.0,4.0,3.0
25,1,0,75.0,461.0,500.0,1964.0,25.0,41.909090909090907,41.666666666666664,109.11111111111111,54.526315789473685,53.388888888888886,8.5244745683629475,27.430754291337589,27.18864141920707,58.094643938326946,36.230792982086427,36.097305053130562,3.0,11.0,12.0,18.0,19.0,18.0,527.0,1486.0,668.0,0.0,319.0,47.909090909090907,123.83333333333333,55.666666666666664,0.0,45.571428571428569,55.666666666666664,179.38461538461539,21.356091511044319,72.207840448404369,12.425332546410534,0.0,22.063914578574042,12.425332546410534,76.311646919859498,11.0,12.0,12.0,0.0,7.0,12.0,13.0,2729.0,0.0,271.0,0.0,0.0,248.09090909090909,0.0,27.100000000000001,0.0,0.0,27.100000000000001,248.09090909090909,117.47530072739433,0.0,8.3000000000000007,0.0,0.0,8.3000000000000007,117.47530072739433,11.0,0.0,10.0,0.0,0.0,10.0,11.0
25,1,3000,372.0,343.0,229.0,2056.0,62.0,49.0,25.444444444444443,114.22222222222223,49.684210526315788,38.133333333333333,17.435595774162696,48.08920282736478,14.064226574390874,71.024687066114595,35.493591165876914,35.88661155485272,6.0,7.0,9.0,18.0,19.0,15.0,635.0,1705.0,465.0,0.0,195.0,90.714285714285708,170.5,58.125,0.0,65.0,58.125,281.66666666666669,34.79619965174475,70.621880462077755,22.413374913207516,0.0,11.51810169544733,22.413374913207516,117.39297726487352,7.0,10.0,8.0,0.0,3.0,8.0,9.0,2507.0,0.0,493.0,0.0,0.0,250.69999999999999,0.0,49.299999999999997,0.0,0.0,49.299999999999997,250.69999999999999,180.64775116231036,0.0,38.616188315264885,0.0,0.0,38.616188315264885,180.64775116231036,10.0,0.0,10.0,0.0,0.0,10.0,10.0
25,1,6000,282.0,896.0,459.0,1363.0,56.399999999999999,99.555555555555557,45.899999999999999,75.722222222222229,90.944444444444443,90.333333333333329,29.526936854336927,85.101391960297846,19.305180651835403,61.761913430667633,83.834805966006883,79.334453773600501,5.0,9.0,10.0,18.0,18.0,15.0,599.0,1655.0,652.0,0.0,94.0,66.555555555555557,165.5,72.444444444444443,0.0,47.0,72.444444444444443,234.80000000000001,42.539161332983291,47.940066750057824,25.399523666185864,0.0,2.0,25.399523666185864,73.484420117464353,9.0,10.0,9.0,0.0,2.0,9.0,10.0,2584.0,0.0,416.0,0.0,0.0,258.39999999999998,0.0,46.222222222222221,0.0,0.0,46.222222222222221,258.39999999999998,156.0680620754932,0.0,27.551074904530708,0.0,0.0,27.551074904530708,156.0680620754932,10.0,0.0,9.0,0.0,0.0,9.0,10.0
25,2,0,317.0,607.0,162.0,1914.0,52.833333333333336,86.714285714285708,23.142857142857142,147.23076923076923,77.571428571428569,59.153846153846153,33.810337012353024,53.062535305629943,19.722565549054078,111.8220797284369,67.408895434307993,51.101476952682717,6.0,7.0,7.0,13.0,14.0,13.0,277.0,2596.0,89.0,38.0,0.0,92.333333333333329,649.0,29.666666666666668,38.0,0.0,31.75,718.25,29.044027881055953,662.52811261108002,13.224556283251582,0.0,0.0,12.007809958522827,670.12624743401898,3.0,4.0,3.0,1.0,0.0,4.0,4.0,2706.0,0.0,294.0,0.0,0.0,451.0,0.0,58.799999999999997,0.0,0.0,58.799999999999997,451.0,587.36530370800756,0.0,50.66912274748794,0.0,0.0,50.66912274748794,587.36530370800756,6.0,0.0,5.0,0.0,0.0,5.0,6.0
25,2,3000,282.0,1158.0,356.0,1204.0,94.0,96.5,59.333333333333336,92.615384615384613,128.28571428571428,100.93333333333334,55.305213738549703,79.630919455531426,45.550948276505601,81.064588172773085,100.92672629998782,73.515047590423436,3.0,12.0,6.0,13.0,14.0,15.0,720.0,1867.0,217.0,0.0,196.0,240.0,622.33333333333337,72.333333333333329,0.0,196.0,72.333333333333329,927.66666666666663,213.87067743537602,507.39158666874073,12.364824660660938,0.0,0.0,12.364824660660938,307.66901407555201,3.0,3.0,3.0,0.0,1.0,3.0,3.0,2218.0,0.0,782.0,0.0,0.0,443.60000000000002,0.0,156.40000000000001,0.0,0.0,156.40000000000001,443.60000000000002,507.75608317380113,0.0,202.75167076993472,0.0,0.0,202.75167076993472,507.75608317380113,5.0,0.0,5.0,0.0,0.0,5.0,5.0
25,2,6000,233.0,938.0,303.0,1526.0,58.25,134.0,50.5,138.72727272727272,134.0,137.88888888888889,45.400302862425931,109.43752294606924,48.451866149131277,135.78264108432532,140.19466985069531,151.3901834807032,4.0,7.0,6.0,11.0,11.0,9.0,122.0,2655.0,223.0,0.0,0.0,61.0,663.75,74.333333333333329,0.0,0.0,74.333333333333329,694.25,26.0,707.51656341035573,52.854096866331524,0.0,0.0,52.854096866331524,693.62323166110866,2.0,4.0,3.0,0.0,0.0,3.0,4.0,2828.0,0.0,172.0,0.0,0.0,707.0,0.0,43.0,0.0,0.0,43.0,707.0,820.82214882397022,0.0,37.782270974625121,0.0,0.0,37.782270974625121,820.82214882397022,4.0,0.0,4.0,0.0,0.0,4.0,4.0
26,1,0,283.0,1189.0,67.0,1461.0,35.375,49.541666666666664,16.75,50.379310344827587,53.068965517241381,48.307692307692307,19.993358272186292,31.51055268565684,2.6809513236909019,38.763130183117838,33.736229409818677,30.97985602435784,8.0,24.0,4.0,29.0,29.0,26.0,846.0,1689.0,465.0,0.0,0.0,169.19999999999999,337.80000000000001,116.25,0.0,0.0,116.25,507.0,116.90919553225913,210.41996103031673,65.709112762234128,0.0,0.0,65.709112762234128,186.14295581622207,5.0,5.0,4.0,0.0,0.0,4.0,5.0,2328.0,0.0,672.0,0.0,0.0,232.80000000000001,0.0,74.666666666666671,0.0,0.0,74.666666666666671,232.80000000000001,213.1111447109231,0.0,91.898494728332366,0.0,0.0,91.898494728332366,213.1111447109231,10.0,0.0,9.0,0.0,0.0,9.0,10.0
26,1,3000,605.0,1012.0,96.0,1287.0,67.222222222222229,67.466666666666669,32.0,61.285714285714285,77.86363636363636,65.17647058823529,46.804030637869396,64.634218663353721,25.13961017995307,56.584654538591124,65.161544330257627,61.897672002329443,9.0,15.0,3.0,21.0,22.0,17.0,563.0,1932.0,461.0,44.0,0.0,187.66666666666666,644.0,153.66666666666666,44.0,0.0,168.33333333333334,623.75,189.22003652420699,24.589970855343985,58.516854172299986,0.0,0.0,42.897811391983886,353.30112864240897,3.0,3.0,3.0,1.0,0.0,3.0,4.0,2431.0,0.0,569.0,0.0,0.0,486.19999999999999,0.0,142.25,0.0,0.0,142.25,486.19999999999999,387.0340553491385,0.0,180.98670531284887,0.0,0.0,180.98670531284887,387.0340553491385,5.0,0.0,4.0,0.0,0.0,4.0,5.0
26,1,6000,475.0,1015.0,311.0,1199.0,67.857142857142861,78.07692307692308,38.875,63.10526315789474,94.78947368421052,66.299999999999997,59.587699045616965,82.432687260540533,27.872197168504673,61.50301211009878,106.47588259041201,70.836501889915482,7.0,13.0,8.0,19.0,19.0,20.0,190.0,2411.0,208.0,191.0,0.0,95.0,803.66666666666663,104.0,191.0,0.0,133.0,867.0,13.0,296.67752789106822,82.0,0.0,0.0,78.515391272454778,334.34812197269281,2.0,3.0,2.0,1.0,0.0,3.0,3.0,2594.0,0.0,406.0,0.0,0.0,370.57142857142856,0.0,67.666666666666671,0.0,0.0,67.666666666666671,370.57142857142856,343.87824138488196,0.0,29.63481436119049,0.0,0.0,29.63481436119049,343.87824138488196,7.0,0.0,6.0,0.0,0.0,6.0,7.0
26,2,0,955.0,960.0,271.0,814.0,106.11111111111111,53.333333333333336,30.111111111111111,42.842105263157897,115.05263157894737,58.61904761904762,65.531068873125534,25.632011235952596,11.483751269070423,35.628585740717476,95.424521665974595,36.656028141261714,9.0,18.0,9.0,19.0,19.0,21.0,151.0,2728.0,121.0,0.0,0.0,151.0,1364.0,121.0,0.0,0.0,121.0,1439.5,0.0,792.0,0.0,0.0,0.0,0.0,716.5,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2724.0,0.0,276.0,0.0,0.0,681.0,0.0,92.0,0.0,0.0,92.0,681.0,563.07148746850964,0.0,48.586692279539534,0.0,0.0,48.586692279539534,563.07148746850964,4.0,0.0,3.0,0.0,0.0,3.0,4.0
26,2,3000,2134.0,536.0,118.0,212.0,711.33333333333337,178.66666666666666,118.0,53.0,557.60000000000002,218.0,276.61927304911751,103.28708642527496,0.0,34.095454242464641,378.89449718886124,61.627915752522412,3.0,3.0,1.0,4.0,5.0,3.0,40.0,2762.0,198.0,0.0,0.0,40.0,2762.0,198.0,0.0,0.0,198.0,1401.0,0.0,0.0,0.0,0.0,0.0,0.0,1361.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2899.0,0.0,101.0,0.0,0.0,966.33333333333337,0.0,50.5,0.0,0.0,50.5,966.33333333333337,276.32991553978053,0.0,7.5,0.0,0.0,7.5,276.32991553978053,3.0,0.0,2.0,0.0,0.0,2.0,3.0
26,2,6000,1110.0,997.0,290.0,603.0,138.75,99.700000000000003,72.5,43.071428571428569,171.21428571428572,91.928571428571431,110.21201159583288,88.857245061953165,26.911893281595777,34.347934613960383,138.93532851727844,77.444417197768615,8.0,10.0,4.0,14.0,14.0,14.0,372.0,2421.0,207.0,0.0,0.0,93.0,807.0,69.0,0.0,0.0,69.0,698.25,27.267196408871961,393.55897482672992,21.354156504062622,0.0,0.0,21.354156504062622,476.17453470340052,4.0,3.0,3.0,0.0,0.0,3.0,4.0,2589.0,0.0,411.0,0.0,0.0,369.85714285714283,0.0,58.714285714285715,0.0,0.0,58.714285714285715,369.85714285714283,323.66050492604063,0.0,35.333975093645599,0.0,0.0,35.333975093645599,323.66050492604063,7.0,0.0,7.0,0.0,0.0,7.0,7.0
27,1,0,422.0,859.0,65.0,1654.0,70.333333333333329,66.07692307692308,21.666666666666668,118.14285714285714,89.733333333333334,66.0,52.708843871045225,58.451112430634701,11.55662388223981,83.844973563337334,88.313431720334719,69.545463033697814,6.0,13.0,3.0,14.0,15.0,14.0,1232.0,1288.0,227.0,0.0,253.0,246.40000000000001,214.66666666666666,56.75,0.0,253.0,56.75,554.60000000000002,119.94265296382267,196.18585292749552,11.882234638316145,0.0,0.0,11.882234638316145,297.81981129535353,5.0,6.0,4.0,0.0,1.0,4.0,5.0,2726.0,0.0,274.0,0.0,0.0,302.88888888888891,0.0,34.25,0.0,0.0,34.25,302.88888888888891,209.13602402075512,0.0,25.650292395994242,0.0,0.0,25.650292395994242,209.13602402075512,9.0,0.0,8.0,0.0,0.0,8.0,9.0
27,1,3000,651.0,1378.0,105.0,866.0,108.5,137.80000000000001,52.5,96.222222222222229,213.40000000000001,148.30000000000001,60.971988103827918,109.24175026060321,19.5,82.021376316418298,196.54373559083481,110.62734743272117,6.0,10.0,2.0,9.0,10.0,10.0,585.0,2120.0,295.0,0.0,0.0,146.25,424.0,73.75,0.0,0.0,73.75,541.0,64.611821673746363,229.03012902236247,6.2599920127744575,0.0,0.0,6.2599920127744575,261.75102674106171,4.0,5.0,4.0,0.0,0.0,4.0,5.0,2888.0,0.0,112.0,0.0,0.0,722.0,0.0,37.333333333333336,0.0,0.0,37.333333333333336,722.0,501.47532342080405,0.0,20.401524997465806,0.0,0.0,20.401524997465806,501.47532342080405,4.0,0.0,3.0,0.0,0.0,3.0,4.0
27,1,6000,1885.0,602.0,21.0,492.0,171.36363636363637,75.25,21.0,54.666666666666664,250.80000000000001,69.222222222222229,193.65211203564957,53.159547590249488,0.0,27.100635498903792,293.39045655917306,52.939751453426915,11.0,8.0,1.0,9.0,10.0,9.0,518.0,1588.0,143.0,0.0,751.0,259.0,317.60000000000002,47.666666666666664,0.0,751.0,47.666666666666664,714.25,55.0,445.34687604158626,17.987650084309387,0.0,0.0,17.987650084309387,851.95022595219723,2.0,5.0,3.0,0.0,1.0,3.0,4.0,2790.0,0.0,210.0,0.0,0.0,1395.0,0.0,210.0,0.0,0.0,210.0,1395.0,1013.0,0.0,0.0,0.0,0.0,0.0,1013.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0
27,2,0,902.0,1448.0,110.0,540.0,150.33333333333334,181.0,55.0,60.0,246.0,194.75,147.26921681811928,145.09996554100212,27.0,83.818587172270782,214.34784813475503,148.76974658847814,6.0,8.0,2.0,9.0,10.0,8.0,346.0,2517.0,137.0,0.0,0.0,69.200000000000003,503.39999999999998,45.666666666666664,0.0,0.0,45.666666666666664,715.75,51.273384908741882,369.10302084919329,14.429907214608907,0.0,0.0,14.429907214608907,443.70675845652835,5.0,5.0,3.0,0.0,0.0,3.0,4.0,2798.0,0.0,202.0,0.0,0.0,699.5,0.0,67.333333333333329,0.0,0.0,67.333333333333329,699.5,449.31419964207674,0.0,52.651896663104388,0.0,0.0,52.651896663104388,449.31419964207674,4.0,0.0,3.0,0.0,0.0,3.0,4.0
27,2,3000,2163.0,790.0,0.0,47.0,360.5,131.66666666666666,0.0,47.0,1476.5,131.66666666666666,389.94988994313957,154.80920156401845,0.0,0.0,188.5,154.80920156401845,6.0,6.0,0.0,1.0,2.0,6.0,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3000.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
27,2,6000,1575.0,704.0,0.0,721.0,393.75,100.57142857142857,0.0,120.16666666666667,325.57142857142856,100.57142857142857,376.46073832472888,91.54367754224856,0.0,73.65780489684866,465.9898396019434,91.54367754224856,4.0,7.0,0.0,6.0,7.0,7.0,375.0,2460.0,165.0,0.0,0.0,125.0,615.0,82.5,0.0,0.0,82.5,945.0,17.107503227141788,599.19737983405764,2.5,0.0,0.0,2.5,585.12050040995825,3.0,4.0,2.0,0.0,0.0,2.0,3.0,2908.0,0.0,92.0,0.0,0.0,727.0,0.0,30.666666666666668,0.0,0.0,30.666666666666668,727.0,549.68172609247256,0.0,16.779617264870957,0.0,0.0,16.779617264870957,549.68172609247256,4.0,0.0,3.0,0.0,0.0,3.0,4.0
28,1,0,665.0,18.0,60.0,2257.0,51.153846153846153,18.0,30.0,141.0625,46.4375,26.0,21.957462911611461,0.0,6.0,143.7425949179644,22.329825206436347,7.4833147735478827,13.0,1.0,2.0,16.0,16.0,3.0,980.0,1222.0,649.0,14.0,135.0,108.88888888888889,101.83333333333333,64.900000000000006,14.0,22.5,66.299999999999997,212.45454545454547,144.72229686498395,51.531274215006775,27.373162038756135,0.0,7.9109628575372124,25.322124713380589,144.93406879516169,9.0,12.0,10.0,1.0,6.0,10.0,11.0,1962.0,0.0,1038.0,0.0,0.0,196.19999999999999,0.0,115.33333333333333,0.0,0.0,115.33333333333333,196.19999999999999,101.40197236740516,0.0,127.56523385659939,0.0,0.0,127.56523385659939,101.40197236740516,10.0,0.0,9.0,0.0,0.0,9.0,10.0
28,1,3000,333.0,182.0,228.0,2257.0,33.299999999999997,30.333333333333332,28.5,125.38888888888889,39.10526315789474,37.272727272727273,30.301980133318022,17.074997966487597,20.074859899884732,138.66271584471471,35.189553977583664,22.226482603543456,10.0,6.0,8.0,18.0,19.0,11.0,280.0,1820.0,643.0,160.0,97.0,93.333333333333329,202.22222222222223,107.16666666666667,53.333333333333336,32.333333333333336,100.375,274.625,28.522895287041873,106.24581327989434,20.407651070670092,22.866763848189994,3.0912061651652349,26.593878524953819,120.01243425162244,3.0,9.0,6.0,3.0,3.0,8.0,8.0,2615.0,0.0,385.0,0.0,0.0,290.55555555555554,0.0,48.125,0.0,0.0,48.125,290.55555555555554,261.58028770069859,0.0,19.419304184238939,0.0,0.0,19.419304184238939,261.58028770069859,9.0,0.0,8.0,0.0,0.0,8.0,9.0
