0.000,16.000,1.000
16.000,133.000,4.000
133.000,155.000,3.000
155.000,187.000,4.000
187.000,215.000,2.000
215.000,228.000,4.000
228.000,255.000,3.000
255.000,318.000,4.000
318.000,330.000,1.000
330.000,341.000,4.000
341.000,364.000,1.000
364.000,480.000,4.000
480.000,547.000,3.000
547.000,667.000,4.000
667.000,686.000,3.000
686.000,751.000,4.000
751.000,764.000,1.000
764.000,806.000,4.000
806.000,827.000,2.000
827.000,877.000,4.000
877.000,926.000,3.000
926.000,953.000,1.000
953.000,998.000,4.000
998.000,1044.000,3.000
1044.000,1084.000,4.000
1084.000,1134.000,3.000
1134.000,1236.000,4.000
1236.000,1332.000,1.000
1332.000,1488.000,4.000
1488.000,1498.000,2.000
1498.000,1515.000,4.000
1515.000,1622.000,3.000
1622.000,1631.000,2.000
1631.000,1734.000,4.000
1734.000,1783.000,1.000
1783.000,1848.000,4.000
1848.000,1864.000,3.000
1864.000,1938.000,4.000
1938.000,1967.000,3.000
1967.000,1991.000,4.000
1991.000,2012.000,3.000
2012.000,2130.000,4.000
2130.000,2146.000,3.000
2146.000,2195.000,4.000
2195.000,2208.000,1.000
2208.000,2223.000,4.000
2223.000,2262.000,3.000
2262.000,2674.000,4.000
2674.000,2690.000,1.000
2690.000,2700.000,2.000
2700.000,2913.000,4.000
2913.000,2965.000,3.000
2965.000,3166.000,4.000
3166.000,3226.000,1.000
3226.000,3271.000,4.000
3271.000,3302.000,1.000
3302.000,3378.000,4.000
3378.000,3399.000,3.000
3399.000,3505.000,4.000
3505.000,3549.000,3.000
3549.000,3737.000,4.000
3737.000,3751.000,3.000
3751.000,3850.000,4.000
3850.000,3871.000,3.000
3871.000,3904.000,1.000
3904.000,3971.000,4.000
3971.000,3981.000,1.000
3981.000,4018.000,4.000
4018.000,4030.000,3.000
4030.000,4058.000,4.000
4058.000,4087.000,1.000
4087.000,4137.000,4.000
4137.000,4182.000,3.000
4182.000,4285.000,4.000
4285.000,4324.000,2.000
4324.000,4358.000,4.000
4358.000,4366.000,2.000
4366.000,4374.000,4.000
4374.000,4397.000,3.000
4397.000,4462.000,4.000
4462.000,4490.000,3.000
4490.000,4602.000,4.000
4602.000,4633.000,3.000
4633.000,4678.000,4.000
4678.000,4710.000,3.000
4710.000,4880.000,4.000
4880.000,4892.000,3.000
4892.000,4962.000,4.000
4962.000,4993.000,3.000
4993.000,5036.000,4.000
5036.000,5051.000,1.000
5051.000,5127.000,4.000
5127.000,5172.000,1.000
5172.000,5219.000,4.000
5219.000,5327.000,1.000
5327.000,5375.000,4.000
5375.000,5431.000,1.000
5431.000,5504.000,4.000
5504.000,5534.000,1.000
5534.000,5580.000,4.000
5580.000,5596.000,3.000
5596.000,5829.000,4.000
5829.000,5839.000,2.000
5839.000,6075.000,4.000
6075.000,6125.000,2.000
6125.000,6182.000,4.000
6182.000,6198.000,1.000
6198.000,6243.000,4.000
6243.000,6316.000,1.000
6316.000,6527.000,4.000
6527.000,6548.000,3.000
6548.000,6588.000,4.000
6588.000,6607.000,2.000
6607.000,6656.000,4.000
6656.000,6667.000,1.000
6667.000,6678.000,4.000
6678.000,6716.000,3.000
6716.000,6746.000,1.000
6746.000,6843.000,4.000
6843.000,6884.000,2.000
6884.000,6943.000,4.000
6943.000,6960.000,1.000
6960.000,7006.000,4.000
7006.000,7054.000,1.000
7054.000,7126.000,4.000
7126.000,7180.000,1.000
7180.000,7305.000,4.000
7305.000,7313.000,1.000
7313.000,7364.000,4.000
7364.000,7418.000,1.000
7418.000,7564.000,4.000
7564.000,7578.000,1.000
7578.000,7647.000,4.000
7647.000,7793.000,1.000
7793.000,7924.000,4.000
7924.000,7934.000,1.000
7934.000,8022.000,4.000
8022.000,8062.000,3.000
8062.000,8083.000,4.000
8083.000,8122.000,3.000
8122.000,8134.000,4.000
8134.000,8166.000,3.000
8166.000,8203.000,4.000
8203.000,8211.000,4.000
8211.000,8252.000,3.000
8252.000,8281.000,4.000
8281.000,8312.000,3.000
8312.000,8332.000,4.000
8332.000,8347.000,3.000
8347.000,8372.000,1.000
8372.000,8896.000,4.000
8896.000,8917.000,3.000
8917.000,8953.000,4.000
8953.000,8965.000,3.000
8965.000,8986.000,4.000
8986.000,9015.000,3.000
9015.000,9266.000,4.000
9266.000,9301.000,3.000
