Dyad,Cov,StartFrame,S_Around_Overall_Time,S_Monitor_Overall_Time,S_Keyboard_Overall_Time,S_Face_Overall_Time,S_Around_Mean,S_Monitor_Mean,S_Keyboard_Mean,S_Face_Mean,S_NoFace_Mean,S_CompOnly_Mean,S_BodyOnly_Mean,S_Around_Median,S_Monitor_Median,S_Keyboard_Median,S_Face_Median,S_NoFace_Median,S_CompOnly_Median,S_BodyOnly_Median,S_Around_PopularSD,S_Monitor_PopularSD,S_Keyboard_PopularSD,S_Face_PopularSD,S_NoFace_PopularSD,S_CompOnly_PopularSD,S_BodyOnly_PopularSD,S_Around_Frequency,S_Monitor_Frequency,S_Keyboard_Frequency,S_Face_Frequency,S_NoFace_Frequency,S_CompOnly_Frequency,S_BodyOnly_Frequency,S_Around_Max,S_Monitor_Max,S_Keyboard_Max,S_Face_Max,S_NoFace_Max,S_CompOnly_Max,S_BodyOnly_Max,S_Around_Min,S_Monitor_Min,S_Keyboard_Min,S_Face_Min,S_NoFace_Min,S_CompOnly_Min,S_BodyOnly_Min,H_NoSpeak_Overall_Time,H_Typing_Overall_Time,H_Speaking_Overall_Time,H_SSS_Overall_Time,H_Hovering_Overall_Time,H_NoSpeak_Mean,H_Typing_Mean,H_Speaking_Mean,H_SSS_Mean,H_Hovering_Mean,H_Sound_Mean,H_NoSound_Mean,H_NoSpeak_Median,H_Typing_Median,H_Speaking_Median,H_SSS_Median,H_Hovering_Median,H_Sound_Median,H_NoSound_Median,H_NoSpeak_PopularSD,H_Typing_PopularSD,H_Speaking_PopularSD,H_SSS_PopularSD,H_Hovering_PopularSD,H_Sound_PopularSD,H_NoSound_PopularSD,H_NoSpeak_Frequency,H_Typing_Frequency,H_Speaking_Frequency,H_SSS_Frequency,H_Hovering_Frequency,H_Sound_Frequency,H_NoSound_Frequency,H_NoSpeak_Max,H_Typing_Max,H_Speaking_Max,H_SSS_Max,H_Hovering_Max,H_Sound_Max,H_NoSound_Max,H_NoSpeak_Min,H_Typing_Min,H_Speaking_Min,H_SSS_Min,H_Hovering_Min,H_Sound_Min,H_NoSound_Min,S_NoSpeak_Overall_Time,S_Typing_Overall_Time,S_Speaking_Overall_Time,S_SSS_Overall_Time,S_Hovering_Overall_Time,S_NoSpeak_Mean,S_Typing_Mean,S_Speaking_Mean,S_SSS_Mean,S_Hovering_Mean,S_Sound_Mean,S_NoSound_Mean,S_NoSpeak_Median,S_Typing_Median,S_Speaking_Median,S_SSS_Median,S_Hovering_Median,S_Sound_Median,S_NoSound_Median,S_NoSpeak_PopularSD,S_Typing_PopularSD,S_Speaking_PopularSD,S_SSS_PopularSD,S_Hovering_PopularSD,S_Sound_PopularSD,S_NoSound_PopularSD,S_NoSpeak_Frequency,S_Typing_Frequency,S_Speaking_Frequency,S_SSS_Frequency,S_Hovering_Frequency,S_Sound_Frequency,S_NoSound_Frequency,S_NoSpeak_Max,S_Typing_Max,S_Speaking_Max,S_SSS_Max,S_Hovering_Max,S_Sound_Max,S_NoSound_Max,S_NoSpeak_Min,S_Typing_Min,S_Speaking_Min,S_SSS_Min,S_Hovering_Min,S_Sound_Min,S_NoSound_Min
15,1,0,601.0,928.0,238.0,1233.0,100.16666666666667,54.588235294117645,34.0,56.045454545454547,76.826086956521735,55.523809523809526,73.549999999999997,61.5,41.0,32.0,45.0,48.0,43.0,58.5,97.312925942834312,42.096609928520948,8.2462112512353212,38.885002101449764,97.275785527054381,41.656896813783369,48.243626522059884,6.0,17.0,7.0,22.0,23.0,21.0,20.0,311.0,194.0,48.0,156.0,505.0,194.0,191.0,32.0,16.0,23.0,9.0,16.0,16.0,9.0,515.0,1580.0,530.0,0.0,375.0,85.833333333333329,225.71428571428572,88.333333333333329,0.0,62.5,88.333333333333329,352.85714285714283,58.0,163.0,78.0,0.0,29.5,78.0,289.0,64.008896951040242,179.55080004254609,47.594350738530117,0.0,81.56950001890003,47.594350738530117,160.20471597430634,6.0,7.0,6.0,0.0,6.0,6.0,7.0,220.0,506.0,184.0,0.0,243.0,184.0,591.0,35.0,26.0,34.0,0.0,12.0,34.0,151.0,2536.0,0.0,464.0,0.0,0.0,362.28571428571428,0.0,77.333333333333329,0.0,0.0,77.333333333333329,362.28571428571428,319.0,0.0,48.5,0.0,0.0,48.5,319.0,220.2542130524339,0.0,62.04210040143888,0.0,0.0,62.04210040143888,220.2542130524339,7.0,0.0,6.0,0.0,0.0,6.0,7.0,714.0,0.0,197.0,0.0,0.0,197.0,714.0,23.0,0.0,18.0,0.0,0.0,18.0,23.0
15,1,3000,786.0,779.0,466.0,969.0,87.333333333333329,55.642857142857146,51.777777777777779,46.142857142857146,92.318181818181813,62.25,75.526315789473685,75.0,63.5,31.0,32.0,75.5,62.0,67.0,87.969691750435658,25.195257895250116,45.000685865829439,37.410573644467995,83.691743029044815,35.025526405751563,57.103201515052532,9.0,14.0,9.0,21.0,22.0,20.0,19.0,314.0,86.0,172.0,147.0,317.0,172.0,228.0,18.0,11.0,19.0,7.0,20.0,21.0,12.0,409.0,1547.0,321.0,0.0,723.0,81.799999999999997,257.83333333333331,107.0,0.0,144.59999999999999,107.0,669.75,66.0,205.0,111.0,0.0,96.0,111.0,741.0,55.286164634562958,165.86381629383655,7.1180521680208741,0.0,94.007659262423928,7.1180521680208741,257.0324639029086,5.0,6.0,3.0,0.0,5.0,3.0,4.0,187.0,605.0,113.0,0.0,294.0,113.0,925.0,27.0,119.0,97.0,0.0,44.0,97.0,272.0,2445.0,0.0,555.0,0.0,0.0,305.625,0.0,79.285714285714292,0.0,0.0,79.285714285714292,305.625,166.5,0.0,105.0,0.0,0.0,105.0,166.5,305.60674792124598,0.0,44.822552632461665,0.0,0.0,44.822552632461665,305.60674792124598,8.0,0.0,7.0,0.0,0.0,7.0,8.0,844.0,0.0,135.0,0.0,0.0,135.0,844.0,31.0,0.0,19.0,0.0,0.0,19.0,31.0
15,1,6000,1199.0,403.0,507.0,891.0,99.916666666666671,44.777777777777779,56.333333333333336,42.428571428571431,100.42857142857143,56.875,82.235294117647058,60.5,38.0,27.0,33.0,78.0,40.0,33.0,74.781301510174018,18.256066132036331,63.002645447102715,28.746132540820543,77.375135312488155,49.56293347855835,125.82458817583857,12.0,9.0,9.0,21.0,21.0,16.0,17.0,256.0,73.0,202.0,111.0,298.0,202.0,555.0,15.0,23.0,13.0,14.0,13.0,13.0,15.0,744.0,1302.0,436.0,0.0,518.0,148.80000000000001,217.0,109.0,0.0,103.59999999999999,109.0,512.79999999999995,117.0,248.0,111.0,0.0,75.0,111.0,591.0,137.84106790068043,117.84735890124988,28.922309727959142,0.0,83.209614829056861,28.922309727959142,278.66567782918656,5.0,6.0,4.0,0.0,5.0,4.0,5.0,415.0,363.0,146.0,0.0,252.0,146.0,823.0,23.0,1.0,68.0,0.0,7.0,68.0,1.0,1942.0,0.0,1058.0,0.0,0.0,323.66666666666669,0.0,176.33333333333334,0.0,0.0,176.33333333333334,323.66666666666669,326.5,0.0,144.0,0.0,0.0,144.0,326.5,235.31940468695356,0.0,121.9872488782696,0.0,0.0,121.9872488782696,235.31940468695356,6.0,0.0,6.0,0.0,0.0,6.0,6.0,599.0,0.0,374.0,0.0,0.0,374.0,599.0,59.0,0.0,43.0,0.0,0.0,43.0,59.0
15,2,0,602.0,1410.0,370.0,618.0,150.5,141.0,61.666666666666664,41.200000000000003,158.80000000000001,136.92307692307693,76.0,155.0,91.5,36.5,27.0,86.0,83.0,28.0,71.615291663163674,118.93948040915599,63.855740192683982,32.301083573155871,140.43940567613731,135.12470681016313,70.915984961621476,4.0,10.0,6.0,15.0,15.0,13.0,13.0,247.0,423.0,202.0,118.0,423.0,423.0,262.0,45.0,21.0,20.0,13.0,23.0,23.0,14.0,253.0,2618.0,57.0,72.0,0.0,126.5,654.5,57.0,36.0,0.0,43.0,717.75,126.5,703.0,57.0,36.0,0.0,36.0,703.0,16.5,372.93598646416518,0.0,0.0,0.0,9.8994949366116654,380.64049640047494,2.0,4.0,1.0,2.0,0.0,3.0,4.0,143.0,1079.0,57.0,36.0,0.0,57.0,1222.0,110.0,133.0,57.0,36.0,0.0,36.0,243.0,2844.0,0.0,156.0,0.0,0.0,711.0,0.0,52.0,0.0,0.0,52.0,711.0,655.5,0.0,45.0,0.0,0.0,45.0,655.5,555.0220716331919,0.0,24.589970855343985,0.0,0.0,24.589970855343985,555.0220716331919,4.0,0.0,3.0,0.0,0.0,3.0,4.0,1444.0,0.0,85.0,0.0,0.0,85.0,1444.0,89.0,0.0,26.0,0.0,0.0,26.0,89.0
15,2,3000,2171.0,251.0,245.0,333.0,361.83333333333331,62.75,61.25,47.571428571428569,333.375,70.857142857142861,96.333333333333329,147.0,39.0,29.0,46.0,139.5,47.0,55.0,505.58692515618804,46.820802000820109,62.371367629706505,12.703848043094691,457.34093887930044,55.65307993384058,95.228963847957289,6.0,4.0,4.0,7.0,8.0,7.0,6.0,1473.0,143.0,169.0,71.0,1502.0,169.0,303.0,33.0,30.0,18.0,34.0,47.0,18.0,34.0,91.0,2737.0,172.0,0.0,0.0,45.5,912.33333333333337,86.0,0.0,0.0,86.0,942.66666666666663,45.5,648.0,86.0,0.0,0.0,86.0,691.0,2.5,580.80767518650748,30.0,0.0,0.0,30.0,596.66201115502201,2.0,3.0,2.0,0.0,0.0,2.0,3.0,48.0,1718.0,116.0,0.0,0.0,116.0,1766.0,43.0,371.0,56.0,0.0,0.0,56.0,371.0,2888.0,0.0,112.0,0.0,0.0,962.66666666666663,0.0,56.0,0.0,0.0,56.0,962.66666666666663,601.0,0.0,56.0,0.0,0.0,56.0,601.0,618.33773583338382,0.0,13.0,0.0,0.0,13.0,618.33773583338382,3.0,0.0,2.0,0.0,0.0,2.0,3.0,1833.0,0.0,69.0,0.0,0.0,69.0,1833.0,454.0,0.0,43.0,0.0,0.0,43.0,454.0
15,2,6000,1861.0,241.0,158.0,740.0,232.625,80.333333333333329,39.5,92.5,282.5,79.799999999999997,89.799999999999997,257.0,96.0,36.5,55.0,257.0,96.0,66.0,180.01037296500445,25.037749277618563,24.336187047275914,91.531415371991272,187.30856894440254,28.568514137070551,84.922081933970503,8.0,3.0,4.0,8.0,8.0,5.0,10.0,593.0,100.0,75.0,302.0,689.0,102.0,302.0,22.0,45.0,10.0,25.0,91.0,26.0,10.0,0.0,2951.0,49.0,0.0,0.0,0.0,1475.5,49.0,0.0,0.0,49.0,1475.5,0.0,1475.5,49.0,0.0,0.0,49.0,1475.5,0.0,1314.5,0.0,0.0,0.0,0.0,1314.5,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,2790.0,49.0,0.0,0.0,49.0,2790.0,0.0,161.0,49.0,0.0,0.0,49.0,161.0,2947.0,0.0,53.0,0.0,0.0,1473.5,0.0,53.0,0.0,0.0,53.0,1473.5,1473.5,0.0,53.0,0.0,0.0,53.0,1473.5,1238.5,0.0,0.0,0.0,0.0,0.0,1238.5,2.0,0.0,1.0,0.0,0.0,1.0,2.0,2712.0,0.0,53.0,0.0,0.0,53.0,2712.0,235.0,0.0,53.0,0.0,0.0,53.0,235.0
16,1,0,1056.0,635.0,441.0,868.0,66.0,45.357142857142854,29.399999999999999,39.454545454545453,92.695652173913047,48.909090909090907,62.333333333333336,38.5,38.0,25.0,27.0,61.0,39.0,55.0,76.236474210183673,26.513088796875788,18.394926836857312,25.498176891562043,96.339722622651621,34.414464573792614,41.238370173943274,16.0,14.0,15.0,22.0,23.0,22.0,21.0,266.0,100.0,69.0,101.0,415.0,142.0,181.0,9.0,9.0,7.0,11.0,9.0,9.0,7.0,386.0,2048.0,566.0,0.0,0.0,77.200000000000003,512.0,141.5,0.0,0.0,141.5,486.80000000000001,53.0,396.0,107.5,0.0,0.0,107.5,312.0,76.145649908579813,296.70608352374575,69.686799323831764,0.0,0.0,69.686799323831764,408.88502051310223,5.0,4.0,4.0,0.0,0.0,4.0,5.0,224.0,997.0,261.0,0.0,0.0,261.0,1221.0,11.0,259.0,90.0,0.0,0.0,90.0,11.0,2799.0,0.0,201.0,0.0,0.0,466.5,0.0,40.200000000000003,0.0,0.0,40.200000000000003,466.5,390.5,0.0,22.0,0.0,0.0,22.0,390.5,442.64837437105012,0.0,34.643325475479401,0.0,0.0,34.643325475479401,442.64837437105012,6.0,0.0,5.0,0.0,0.0,5.0,6.0,1381.0,0.0,108.0,0.0,0.0,108.0,1381.0,23.0,0.0,14.0,0.0,0.0,14.0,23.0
16,1,3000,1355.0,385.0,402.0,858.0,61.590909090909093,38.5,33.5,37.304347826086953,89.25,46.294117647058826,57.272727272727273,41.0,21.0,19.0,29.0,72.5,24.0,46.5,50.093239510218332,31.477769933716715,27.363296585024255,24.060494018219078,67.963378619175003,39.779930952358306,45.112165077909182,22.0,10.0,12.0,23.0,24.0,17.0,22.0,208.0,92.0,92.0,89.0,300.0,144.0,165.0,9.0,8.0,7.0,9.0,13.0,7.0,8.0,1467.0,1156.0,377.0,0.0,0.0,489.0,385.33333333333331,125.66666666666667,0.0,0.0,125.66666666666667,874.33333333333337,600.0,383.0,125.0,0.0,0.0,125.0,840.0,304.632018452865,119.62812749888251,26.948510575210314,0.0,0.0,26.948510575210314,234.37055180964089,3.0,3.0,3.0,0.0,0.0,3.0,3.0,794.0,533.0,159.0,0.0,0.0,159.0,1177.0,73.0,240.0,93.0,0.0,0.0,93.0,606.0,1555.0,0.0,1445.0,0.0,0.0,388.75,0.0,481.66666666666669,0.0,0.0,481.66666666666669,388.75,416.5,0.0,643.0,0.0,0.0,643.0,416.5,266.79240525172378,0.0,322.92551600777676,0.0,0.0,322.92551600777676,266.79240525172378,4.0,0.0,3.0,0.0,0.0,3.0,4.0,715.0,0.0,771.0,0.0,0.0,771.0,715.0,7.0,0.0,31.0,0.0,0.0,31.0,7.0
16,1,6000,1646.0,368.0,402.0,584.0,74.818181818181813,40.888888888888886,44.666666666666664,34.352941176470587,134.22222222222223,55.0,44.81818181818182,70.5,34.0,42.0,29.0,86.0,39.5,35.5,53.228184915714408,22.022435249558292,37.906317268878666,28.447973517138866,118.01297271230423,52.403653089673597,38.319988095030844,22.0,9.0,9.0,17.0,18.0,14.0,22.0,234.0,81.0,139.0,115.0,409.0,173.0,170.0,8.0,10.0,12.0,9.0,10.0,10.0,12.0,1266.0,1524.0,210.0,0.0,0.0,633.0,762.0,70.0,0.0,0.0,70.0,1395.0,633.0,762.0,56.0,0.0,0.0,56.0,1395.0,9.0,316.0,42.007935758219148,0.0,0.0,42.007935758219148,325.0,2.0,2.0,3.0,0.0,0.0,3.0,2.0,642.0,1078.0,127.0,0.0,0.0,127.0,1720.0,624.0,446.0,27.0,0.0,0.0,27.0,1070.0,1775.0,0.0,1225.0,0.0,0.0,591.66666666666663,0.0,612.5,0.0,0.0,612.5,591.66666666666663,600.0,0.0,612.5,0.0,0.0,612.5,600.0,438.90646940878975,0.0,23.5,0.0,0.0,23.5,438.90646940878975,3.0,0.0,2.0,0.0,0.0,2.0,3.0,1125.0,0.0,636.0,0.0,0.0,636.0,1125.0,50.0,0.0,589.0,0.0,0.0,589.0,50.0
16,2,0,1536.0,130.0,249.0,1085.0,73.142857142857139,43.333333333333336,31.125,47.173913043478258,79.791666666666671,42.111111111111114,60.636363636363633,49.0,27.0,30.0,40.0,68.0,36.0,48.0,71.203454781275298,23.809428571238094,16.089107340060853,30.516783940634948,74.358915160785443,25.27380921228071,47.718440741257041,21.0,3.0,8.0,23.0,24.0,9.0,22.0,273.0,77.0,65.0,126.0,273.0,95.0,211.0,5.0,26.0,13.0,9.0,5.0,13.0,9.0,1318.0,1537.0,81.0,0.0,64.0,439.33333333333331,768.5,81.0,0.0,64.0,81.0,1459.5,176.0,768.5,81.0,0.0,64.0,81.0,1459.5,433.90347108800853,676.5,0.0,0.0,0.0,0.0,76.5,3.0,2.0,1.0,0.0,1.0,1.0,2.0,1051.0,1445.0,81.0,0.0,64.0,81.0,1536.0,91.0,92.0,81.0,0.0,64.0,81.0,1383.0,1639.0,0.0,1361.0,0.0,0.0,819.5,0.0,680.5,0.0,0.0,680.5,819.5,819.5,0.0,680.5,0.0,0.0,680.5,819.5,671.5,0.0,672.5,0.0,0.0,672.5,671.5,2.0,0.0,2.0,0.0,0.0,2.0,2.0,1491.0,0.0,1353.0,0.0,0.0,1353.0,1491.0,148.0,0.0,8.0,0.0,0.0,8.0,148.0
16,2,3000,1436.0,256.0,305.0,1003.0,89.75,28.444444444444443,43.571428571428569,52.789473684210527,105.10526315789474,40.071428571428569,81.75,46.0,25.0,48.0,52.0,50.0,38.5,59.5,94.513557228579643,11.880059026332143,20.506843058962001,36.953140949569914,162.46550880493538,16.232525926644431,76.811864317955468,16.0,9.0,7.0,19.0,19.0,14.0,16.0,333.0,47.0,77.0,154.0,704.0,77.0,307.0,24.0,10.0,11.0,11.0,11.0,11.0,11.0,86.0,2778.0,0.0,136.0,0.0,86.0,694.5,0.0,68.0,0.0,68.0,954.66666666666663,86.0,542.0,0.0,68.0,0.0,68.0,890.0,0.0,552.79856186498898,0.0,8.0,0.0,8.0,431.90456764840491,1.0,4.0,0.0,2.0,0.0,2.0,3.0,86.0,1513.0,0.0,76.0,0.0,76.0,1513.0,86.0,181.0,0.0,60.0,0.0,60.0,461.0,1880.0,0.0,1120.0,0.0,0.0,626.66666666666663,0.0,280.0,0.0,0.0,280.0,626.66666666666663,727.0,0.0,282.0,0.0,0.0,282.0,727.0,238.98442534097396,0.0,163.12265323982442,0.0,0.0,163.12265323982442,238.98442534097396,3.0,0.0,4.0,0.0,0.0,4.0,3.0,856.0,0.0,447.0,0.0,0.0,447.0,856.0,297.0,0.0,109.0,0.0,0.0,109.0,297.0
16,2,6000,1063.0,381.0,287.0,1269.0,66.4375,42.333333333333336,26.09090909090909,57.68181818181818,78.681818181818187,35.157894736842103,74.095238095238102,50.0,41.0,21.0,39.0,56.0,25.0,47.0,56.323805746327189,32.159325587179559,21.693964579429778,62.900633299049439,70.600274506056834,29.651063987112959,80.760613197219655,16.0,9.0,11.0,22.0,22.0,19.0,21.0,205.0,116.0,87.0,303.0,236.0,125.0,369.0,14.0,8.0,8.0,7.0,8.0,8.0,9.0,265.0,2605.0,130.0,0.0,0.0,88.333333333333329,651.25,65.0,0.0,0.0,65.0,956.66666666666663,91.0,705.5,65.0,0.0,0.0,65.0,1185.0,59.63406930792349,443.07808284770755,1.0,0.0,0.0,1.0,573.12263570335062,3.0,4.0,2.0,0.0,0.0,2.0,3.0,160.0,1185.0,66.0,0.0,0.0,66.0,1516.0,14.0,9.0,64.0,0.0,0.0,64.0,169.0,1720.0,0.0,1280.0,0.0,0.0,286.66666666666669,0.0,213.33333333333334,0.0,0.0,213.33333333333334,286.66666666666669,125.0,0.0,120.5,0.0,0.0,120.5,125.0,307.3541207720429,0.0,236.370236893076,0.0,0.0,236.370236893076,307.3541207720429,6.0,0.0,6.0,0.0,0.0,6.0,6.0,929.0,0.0,737.0,0.0,0.0,737.0,929.0,55.0,0.0,61.0,0.0,0.0,61.0,55.0
17,1,0,22.0,397.0,350.0,2231.0,11.0,14.703703703703704,23.333333333333332,57.205128205128204,19.225000000000001,19.657894736842106,89.0,11.0,12.0,18.0,37.0,15.0,15.0,67.0,0.0,7.4873464360178534,24.439494448308235,50.196628493984043,16.987477005135283,17.320927889010104,83.859488390422754,2.0,27.0,15.0,39.0,40.0,38.0,29.0,11.0,41.0,112.0,210.0,112.0,112.0,371.0,11.0,6.0,7.0,9.0,8.0,8.0,12.0,399.0,1553.0,659.0,0.0,389.0,49.875,155.30000000000001,59.909090909090907,0.0,55.571428571428569,59.909090909090907,212.81818181818181,33.0,153.5,58.0,0.0,59.0,58.0,208.0,52.83331690325717,50.18176959813195,26.537981513482094,0.0,17.775240748678186,26.537981513482094,76.538544278883293,8.0,10.0,11.0,0.0,7.0,11.0,11.0,186.0,226.0,109.0,0.0,85.0,109.0,339.0,11.0,77.0,5.0,0.0,26.0,5.0,90.0,2518.0,0.0,482.0,0.0,0.0,228.90909090909091,0.0,48.200000000000003,0.0,0.0,48.200000000000003,228.90909090909091,215.0,0.0,40.0,0.0,0.0,40.0,215.0,79.890213925059271,0.0,41.111555553153174,0.0,0.0,41.111555553153174,79.890213925059271,11.0,0.0,10.0,0.0,0.0,10.0,11.0,358.0,0.0,164.0,0.0,0.0,164.0,358.0,123.0,0.0,18.0,0.0,0.0,18.0,123.0
17,1,3000,224.0,557.0,223.0,1996.0,20.363636363636363,20.62962962962963,17.153846153846153,48.68292682926829,24.487804878048781,21.666666666666668,63.399999999999999,18.0,18.0,15.0,32.0,18.0,18.0,46.0,11.178491744683198,14.792761363305861,10.037208881465878,38.404419857672657,24.277985562775132,18.497747610632672,61.22100479877335,11.0,27.0,13.0,41.0,41.0,36.0,35.0,37.0,82.0,41.0,149.0,152.0,116.0,355.0,8.0,3.0,6.0,6.0,3.0,3.0,8.0,414.0,1734.0,564.0,50.0,238.0,82.799999999999997,192.66666666666666,62.666666666666664,25.0,59.5,68.222222222222229,265.11111111111109,39.0,144.0,49.0,25.0,57.5,58.0,210.0,74.820852708319222,152.31619159571389,35.001587265595703,4.0,19.576771950451892,30.169070908898952,166.42144923486305,5.0,9.0,9.0,2.0,4.0,9.0,9.0,200.0,521.0,138.0,29.0,88.0,138.0,521.0,12.0,42.0,10.0,21.0,35.0,39.0,42.0,2438.0,0.0,562.0,0.0,0.0,304.75,0.0,80.285714285714292,0.0,0.0,80.285714285714292,304.75,195.5,0.0,69.0,0.0,0.0,69.0,195.5,257.59694776918457,0.0,53.755303487760393,0.0,0.0,53.755303487760393,257.59694776918457,8.0,0.0,7.0,0.0,0.0,7.0,8.0,856.0,0.0,160.0,0.0,0.0,160.0,856.0,48.0,0.0,14.0,0.0,0.0,14.0,48.0
17,1,6000,361.0,913.0,291.0,1435.0,40.111111111111114,33.814814814814817,29.100000000000001,37.763157894736842,42.297297297297298,38.838709677419352,49.314285714285717,14.0,30.0,18.0,25.0,30.0,31.0,47.0,42.28066131208989,19.493659058376519,28.005178092631372,28.820163090343826,37.063032405265716,31.463339418557048,34.496187307809983,9.0,27.0,10.0,38.0,37.0,31.0,35.0,139.0,91.0,109.0,146.0,176.0,176.0,146.0,10.0,8.0,10.0,4.0,9.0,9.0,8.0,594.0,1796.0,444.0,0.0,166.0,99.0,256.57142857142856,74.0,0.0,55.333333333333336,74.0,365.14285714285717,46.5,209.0,70.0,0.0,38.0,70.0,338.0,95.991319051950384,112.83091919562922,19.680785892167346,0.0,29.601051032391098,19.680785892167346,167.03586319062364,6.0,7.0,6.0,0.0,3.0,6.0,7.0,237.0,441.0,99.0,0.0,97.0,99.0,701.0,8.0,119.0,49.0,0.0,31.0,49.0,209.0,2206.0,0.0,794.0,0.0,0.0,367.66666666666669,0.0,158.80000000000001,0.0,0.0,158.80000000000001,367.66666666666669,414.5,0.0,170.0,0.0,0.0,170.0,414.5,212.38853285638771,0.0,89.253347276166622,0.0,0.0,89.253347276166622,212.38853285638771,6.0,0.0,5.0,0.0,0.0,5.0,6.0,612.0,0.0,262.0,0.0,0.0,262.0,612.0,28.0,0.0,26.0,0.0,0.0,26.0,28.0
17,2,0,239.0,1229.0,596.0,936.0,18.384615384615383,39.645161290322584,35.058823529411768,39.0,89.739130434782609,58.87096774193548,47.875,18.0,31.0,29.0,24.5,42.0,42.0,38.5,8.176311577105972,24.142785454253499,34.738469247719316,38.73198505972379,85.603848649413436,41.107837676266968,51.654350010429908,13.0,31.0,17.0,24.0,23.0,31.0,32.0,37.0,104.0,136.0,191.0,321.0,161.0,264.0,8.0,7.0,6.0,7.0,7.0,7.0,7.0,182.0,2599.0,155.0,0.0,64.0,60.666666666666664,649.75,51.666666666666664,0.0,64.0,51.666666666666664,711.25,51.0,473.0,44.0,0.0,64.0,44.0,550.5,21.913973218524799,543.93996681619194,12.283683848458853,0.0,0.0,12.283683848458853,535.3528626055903,3.0,4.0,3.0,0.0,1.0,3.0,4.0,91.0,1554.0,69.0,0.0,64.0,69.0,1594.0,40.0,99.0,42.0,0.0,64.0,42.0,150.0,2770.0,0.0,230.0,0.0,0.0,692.5,0.0,76.666666666666671,0.0,0.0,76.666666666666671,692.5,545.0,0.0,86.0,0.0,0.0,86.0,545.0,607.77072157187695,0.0,39.743622828770349,0.0,0.0,39.743622828770349,607.77072157187695,4.0,0.0,3.0,0.0,0.0,3.0,4.0,1673.0,0.0,120.0,0.0,0.0,120.0,1673.0,7.0,0.0,24.0,0.0,0.0,24.0,7.0
17,2,3000,94.0,1320.0,522.0,1064.0,18.800000000000001,45.517241379310342,27.473684210526315,28.0,50.94736842105263,46.049999999999997,54.689655172413794,20.0,42.0,21.0,21.0,39.0,39.0,48.0,5.9126981996377923,27.355413874626006,17.309469331318507,19.712405925417148,39.616548488320177,33.036305786210413,38.395494929946878,5.0,29.0,19.0,38.0,38.0,40.0,29.0,28.0,121.0,63.0,82.0,165.0,165.0,148.0,11.0,10.0,6.0,7.0,7.0,7.0,8.0,210.0,2693.0,97.0,0.0,0.0,70.0,673.25,48.5,0.0,0.0,48.5,967.66666666666663,34.0,493.0,48.5,0.0,0.0,48.5,927.0,52.33227175144097,588.67027060995702,8.5,0.0,0.0,8.5,549.43870348646612,3.0,4.0,2.0,0.0,0.0,2.0,3.0,144.0,1626.0,57.0,0.0,0.0,57.0,1660.0,32.0,81.0,40.0,0.0,0.0,40.0,316.0,2855.0,0.0,145.0,0.0,0.0,951.66666666666663,0.0,72.5,0.0,0.0,72.5,951.66666666666663,674.0,0.0,72.5,0.0,0.0,72.5,674.0,837.78689944931045,0.0,50.5,0.0,0.0,50.5,837.78689944931045,3.0,0.0,2.0,0.0,0.0,2.0,3.0,2088.0,0.0,123.0,0.0,0.0,123.0,2088.0,93.0,0.0,22.0,0.0,0.0,22.0,93.0
17,2,6000,155.0,1165.0,405.0,1275.0,22.142857142857142,50.652173913043477,25.3125,37.5,50.735294117647058,50.645161290322584,57.931034482758619,18.0,42.0,24.0,32.0,41.0,42.0,48.0,6.8332918532007989,35.928199770547408,10.745456888843769,22.72242996533187,36.082673716903983,36.834896136151684,48.544988756952087,7.0,23.0,16.0,34.0,34.0,31.0,29.0,33.0,172.0,48.0,103.0,172.0,172.0,245.0,15.0,4.0,11.0,10.0,4.0,4.0,10.0,405.0,2402.0,146.0,47.0,0.0,101.25,300.25,48.666666666666664,47.0,0.0,48.25,561.39999999999998,118.0,168.0,48.0,47.0,0.0,47.5,396.0,42.310607417053234,324.11832330184603,11.440668201153676,0.0,0.0,9.9341582431527637,375.91626727238071,4.0,8.0,3.0,1.0,0.0,4.0,5.0,139.0,995.0,63.0,47.0,0.0,63.0,1147.0,30.0,11.0,35.0,47.0,0.0,35.0,101.0,2647.0,0.0,353.0,0.0,0.0,661.75,0.0,117.66666666666667,0.0,0.0,117.66666666666667,661.75,702.5,0.0,141.0,0.0,0.0,141.0,702.5,391.72335582653227,0.0,32.998316455372219,0.0,0.0,32.998316455372219,391.72335582653227,4.0,0.0,3.0,0.0,0.0,3.0,4.0,1072.0,0.0,141.0,0.0,0.0,141.0,1072.0,170.0,0.0,71.0,0.0,0.0,71.0,170.0
