Dyad,Cov,StartFrame,S_Around_Overall_Time,S_Monitor_Overall_Time,S_Keyboard_Overall_Time,S_Face_Overall_Time,S_Around_Mean,S_Monitor_Mean,S_Keyboard_Mean,S_Face_Mean,S_NoFace_Mean,S_CompOnly_Mean,S_BodyOnly_Mean,S_Around_Median,S_Monitor_Median,S_Keyboard_Median,S_Face_Median,S_NoFace_Median,S_CompOnly_Median,S_BodyOnly_Median,S_Around_PopularSD,S_Monitor_PopularSD,S_Keyboard_PopularSD,S_Face_PopularSD,S_NoFace_PopularSD,S_CompOnly_PopularSD,S_BodyOnly_PopularSD,S_Around_Frequency,S_Monitor_Frequency,S_Keyboard_Frequency,S_Face_Frequency,S_NoFace_Frequency,S_CompOnly_Frequency,S_BodyOnly_Frequency,S_Around_Max,S_Monitor_Max,S_Keyboard_Max,S_Face_Max,S_NoFace_Max,S_CompOnly_Max,S_BodyOnly_Max,S_Around_Min,S_Monitor_Min,S_Keyboard_Min,S_Face_Min,S_NoFace_Min,S_CompOnly_Min,S_BodyOnly_Min,H_NoSpeak_Overall_Time,H_Typing_Overall_Time,H_Speaking_Overall_Time,H_SSS_Overall_Time,H_Hovering_Overall_Time,H_NoSpeak_Mean,H_Typing_Mean,H_Speaking_Mean,H_SSS_Mean,H_Hovering_Mean,H_Sound_Mean,H_NoSound_Mean,H_NoSpeak_Median,H_Typing_Median,H_Speaking_Median,H_SSS_Median,H_Hovering_Median,H_Sound_Median,H_NoSound_Median,H_NoSpeak_PopularSD,H_Typing_PopularSD,H_Speaking_PopularSD,H_SSS_PopularSD,H_Hovering_PopularSD,H_Sound_PopularSD,H_NoSound_PopularSD,H_NoSpeak_Frequency,H_Typing_Frequency,H_Speaking_Frequency,H_SSS_Frequency,H_Hovering_Frequency,H_Sound_Frequency,H_NoSound_Frequency,H_NoSpeak_Max,H_Typing_Max,H_Speaking_Max,H_SSS_Max,H_Hovering_Max,H_Sound_Max,H_NoSound_Max,H_NoSpeak_Min,H_Typing_Min,H_Speaking_Min,H_SSS_Min,H_Hovering_Min,H_Sound_Min,H_NoSound_Min,S_NoSpeak_Overall_Time,S_Typing_Overall_Time,S_Speaking_Overall_Time,S_SSS_Overall_Time,S_Hovering_Overall_Time,S_NoSpeak_Mean,S_Typing_Mean,S_Speaking_Mean,S_SSS_Mean,S_Hovering_Mean,S_Sound_Mean,S_NoSound_Mean,S_NoSpeak_Median,S_Typing_Median,S_Speaking_Median,S_SSS_Median,S_Hovering_Median,S_Sound_Median,S_NoSound_Median,S_NoSpeak_PopularSD,S_Typing_PopularSD,S_Speaking_PopularSD,S_SSS_PopularSD,S_Hovering_PopularSD,S_Sound_PopularSD,S_NoSound_PopularSD,S_NoSpeak_Frequency,S_Typing_Frequency,S_Speaking_Frequency,S_SSS_Frequency,S_Hovering_Frequency,S_Sound_Frequency,S_NoSound_Frequency,S_NoSpeak_Max,S_Typing_Max,S_Speaking_Max,S_SSS_Max,S_Hovering_Max,S_Sound_Max,S_NoSound_Max,S_NoSpeak_Min,S_Typing_Min,S_Speaking_Min,S_SSS_Min,S_Hovering_Min,S_Sound_Min,S_NoSound_Min
29,1,3600,245.0,657.0,604.0,294.0,49.0,50.53846153846154,40.266666666666666,19.600000000000001,94.125,78.8125,59.866666666666667,55.0,46.0,29.0,16.0,73.5,60.5,54.0,37.293431056956933,27.772746421392718,36.139482871538462,10.588043571248972,66.235257793715874,57.81567558845957,42.772057337576001,5.0,13.0,15.0,15.0,16.0,16.0,15.0,90.0,137.0,159.0,45.0,227.0,200.0,175.0,3.0,25.0,10.0,7.0,9.0,10.0,12.0,0.0,987.0,303.0,0.0,510.0,0.0,197.40000000000001,75.75,0.0,127.5,75.75,299.39999999999998,0.0,174.0,72.5,0.0,87.0,72.5,284.0,0.0,54.558592357208042,14.497844667397979,0.0,125.66721927376288,14.497844667397979,132.18411402282803,0.0,5.0,4.0,0.0,4.0,4.0,5.0,0.0,276.0,96.0,0.0,328.0,96.0,502.0,0.0,144.0,62.0,0.0,8.0,62.0,144.0,1417.0,0.0,383.0,0.0,0.0,472.33333333333331,0.0,191.5,0.0,0.0,191.5,472.33333333333331,470.0,0.0,191.5,0.0,0.0,191.5,470.0,248.62868342615303,0.0,108.5,0.0,0.0,108.5,248.62868342615303,3.0,0.0,2.0,0.0,0.0,2.0,3.0,778.0,0.0,300.0,0.0,0.0,300.0,778.0,169.0,0.0,83.0,0.0,0.0,83.0,169.0
29,1,5400,442.0,745.0,332.0,281.0,88.400000000000006,93.125,47.428571428571431,46.833333333333336,217.0,107.7,102.16666666666667,90.0,82.5,54.0,32.0,132.0,108.5,97.0,57.791348833540823,69.875670837566915,30.992428305069904,37.582871394056923,189.23152863244388,82.634193890906928,40.407988759100043,5.0,8.0,7.0,6.0,7.0,10.0,6.0,170.0,256.0,100.0,121.0,554.0,256.0,172.0,18.0,28.0,13.0,11.0,13.0,13.0,58.0,181.0,1327.0,0.0,191.0,101.0,181.0,331.75,0.0,191.0,50.5,191.0,804.5,181.0,368.5,0.0,191.0,50.5,191.0,804.5,0.0,226.99931167296521,0.0,0.0,6.5,0.0,280.5,1.0,4.0,0.0,1.0,2.0,1.0,2.0,181.0,571.0,0.0,191.0,57.0,191.0,1085.0,181.0,19.0,0.0,191.0,44.0,191.0,524.0,1650.0,0.0,150.0,0.0,0.0,825.0,0.0,150.0,0.0,0.0,150.0,825.0,825.0,0.0,150.0,0.0,0.0,150.0,825.0,91.0,0.0,0.0,0.0,0.0,0.0,91.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,916.0,0.0,150.0,0.0,0.0,150.0,916.0,734.0,0.0,150.0,0.0,0.0,150.0,734.0
29,1,7200,835.0,387.0,208.0,370.0,208.75,64.5,41.600000000000001,74.0,238.33333333333334,74.375,82.571428571428569,174.0,56.0,27.0,24.0,245.5,50.5,27.0,167.64750967431635,35.896842943820744,36.702043539835763,86.229925200013952,167.81702999265468,71.681478605006461,87.535881855641904,4.0,6.0,5.0,5.0,6.0,8.0,7.0,467.0,113.0,107.0,237.0,475.0,220.0,237.0,20.0,10.0,8.0,10.0,10.0,8.0,11.0,0.0,1064.0,185.0,0.0,551.0,0.0,354.66666666666669,185.0,0.0,183.66666666666666,185.0,807.5,0.0,367.0,185.0,0.0,68.0,185.0,807.5,0.0,205.53399286303525,0.0,0.0,175.73528071758639,0.0,440.5,0.0,3.0,1.0,0.0,3.0,1.0,2.0,0.0,600.0,185.0,0.0,432.0,185.0,1248.0,0.0,97.0,185.0,0.0,51.0,185.0,367.0,1463.0,0.0,337.0,0.0,0.0,487.66666666666669,0.0,168.5,0.0,0.0,168.5,487.66666666666669,598.0,0.0,168.5,0.0,0.0,168.5,598.0,329.04136855754507,0.0,151.5,0.0,0.0,151.5,329.04136855754507,3.0,0.0,2.0,0.0,0.0,2.0,3.0,824.0,0.0,320.0,0.0,0.0,320.0,824.0,41.0,0.0,17.0,0.0,0.0,17.0,41.0
29,2,0,1399.0,78.0,257.0,66.0,699.5,78.0,51.399999999999999,33.0,578.0,83.75,80.75,699.5,78.0,46.0,33.0,55.0,50.5,72.0,669.5,0.0,32.653330611133683,16.0,746.00670238276007,67.529160367947711,61.657825942859837,2.0,1.0,5.0,2.0,3.0,4.0,4.0,1369.0,78.0,110.0,49.0,1633.0,200.0,167.0,30.0,78.0,12.0,17.0,46.0,34.0,12.0,151.0,1534.0,47.0,0.0,68.0,75.5,767.0,47.0,0.0,34.0,47.0,876.5,75.5,767.0,47.0,0.0,34.0,47.0,876.5,5.5,731.0,0.0,0.0,5.0,0.0,731.5,2.0,2.0,1.0,0.0,2.0,1.0,2.0,81.0,1498.0,47.0,0.0,39.0,47.0,1608.0,70.0,36.0,47.0,0.0,29.0,47.0,145.0,1757.0,0.0,43.0,0.0,0.0,878.5,0.0,43.0,0.0,0.0,43.0,878.5,878.5,0.0,43.0,0.0,0.0,43.0,878.5,820.5,0.0,0.0,0.0,0.0,0.0,820.5,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1699.0,0.0,43.0,0.0,0.0,43.0,1699.0,58.0,0.0,43.0,0.0,0.0,43.0,58.0
29,2,1800,1742.0,0.0,43.0,15.0,871.0,0.0,21.5,15.0,892.5,21.5,29.0,871.0,0.0,21.5,15.0,892.5,21.5,29.0,755.0,0.0,1.5,0.0,756.5,1.5,9.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,1626.0,0.0,23.0,15.0,1649.0,23.0,38.0,116.0,0.0,20.0,15.0,136.0,20.0,20.0,0.0,1800.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,1800.0,0.0,1800.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1800.0,0.0,0.0,0.0,0.0,1800.0,0.0,1800.0,0.0,0.0,0.0,0.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,1800.0,1800.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1800.0,0.0,0.0,0.0,0.0,0.0,1800.0,1800.0,0.0,0.0,0.0,0.0,0.0,1800.0
29,2,3600,1390.0,271.0,65.0,74.0,347.5,54.200000000000003,21.666666666666668,14.800000000000001,287.66666666666669,48.0,46.333333333333336,97.0,70.0,16.0,13.0,32.0,48.0,8.0,491.43692372470343,38.545557461269127,14.83988619303471,7.4404300950953095,579.7829095637627,34.973459324791669,54.920144047719148,4.0,5.0,3.0,5.0,6.0,7.0,3.0,1194.0,106.0,42.0,27.0,1583.0,106.0,124.0,2.0,6.0,7.0,7.0,2.0,7.0,7.0,0.0,1671.0,129.0,0.0,0.0,0.0,835.5,129.0,0.0,0.0,129.0,835.5,0.0,835.5,129.0,0.0,0.0,129.0,835.5,0.0,785.5,0.0,0.0,0.0,0.0,785.5,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1621.0,129.0,0.0,0.0,129.0,1621.0,0.0,50.0,129.0,0.0,0.0,129.0,50.0,1800.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,1800.0,1800.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1800.0,0.0,0.0,0.0,0.0,0.0,1800.0,1800.0,0.0,0.0,0.0,0.0,0.0,1800.0
29,2,5400,1335.0,156.0,236.0,73.0,267.0,39.0,59.0,12.166666666666666,246.71428571428572,65.333333333333329,44.142857142857146,105.0,33.0,25.5,7.5,92.0,32.5,17.0,320.33232743511854,25.504901489713699,69.379391752882924,8.2344128846904159,296.75469151940206,94.432809740871079,62.920422692769115,5.0,4.0,4.0,6.0,7.0,6.0,7.0,880.0,80.0,178.0,26.0,887.0,275.0,193.0,8.0,10.0,7.0,4.0,8.0,7.0,4.0,0.0,1741.0,0.0,59.0,0.0,0.0,870.5,0.0,59.0,0.0,59.0,870.5,0.0,870.5,0.0,59.0,0.0,59.0,870.5,0.0,501.5,0.0,0.0,0.0,0.0,501.5,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1372.0,0.0,59.0,0.0,59.0,1372.0,0.0,369.0,0.0,59.0,0.0,59.0,369.0,1618.0,0.0,182.0,0.0,0.0,809.0,0.0,182.0,0.0,0.0,182.0,809.0,809.0,0.0,182.0,0.0,0.0,182.0,809.0,790.0,0.0,0.0,0.0,0.0,0.0,790.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1599.0,0.0,182.0,0.0,0.0,182.0,1599.0,19.0,0.0,182.0,0.0,0.0,182.0,19.0
29,2,7200,1244.0,279.0,168.0,109.0,207.33333333333334,93.0,21.0,27.25,338.19999999999999,49.666666666666664,55.399999999999999,198.0,60.0,22.0,24.0,37.0,33.0,21.0,100.82768579225758,67.443803767778903,10.037429949942366,17.383541066192468,435.28905338866491,57.94633532655692,74.287549427881913,6.0,3.0,8.0,4.0,5.0,9.0,5.0,329.0,187.0,37.0,52.0,1140.0,208.0,203.0,32.0,32.0,9.0,9.0,23.0,9.0,10.0,0.0,1728.0,72.0,0.0,0.0,0.0,864.0,72.0,0.0,0.0,72.0,864.0,0.0,864.0,72.0,0.0,0.0,72.0,864.0,0.0,238.0,0.0,0.0,0.0,0.0,238.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1102.0,72.0,0.0,0.0,72.0,1102.0,0.0,626.0,72.0,0.0,0.0,72.0,626.0,1727.0,0.0,73.0,0.0,0.0,575.66666666666663,0.0,36.5,0.0,0.0,36.5,575.66666666666663,484.0,0.0,36.5,0.0,0.0,36.5,484.0,478.38780177685226,0.0,10.5,0.0,0.0,10.5,478.38780177685226,3.0,0.0,2.0,0.0,0.0,2.0,3.0,1202.0,0.0,47.0,0.0,0.0,47.0,1202.0,41.0,0.0,26.0,0.0,0.0,26.0,41.0
30,1,0,279.0,354.0,315.0,852.0,34.875,59.0,63.0,53.25,59.25,66.900000000000006,97.25,21.5,33.5,51.0,41.0,45.0,44.5,55.5,26.203232147962204,50.688591747387633,37.841775856849004,37.778135210727385,60.349502897704134,72.530614225994256,99.846653257215721,8.0,6.0,5.0,16.0,16.0,10.0,12.0,83.0,132.0,129.0,178.0,261.0,261.0,344.0,7.0,11.0,17.0,13.0,7.0,11.0,13.0,813.0,698.0,289.0,0.0,0.0,162.59999999999999,174.5,72.25,0.0,0.0,72.25,302.19999999999999,134.0,90.5,49.0,0.0,0.0,49.0,219.0,139.04617937937024,175.90409318716834,55.169624794808961,0.0,0.0,55.169624794808961,249.72496871558519,5.0,4.0,4.0,0.0,0.0,4.0,5.0,387.0,477.0,166.0,0.0,0.0,166.0,721.0,9.0,40.0,25.0,0.0,0.0,25.0,9.0,1297.0,0.0,503.0,0.0,0.0,324.25,0.0,125.75,0.0,0.0,125.75,324.25,281.0,0.0,35.5,0.0,0.0,35.5,281.0,225.64283170533028,0.0,167.84870419517691,0.0,0.0,167.84870419517691,225.64283170533028,4.0,0.0,4.0,0.0,0.0,4.0,4.0,676.0,0.0,416.0,0.0,0.0,416.0,676.0,59.0,0.0,16.0,0.0,0.0,16.0,59.0
30,1,1800,387.0,99.0,596.0,718.0,64.5,24.75,149.0,59.833333333333336,98.36363636363636,86.875,146.0,37.5,27.5,155.0,39.0,35.0,33.5,64.0,53.878721835866401,8.2272413359521668,85.909836456601411,53.456888133232077,91.202345192407421,87.08392144936974,159.72685017449842,6.0,4.0,4.0,12.0,11.0,8.0,9.0,167.0,32.0,251.0,191.0,251.0,251.0,531.0,12.0,12.0,35.0,13.0,12.0,12.0,18.0,457.0,1075.0,268.0,0.0,0.0,152.33333333333334,358.33333333333331,134.0,0.0,0.0,134.0,510.66666666666669,95.0,244.0,134.0,0.0,0.0,134.0,339.0,137.56533801151443,248.27448967266497,70.0,0.0,0.0,70.0,385.79297845116645,3.0,3.0,2.0,0.0,0.0,2.0,3.0,342.0,703.0,204.0,0.0,0.0,204.0,1045.0,20.0,128.0,64.0,0.0,0.0,64.0,148.0,1156.0,0.0,644.0,0.0,0.0,578.0,0.0,322.0,0.0,0.0,322.0,578.0,578.0,0.0,322.0,0.0,0.0,322.0,578.0,352.0,0.0,262.0,0.0,0.0,262.0,352.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,930.0,0.0,584.0,0.0,0.0,584.0,930.0,226.0,0.0,60.0,0.0,0.0,60.0,226.0
30,1,3600,344.0,349.0,20.0,1087.0,68.799999999999997,69.799999999999997,20.0,98.818181818181813,64.818181818181813,61.5,110.7,51.0,34.0,20.0,40.0,39.0,27.5,53.5,35.835178247080066,70.564580350201183,0.0,171.39948985912108,55.210042205477251,67.036681501001127,176.28842843476707,5.0,5.0,1.0,11.0,11.0,6.0,10.0,129.0,206.0,20.0,630.0,206.0,206.0,630.0,35.0,18.0,20.0,13.0,18.0,18.0,13.0,514.0,1048.0,238.0,0.0,0.0,102.8,174.66666666666666,47.600000000000001,0.0,0.0,47.600000000000001,260.33333333333331,82.0,39.5,36.0,0.0,0.0,36.0,118.0,62.377560067703833,249.17107019520188,20.05592181875468,0.0,0.0,20.05592181875468,267.51552395245318,5.0,6.0,5.0,0.0,0.0,5.0,6.0,224.0,717.0,87.0,0.0,0.0,87.0,792.0,45.0,29.0,35.0,0.0,0.0,35.0,32.0,1253.0,0.0,547.0,0.0,0.0,313.25,0.0,182.33333333333334,0.0,0.0,182.33333333333334,313.25,232.0,0.0,147.0,0.0,0.0,147.0,232.0,259.5162567162219,0.0,149.8829172684095,0.0,0.0,149.8829172684095,259.5162567162219,4.0,0.0,3.0,0.0,0.0,3.0,4.0,729.0,0.0,381.0,0.0,0.0,381.0,729.0,60.0,0.0,19.0,0.0,0.0,19.0,60.0
30,1,5400,400.0,122.0,248.0,1030.0,40.0,30.5,35.428571428571431,60.588235294117645,45.294117647058826,33.636363636363633,98.307692307692307,25.5,24.5,34.0,52.0,42.0,29.0,84.0,26.962937525425527,14.739402972983676,22.752438756927905,43.014441929808555,27.720802776514148,20.348208441453995,83.877552342580003,10.0,4.0,7.0,17.0,17.0,11.0,13.0,90.0,55.0,78.0,163.0,102.0,78.0,348.0,16.0,18.0,11.0,12.0,16.0,11.0,12.0,405.0,885.0,510.0,0.0,0.0,67.5,126.42857142857143,85.0,0.0,0.0,85.0,184.28571428571428,63.0,67.0,90.0,0.0,0.0,90.0,191.0,47.598144221527519,113.11796262922947,33.749074061372411,0.0,0.0,33.749074061372411,146.33007139996332,6.0,7.0,6.0,0.0,0.0,6.0,7.0,161.0,323.0,128.0,0.0,0.0,128.0,387.0,2.0,4.0,37.0,0.0,0.0,37.0,2.0,1561.0,0.0,239.0,0.0,0.0,390.25,0.0,79.666666666666671,0.0,0.0,79.666666666666671,390.25,413.5,0.0,72.0,0.0,0.0,72.0,413.5,146.83047197363359,0.0,41.587925598129509,0.0,0.0,41.587925598129509,146.83047197363359,4.0,0.0,3.0,0.0,0.0,3.0,4.0,572.0,0.0,134.0,0.0,0.0,134.0,572.0,162.0,0.0,33.0,0.0,0.0,33.0,162.0
30,1,7200,808.0,114.0,72.0,806.0,134.66666666666666,38.0,36.0,80.599999999999994,110.44444444444444,37.200000000000003,109.75,136.0,44.0,36.0,50.0,45.0,43.0,50.0,78.942313678336589,15.297058540778355,7.0,73.461826821826307,111.46310910502194,12.687001221722966,158.01878843985611,6.0,3.0,2.0,10.0,9.0,5.0,8.0,227.0,53.0,43.0,236.0,359.0,53.0,512.0,42.0,17.0,29.0,7.0,17.0,17.0,7.0,1426.0,210.0,164.0,0.0,0.0,285.19999999999999,42.0,41.0,0.0,0.0,41.0,327.19999999999999,284.0,23.0,38.0,0.0,0.0,38.0,307.0,36.345013413121748,30.146309890266835,9.6695398029068578,0.0,0.0,9.6695398029068578,43.677912038008408,5.0,5.0,4.0,0.0,0.0,4.0,5.0,343.0,93.0,57.0,0.0,0.0,57.0,394.0,235.0,15.0,31.0,0.0,0.0,31.0,278.0,501.0,0.0,1299.0,0.0,0.0,100.2,0.0,324.75,0.0,0.0,324.75,100.2,75.0,0.0,293.0,0.0,0.0,293.0,75.0,98.316631349939968,0.0,200.41503810842138,0.0,0.0,200.41503810842138,98.316631349939968,5.0,0.0,4.0,0.0,0.0,4.0,5.0,288.0,0.0,636.0,0.0,0.0,636.0,288.0,3.0,0.0,77.0,0.0,0.0,77.0,3.0
30,2,0,47.0,207.0,960.0,586.0,47.0,41.399999999999999,120.0,53.272727272727273,101.16666666666667,106.09090909090909,309.19999999999999,47.0,31.0,107.0,47.0,81.0,89.0,264.0,0.0,23.576259245266201,92.639084624147713,28.178298900494681,82.298069371171891,84.247961448716751,224.86120163336315,1.0,5.0,8.0,11.0,12.0,11.0,5.0,47.0,81.0,295.0,122.0,295.0,295.0,604.0,47.0,19.0,18.0,24.0,19.0,19.0,52.0,367.0,1344.0,89.0,0.0,0.0,183.5,448.0,44.5,0.0,0.0,44.5,570.33333333333337,183.5,497.0,44.5,0.0,0.0,44.5,735.0,54.5,274.49711595327676,13.5,0.0,0.0,13.5,248.59248223190946,2.0,3.0,2.0,0.0,0.0,2.0,3.0,238.0,757.0,58.0,0.0,0.0,58.0,757.0,129.0,90.0,31.0,0.0,0.0,31.0,219.0,1311.0,0.0,489.0,0.0,0.0,437.0,0.0,244.5,0.0,0.0,244.5,437.0,236.0,0.0,244.5,0.0,0.0,244.5,236.0,292.78319623912847,0.0,145.5,0.0,0.0,145.5,292.78319623912847,3.0,0.0,2.0,0.0,0.0,2.0,3.0,851.0,0.0,390.0,0.0,0.0,390.0,851.0,224.0,0.0,99.0,0.0,0.0,99.0,224.0
30,2,1800,543.0,579.0,412.0,266.0,181.0,144.75,137.33333333333334,66.5,306.80000000000001,165.16666666666666,339.0,192.0,99.0,108.0,60.5,235.0,128.0,339.0,84.051571470536274,145.76929546375669,70.872342199823549,35.074919814591169,194.93116733862749,146.75082812562101,221.0,3.0,4.0,3.0,4.0,5.0,6.0,2.0,278.0,380.0,235.0,120.0,670.0,449.0,560.0,73.0,1.0,69.0,25.0,108.0,1.0,118.0,0.0,1800.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,1800.0,0.0,1800.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1800.0,0.0,0.0,0.0,0.0,1800.0,0.0,1800.0,0.0,0.0,0.0,0.0,1800.0,1800.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,1800.0,1800.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1800.0,0.0,0.0,0.0,0.0,0.0,1800.0,1800.0,0.0,0.0,0.0,0.0,0.0,1800.0
30,2,3600,841.0,207.0,283.0,469.0,93.444444444444443,69.0,70.75,58.625,147.88888888888889,70.0,83.555555555555557,30.0,63.0,36.0,57.0,63.0,49.0,65.0,103.66089063341863,19.252705437591537,68.08221133306408,30.703979790900071,167.69379796683958,52.993261027093951,43.405353256920101,9.0,3.0,4.0,8.0,9.0,7.0,9.0,297.0,95.0,188.0,111.0,560.0,188.0,188.0,23.0,49.0,23.0,16.0,23.0,23.0,44.0,291.0,1315.0,194.0,0.0,0.0,145.5,438.33333333333331,97.0,0.0,0.0,97.0,535.33333333333337,145.5,293.0,97.0,0.0,0.0,97.0,293.0,1.5,399.64178404610743,51.0,0.0,0.0,51.0,423.63060428737782,2.0,3.0,2.0,0.0,0.0,2.0,3.0,147.0,984.0,148.0,0.0,0.0,148.0,1131.0,144.0,38.0,46.0,0.0,0.0,46.0,182.0,583.0,0.0,1217.0,0.0,0.0,194.33333333333334,0.0,608.5,0.0,0.0,608.5,194.33333333333334,110.0,0.0,608.5,0.0,0.0,608.5,110.0,187.33274021258416,0.0,532.5,0.0,0.0,532.5,187.33274021258416,3.0,0.0,2.0,0.0,0.0,2.0,3.0,454.0,0.0,1141.0,0.0,0.0,1141.0,454.0,19.0,0.0,76.0,0.0,0.0,76.0,19.0
30,2,5400,679.0,175.0,502.0,444.0,84.875,175.0,251.0,55.5,169.5,225.66666666666666,118.25,48.0,175.0,251.0,33.0,76.5,175.0,55.0,76.507250473402848,0.0,238.0,42.731721238442994,226.45363763914239,197.60116958718191,156.09352164647962,8.0,1.0,2.0,8.0,8.0,3.0,8.0,229.0,175.0,489.0,146.0,733.0,489.0,514.0,12.0,175.0,13.0,21.0,12.0,13.0,21.0,175.0,1529.0,96.0,0.0,0.0,87.5,509.66666666666669,48.0,0.0,0.0,48.0,568.0,87.5,189.0,48.0,0.0,0.0,48.0,273.0,3.5,554.68930242273666,13.0,0.0,0.0,13.0,582.04180834942315,2.0,3.0,2.0,0.0,0.0,2.0,3.0,91.0,1290.0,61.0,0.0,0.0,61.0,1381.0,84.0,50.0,35.0,0.0,0.0,35.0,50.0,1467.0,0.0,333.0,0.0,0.0,489.0,0.0,111.0,0.0,0.0,111.0,489.0,191.0,0.0,67.0,0.0,0.0,67.0,191.0,480.58575370756324,0.0,88.140040087730085,0.0,0.0,88.140040087730085,480.58575370756324,3.0,0.0,3.0,0.0,0.0,3.0,3.0,1167.0,0.0,234.0,0.0,0.0,234.0,1167.0,109.0,0.0,32.0,0.0,0.0,32.0,109.0
30,2,7200,1020.0,23.0,360.0,397.0,204.0,23.0,180.0,79.400000000000006,280.60000000000002,127.66666666666667,126.16666666666667,201.0,23.0,180.0,87.0,201.0,144.0,134.0,88.466942978719459,0.0,36.0,56.077089796101227,263.67449630178493,79.633884468582565,62.515109284787215,5.0,1.0,2.0,5.0,5.0,3.0,6.0,353.0,23.0,216.0,154.0,790.0,216.0,226.0,77.0,23.0,144.0,10.0,23.0,23.0,22.0,426.0,1247.0,76.0,51.0,0.0,213.0,311.75,38.0,51.0,0.0,42.333333333333336,418.25,213.0,153.5,38.0,51.0,0.0,42.0,366.5,56.0,364.70767403497285,4.0,0.0,0.0,6.9442222186665532,340.99074400927657,2.0,4.0,2.0,1.0,0.0,3.0,4.0,269.0,929.0,42.0,51.0,0.0,51.0,929.0,157.0,11.0,34.0,51.0,0.0,34.0,11.0,1327.0,0.0,473.0,0.0,0.0,442.33333333333331,0.0,157.66666666666666,0.0,0.0,157.66666666666666,442.33333333333331,207.0,0.0,225.0,0.0,0.0,225.0,207.0,419.02850605762956,0.0,111.14355082004933,0.0,0.0,111.14355082004933,419.02850605762956,3.0,0.0,3.0,0.0,0.0,3.0,3.0,1031.0,0.0,247.0,0.0,0.0,247.0,1031.0,89.0,0.0,1.0,0.0,0.0,1.0,89.0
31,1,0,561.0,749.0,194.0,296.0,37.399999999999999,49.93333333333333,24.25,19.733333333333334,94.0,58.9375,28.823529411764707,30.0,41.0,15.5,18.0,64.0,47.0,23.0,24.516117147705099,39.506061419595966,19.220757009025426,16.486223204711123,94.139524111820322,53.083034895812055,20.422695835523562,15.0,15.0,8.0,15.0,16.0,16.0,17.0,92.0,173.0,58.0,79.0,397.0,183.0,79.0,9.0,4.0,7.0,8.0,4.0,4.0,9.0,514.0,886.0,400.0,0.0,0.0,128.5,147.66666666666666,66.666666666666671,0.0,0.0,66.666666666666671,233.33333333333334,109.0,172.0,63.0,0.0,0.0,63.0,254.0,92.22391230044407,79.899242104596254,24.321915129272931,0.0,0.0,24.321915129272931,96.162478245011059,4.0,6.0,6.0,0.0,0.0,6.0,6.0,273.0,243.0,116.0,0.0,0.0,116.0,327.0,23.0,41.0,35.0,0.0,0.0,35.0,41.0,1584.0,0.0,216.0,0.0,0.0,528.0,0.0,108.0,0.0,0.0,108.0,528.0,442.0,0.0,108.0,0.0,0.0,108.0,442.0,227.90056311178054,0.0,79.0,0.0,0.0,79.0,227.90056311178054,3.0,0.0,2.0,0.0,0.0,2.0,3.0,840.0,0.0,187.0,0.0,0.0,187.0,840.0,302.0,0.0,29.0,0.0,0.0,29.0,302.0
