Dyad,Cov,StartFrame,S_Around_Overall_Time,S_Monitor_Overall_Time,S_Keyboard_Overall_Time,S_Face_Overall_Time,S_Around_Mean,S_Monitor_Mean,S_Keyboard_Mean,S_Face_Mean,S_NoFace_Mean,S_CompOnly_Mean,S_BodyOnly_Mean,S_Around_Median,S_Monitor_Median,S_Keyboard_Median,S_Face_Median,S_NoFace_Median,S_CompOnly_Median,S_BodyOnly_Median,S_Around_PopularSD,S_Monitor_PopularSD,S_Keyboard_PopularSD,S_Face_PopularSD,S_NoFace_PopularSD,S_CompOnly_PopularSD,S_BodyOnly_PopularSD,S_Around_Frequency,S_Monitor_Frequency,S_Keyboard_Frequency,S_Face_Frequency,S_NoFace_Frequency,S_CompOnly_Frequency,S_BodyOnly_Frequency,S_Around_Max,S_Monitor_Max,S_Keyboard_Max,S_Face_Max,S_NoFace_Max,S_CompOnly_Max,S_BodyOnly_Max,S_Around_Min,S_Monitor_Min,S_Keyboard_Min,S_Face_Min,S_NoFace_Min,S_CompOnly_Min,S_BodyOnly_Min,H_NoSpeak_Overall_Time,H_Typing_Overall_Time,H_Speaking_Overall_Time,H_SSS_Overall_Time,H_Hovering_Overall_Time,H_NoSpeak_Mean,H_Typing_Mean,H_Speaking_Mean,H_SSS_Mean,H_Hovering_Mean,H_Sound_Mean,H_NoSound_Mean,H_NoSpeak_Median,H_Typing_Median,H_Speaking_Median,H_SSS_Median,H_Hovering_Median,H_Sound_Median,H_NoSound_Median,H_NoSpeak_PopularSD,H_Typing_PopularSD,H_Speaking_PopularSD,H_SSS_PopularSD,H_Hovering_PopularSD,H_Sound_PopularSD,H_NoSound_PopularSD,H_NoSpeak_Frequency,H_Typing_Frequency,H_Speaking_Frequency,H_SSS_Frequency,H_Hovering_Frequency,H_Sound_Frequency,H_NoSound_Frequency,H_NoSpeak_Max,H_Typing_Max,H_Speaking_Max,H_SSS_Max,H_Hovering_Max,H_Sound_Max,H_NoSound_Max,H_NoSpeak_Min,H_Typing_Min,H_Speaking_Min,H_SSS_Min,H_Hovering_Min,H_Sound_Min,H_NoSound_Min,S_NoSpeak_Overall_Time,S_Typing_Overall_Time,S_Speaking_Overall_Time,S_SSS_Overall_Time,S_Hovering_Overall_Time,S_NoSpeak_Mean,S_Typing_Mean,S_Speaking_Mean,S_SSS_Mean,S_Hovering_Mean,S_Sound_Mean,S_NoSound_Mean,S_NoSpeak_Median,S_Typing_Median,S_Speaking_Median,S_SSS_Median,S_Hovering_Median,S_Sound_Median,S_NoSound_Median,S_NoSpeak_PopularSD,S_Typing_PopularSD,S_Speaking_PopularSD,S_SSS_PopularSD,S_Hovering_PopularSD,S_Sound_PopularSD,S_NoSound_PopularSD,S_NoSpeak_Frequency,S_Typing_Frequency,S_Speaking_Frequency,S_SSS_Frequency,S_Hovering_Frequency,S_Sound_Frequency,S_NoSound_Frequency,S_NoSpeak_Max,S_Typing_Max,S_Speaking_Max,S_SSS_Max,S_Hovering_Max,S_Sound_Max,S_NoSound_Max,S_NoSpeak_Min,S_Typing_Min,S_Speaking_Min,S_SSS_Min,S_Hovering_Min,S_Sound_Min,S_NoSound_Min
50,1,7200,808.0,422.0,444.0,126.0,404.0,211.0,148.0,63.0,558.0,433.0,190.0,404.0,211.0,125.0,63.0,654.0,433.0,201.0,250.0,87.0,37.585458180879833,36.0,205.84136286632642,315.0,70.242437315343778,2.0,2.0,3.0,2.0,3.0,2.0,3.0,654.0,298.0,201.0,99.0,748.0,748.0,270.0,154.0,124.0,118.0,27.0,272.0,118.0,99.0,135.0,1325.0,340.0,0.0,0.0,135.0,662.5,170.0,0.0,0.0,170.0,730.0,135.0,662.5,170.0,0.0,0.0,170.0,730.0,0.0,220.5,19.0,0.0,0.0,19.0,288.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,135.0,883.0,189.0,0.0,0.0,189.0,1018.0,135.0,442.0,151.0,0.0,0.0,151.0,442.0,1783.0,0.0,17.0,0.0,0.0,891.5,0.0,17.0,0.0,0.0,17.0,891.5,891.5,0.0,17.0,0.0,0.0,17.0,891.5,188.5,0.0,0.0,0.0,0.0,0.0,188.5,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1080.0,0.0,17.0,0.0,0.0,17.0,1080.0,703.0,0.0,17.0,0.0,0.0,17.0,703.0
50,2,0,991.0,103.0,29.0,677.0,123.875,25.75,29.0,75.222222222222229,112.3,26.399999999999999,78.444444444444443,66.5,13.5,29.0,64.0,71.5,17.0,78.0,114.01802215000924,24.014318645341575,0.0,52.418779030627263,110.73666962664173,21.518364250100422,52.521130374378544,8.0,4.0,1.0,9.0,10.0,5.0,9.0,291.0,67.0,29.0,196.0,291.0,67.0,196.0,17.0,9.0,29.0,17.0,9.0,9.0,17.0,253.0,1394.0,153.0,0.0,0.0,63.25,348.5,51.0,0.0,0.0,51.0,411.75,64.5,313.5,48.0,0.0,0.0,48.0,377.5,25.143339078173369,106.40136277322767,4.9665548085837798,0.0,0.0,4.9665548085837798,129.673387786392,4.0,4.0,3.0,0.0,0.0,3.0,4.0,91.0,513.0,58.0,0.0,0.0,58.0,604.0,33.0,254.0,47.0,0.0,0.0,47.0,288.0,1475.0,0.0,325.0,0.0,0.0,295.0,0.0,81.25,0.0,0.0,81.25,295.0,320.0,0.0,78.5,0.0,0.0,78.5,320.0,185.02432272541898,0.0,37.592386197207539,0.0,0.0,37.592386197207539,185.02432272541898,5.0,0.0,4.0,0.0,0.0,4.0,5.0,522.0,0.0,135.0,0.0,0.0,135.0,522.0,49.0,0.0,33.0,0.0,0.0,33.0,49.0
50,2,1800,1093.0,141.0,34.0,532.0,136.625,35.25,34.0,53.200000000000003,126.8,35.0,62.888888888888886,51.5,33.0,34.0,34.5,36.0,34.0,47.0,168.79494771763757,20.813156896540228,0.0,45.422021091096333,170.23207688329484,18.62256695517565,47.223921538052075,8.0,4.0,1.0,10.0,10.0,5.0,9.0,550.0,65.0,34.0,153.0,573.0,65.0,153.0,14.0,10.0,34.0,5.0,10.0,10.0,5.0,0.0,1646.0,154.0,0.0,0.0,0.0,411.5,51.333333333333336,0.0,0.0,51.333333333333336,411.5,0.0,441.0,47.0,0.0,0.0,47.0,441.0,0.0,170.87056504851853,10.656244908763853,0.0,0.0,10.656244908763853,170.87056504851853,0.0,4.0,3.0,0.0,0.0,3.0,4.0,0.0,619.0,66.0,0.0,0.0,66.0,619.0,0.0,145.0,41.0,0.0,0.0,41.0,145.0,1650.0,0.0,150.0,0.0,0.0,550.0,0.0,50.0,0.0,0.0,50.0,550.0,535.0,0.0,19.0,0.0,0.0,19.0,535.0,41.785164831552358,0.0,48.145612468842891,0.0,0.0,48.145612468842891,41.785164831552358,3.0,0.0,3.0,0.0,0.0,3.0,3.0,607.0,0.0,118.0,0.0,0.0,118.0,607.0,508.0,0.0,13.0,0.0,0.0,13.0,508.0
50,2,3600,1573.0,0.0,0.0,227.0,786.5,0.0,0.0,75.666666666666671,786.5,0.0,75.666666666666671,786.5,0.0,0.0,49.0,786.5,0.0,49.0,739.5,0.0,0.0,45.71165667043315,739.5,0.0,45.71165667043315,2.0,0.0,0.0,3.0,2.0,0.0,3.0,1526.0,0.0,0.0,140.0,1526.0,0.0,140.0,47.0,0.0,0.0,38.0,47.0,0.0,38.0,0.0,1680.0,120.0,0.0,0.0,0.0,840.0,120.0,0.0,0.0,120.0,840.0,0.0,840.0,120.0,0.0,0.0,120.0,840.0,0.0,757.0,0.0,0.0,0.0,0.0,757.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1597.0,120.0,0.0,0.0,120.0,1597.0,0.0,83.0,120.0,0.0,0.0,120.0,83.0,1588.0,0.0,212.0,0.0,0.0,1588.0,0.0,106.0,0.0,0.0,106.0,1588.0,1588.0,0.0,106.0,0.0,0.0,106.0,1588.0,0.0,0.0,68.0,0.0,0.0,68.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1588.0,0.0,174.0,0.0,0.0,174.0,1588.0,1588.0,0.0,38.0,0.0,0.0,38.0,1588.0
50,2,5400,1208.0,140.0,147.0,305.0,201.33333333333334,23.333333333333332,73.5,43.571428571428569,213.57142857142858,35.875,90.400000000000006,222.0,21.5,73.5,21.0,147.0,25.5,97.0,94.545697357885558,9.3035238246352403,42.5,43.394723651802721,183.29901967071427,31.438183392174555,63.726289708408409,6.0,6.0,2.0,7.0,7.0,8.0,5.0,345.0,41.0,116.0,124.0,584.0,116.0,188.0,59.0,14.0,31.0,8.0,23.0,14.0,14.0,0.0,1800.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,1800.0,0.0,1800.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1800.0,0.0,0.0,0.0,0.0,1800.0,0.0,1800.0,0.0,0.0,0.0,0.0,1800.0,1661.0,0.0,139.0,0.0,0.0,830.5,0.0,69.5,0.0,0.0,69.5,830.5,830.5,0.0,69.5,0.0,0.0,69.5,830.5,620.5,0.0,33.5,0.0,0.0,33.5,620.5,2.0,0.0,2.0,0.0,0.0,2.0,2.0,1451.0,0.0,103.0,0.0,0.0,103.0,1451.0,210.0,0.0,36.0,0.0,0.0,36.0,210.0
50,2,7200,1314.0,310.0,0.0,176.0,262.80000000000001,155.0,0.0,58.666666666666664,406.0,155.0,58.666666666666664,187.0,155.0,0.0,26.0,410.0,155.0,26.0,212.90129168231931,124.0,0.0,49.053259037725745,300.44716673651624,124.0,49.053259037725745,5.0,2.0,0.0,3.0,4.0,2.0,3.0,602.0,279.0,0.0,128.0,781.0,279.0,128.0,23.0,31.0,0.0,22.0,23.0,31.0,22.0,153.0,1514.0,133.0,0.0,0.0,153.0,504.66666666666669,133.0,0.0,0.0,133.0,833.5,153.0,274.0,133.0,0.0,0.0,133.0,833.5,0.0,504.73117157112017,0.0,0.0,0.0,0.0,559.5,1.0,3.0,1.0,0.0,0.0,1.0,2.0,153.0,1205.0,133.0,0.0,0.0,133.0,1393.0,153.0,35.0,133.0,0.0,0.0,133.0,274.0,1584.0,0.0,216.0,0.0,0.0,792.0,0.0,216.0,0.0,0.0,216.0,792.0,792.0,0.0,216.0,0.0,0.0,216.0,792.0,321.0,0.0,0.0,0.0,0.0,0.0,321.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1113.0,0.0,216.0,0.0,0.0,216.0,1113.0,471.0,0.0,216.0,0.0,0.0,216.0,471.0
51,1,0,69.0,57.0,271.0,1403.0,23.0,14.25,20.846153846153847,66.80952380952381,19.850000000000001,19.294117647058822,209.25,16.0,7.5,21.0,55.0,18.5,21.0,156.0,12.083045973594572,11.986972094736853,9.5421828968988969,60.999312289346697,10.873246985146617,10.548290666556319,163.64882370490781,3.0,4.0,13.0,21.0,20.0,17.0,8.0,40.0,35.0,33.0,253.0,40.0,35.0,512.0,13.0,7.0,5.0,3.0,5.0,5.0,37.0,858.0,621.0,321.0,0.0,0.0,143.0,103.5,53.5,0.0,0.0,53.5,246.5,125.0,101.0,57.0,0.0,0.0,57.0,243.0,62.021501647950018,39.160992496786051,25.276800957927144,0.0,0.0,25.276800957927144,67.930724516475848,6.0,6.0,6.0,0.0,0.0,6.0,6.0,266.0,163.0,85.0,0.0,0.0,85.0,370.0,87.0,35.0,4.0,0.0,0.0,4.0,141.0,1561.0,0.0,239.0,0.0,0.0,223.0,0.0,39.833333333333336,0.0,0.0,39.833333333333336,223.0,148.0,0.0,28.5,0.0,0.0,28.5,148.0,158.44782827705239,0.0,27.709304494258884,0.0,0.0,27.709304494258884,158.44782827705239,7.0,0.0,6.0,0.0,0.0,6.0,7.0,583.0,0.0,97.0,0.0,0.0,97.0,583.0,65.0,0.0,14.0,0.0,0.0,14.0,65.0
51,1,1800,36.0,17.0,85.0,1662.0,18.0,17.0,14.166666666666666,166.19999999999999,15.333333333333334,14.571428571428571,436.75,18.0,17.0,13.0,126.5,13.0,13.0,374.0,10.0,0.0,5.1126205500593223,146.30502383718749,6.5149400952306884,4.8360888228030738,287.33549641490521,2.0,1.0,6.0,10.0,9.0,7.0,4.0,28.0,17.0,25.0,444.0,28.0,25.0,896.0,8.0,17.0,9.0,19.0,8.0,9.0,103.0,679.0,755.0,366.0,0.0,0.0,135.80000000000001,151.0,61.0,0.0,0.0,61.0,286.80000000000001,134.0,172.0,66.5,0.0,0.0,66.5,250.0,65.517631214811175,30.841530441921979,21.962088546705509,0.0,0.0,21.962088546705509,65.474880679539993,5.0,5.0,6.0,0.0,0.0,6.0,5.0,227.0,182.0,83.0,0.0,0.0,83.0,409.0,56.0,111.0,19.0,0.0,0.0,19.0,230.0,1420.0,0.0,380.0,0.0,0.0,236.66666666666666,0.0,76.0,0.0,0.0,76.0,236.66666666666666,268.0,0.0,73.0,0.0,0.0,73.0,268.0,84.578694454073684,0.0,52.945254744877751,0.0,0.0,52.945254744877751,84.578694454073684,6.0,0.0,5.0,0.0,0.0,5.0,6.0,318.0,0.0,155.0,0.0,0.0,155.0,318.0,61.0,0.0,17.0,0.0,0.0,17.0,61.0
51,1,3600,52.0,60.0,106.0,1582.0,17.333333333333332,30.0,17.666666666666668,143.81818181818181,21.800000000000001,20.75,281.33333333333331,14.0,30.0,18.0,63.0,18.5,18.5,180.5,10.873004286866728,13.0,4.4969125210773475,174.39704865195512,9.4847245611035014,9.2702481088695787,321.93305032085306,3.0,2.0,6.0,11.0,10.0,8.0,6.0,32.0,43.0,23.0,624.0,43.0,43.0,963.0,6.0,17.0,10.0,13.0,10.0,10.0,16.0,757.0,637.0,406.0,0.0,0.0,126.16666666666667,127.40000000000001,67.666666666666671,0.0,0.0,67.666666666666671,232.33333333333334,127.0,105.0,60.0,0.0,0.0,60.0,260.0,47.526892971827593,94.700791971345197,26.867990041848849,0.0,0.0,26.867990041848849,107.38663272907336,6.0,5.0,6.0,0.0,0.0,6.0,6.0,195.0,304.0,125.0,0.0,0.0,125.0,385.0,59.0,17.0,42.0,0.0,0.0,42.0,76.0,1482.0,0.0,318.0,0.0,0.0,296.39999999999998,0.0,63.600000000000001,0.0,0.0,63.600000000000001,296.39999999999998,246.0,0.0,73.0,0.0,0.0,73.0,246.0,241.88972694184432,0.0,34.777003896253056,0.0,0.0,34.777003896253056,241.88972694184432,5.0,0.0,5.0,0.0,0.0,5.0,5.0,751.0,0.0,117.0,0.0,0.0,117.0,751.0,71.0,0.0,22.0,0.0,0.0,22.0,71.0
51,1,5400,174.0,69.0,134.0,1423.0,34.799999999999997,34.5,22.333333333333332,158.11111111111111,47.125,33.833333333333336,194.625,30.0,34.5,15.5,138.0,53.5,24.5,114.0,19.782820830205182,25.5,16.224124698183942,113.04811605334199,30.366253884863703,24.815429787846824,182.38348163964849,5.0,2.0,6.0,9.0,8.0,6.0,8.0,66.0,60.0,55.0,446.0,101.0,71.0,501.0,6.0,9.0,8.0,35.0,8.0,8.0,11.0,821.0,630.0,349.0,0.0,0.0,136.83333333333334,105.0,58.166666666666664,0.0,0.0,58.166666666666664,241.83333333333334,107.5,95.0,58.5,0.0,0.0,58.5,213.0,97.832197608399298,86.454226810106476,15.442545846531337,0.0,0.0,15.442545846531337,179.14185874762924,6.0,6.0,6.0,0.0,0.0,6.0,6.0,314.0,282.0,85.0,0.0,0.0,85.0,596.0,23.0,17.0,40.0,0.0,0.0,40.0,54.0,1182.0,0.0,618.0,0.0,0.0,236.40000000000001,0.0,123.59999999999999,0.0,0.0,123.59999999999999,236.40000000000001,230.0,0.0,85.0,0.0,0.0,85.0,230.0,81.972190406259116,0.0,101.0061384273253,0.0,0.0,101.0061384273253,81.972190406259116,5.0,0.0,5.0,0.0,0.0,5.0,5.0,348.0,0.0,315.0,0.0,0.0,315.0,348.0,144.0,0.0,43.0,0.0,0.0,43.0,144.0
51,1,7200,193.0,0.0,176.0,1431.0,48.25,0.0,17.600000000000001,95.400000000000006,26.357142857142858,17.600000000000001,321.39999999999998,45.5,0.0,15.5,111.0,18.0,15.5,353.0,16.452583383772897,0.0,9.2108631517355644,37.441153828374468,18.156490940303033,9.2108631517355644,228.32310439375161,4.0,0.0,10.0,15.0,14.0,10.0,5.0,73.0,0.0,43.0,156.0,73.0,43.0,610.0,29.0,0.0,9.0,30.0,9.0,9.0,45.0,496.0,930.0,374.0,0.0,0.0,165.33333333333334,310.0,93.5,0.0,0.0,93.5,475.33333333333331,144.0,272.0,92.5,0.0,0.0,92.5,416.0,52.040582454678791,78.243210568074218,41.632319176332224,0.0,0.0,41.632319176332224,130.23397747473157,3.0,3.0,4.0,0.0,0.0,4.0,3.0,237.0,419.0,146.0,0.0,0.0,146.0,656.0,115.0,239.0,43.0,0.0,0.0,43.0,354.0,1397.0,0.0,403.0,0.0,0.0,349.25,0.0,134.33333333333334,0.0,0.0,134.33333333333334,349.25,380.5,0.0,123.0,0.0,0.0,123.0,380.5,178.16758262938856,0.0,69.052315111241725,0.0,0.0,69.052315111241725,178.16758262938856,4.0,0.0,3.0,0.0,0.0,3.0,4.0,560.0,0.0,224.0,0.0,0.0,224.0,560.0,76.0,0.0,56.0,0.0,0.0,56.0,76.0
51,2,0,352.0,151.0,524.0,773.0,44.0,37.75,47.636363636363633,48.3125,68.466666666666669,51.92307692307692,144.11111111111111,36.0,38.0,42.0,28.0,50.0,40.0,167.0,32.341923257592455,8.2575722824568718,36.574389269176095,48.779758545425373,56.173382387825733,34.293891670633705,98.874156205917117,8.0,4.0,11.0,16.0,15.0,13.0,9.0,115.0,49.0,122.0,209.0,172.0,122.0,330.0,6.0,26.0,9.0,8.0,6.0,9.0,8.0,67.0,1625.0,108.0,0.0,0.0,33.5,541.66666666666663,54.0,0.0,0.0,54.0,564.0,33.5,488.0,54.0,0.0,0.0,54.0,530.0,8.5,334.06818997856641,12.0,0.0,0.0,12.0,322.59675551168624,2.0,3.0,2.0,0.0,0.0,2.0,3.0,42.0,975.0,66.0,0.0,0.0,66.0,975.0,25.0,162.0,42.0,0.0,0.0,42.0,187.0,1200.0,0.0,600.0,0.0,0.0,600.0,0.0,300.0,0.0,0.0,300.0,600.0,600.0,0.0,300.0,0.0,0.0,300.0,600.0,493.0,0.0,155.0,0.0,0.0,155.0,493.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,1093.0,0.0,455.0,0.0,0.0,455.0,1093.0,107.0,0.0,145.0,0.0,0.0,145.0,107.0
51,2,1800,279.0,312.0,439.0,770.0,39.857142857142854,78.0,54.875,70.0,103.0,93.875,134.33333333333334,34.0,67.0,40.0,39.0,49.0,40.0,138.0,13.516429911445567,48.28043081829324,42.574750439667874,67.183601895375958,143.97083037893475,147.46053497461617,122.30471963274533,7.0,4.0,8.0,11.0,10.0,8.0,9.0,58.0,155.0,148.0,242.0,515.0,481.0,433.0,17.0,23.0,17.0,10.0,22.0,17.0,12.0,82.0,1619.0,99.0,0.0,0.0,41.0,539.66666666666663,49.5,0.0,0.0,49.5,567.0,41.0,524.0,49.5,0.0,0.0,49.5,561.0,4.0,37.205137040766594,3.5,0.0,0.0,3.5,54.055527006958314,2.0,3.0,2.0,0.0,0.0,2.0,3.0,45.0,591.0,53.0,0.0,0.0,53.0,636.0,37.0,504.0,46.0,0.0,0.0,46.0,504.0,1427.0,0.0,373.0,0.0,0.0,475.66666666666669,0.0,124.33333333333333,0.0,0.0,124.33333333333333,475.66666666666669,565.0,0.0,79.0,0.0,0.0,79.0,565.0,172.80882179127573,0.0,108.53673213351425,0.0,0.0,108.53673213351425,172.80882179127573,3.0,0.0,3.0,0.0,0.0,3.0,3.0,628.0,0.0,274.0,0.0,0.0,274.0,628.0,234.0,0.0,20.0,0.0,0.0,20.0,234.0
51,2,3600,285.0,189.0,686.0,640.0,57.0,47.25,62.363636363636367,80.0,145.0,79.545454545454547,189.42857142857142,33.0,27.0,42.0,58.5,107.5,64.0,74.0,36.872754168898204,36.237929024711114,66.398620915679643,60.027077223533048,120.87390123595746,76.051852689600267,281.85500687048153,5.0,4.0,11.0,8.0,8.0,11.0,7.0,103.0,110.0,248.0,202.0,390.0,275.0,878.0,16.0,25.0,9.0,16.0,12.0,9.0,42.0,44.0,1716.0,40.0,0.0,0.0,44.0,858.0,40.0,0.0,0.0,40.0,880.0,44.0,858.0,40.0,0.0,0.0,40.0,880.0,0.0,514.0,0.0,0.0,0.0,0.0,536.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,44.0,1372.0,40.0,0.0,0.0,40.0,1416.0,44.0,344.0,40.0,0.0,0.0,40.0,344.0,1623.0,0.0,177.0,0.0,0.0,811.5,0.0,177.0,0.0,0.0,177.0,811.5,811.5,0.0,177.0,0.0,0.0,177.0,811.5,332.5,0.0,0.0,0.0,0.0,0.0,332.5,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1144.0,0.0,177.0,0.0,0.0,177.0,1144.0,479.0,0.0,177.0,0.0,0.0,177.0,479.0
51,2,5400,539.0,167.0,339.0,755.0,77.0,55.666666666666664,67.799999999999997,94.375,116.11111111111111,72.285714285714292,182.33333333333334,53.0,37.0,59.0,62.0,109.0,59.0,125.0,62.358411049123347,27.824849006278942,38.654365859498981,87.907533095861581,86.2791908019083,45.552839916845969,133.63216512335478,7.0,3.0,5.0,8.0,9.0,7.0,6.0,206.0,95.0,122.0,315.0,301.0,159.0,398.0,16.0,35.0,17.0,28.0,16.0,17.0,28.0,52.0,1638.0,110.0,0.0,0.0,52.0,546.0,55.0,0.0,0.0,55.0,563.33333333333337,52.0,502.0,55.0,0.0,0.0,55.0,554.0,0.0,341.08454474905,11.0,0.0,0.0,11.0,339.72668753311422,1.0,3.0,2.0,0.0,0.0,2.0,3.0,52.0,984.0,66.0,0.0,0.0,66.0,984.0,52.0,152.0,44.0,0.0,0.0,44.0,152.0,1371.0,0.0,429.0,0.0,0.0,457.0,0.0,214.5,0.0,0.0,214.5,457.0,333.0,0.0,214.5,0.0,0.0,214.5,333.0,246.38181751095189,0.0,49.5,0.0,0.0,49.5,246.38181751095189,3.0,0.0,2.0,0.0,0.0,2.0,3.0,801.0,0.0,264.0,0.0,0.0,264.0,801.0,237.0,0.0,165.0,0.0,0.0,165.0,237.0
51,2,7200,304.0,341.0,567.0,588.0,43.428571428571431,42.625,70.875,49.0,101.0,75.666666666666671,115.5,25.0,47.0,60.5,36.5,75.5,51.0,140.5,46.429230764549125,26.272311946229628,46.423155590717869,37.416573867739416,76.027407338845023,64.864388449201371,60.964333835448414,7.0,8.0,8.0,12.0,12.0,12.0,10.0,148.0,91.0,179.0,135.0,261.0,219.0,191.0,5.0,7.0,24.0,10.0,5.0,7.0,10.0,75.0,1580.0,145.0,0.0,0.0,75.0,526.66666666666663,72.5,0.0,0.0,72.5,551.66666666666663,75.0,240.0,72.5,0.0,0.0,72.5,253.0,0.0,449.96098596310424,6.5,0.0,0.0,6.5,431.60347027747071,1.0,3.0,2.0,0.0,0.0,2.0,3.0,75.0,1162.0,79.0,0.0,0.0,79.0,1162.0,75.0,178.0,66.0,0.0,0.0,66.0,240.0,1443.0,0.0,357.0,0.0,0.0,721.5,0.0,178.5,0.0,0.0,178.5,721.5,721.5,0.0,178.5,0.0,0.0,178.5,721.5,302.5,0.0,69.5,0.0,0.0,69.5,302.5,2.0,0.0,2.0,0.0,0.0,2.0,2.0,1024.0,0.0,248.0,0.0,0.0,248.0,1024.0,419.0,0.0,109.0,0.0,0.0,109.0,419.0
52,1,0,109.0,377.0,58.0,1256.0,18.166666666666668,26.928571428571427,14.5,59.80952380952381,25.904761904761905,24.166666666666668,73.0,17.5,24.5,12.0,63.0,24.0,19.5,65.0,5.5502752684489041,14.757391783269089,6.1846584384264904,41.569928517091533,13.114531242298195,14.303263030977698,56.412173627093409,6.0,14.0,4.0,21.0,21.0,18.0,18.0,26.0,57.0,25.0,138.0,57.0,57.0,259.0,12.0,8.0,9.0,8.0,9.0,8.0,8.0,970.0,469.0,361.0,0.0,0.0,121.25,46.899999999999999,45.125,0.0,0.0,45.125,159.88888888888889,124.5,42.5,41.0,0.0,0.0,41.0,96.0,61.594947033015622,29.82767171604247,16.609014871448576,0.0,0.0,16.609014871448576,117.73363952814509,8.0,10.0,8.0,0.0,0.0,8.0,9.0,214.0,122.0,86.0,0.0,0.0,86.0,349.0,34.0,3.0,30.0,0.0,0.0,30.0,21.0,1319.0,0.0,481.0,0.0,0.0,146.55555555555554,0.0,60.125,0.0,0.0,60.125,146.55555555555554,163.0,0.0,53.0,0.0,0.0,53.0,163.0,75.701329962060058,0.0,30.271428360749677,0.0,0.0,30.271428360749677,75.701329962060058,9.0,0.0,8.0,0.0,0.0,8.0,9.0,258.0,0.0,116.0,0.0,0.0,116.0,258.0,42.0,0.0,22.0,0.0,0.0,22.0,42.0
52,1,1800,267.0,377.0,122.0,1034.0,29.666666666666668,25.133333333333333,24.399999999999999,54.421052631578945,42.555555555555557,27.722222222222221,64.222222222222229,32.0,24.0,23.0,39.0,39.5,23.5,70.0,8.7050432381337295,12.622026602552998,9.0906545418908085,36.311975390863871,20.108655467021112,15.602013956735613,35.694001294265981,9.0,15.0,5.0,19.0,18.0,18.0,18.0,44.0,51.0,40.0,127.0,81.0,74.0,127.0,17.0,6.0,12.0,10.0,12.0,6.0,11.0,687.0,970.0,143.0,0.0,0.0,229.0,242.5,71.5,0.0,0.0,71.5,552.33333333333337,191.0,251.0,71.5,0.0,0.0,71.5,204.0,142.18298069740976,133.87027302579165,28.5,0.0,0.0,28.5,547.23811595644133,3.0,4.0,2.0,0.0,0.0,2.0,3.0,419.0,417.0,100.0,0.0,0.0,100.0,1325.0,77.0,51.0,43.0,0.0,0.0,43.0,128.0,1222.0,0.0,578.0,0.0,0.0,305.5,0.0,192.66666666666666,0.0,0.0,192.66666666666666,305.5,137.5,0.0,120.0,0.0,0.0,120.0,137.5,325.63207765820613,0.0,159.55215100050793,0.0,0.0,159.55215100050793,325.63207765820613,4.0,0.0,3.0,0.0,0.0,3.0,4.0,865.0,0.0,414.0,0.0,0.0,414.0,865.0,82.0,0.0,44.0,0.0,0.0,44.0,82.0
52,1,3600,200.0,414.0,49.0,1137.0,40.0,41.399999999999999,16.333333333333332,71.0625,41.4375,35.615384615384613,79.066666666666663,28.0,35.5,14.0,54.0,30.0,25.0,54.0,25.899806949087477,26.691571703442268,5.5577773335110221,48.518641713778429,27.845486056989561,25.820500089116614,55.486294604063161,5.0,10.0,3.0,16.0,16.0,13.0,15.0,79.0,94.0,24.0,204.0,94.0,94.0,204.0,14.0,1.0,11.0,18.0,1.0,1.0,18.0,601.0,757.0,442.0,0.0,0.0,150.25,189.25,110.5,0.0,0.0,110.5,271.60000000000002,154.0,167.5,107.0,0.0,0.0,107.0,337.0,46.029202686989919,76.923257211327183,31.004031995854991,0.0,0.0,31.004031995854991,150.50129567548581,4.0,4.0,4.0,0.0,0.0,4.0,5.0,211.0,315.0,151.0,0.0,0.0,151.0,462.0,82.0,107.0,77.0,0.0,0.0,77.0,82.0,1455.0,0.0,345.0,0.0,0.0,363.75,0.0,115.0,0.0,0.0,115.0,363.75,335.0,0.0,76.0,0.0,0.0,76.0,335.0,75.353749077268873,0.0,56.574434744561671,0.0,0.0,56.574434744561671,75.353749077268873,4.0,0.0,3.0,0.0,0.0,3.0,4.0,486.0,0.0,195.0,0.0,0.0,195.0,486.0,299.0,0.0,74.0,0.0,0.0,74.0,299.0
