Dyad,Cov,S_Around_Overall_Time,S_Monitor_Overall_Time,S_Keyboard_Overall_Time,S_Face_Overall_Time,S_Around_Mean,S_Monitor_Mean,S_Keyboard_Mean,S_Face_Mean,S_NoFace_Mean,S_CompOnly_Mean,S_BodyOnly_Mean,S_Around_Median,S_Monitor_Median,S_Keyboard_Median,S_Face_Median,S_NoFace_Median,S_CompOnly_Median,S_BodyOnly_Median,S_Around_PopularSD,S_Monitor_PopularSD,S_Keyboard_PopularSD,S_Face_PopularSD,S_NoFace_PopularSD,S_CompOnly_PopularSD,S_BodyOnly_PopularSD,S_Around_Frequency,S_Monitor_Frequency,S_Keyboard_Frequency,S_Face_Frequency,S_NoFace_Frequency,S_CompOnly_Frequency,S_BodyOnly_Frequency,S_Around_Max,S_Monitor_Max,S_Keyboard_Max,S_Face_Max,S_NoFace_Max,S_CompOnly_Max,S_BodyOnly_Max,S_Around_Min,S_Monitor_Min,S_Keyboard_Min,S_Face_Min,S_NoFace_Min,S_CompOnly_Min,S_BodyOnly_Min,H_NoSpeak_Overall_Time,H_Typing_Overall_Time,H_Speaking_Overall_Time,H_SSS_Overall_Time,H_Hovering_Overall_Time,H_NoSpeak_Mean,H_Typing_Mean,H_Speaking_Mean,H_SSS_Mean,H_Hovering_Mean,H_Sound_Mean,H_NoSound_Mean,H_NoSpeak_Median,H_Typing_Median,H_Speaking_Median,H_SSS_Median,H_Hovering_Median,H_Sound_Median,H_NoSound_Median,H_NoSpeak_PopularSD,H_Typing_PopularSD,H_Speaking_PopularSD,H_SSS_PopularSD,H_Hovering_PopularSD,H_Sound_PopularSD,H_NoSound_PopularSD,H_NoSpeak_Frequency,H_Typing_Frequency,H_Speaking_Frequency,H_SSS_Frequency,H_Hovering_Frequency,H_Sound_Frequency,H_NoSound_Frequency,H_NoSpeak_Max,H_Typing_Max,H_Speaking_Max,H_SSS_Max,H_Hovering_Max,H_Sound_Max,H_NoSound_Max,H_NoSpeak_Min,H_Typing_Min,H_Speaking_Min,H_SSS_Min,H_Hovering_Min,H_Sound_Min,H_NoSound_Min,S_NoSpeak_Overall_Time,S_Typing_Overall_Time,S_Speaking_Overall_Time,S_SSS_Overall_Time,S_Hovering_Overall_Time,S_NoSpeak_Mean,S_Typing_Mean,S_Speaking_Mean,S_SSS_Mean,S_Hovering_Mean,S_Sound_Mean,S_NoSound_Mean,S_NoSpeak_Median,S_Typing_Median,S_Speaking_Median,S_SSS_Median,S_Hovering_Median,S_Sound_Median,S_NoSound_Median,S_NoSpeak_PopularSD,S_Typing_PopularSD,S_Speaking_PopularSD,S_SSS_PopularSD,S_Hovering_PopularSD,S_Sound_PopularSD,S_NoSound_PopularSD,S_NoSpeak_Frequency,S_Typing_Frequency,S_Speaking_Frequency,S_SSS_Frequency,S_Hovering_Frequency,S_Sound_Frequency,S_NoSound_Frequency,S_NoSpeak_Max,S_Typing_Max,S_Speaking_Max,S_SSS_Max,S_Hovering_Max,S_Sound_Max,S_NoSound_Max,S_NoSpeak_Min,S_Typing_Min,S_Speaking_Min,S_SSS_Min,S_Hovering_Min,S_Sound_Min,S_NoSound_Min
8,1,2658.0,3552.0,0.0,2790.0,59.06666666666667,56.38095238095238,0.0,48.94736842105263,107.06896551724138,56.38095238095238,48.94736842105263,39.0,49.0,0.0,38.0,83.0,49.0,38.0,56.339605173546531,28.768605337437283,0.0,32.306873448573768,82.003335102271066,28.768605337437283,32.306873448573768,45.0,63.0,0.0,57.0,58.0,63.0,57.0,280.0,146.0,0.0,157.0,344.0,146.0,157.0,9.0,15.0,0.0,13.0,15.0,15.0,13.0,2983.0,4220.0,1763.0,0.0,34.0,129.69565217391303,168.80000000000001,76.652173913043484,0.0,34.0,76.652173913043484,301.54166666666669,127.0,143.0,67.0,0.0,34.0,67.0,274.5,54.771013265594121,118.37229405566153,33.561894406360125,0.0,0.0,33.561894406360125,139.99731520243125,23.0,25.0,23.0,0.0,1.0,23.0,24.0,261.0,515.0,147.0,0.0,34.0,147.0,776.0,29.0,18.0,30.0,0.0,34.0,30.0,125.0,7018.0,0.0,1982.0,0.0,0.0,292.41666666666669,0.0,86.173913043478265,0.0,0.0,86.173913043478265,292.41666666666669,267.0,0.0,83.0,0.0,0.0,83.0,267.0,168.53434780153535,0.0,54.035135247446448,0.0,0.0,54.035135247446448,168.53434780153535,24.0,0.0,23.0,0.0,0.0,23.0,24.0,749.0,0.0,208.0,0.0,0.0,208.0,749.0,39.0,0.0,8.0,0.0,0.0,8.0,39.0
8,2,551.0,3677.0,343.0,4429.0,45.916666666666664,61.283333333333331,42.875,77.701754385964918,80.192982456140356,67.0,82.275862068965523,46.0,53.5,34.0,63.0,64.0,61.0,64.0,16.585427003513924,32.171981426217577,32.13423991632601,68.654478115729503,62.69403245237973,39.118623015983914,74.970061404639765,12.0,60.0,8.0,57.0,57.0,60.0,58.0,74.0,172.0,121.0,421.0,353.0,210.0,421.0,11.0,26.0,16.0,16.0,21.0,21.0,16.0,1477.0,6978.0,545.0,0.0,0.0,147.69999999999999,536.76923076923072,45.416666666666664,0.0,0.0,45.416666666666664,650.38461538461536,113.5,522.0,43.0,0.0,0.0,43.0,683.0,110.94147105568773,353.49075797866539,13.028547714751463,0.0,0.0,13.028547714751463,308.89095373897749,10.0,13.0,12.0,0.0,0.0,12.0,13.0,409.0,1123.0,77.0,0.0,0.0,77.0,1159.0,52.0,43.0,30.0,0.0,0.0,30.0,146.0,7495.0,0.0,1505.0,0.0,0.0,499.66666666666669,0.0,107.5,0.0,0.0,107.5,499.66666666666669,316.0,0.0,51.0,0.0,0.0,51.0,316.0,408.82215639022741,0.0,166.01667300089383,0.0,0.0,166.01667300089383,408.82215639022741,15.0,0.0,14.0,0.0,0.0,14.0,15.0,1236.0,0.0,637.0,0.0,0.0,637.0,1236.0,35.0,0.0,15.0,0.0,0.0,15.0,35.0
12,1,950.0,44.0,1315.0,6691.0,41.304347826086953,22.0,36.527777777777779,117.3859649122807,40.508771929824562,35.763157894736842,307.92307692307691,27.0,22.0,32.0,89.0,34.0,29.5,127.0,36.879869355857316,3.0,19.408597910191919,84.718678813225225,27.42077763048059,19.179806006546404,507.05612821438541,23.0,2.0,36.0,57.0,57.0,38.0,26.0,133.0,25.0,98.0,339.0,133.0,98.0,2453.0,6.0,19.0,8.0,13.0,8.0,8.0,13.0,3280.0,4168.0,1552.0,0.0,0.0,164.0,208.40000000000001,77.599999999999994,0.0,0.0,77.599999999999994,372.39999999999998,106.0,160.0,73.5,0.0,0.0,73.5,311.0,137.15210534293669,127.39560431977236,31.447416428062894,0.0,0.0,31.447416428062894,212.61006561308429,20.0,20.0,20.0,0.0,0.0,20.0,20.0,532.0,533.0,181.0,0.0,0.0,181.0,828.0,32.0,22.0,37.0,0.0,0.0,37.0,127.0,6398.0,0.0,2602.0,0.0,0.0,304.66666666666669,0.0,130.09999999999999,0.0,0.0,130.09999999999999,304.66666666666669,265.0,0.0,59.5,0.0,0.0,59.5,265.0,179.25755169941891,0.0,162.42933848292307,0.0,0.0,162.42933848292307,179.25755169941891,21.0,0.0,20.0,0.0,0.0,20.0,21.0,831.0,0.0,693.0,0.0,0.0,693.0,831.0,36.0,0.0,16.0,0.0,0.0,16.0,36.0
12,2,714.0,43.0,455.0,7788.0,42.0,14.333333333333334,35.0,243.375,37.875,31.125,392.52380952380952,33.0,16.0,36.0,131.0,33.0,33.0,176.0,25.353964767108216,3.0912061651652345,14.021960797812287,292.58991673500987,21.858565254837746,15.053550245706161,555.30520300166961,17.0,3.0,13.0,32.0,32.0,16.0,21.0,91.0,17.0,59.0,1279.0,91.0,59.0,2429.0,7.0,10.0,9.0,18.0,7.0,9.0,32.0,1308.0,7367.0,325.0,0.0,0.0,327.0,1473.4000000000001,81.25,0.0,0.0,81.25,1735.0,257.0,1687.0,84.5,0.0,0.0,84.5,1687.0,281.67356993512897,753.69664985324164,11.366067921669305,0.0,0.0,11.366067921669305,854.61546908536593,4.0,5.0,4.0,0.0,0.0,4.0,5.0,761.0,2246.0,93.0,0.0,0.0,93.0,3006.0,33.0,425.0,63.0,0.0,0.0,63.0,554.0,7734.0,0.0,1266.0,0.0,0.0,1289.0,0.0,253.19999999999999,0.0,0.0,253.19999999999999,1289.0,1355.0,0.0,74.0,0.0,0.0,74.0,1355.0,851.99608762794992,0.0,291.82282295941144,0.0,0.0,291.82282295941144,851.99608762794992,6.0,0.0,5.0,0.0,0.0,5.0,6.0,2323.0,0.0,807.0,0.0,0.0,807.0,2323.0,126.0,0.0,42.0,0.0,0.0,42.0,126.0
14,1,1012.0,511.0,3339.0,4138.0,29.764705882352942,25.550000000000001,46.375,49.261904761904759,57.200000000000003,49.358974358974358,149.53999999999999,24.0,17.5,33.0,36.5,49.0,39.5,81.0,23.225314312480137,18.405094403452541,36.639170561633136,39.601923668890684,42.351970577113718,37.054697739815474,164.10901376828758,34.0,20.0,72.0,84.0,85.0,78.0,50.0,132.0,78.0,188.0,165.0,215.0,188.0,718.0,10.0,6.0,10.0,6.0,6.0,6.0,10.0,2674.0,4103.0,1928.0,72.0,223.0,121.54545454545455,146.53571428571428,71.407407407407405,72.0,74.333333333333329,74.074074074074076,250.0,79.5,106.0,74.0,72.0,64.0,74.0,231.5,93.611249941994032,95.843057034052563,27.223708702171454,0.0,28.311756490114767,27.541115292414517,147.49188839681028,22.0,28.0,27.0,1.0,3.0,27.0,28.0,405.0,366.0,133.0,72.0,113.0,133.0,624.0,25.0,20.0,33.0,72.0,46.0,33.0,81.0,7581.0,0.0,1419.0,0.0,0.0,399.0,0.0,78.833333333333329,0.0,0.0,78.833333333333329,399.0,399.0,0.0,52.0,0.0,0.0,52.0,399.0,209.84706210400995,0.0,76.784149116569338,0.0,0.0,76.784149116569338,209.84706210400995,19.0,0.0,18.0,0.0,0.0,18.0,19.0,952.0,0.0,342.0,0.0,0.0,342.0,952.0,57.0,0.0,19.0,0.0,0.0,19.0,57.0
14,2,1494.0,1316.0,1525.0,4665.0,49.799999999999997,36.555555555555557,36.30952380952381,61.381578947368418,57.039473684210527,41.779411764705884,104.91525423728814,39.0,28.5,30.5,38.5,48.0,34.5,55.0,36.223749115738975,28.533065073159172,23.607391997340574,64.718005122072555,43.150727501787479,26.899511032203286,97.294814629295246,30.0,36.0,42.0,76.0,76.0,68.0,59.0,170.0,158.0,119.0,351.0,200.0,158.0,379.0,11.0,8.0,10.0,7.0,9.0,9.0,10.0,553.0,6955.0,814.0,152.0,526.0,42.53846153846154,316.13636363636363,47.882352941176471,38.0,105.2,48.299999999999997,382.57142857142856,35.0,250.0,44.0,37.5,59.0,43.5,309.0,22.224779603009946,221.50462655840141,12.750466441023553,3.2403703492039302,85.564946093596063,13.069429979918787,246.46985161496332,13.0,22.0,17.0,4.0,5.0,20.0,21.0,87.0,852.0,77.0,43.0,266.0,77.0,898.0,16.0,44.0,33.0,34.0,37.0,33.0,85.0,7381.0,0.0,1619.0,0.0,0.0,351.47619047619048,0.0,80.950000000000003,0.0,0.0,80.950000000000003,351.47619047619048,222.0,0.0,61.0,0.0,0.0,61.0,222.0,318.17240295873421,0.0,71.007376377387715,0.0,0.0,71.007376377387715,318.17240295873421,21.0,0.0,20.0,0.0,0.0,20.0,21.0,984.0,0.0,236.0,0.0,0.0,236.0,984.0,26.0,0.0,14.0,0.0,0.0,14.0,26.0
15,1,2586.0,2110.0,1211.0,3093.0,95.777777777777771,55.526315789473685,48.439999999999998,48.328125,92.296875,60.381818181818183,76.857142857142861,66.0,43.0,31.0,36.5,73.5,45.0,56.0,84.8826350226892,37.025408659818908,47.558872989169963,35.82730047023324,88.60969185272215,44.505971370180276,82.200631856154374,27.0,38.0,25.0,64.0,64.0,55.0,56.0,314.0,194.0,202.0,156.0,505.0,202.0,555.0,15.0,11.0,13.0,7.0,13.0,13.0,9.0,1668.0,4429.0,1287.0,0.0,1616.0,104.25,260.52941176470586,99.0,0.0,101.0,99.0,550.92857142857144,67.0,213.0,97.0,0.0,67.0,97.0,585.5,96.612952030253169,148.05687208043474,37.584775968673597,0.0,92.587796172065794,37.584775968673597,214.95795744607307,16.0,17.0,13.0,0.0,16.0,13.0,14.0,415.0,605.0,184.0,0.0,294.0,184.0,925.0,23.0,46.0,34.0,0.0,7.0,34.0,210.0,6923.0,0.0,2077.0,0.0,0.0,364.36842105263156,0.0,109.31578947368421,0.0,0.0,109.31578947368421,364.36842105263156,319.0,0.0,104.0,0.0,0.0,104.0,319.0,255.38087356283643,0.0,93.426612139987583,0.0,0.0,93.426612139987583,255.38087356283643,19.0,0.0,19.0,0.0,0.0,19.0,19.0,844.0,0.0,374.0,0.0,0.0,374.0,844.0,31.0,0.0,18.0,0.0,0.0,18.0,31.0
15,2,4634.0,1902.0,773.0,1691.0,257.44444444444446,126.8,55.214285714285715,56.366666666666667,252.0344827586207,116.30434782608695,84.965517241379317,187.0,96.0,29.0,35.0,159.0,83.0,57.0,327.40668258676266,112.79018869860387,55.919813216820401,57.224984830831438,286.19230124812577,115.84863992469121,81.782083342055699,18.0,15.0,14.0,30.0,29.0,23.0,29.0,1473.0,470.0,202.0,302.0,1502.0,470.0,303.0,22.0,21.0,10.0,13.0,23.0,18.0,10.0,344.0,8306.0,278.0,72.0,0.0,86.0,1186.5714285714287,69.5,36.0,0.0,58.333333333333336,1235.7142857142858,79.0,926.0,56.5,36.0,0.0,52.5,926.0,42.184120234988903,823.1045510995649,27.023138233743321,0.0,0.0,27.133415233291629,812.79108443607799,4.0,7.0,4.0,2.0,0.0,6.0,7.0,143.0,2790.0,116.0,36.0,0.0,116.0,2790.0,43.0,133.0,49.0,36.0,0.0,36.0,243.0,8679.0,0.0,321.0,0.0,0.0,1239.8571428571429,0.0,53.5,0.0,0.0,53.5,1239.8571428571429,1444.0,0.0,49.0,0.0,0.0,49.0,1444.0,850.3242118781061,0.0,19.024107513012712,0.0,0.0,19.024107513012712,850.3242118781061,7.0,0.0,6.0,0.0,0.0,6.0,7.0,2712.0,0.0,85.0,0.0,0.0,85.0,2712.0,89.0,0.0,26.0,0.0,0.0,26.0,89.0
16,1,4057.0,1388.0,1245.0,2310.0,68.762711864406782,43.375,34.583333333333336,37.258064516129032,106.19047619047619,50.634615384615387,54.692307692307693,48.0,35.0,22.0,28.0,73.0,38.0,42.0,61.057999374046361,27.252006806839013,28.049930679256786,25.91109830958041,98.618208361377995,41.784257638380176,42.300726699312634,59.0,32.0,36.0,62.0,63.0,52.0,65.0,266.0,100.0,139.0,115.0,415.0,173.0,181.0,8.0,9.0,7.0,9.0,9.0,7.0,7.0,3119.0,4728.0,1153.0,0.0,0.0,346.55555555555554,525.33333333333337,128.11111111111111,0.0,0.0,128.11111111111111,871.88888888888891,224.0,446.0,117.0,0.0,0.0,117.0,840.0,296.7708098520589,291.79825603012472,57.674266251546896,0.0,0.0,57.674266251546896,443.02657167474337,9.0,9.0,9.0,0.0,0.0,9.0,9.0,805.0,1078.0,261.0,0.0,0.0,261.0,1720.0,28.0,240.0,56.0,0.0,0.0,56.0,310.0,6129.0,0.0,2871.0,0.0,0.0,557.18181818181813,0.0,287.10000000000002,0.0,0.0,287.10000000000002,557.18181818181813,502.0,0.0,72.0,0.0,0.0,72.0,502.0,388.47787305230099,0.0,308.23447243940774,0.0,0.0,308.23447243940774,388.47787305230099,11.0,0.0,10.0,0.0,0.0,10.0,11.0,1381.0,0.0,771.0,0.0,0.0,771.0,1381.0,23.0,0.0,14.0,0.0,0.0,14.0,23.0
16,2,4035.0,767.0,841.0,3357.0,77.59615384615384,36.523809523809526,32.346153846153847,53.285714285714285,88.171875,38.285714285714285,72.379310344827587,49.0,35.0,26.0,41.0,54.5,36.5,51.0,76.951598077918845,25.174853378528056,21.045632303479373,45.988414197086769,109.70522359479686,25.120931998829104,69.618375394918715,52.0,21.0,26.0,63.0,64.0,42.0,58.0,333.0,116.0,87.0,303.0,704.0,125.0,369.0,5.0,8.0,8.0,7.0,5.0,8.0,9.0,1669.0,6920.0,211.0,136.0,64.0,238.42857142857142,865.0,70.333333333333329,68.0,64.0,69.400000000000006,1442.1666666666667,91.0,945.0,66.0,68.0,64.0,66.0,1526.0,335.38756137717837,544.02136906559099,7.5865377844940287,8.0,0.0,7.8383671769061705,628.76318188081655,7.0,8.0,3.0,2.0,1.0,5.0,6.0,1051.0,1513.0,81.0,76.0,64.0,81.0,2273.0,14.0,9.0,64.0,60.0,64.0,60.0,169.0,5239.0,0.0,3761.0,0.0,0.0,476.27272727272725,0.0,376.10000000000002,0.0,0.0,376.10000000000002,476.27272727272725,297.0,0.0,120.5,0.0,0.0,120.5,297.0,443.04034105446073,0.0,492.9325410236172,0.0,0.0,492.9325410236172,443.04034105446073,11.0,0.0,10.0,0.0,0.0,10.0,11.0,1491.0,0.0,1478.0,0.0,0.0,1478.0,1491.0,55.0,0.0,8.0,0.0,0.0,8.0,55.0
17,1,607.0,1867.0,864.0,5662.0,27.59090909090909,23.337499999999999,22.736842105263158,48.393162393162392,28.529914529914532,26.259615384615383,66.591836734693871,13.0,18.5,18.0,35.0,18.0,19.0,50.0,30.15062051360422,16.718211439923827,22.317899602320999,41.515923680668585,28.780802198798593,24.235620317205896,65.221105375655242,22.0,80.0,38.0,117.0,117.0,104.0,98.0,139.0,91.0,112.0,210.0,176.0,176.0,382.0,8.0,6.0,6.0,4.0,6.0,6.0,8.0,1407.0,5083.0,1667.0,50.0,793.0,74.05263157894737,203.31999999999999,66.680000000000007,25.0,56.642857142857146,68.680000000000007,280.11538461538464,39.0,155.0,58.0,25.0,56.0,61.0,237.5,77.595763370655689,117.17464572167479,26.863685525258816,4.0,21.412970511408474,24.481372510543601,145.51693713819998,19.0,25.0,25.0,2.0,14.0,25.0,26.0,237.0,521.0,138.0,29.0,97.0,138.0,701.0,8.0,43.0,10.0,21.0,26.0,35.0,90.0,7162.0,0.0,1838.0,0.0,0.0,311.39130434782606,0.0,83.545454545454547,0.0,0.0,83.545454545454547,311.39130434782606,234.0,0.0,55.0,0.0,0.0,55.0,234.0,196.71226816374408,0.0,73.188254939963045,0.0,0.0,73.188254939963045,196.71226816374408,23.0,0.0,22.0,0.0,0.0,22.0,23.0,856.0,0.0,262.0,0.0,0.0,262.0,856.0,28.0,0.0,14.0,0.0,0.0,14.0,28.0
17,2,488.0,3714.0,1523.0,3275.0,19.52,45.292682926829265,29.28846153846154,34.473684210526315,60.904255319148938,51.851485148514854,53.91011235955056,18.0,37.5,24.0,25.0,41.0,42.0,41.0,7.5848269591336086,29.142830689670173,23.589711364247776,27.859361879291669,56.089986429281112,37.086568820844633,47.336149202651562,25.0,82.0,52.0,95.0,94.0,101.0,89.0,37.0,172.0,136.0,202.0,321.0,172.0,264.0,8.0,7.0,6.0,7.0,7.0,7.0,7.0,797.0,7694.0,398.0,47.0,64.0,79.700000000000003,549.57142857142856,49.75,47.0,64.0,49.444444444444443,855.5,71.0,443.0,46.0,47.0,64.0,47.0,698.0,44.770637699277856,507.26883747120496,11.222187843731721,0.0,0.0,10.6156185888855,461.55915113883293,10.0,14.0,8.0,1.0,1.0,9.0,10.0,144.0,1626.0,69.0,47.0,64.0,69.0,1660.0,30.0,11.0,35.0,47.0,64.0,35.0,333.0,8272.0,0.0,728.0,0.0,0.0,919.11111111111109,0.0,91.0,0.0,0.0,91.0,919.11111111111109,844.0,0.0,103.0,0.0,0.0,103.0,844.0,599.94267215838477,0.0,45.46977017755863,0.0,0.0,45.46977017755863,599.94267215838477,9.0,0.0,8.0,0.0,0.0,8.0,9.0,2095.0,0.0,141.0,0.0,0.0,141.0,2095.0,93.0,0.0,22.0,0.0,0.0,22.0,93.0
18,1,2864.0,323.0,894.0,4919.0,69.853658536585371,26.916666666666668,28.838709677419356,71.289855072463766,58.299999999999997,28.302325581395348,121.10416666666667,52.0,22.5,22.0,48.0,36.5,22.0,66.0,56.422863803478123,15.046917366099352,19.80729219609584,75.844826607801025,52.685956383081823,18.6217363411448,122.32815149958554,41.0,12.0,31.0,69.0,70.0,43.0,48.0,296.0,63.0,84.0,472.0,296.0,84.0,479.0,7.0,10.0,6.0,9.0,6.0,6.0,9.0,3646.0,3119.0,1806.0,429.0,0.0,130.21428571428572,84.297297297297291,58.258064516129032,61.285714285714285,0.0,60.405405405405403,178.02631578947367,105.5,61.0,56.0,56.0,0.0,58.0,147.5,82.672917116125731,53.891715687315298,17.920915410690604,17.531313093305652,0.0,18.760884349955447,111.69990030672299,28.0,37.0,31.0,7.0,0.0,37.0,38.0,393.0,207.0,99.0,89.0,0.0,99.0,455.0,35.0,13.0,29.0,37.0,0.0,29.0,16.0,5890.0,0.0,3110.0,0.0,0.0,210.35714285714286,0.0,111.07142857142857,0.0,0.0,111.07142857142857,210.35714285714286,195.0,0.0,88.5,0.0,0.0,88.5,195.0,100.70650932490989,0.0,82.10791182141628,0.0,0.0,82.10791182141628,100.70650932490989,28.0,0.0,28.0,0.0,0.0,28.0,28.0,478.0,0.0,364.0,0.0,0.0,364.0,478.0,58.0,0.0,16.0,0.0,0.0,16.0,58.0
18,2,4948.0,273.0,609.0,3170.0,126.87179487179488,27.300000000000001,38.0625,64.693877551020407,116.59999999999999,35.280000000000001,89.976190476190482,65.0,21.0,25.0,36.0,46.5,27.0,58.5,145.78754818046275,18.777912557044246,37.219733929059728,71.266732108135571,166.70980774987416,32.848159765807274,85.801400836393867,39.0,10.0,16.0,49.0,50.0,25.0,42.0,631.0,62.0,166.0,353.0,834.0,166.0,353.0,15.0,7.0,10.0,9.0,8.0,7.0,13.0,1328.0,6990.0,682.0,0.0,0.0,88.533333333333331,332.85714285714283,42.625,0.0,0.0,42.625,489.29411764705884,81.0,253.0,40.5,0.0,0.0,40.5,408.0,52.081815977897271,272.60704070044812,9.8035389018455987,0.0,0.0,9.8035389018455987,370.5734450830119,15.0,21.0,16.0,0.0,0.0,16.0,17.0,234.0,1136.0,67.0,0.0,0.0,67.0,1597.0,16.0,38.0,32.0,0.0,0.0,32.0,99.0,5612.0,0.0,3388.0,0.0,0.0,267.23809523809524,0.0,169.40000000000001,0.0,0.0,169.40000000000001,267.23809523809524,215.0,0.0,93.5,0.0,0.0,93.5,215.0,249.83993061499439,0.0,184.63352891606661,0.0,0.0,184.63352891606661,249.83993061499439,21.0,0.0,20.0,0.0,0.0,20.0,21.0,1141.0,0.0,601.0,0.0,0.0,601.0,1141.0,40.0,0.0,9.0,0.0,0.0,9.0,40.0
19,1,535.0,405.0,598.0,7462.0,48.636363636363633,50.625,39.866666666666667,219.47058823529412,45.235294117647058,43.608695652173914,424.21052631578948,37.0,43.0,29.0,91.5,30.5,29.0,252.0,41.423034275569925,43.063724583458871,42.912106553848979,402.30382397139471,42.74552527219484,43.26936774734753,567.70614887293937,11.0,8.0,15.0,34.0,34.0,23.0,19.0,164.0,150.0,183.0,2348.0,183.0,183.0,2553.0,10.0,10.0,9.0,24.0,9.0,9.0,25.0,3681.0,3757.0,1435.0,84.0,43.0,230.0625,221.0,84.411764705882348,42.0,43.0,89.352941176470594,415.61111111111109,199.0,155.0,65.0,42.0,43.0,86.0,360.5,142.38261338291974,185.37148711518208,42.315424560192497,4.0,0.0,40.630242541689803,311.13093686829535,16.0,17.0,17.0,2.0,1.0,17.0,18.0,641.0,826.0,193.0,46.0,43.0,193.0,1416.0,63.0,33.0,42.0,38.0,43.0,42.0,60.0,6257.0,0.0,2743.0,0.0,0.0,347.61111111111109,0.0,152.38888888888889,0.0,0.0,152.38888888888889,347.61111111111109,286.5,0.0,83.5,0.0,0.0,83.5,286.5,244.70484236431287,0.0,150.48039329238907,0.0,0.0,150.48039329238907,244.70484236431287,18.0,0.0,18.0,0.0,0.0,18.0,18.0,1113.0,0.0,603.0,0.0,0.0,603.0,1113.0,56.0,0.0,10.0,0.0,0.0,10.0,56.0
19,2,330.0,515.0,405.0,7750.0,33.0,51.5,50.625,352.27272727272725,59.523809523809526,65.714285714285708,429.21052631578948,29.0,44.0,47.0,266.5,47.0,51.0,354.0,17.0,38.192276706161415,26.527992291162931,310.28786953967614,36.952503681681314,43.704247213397878,330.75314040715722,10.0,10.0,8.0,22.0,21.0,14.0,19.0,66.0,145.0,100.0,1199.0,145.0,145.0,1199.0,11.0,11.0,14.0,9.0,19.0,11.0,9.0,1813.0,6489.0,364.0,78.0,256.0,259.0,721.0,60.666666666666664,78.0,256.0,63.142857142857146,1069.75,251.0,833.0,59.5,78.0,256.0,60.0,1073.0,112.08160292521568,402.29950147730591,12.078447287995626,0.0,0.0,12.721506777653248,405.83948489519844,7.0,9.0,6.0,1.0,1.0,7.0,8.0,419.0,1384.0,79.0,78.0,256.0,79.0,1734.0,61.0,94.0,40.0,78.0,256.0,40.0,498.0,7143.0,0.0,1857.0,0.0,0.0,714.29999999999995,0.0,206.33333333333334,0.0,0.0,206.33333333333334,714.29999999999995,773.5,0.0,218.0,0.0,0.0,218.0,773.5,545.42113087044947,0.0,95.26920920330042,0.0,0.0,95.26920920330042,545.42113087044947,10.0,0.0,9.0,0.0,0.0,9.0,10.0,1508.0,0.0,383.0,0.0,0.0,383.0,1508.0,62.0,0.0,55.0,0.0,0.0,55.0,62.0
21,1,1033.0,3444.0,2191.0,2332.0,44.913043478260867,76.533333333333331,66.393939393939391,46.640000000000001,133.36000000000001,117.39583333333333,82.236363636363635,33.0,55.0,49.0,42.5,94.0,94.5,68.0,28.173242074672725,59.081337530936487,50.498688488183831,27.177019704154464,118.95961667725733,99.539301196255593,60.770795508836805,23.0,45.0,33.0,50.0,50.0,48.0,55.0,95.0,314.0,251.0,123.0,462.0,424.0,279.0,10.0,13.0,10.0,3.0,10.0,10.0,3.0,2497.0,4412.0,1623.0,74.0,394.0,166.46666666666667,191.82608695652175,64.920000000000002,24.666666666666668,35.81818181818182,73.782608695652172,304.29166666666669,122.0,162.0,58.0,28.0,33.0,67.0,248.0,144.53136530025429,125.74392618192185,33.005357140924865,6.9442222186665532,22.036408640818127,31.199159021189811,181.7428309376252,15.0,23.0,25.0,3.0,11.0,23.0,24.0,518.0,556.0,146.0,31.0,98.0,146.0,827.0,15.0,31.0,19.0,15.0,15.0,30.0,97.0,6987.0,0.0,2013.0,0.0,0.0,537.46153846153845,0.0,154.84615384615384,0.0,0.0,154.84615384615384,537.46153846153845,455.0,0.0,119.0,0.0,0.0,119.0,455.0,270.96994309179684,0.0,134.91698082886504,0.0,0.0,134.91698082886504,270.96994309179684,13.0,0.0,13.0,0.0,0.0,13.0,13.0,1165.0,0.0,444.0,0.0,0.0,444.0,1165.0,252.0,0.0,26.0,0.0,0.0,26.0,252.0
