Dyad,Cov,S_Around_Overall_Time,S_Monitor_Overall_Time,S_Keyboard_Overall_Time,S_Face_Overall_Time,S_Around_Mean,S_Monitor_Mean,S_Keyboard_Mean,S_Face_Mean,S_NoFace_Mean,S_CompOnly_Mean,S_BodyOnly_Mean,S_Around_Median,S_Monitor_Median,S_Keyboard_Median,S_Face_Median,S_NoFace_Median,S_CompOnly_Median,S_BodyOnly_Median,S_Around_PopularSD,S_Monitor_PopularSD,S_Keyboard_PopularSD,S_Face_PopularSD,S_NoFace_PopularSD,S_CompOnly_PopularSD,S_BodyOnly_PopularSD,S_Around_Frequency,S_Monitor_Frequency,S_Keyboard_Frequency,S_Face_Frequency,S_NoFace_Frequency,S_CompOnly_Frequency,S_BodyOnly_Frequency,S_Around_Max,S_Monitor_Max,S_Keyboard_Max,S_Face_Max,S_NoFace_Max,S_CompOnly_Max,S_BodyOnly_Max,S_Around_Min,S_Monitor_Min,S_Keyboard_Min,S_Face_Min,S_NoFace_Min,S_CompOnly_Min,S_BodyOnly_Min,H_NoSpeak_Overall_Time,H_Typing_Overall_Time,H_Speaking_Overall_Time,H_SSS_Overall_Time,H_Hovering_Overall_Time,H_NoSpeak_Mean,H_Typing_Mean,H_Speaking_Mean,H_SSS_Mean,H_Hovering_Mean,H_Sound_Mean,H_NoSound_Mean,H_NoSpeak_Median,H_Typing_Median,H_Speaking_Median,H_SSS_Median,H_Hovering_Median,H_Sound_Median,H_NoSound_Median,H_NoSpeak_PopularSD,H_Typing_PopularSD,H_Speaking_PopularSD,H_SSS_PopularSD,H_Hovering_PopularSD,H_Sound_PopularSD,H_NoSound_PopularSD,H_NoSpeak_Frequency,H_Typing_Frequency,H_Speaking_Frequency,H_SSS_Frequency,H_Hovering_Frequency,H_Sound_Frequency,H_NoSound_Frequency,H_NoSpeak_Max,H_Typing_Max,H_Speaking_Max,H_SSS_Max,H_Hovering_Max,H_Sound_Max,H_NoSound_Max,H_NoSpeak_Min,H_Typing_Min,H_Speaking_Min,H_SSS_Min,H_Hovering_Min,H_Sound_Min,H_NoSound_Min,S_NoSpeak_Overall_Time,S_Typing_Overall_Time,S_Speaking_Overall_Time,S_SSS_Overall_Time,S_Hovering_Overall_Time,S_NoSpeak_Mean,S_Typing_Mean,S_Speaking_Mean,S_SSS_Mean,S_Hovering_Mean,S_Sound_Mean,S_NoSound_Mean,S_NoSpeak_Median,S_Typing_Median,S_Speaking_Median,S_SSS_Median,S_Hovering_Median,S_Sound_Median,S_NoSound_Median,S_NoSpeak_PopularSD,S_Typing_PopularSD,S_Speaking_PopularSD,S_SSS_PopularSD,S_Hovering_PopularSD,S_Sound_PopularSD,S_NoSound_PopularSD,S_NoSpeak_Frequency,S_Typing_Frequency,S_Speaking_Frequency,S_SSS_Frequency,S_Hovering_Frequency,S_Sound_Frequency,S_NoSound_Frequency,S_NoSpeak_Max,S_Typing_Max,S_Speaking_Max,S_SSS_Max,S_Hovering_Max,S_Sound_Max,S_NoSound_Max,S_NoSpeak_Min,S_Typing_Min,S_Speaking_Min,S_SSS_Min,S_Hovering_Min,S_Sound_Min,S_NoSound_Min
21,2,744.0,2913.0,3847.0,1496.0,67.63636363636364,85.67647058823529,106.86111111111111,38.358974358974358,187.59999999999999,164.8780487804878,152.65714285714284,62.0,61.5,76.5,23.0,83.5,84.0,137.0,37.952776224414677,86.310561206485872,85.296916961927039,31.913735632560837,206.51353466540638,160.33215448576246,102.03751210976783,11.0,34.0,36.0,39.0,40.0,41.0,35.0,161.0,426.0,346.0,149.0,771.0,598.0,411.0,27.0,13.0,15.0,9.0,13.0,13.0,21.0,641.0,7852.0,312.0,85.0,110.0,80.125,654.33333333333337,44.571428571428569,42.5,55.0,44.111111111111114,860.29999999999995,84.5,469.5,45.0,42.5,55.0,45.0,877.5,43.636101739270892,505.73747032317954,12.199029737262396,8.5,14.0,11.512741197323217,472.52027469728745,8.0,12.0,7.0,2.0,2.0,9.0,10.0,156.0,1422.0,62.0,51.0,69.0,62.0,1530.0,20.0,27.0,26.0,34.0,41.0,26.0,112.0,8215.0,0.0,785.0,0.0,0.0,1026.875,0.0,112.14285714285714,0.0,0.0,112.14285714285714,1026.875,813.0,0.0,63.0,0.0,0.0,63.0,813.0,790.35536904293883,0.0,91.20217505462179,0.0,0.0,91.20217505462179,790.35536904293883,8.0,0.0,7.0,0.0,0.0,7.0,8.0,2576.0,0.0,277.0,0.0,0.0,277.0,2576.0,22.0,0.0,20.0,0.0,0.0,20.0,22.0
23,1,1977.0,1762.0,3057.0,2204.0,73.222222222222229,92.736842105263165,138.95454545454547,52.476190476190474,158.04651162790697,137.68571428571428,128.3170731707317,26.0,47.0,58.0,41.0,41.0,46.0,66.0,93.443717793448954,123.09766858507243,165.41641044036473,44.622884421101205,231.43163674794175,181.39235634054569,160.74740661328596,27.0,19.0,22.0,42.0,43.0,35.0,41.0,327.0,517.0,690.0,172.0,984.0,690.0,748.0,6.0,15.0,15.0,5.0,6.0,15.0,6.0,1055.0,5422.0,1595.0,0.0,928.0,81.15384615384616,387.28571428571428,106.33333333333333,0.0,61.866666666666667,106.33333333333333,493.66666666666669,42.0,320.0,98.0,0.0,58.0,98.0,464.0,66.672386342411031,216.01601414558817,56.135154364761078,0.0,30.119465835605755,56.135154364761078,262.99547947107806,13.0,14.0,15.0,0.0,15.0,15.0,15.0,210.0,841.0,229.0,0.0,113.0,229.0,1031.0,16.0,86.0,27.0,0.0,12.0,27.0,69.0,7794.0,0.0,1206.0,0.0,0.0,556.71428571428567,0.0,86.142857142857139,0.0,0.0,86.142857142857139,556.71428571428567,490.5,0.0,80.0,0.0,0.0,80.0,490.5,329.58424645332195,0.0,59.648802098925124,0.0,0.0,59.648802098925124,329.58424645332195,14.0,0.0,14.0,0.0,0.0,14.0,14.0,1149.0,0.0,226.0,0.0,0.0,226.0,1149.0,37.0,0.0,13.0,0.0,0.0,13.0,37.0
23,2,6583.0,606.0,1186.0,625.0,365.72222222222223,151.5,74.125,41.666666666666664,523.4375,128.0,82.318181818181813,89.5,104.0,32.0,39.0,222.0,73.5,44.5,549.3280547436068,135.50922477824156,84.127043065829909,30.229492589559328,609.13914345882415,116.56022355111419,88.951154299647342,18.0,4.0,16.0,15.0,16.0,14.0,22.0,1748.0,377.0,273.0,137.0,1748.0,394.0,336.0,13.0,21.0,8.0,8.0,14.0,15.0,8.0,517.0,8094.0,389.0,0.0,0.0,73.857142857142861,1156.2857142857142,64.833333333333329,0.0,0.0,64.833333333333329,1230.1428571428571,63.0,1237.0,72.0,0.0,0.0,72.0,1268.0,35.694851855408949,560.82381095917765,21.5902498570278,0.0,0.0,21.5902498570278,548.99868034486951,7.0,7.0,6.0,0.0,0.0,6.0,7.0,134.0,1720.0,91.0,0.0,0.0,91.0,1783.0,31.0,223.0,35.0,0.0,0.0,35.0,357.0,8560.0,0.0,440.0,0.0,0.0,1070.0,0.0,62.857142857142854,0.0,0.0,62.857142857142854,1070.0,1209.0,0.0,57.0,0.0,0.0,57.0,1209.0,649.50577364639344,0.0,22.535233184812565,0.0,0.0,22.535233184812565,649.50577364639344,8.0,0.0,7.0,0.0,0.0,7.0,8.0,1785.0,0.0,106.0,0.0,0.0,106.0,1785.0,81.0,0.0,29.0,0.0,0.0,29.0,81.0
24,1,750.0,622.0,2778.0,4850.0,26.785714285714285,23.037037037037038,31.568181818181817,41.810344827586206,35.470085470085472,31.192660550458715,158.91666666666666,21.0,19.0,20.0,28.0,22.0,21.0,110.0,21.21212110168743,13.478326859241623,28.046145195562588,38.218048136049148,38.355193911551204,26.98061725758642,164.38228226369841,28.0,27.0,88.0,116.0,117.0,109.0,48.0,105.0,75.0,131.0,212.0,282.0,131.0,737.0,9.0,10.0,7.0,7.0,7.0,7.0,9.0,3054.0,4337.0,1554.0,55.0,0.0,145.42857142857142,180.70833333333334,70.63636363636364,27.5,0.0,69.956521739130437,307.95833333333331,91.0,110.5,52.0,27.5,0.0,49.0,215.5,156.68092278457465,203.16546605469694,44.535527650859777,9.5,0.0,43.42157173859011,273.65329024860802,21.0,24.0,22.0,2.0,0.0,23.0,24.0,730.0,712.0,189.0,37.0,0.0,189.0,1249.0,16.0,18.0,23.0,18.0,0.0,29.0,34.0,6267.0,0.0,2733.0,0.0,0.0,284.86363636363637,0.0,130.14285714285714,0.0,0.0,130.14285714285714,284.86363636363637,182.5,0.0,102.0,0.0,0.0,102.0,182.5,245.44380868773305,0.0,138.23006554439655,0.0,0.0,138.23006554439655,245.44380868773305,22.0,0.0,21.0,0.0,0.0,21.0,22.0,913.0,0.0,643.0,0.0,0.0,643.0,913.0,43.0,0.0,11.0,0.0,0.0,11.0,43.0
24,2,677.0,687.0,2949.0,4687.0,25.074074074074073,38.166666666666664,38.80263157894737,44.638095238095239,41.076190476190476,41.793103448275865,181.8095238095238,22.0,25.5,27.0,31.0,28.0,28.0,104.5,11.264253278421918,33.277035792136161,49.517413135190203,38.551171635465508,46.29546830400929,48.994284895664862,194.49057243588931,27.0,18.0,76.0,105.0,105.0,87.0,42.0,59.0,140.0,321.0,201.0,321.0,321.0,930.0,14.0,11.0,6.0,8.0,6.0,6.0,9.0,581.0,7982.0,437.0,0.0,0.0,72.625,665.16666666666663,48.555555555555557,0.0,0.0,48.555555555555557,856.29999999999995,57.5,311.5,34.0,0.0,0.0,34.0,608.0,45.626027385692915,708.58472009743173,21.008522667987819,0.0,0.0,21.008522667987819,731.98853133092189,8.0,12.0,9.0,0.0,0.0,9.0,10.0,157.0,2541.0,96.0,0.0,0.0,96.0,2541.0,11.0,88.0,32.0,0.0,0.0,32.0,146.0,5893.0,0.0,3107.0,0.0,0.0,491.08333333333331,0.0,258.91666666666669,0.0,0.0,258.91666666666669,491.08333333333331,196.5,0.0,151.5,0.0,0.0,151.5,196.5,688.4976952676667,0.0,371.8286922614887,0.0,0.0,371.8286922614887,688.4976952676667,12.0,0.0,12.0,0.0,0.0,12.0,12.0,2563.0,0.0,1425.0,0.0,0.0,1425.0,2563.0,43.0,0.0,13.0,0.0,0.0,13.0,43.0
25,1,729.0,1700.0,1188.0,5383.0,52.071428571428569,68.0,38.322580645161288,99.68518518518519,66.981481481481481,62.782608695652172,193.26470588235293,53.0,38.0,36.0,76.0,52.0,42.0,182.5,25.752848069164497,67.609466792750254,23.125725232602306,66.102004248785434,61.65179722853923,61.016003974537647,121.47265701129652,14.0,25.0,31.0,54.0,54.0,46.0,34.0,109.0,242.0,87.0,290.0,280.0,242.0,404.0,18.0,8.0,9.0,7.0,8.0,8.0,23.0,1788.0,4819.0,1785.0,0.0,608.0,68.769230769230774,155.45161290322579,61.551724137931032,0.0,50.666666666666664,61.551724137931032,240.5,58.0,151.0,62.0,0.0,49.5,62.0,218.5,35.946870723234028,81.11395357853344,21.379310344827587,0.0,19.661016137411501,21.379310344827587,110.46439848808001,26.0,31.0,29.0,0.0,12.0,29.0,30.0,148.0,426.0,138.0,0.0,84.0,138.0,620.0,16.0,22.0,29.0,0.0,18.0,29.0,84.0,7820.0,0.0,1180.0,0.0,0.0,260.66666666666669,0.0,40.689655172413794,0.0,0.0,40.689655172413794,260.66666666666669,236.5,0.0,31.0,0.0,0.0,31.0,236.5,163.48340044855385,0.0,29.534437465995829,0.0,0.0,29.534437465995829,163.48340044855385,30.0,0.0,29.0,0.0,0.0,29.0,30.0,656.0,0.0,152.0,0.0,0.0,152.0,656.0,21.0,0.0,12.0,0.0,0.0,12.0,21.0
25,2,833.0,2703.0,821.0,4643.0,64.07692307692308,112.625,43.210526315789473,125.48648648648648,117.75675675675676,100.68571428571428,195.14285714285714,53.0,96.0,24.0,102.0,73.0,70.0,119.5,46.274202047662897,92.656090148822202,42.274266089515997,112.95840459539212,123.94427810902711,103.73696721683615,171.56063365588321,13.0,24.0,19.0,37.0,37.0,35.0,28.0,148.0,352.0,148.0,528.0,528.0,500.0,622.0,7.0,14.0,8.0,19.0,8.0,8.0,24.0,1162.0,7075.0,529.0,38.0,196.0,145.25,707.5,66.125,38.0,196.0,63.0,843.29999999999995,98.5,372.0,47.5,38.0,196.0,40.0,625.0,152.37843515405979,641.61440912747582,37.287523047260727,0.0,0.0,36.249137920783717,602.4888463697896,8.0,10.0,8.0,1.0,1.0,9.0,10.0,539.0,1882.0,149.0,38.0,196.0,149.0,1882.0,35.0,160.0,34.0,38.0,196.0,34.0,160.0,7734.0,0.0,1266.0,0.0,0.0,515.60000000000002,0.0,90.428571428571431,0.0,0.0,90.428571428571431,515.60000000000002,271.0,0.0,23.0,0.0,0.0,23.0,271.0,653.98805289801226,0.0,163.30064923574653,0.0,0.0,163.30064923574653,653.98805289801226,15.0,0.0,14.0,0.0,0.0,14.0,15.0,2045.0,0.0,652.0,0.0,0.0,652.0,2045.0,17.0,0.0,6.0,0.0,0.0,6.0,17.0
26,1,1363.0,3217.0,474.0,3946.0,56.791666666666664,61.865384615384613,33.857142857142854,56.371428571428574,73.246376811594203,59.532258064516128,65.97014925373135,33.0,48.5,24.0,36.0,49.0,47.5,45.0,47.114204481121078,59.324410868141548,24.824691460770442,50.912858726194791,72.121758118607204,55.725918491087597,56.543199744011275,24.0,52.0,14.0,70.0,69.0,62.0,67.0,188.0,351.0,103.0,278.0,351.0,351.0,319.0,15.0,1.0,14.0,9.0,1.0,1.0,15.0,1599.0,6032.0,1134.0,235.0,0.0,177.66666666666666,603.20000000000005,126.0,117.5,0.0,136.90000000000001,763.10000000000002,128.0,631.0,148.0,117.5,0.0,157.0,772.0,139.63523910532041,297.75150713304544,70.424112032425057,73.5,0.0,67.82396331681008,291.59336412202521,9.0,10.0,9.0,2.0,0.0,10.0,10.0,454.0,1144.0,228.0,191.0,0.0,228.0,1226.0,32.0,60.0,22.0,44.0,0.0,22.0,421.0,7353.0,0.0,1647.0,0.0,0.0,367.64999999999998,0.0,86.684210526315795,0.0,0.0,86.684210526315795,367.64999999999998,223.0,0.0,41.0,0.0,0.0,41.0,223.0,344.09682866890824,0.0,109.5738408234273,0.0,0.0,109.5738408234273,344.09682866890824,20.0,0.0,19.0,0.0,0.0,19.0,20.0,1131.0,0.0,455.0,0.0,0.0,455.0,1131.0,31.0,0.0,14.0,0.0,0.0,14.0,31.0
26,2,4199.0,2493.0,679.0,1629.0,221.0,83.099999999999994,48.5,44.027027027027025,204.75,85.729729729729726,69.939393939393938,119.0,52.5,39.5,32.0,132.0,57.0,55.0,270.1707062697875,87.38510551957161,31.916744373895209,35.124093899238346,255.04143181931136,82.492800225935724,50.139163543529641,19.0,30.0,14.0,37.0,36.0,37.0,33.0,1121.0,415.0,118.0,172.0,1341.0,415.0,213.0,29.0,18.0,17.0,14.0,17.0,17.0,15.0,563.0,7911.0,526.0,0.0,0.0,112.59999999999999,1582.2,105.2,0.0,0.0,105.2,1412.3333333333333,103.0,1270.0,87.0,0.0,0.0,87.0,1164.0,41.417870539176683,1064.4736539717646,53.21804205342395,0.0,0.0,53.21804205342395,1137.3704566039842,5.0,5.0,5.0,0.0,0.0,5.0,6.0,165.0,3334.0,198.0,0.0,0.0,198.0,3485.0,50.0,308.0,39.0,0.0,0.0,39.0,94.0,8212.0,0.0,788.0,0.0,0.0,684.33333333333337,0.0,65.666666666666671,0.0,0.0,65.666666666666671,684.33333333333337,595.5,0.0,50.5,0.0,0.0,50.5,595.5,531.75187404987639,0.0,39.594472116978935,0.0,0.0,39.594472116978935,531.75187404987639,12.0,0.0,12.0,0.0,0.0,12.0,12.0,1589.0,0.0,151.0,0.0,0.0,151.0,1589.0,51.0,0.0,13.0,0.0,0.0,13.0,51.0
27,1,2958.0,2839.0,191.0,3012.0,134.45454545454547,91.58064516129032,38.200000000000003,94.125,181.45454545454547,94.6875,100.09375,100.0,64.0,38.0,63.0,81.0,64.5,82.5,149.37893464509136,83.918460498790097,20.419598428960349,76.588490486495417,214.67340817229444,89.222838128754901,76.131202282227889,22.0,31.0,5.0,32.0,33.0,32.0,32.0,738.0,348.0,72.0,298.0,874.0,348.0,298.0,30.0,15.0,14.0,13.0,15.0,15.0,13.0,2335.0,4996.0,665.0,0.0,1004.0,212.27272727272728,356.85714285714283,60.454545454545453,0.0,502.0,60.454545454545453,694.58333333333337,204.0,234.5,63.0,0.0,502.0,63.0,533.0,105.44545415357123,355.31110254513118,16.361616036896937,0.0,249.0,16.361616036896937,550.9206625176522,11.0,14.0,11.0,0.0,2.0,11.0,12.0,439.0,1196.0,78.0,0.0,751.0,78.0,2168.0,53.0,15.0,33.0,0.0,253.0,33.0,28.0,8404.0,0.0,596.0,0.0,0.0,646.46153846153845,0.0,49.666666666666664,0.0,0.0,49.666666666666664,646.46153846153845,515.0,0.0,41.0,0.0,0.0,41.0,515.0,649.07183617894714,0.0,53.678570108460313,0.0,0.0,53.678570108460313,649.07183617894714,13.0,0.0,12.0,0.0,0.0,12.0,13.0,2408.0,0.0,210.0,0.0,0.0,210.0,2408.0,48.0,0.0,7.0,0.0,0.0,7.0,48.0
27,2,4640.0,2942.0,110.0,1308.0,331.42857142857144,140.0952380952381,55.0,81.75,452.47058823529414,145.33333333333334,83.411764705882348,73.0,84.0,55.0,49.5,164.0,84.0,52.0,470.11909042674864,137.25815259398888,27.0,82.954430261439327,651.59028245805791,140.44125473572939,79.850639117505182,14.0,21.0,2.0,16.0,17.0,21.0,17.0,1577.0,519.0,82.0,285.0,2196.0,519.0,285.0,18.0,13.0,28.0,10.0,13.0,13.0,10.0,721.0,7977.0,302.0,0.0,0.0,90.125,997.125,60.399999999999999,0.0,0.0,60.399999999999999,1449.6666666666667,80.5,360.5,66.0,0.0,0.0,66.0,1071.5,49.825790259663719,1232.1711972672467,21.284736315021615,0.0,0.0,21.284736315021615,1244.5238268332009,8.0,8.0,5.0,0.0,0.0,5.0,6.0,169.0,3959.0,85.0,0.0,0.0,85.0,3982.0,23.0,20.0,34.0,0.0,0.0,34.0,345.0,8706.0,0.0,294.0,0.0,0.0,1243.7142857142858,0.0,49.0,0.0,0.0,49.0,1243.7142857142858,487.0,0.0,42.5,0.0,0.0,42.5,487.0,1407.606653080298,0.0,43.162483709814474,0.0,0.0,43.162483709814474,1407.606653080298,7.0,0.0,6.0,0.0,0.0,6.0,7.0,4440.0,0.0,139.0,0.0,0.0,139.0,4440.0,160.0,0.0,7.0,0.0,0.0,7.0,160.0
28,1,1385.0,333.0,350.0,6932.0,47.758620689655174,27.75,25.0,138.63999999999999,41.359999999999999,29.695652173913043,182.05000000000001,46.0,23.0,22.0,92.0,31.5,22.0,113.0,32.883970702030282,20.129269733400662,16.61754666438031,148.56214322632803,32.866858687741974,21.018490374385774,195.22115023736541,29.0,12.0,14.0,50.0,50.0,23.0,40.0,151.0,72.0,78.0,577.0,151.0,78.0,780.0,9.0,6.0,10.0,7.0,6.0,6.0,7.0,1795.0,4672.0,1871.0,174.0,488.0,94.473684210526315,161.10344827586206,74.840000000000003,43.5,40.666666666666664,75.740740740740748,248.39285714285714,56.0,155.0,75.0,39.5,37.5,75.0,222.0,117.87565635071053,91.692644321080365,33.604380666811885,26.119915773217954,22.417750903147162,32.759044657295952,143.21570626299393,19.0,29.0,25.0,4.0,12.0,27.0,28.0,511.0,386.0,141.0,81.0,93.0,141.0,644.0,14.0,27.0,20.0,14.0,13.0,30.0,78.0,6506.0,0.0,2494.0,0.0,0.0,203.3125,0.0,80.451612903225808,0.0,0.0,80.451612903225808,203.3125,182.5,0.0,49.0,0.0,0.0,49.0,182.5,175.88818136461018,0.0,105.31606461096275,0.0,0.0,105.31606461096275,175.88818136461018,32.0,0.0,31.0,0.0,0.0,31.0,32.0,702.0,0.0,471.0,0.0,0.0,471.0,702.0,11.0,0.0,15.0,0.0,0.0,15.0,11.0
28,2,1103.0,1217.0,1094.0,5586.0,61.277777777777779,71.588235294117652,39.071428571428569,118.85106382978724,72.638297872340431,60.815789473684212,215.48387096774192,51.0,32.0,22.5,79.0,56.0,39.0,148.0,42.631242528293413,72.022920227260187,33.805038267171035,118.62976174303265,57.359792253071546,58.459997687648674,276.91513442810992,18.0,17.0,28.0,47.0,47.0,38.0,31.0,155.0,246.0,169.0,559.0,246.0,246.0,1186.0,7.0,10.0,9.0,8.0,9.0,9.0,11.0,742.0,7246.0,559.0,0.0,453.0,74.200000000000003,557.38461538461536,50.81818181818182,0.0,75.5,50.81818181818182,703.41666666666663,51.5,509.0,48.0,0.0,53.5,48.0,584.0,63.50086613582527,357.64519127235121,15.104594014093145,0.0,56.245740579472624,15.104594014093145,340.02462124904361,10.0,13.0,11.0,0.0,6.0,11.0,12.0,203.0,1405.0,90.0,0.0,173.0,90.0,1449.0,11.0,34.0,34.0,0.0,14.0,34.0,236.0,6568.0,0.0,2432.0,0.0,0.0,211.87096774193549,0.0,78.451612903225808,0.0,0.0,78.451612903225808,211.87096774193549,102.0,0.0,32.0,0.0,0.0,32.0,102.0,222.22884774491186,0.0,117.58232221468728,0.0,0.0,117.58232221468728,222.22884774491186,31.0,0.0,31.0,0.0,0.0,31.0,31.0,916.0,0.0,642.0,0.0,0.0,642.0,916.0,37.0,0.0,3.0,0.0,0.0,3.0,37.0
29,1,1860.0,2873.0,1998.0,2269.0,109.41176470588235,57.460000000000001,39.960000000000001,35.453125,103.55384615384615,70.594202898550719,77.581818181818178,90.0,45.5,30.0,19.5,60.0,46.0,58.0,112.93624376483108,45.176635554233115,34.875756622616805,40.932845035916756,125.6844682613177,64.082446632393911,75.077824085554639,17.0,50.0,50.0,64.0,65.0,69.0,55.0,467.0,256.0,215.0,237.0,609.0,256.0,340.0,9.0,8.0,5.0,6.0,5.0,5.0,11.0,298.0,5511.0,977.0,367.0,1847.0,74.5,290.05263157894734,81.416666666666671,183.5,123.13333333333334,96.0,510.39999999999998,43.0,200.0,67.0,183.5,68.0,77.5,284.0,61.747469583781324,228.69848541238068,42.012812199243328,7.5,124.30117546597145,52.886671288709408,433.73429654570776,4.0,19.0,12.0,2.0,15.0,14.0,15.0,181.0,698.0,185.0,191.0,432.0,191.0,1452.0,31.0,19.0,35.0,176.0,8.0,35.0,72.0,7618.0,0.0,1382.0,0.0,0.0,586.0,0.0,115.16666666666667,0.0,0.0,115.16666666666667,586.0,710.0,0.0,57.0,0.0,0.0,57.0,710.0,398.85297078960349,0.0,113.03821870893441,0.0,0.0,113.03821870893441,398.85297078960349,13.0,0.0,12.0,0.0,0.0,12.0,13.0,1514.0,0.0,320.0,0.0,0.0,320.0,1514.0,41.0,0.0,12.0,0.0,0.0,12.0,41.0
29,2,7110.0,784.0,769.0,337.0,444.375,60.307692307692307,36.61904761904762,18.722222222222221,455.94736842105266,57.518518518518519,55.299999999999997,175.0,60.0,23.0,14.0,48.0,34.0,23.5,705.37763600428957,47.392606718744993,39.695839041242195,13.847605310648701,815.53924515489246,65.638386674358628,66.495187795809699,16.0,13.0,21.0,18.0,19.0,27.0,20.0,2820.0,187.0,178.0,52.0,3232.0,275.0,203.0,10.0,6.0,7.0,4.0,7.0,7.0,4.0,151.0,8474.0,248.0,59.0,68.0,75.5,1694.8,82.666666666666671,59.0,34.0,76.75,1738.5999999999999,75.5,1471.0,72.0,59.0,34.0,65.5,1471.0,5.5,939.24637875266785,34.315529364349828,0.0,5.0,31.435449734336551,976.33715488042344,2.0,5.0,3.0,1.0,2.0,4.0,5.0,81.0,3457.0,129.0,59.0,39.0,129.0,3566.0,70.0,626.0,47.0,59.0,29.0,47.0,626.0,8702.0,0.0,298.0,0.0,0.0,1740.4000000000001,0.0,74.5,0.0,0.0,74.5,1740.4000000000001,1699.0,0.0,45.0,0.0,0.0,45.0,1699.0,1367.0045501021568,0.0,62.563967265511543,0.0,0.0,62.563967265511543,1367.0045501021568,5.0,0.0,4.0,0.0,0.0,4.0,5.0,3677.0,0.0,182.0,0.0,0.0,182.0,3677.0,41.0,0.0,26.0,0.0,0.0,26.0,41.0
30,1,2218.0,1038.0,1251.0,4493.0,65.235294117647058,47.18181818181818,65.84210526315789,71.317460317460316,71.539682539682545,57.225000000000001,117.22448979591837,43.0,30.5,43.0,50.0,45.0,34.0,59.0,58.261610215591318,47.159917845980914,64.262015593968471,86.513018636214568,73.696250340060942,63.600899168172148,140.2445772251684,34.0,22.0,19.0,63.0,63.0,40.0,49.0,227.0,206.0,251.0,630.0,359.0,261.0,630.0,7.0,11.0,11.0,13.0,7.0,11.0,13.0,3615.0,3916.0,1469.0,0.0,0.0,164.31818181818181,170.2608695652174,69.952380952380949,0.0,0.0,69.952380952380949,342.31818181818181,114.5,85.0,47.0,0.0,0.0,47.0,302.0,114.62721649037185,202.237530897684,47.121399638114262,0.0,0.0,47.121399638114262,235.45379519009987,22.0,23.0,21.0,0.0,0.0,21.0,22.0,387.0,721.0,204.0,0.0,0.0,204.0,1045.0,29.0,15.0,25.0,0.0,0.0,25.0,87.0,5768.0,0.0,3232.0,0.0,0.0,360.5,0.0,215.46666666666667,0.0,0.0,215.46666666666667,360.5,332.5,0.0,77.0,0.0,0.0,77.0,332.5,275.67349346645574,0.0,268.82159304804532,0.0,0.0,268.82159304804532,275.67349346645574,16.0,0.0,15.0,0.0,0.0,15.0,16.0,930.0,0.0,1000.0,0.0,0.0,1000.0,930.0,47.0,0.0,16.0,0.0,0.0,16.0,47.0
30,2,3130.0,1191.0,2517.0,2162.0,125.2,99.25,132.47368421052633,61.771428571428572,189.94444444444446,132.42857142857142,161.34482758620689,77.0,59.0,108.0,49.0,117.5,101.5,97.0,103.46477661503938,101.25967032009009,118.61364456039733,39.911391652928735,213.60151690634447,121.01842497600714,167.55529727722706,25.0,12.0,19.0,35.0,36.0,28.0,29.0,353.0,380.0,489.0,154.0,838.0,489.0,604.0,12.0,19.0,13.0,10.0,12.0,13.0,21.0,1259.0,7235.0,455.0,51.0,0.0,157.375,723.5,56.875,51.0,0.0,56.222222222222221,849.39999999999998,145.5,491.5,44.0,51.0,0.0,46.0,626.0,61.075644695737758,752.03088367433418,35.938967361347487,0.0,0.0,33.933849956046927,767.41790440411273,8.0,10.0,8.0,1.0,0.0,9.0,10.0,269.0,2590.0,148.0,51.0,0.0,148.0,2828.0,84.0,81.0,31.0,51.0,0.0,31.0,219.0,6488.0,0.0,2512.0,0.0,0.0,648.79999999999995,0.0,279.11111111111109,0.0,0.0,279.11111111111109,648.79999999999995,215.5,0.0,225.0,0.0,0.0,225.0,215.5,728.39876441410854,0.0,323.31664714485032,0.0,0.0,323.31664714485032,728.39876441410854,10.0,0.0,9.0,0.0,0.0,9.0,10.0,2490.0,0.0,1141.0,0.0,0.0,1141.0,2490.0,89.0,0.0,32.0,0.0,0.0,32.0,89.0
