Dyad,Cov,SectionStartTime,GazeID,Start,End,Duration,GazeType,S+H_NoSound_Overall_Time,S+H_Sound_Overall_Time,S+H_NoSound_Mean,S+H_Sound_Mean,S+H_NoSound_Median,S+H_Sound_Median,S+H_NoSound_PopularSD,S+H_Sound_PopularSD,S+H_NoSound_Frequency,S+H_Sound_Frequency,S+H_NoSound_Max,S+H_Sound_Max,S+H_NoSound_Min,S+H_Sound_Min
49,1,3000,2,3080,3110,31,1,0.0,31.0,0.0,31.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,31.0,0.0,31.0
49,1,3000,3,3111,3124,14,4,2.0,12.0,2.0,12.0,2.0,12.0,0.0,0.0,1.0,1.0,2.0,12.0,2.0,12.0
49,1,3000,4,3125,3144,20,3,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,20.0,0.0
49,1,3000,5,3145,3162,18,4,18.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,18.0,0.0
49,1,3000,6,3163,3233,71,3,71.0,0.0,71.0,0.0,71.0,0.0,0.0,0.0,1.0,0.0,71.0,0.0,71.0,0.0
49,1,3000,7,3234,3245,12,4,12.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,12.0,0.0
49,1,3000,8,3246,3346,101,2,101.0,0.0,101.0,0.0,101.0,0.0,0.0,0.0,1.0,0.0,101.0,0.0,101.0,0.0
49,1,3000,9,3347,3390,44,3,44.0,0.0,44.0,0.0,44.0,0.0,0.0,0.0,1.0,0.0,44.0,0.0,44.0,0.0
49,1,3000,10,3391,3487,97,4,48.0,49.0,24.0,49.0,24.0,49.0,7.0,0.0,2.0,1.0,31.0,49.0,17.0,49.0
49,1,3000,11,3488,3522,35,2,10.0,25.0,10.0,25.0,10.0,25.0,0.0,0.0,1.0,1.0,10.0,25.0,10.0,25.0
49,1,3000,12,3523,3554,32,4,0.0,32.0,0.0,32.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,32.0
49,1,3000,13,3555,3607,53,3,29.0,24.0,29.0,24.0,29.0,24.0,0.0,0.0,1.0,1.0,29.0,24.0,29.0,24.0
49,1,3000,14,3608,3665,58,4,58.0,0.0,58.0,0.0,58.0,0.0,0.0,0.0,1.0,0.0,58.0,0.0,58.0,0.0
49,1,3000,15,3666,3708,43,3,43.0,0.0,43.0,0.0,43.0,0.0,0.0,0.0,1.0,0.0,43.0,0.0,43.0,0.0
49,1,3000,16,3709,3759,51,4,51.0,0.0,51.0,0.0,51.0,0.0,0.0,0.0,1.0,0.0,51.0,0.0,51.0,0.0
49,1,3000,17,3760,3890,131,3,131.0,0.0,131.0,0.0,131.0,0.0,0.0,0.0,1.0,0.0,131.0,0.0,131.0,0.0
49,1,3000,18,3891,3991,101,2,101.0,0.0,101.0,0.0,101.0,0.0,0.0,0.0,1.0,0.0,101.0,0.0,101.0,0.0
49,1,3000,19,3992,4093,102,3,102.0,0.0,102.0,0.0,102.0,0.0,0.0,0.0,1.0,0.0,102.0,0.0,102.0,0.0
49,1,3000,20,4094,4106,13,4,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,13.0,0.0
49,1,3000,21,4107,4123,17,3,17.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,17.0,0.0
49,1,3000,22,4124,4148,25,4,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,25.0,0.0
49,1,3000,23,4149,4166,18,3,8.0,10.0,8.0,10.0,8.0,10.0,0.0,0.0,1.0,1.0,8.0,10.0,8.0,10.0
49,1,3000,24,4167,4177,11,4,0.0,11.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,11.0
49,1,3000,25,4178,4216,39,2,0.0,39.0,0.0,39.0,0.0,39.0,0.0,0.0,0.0,1.0,0.0,39.0,0.0,39.0
49,1,3000,26,4217,4292,76,4,0.0,76.0,0.0,76.0,0.0,76.0,0.0,0.0,0.0,1.0,0.0,76.0,0.0,76.0
49,1,3000,27,4293,4359,67,1,23.0,44.0,23.0,44.0,23.0,44.0,0.0,0.0,1.0,1.0,23.0,44.0,23.0,44.0
49,1,3000,28,4360,4421,62,4,0.0,62.0,0.0,62.0,0.0,62.0,0.0,0.0,0.0,1.0,0.0,62.0,0.0,62.0
49,1,3000,29,4422,4455,34,1,0.0,34.0,0.0,34.0,0.0,34.0,0.0,0.0,0.0,1.0,0.0,34.0,0.0,34.0
49,1,3000,30,4456,4484,29,3,27.0,2.0,27.0,2.0,27.0,2.0,0.0,0.0,1.0,1.0,27.0,2.0,27.0,2.0
49,1,3000,31,4485,4552,68,4,30.0,38.0,15.0,38.0,15.0,38.0,7.0,0.0,2.0,1.0,22.0,38.0,8.0,38.0
49,1,3000,32,4553,4619,67,1,31.0,36.0,15.5,36.0,15.5,36.0,9.5,0.0,2.0,1.0,25.0,36.0,6.0,36.0
49,1,3000,33,4620,4647,28,4,28.0,0.0,28.0,0.0,28.0,0.0,0.0,0.0,1.0,0.0,28.0,0.0,28.0,0.0
49,1,3000,34,4648,4685,38,3,38.0,0.0,38.0,0.0,38.0,0.0,0.0,0.0,1.0,0.0,38.0,0.0,38.0,0.0
49,1,3000,35,4686,4716,31,2,31.0,0.0,31.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,31.0,0.0,31.0,0.0
49,1,3000,36,4717,4748,32,3,32.0,0.0,32.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,32.0,0.0
49,1,3000,37,4749,4853,105,2,105.0,0.0,105.0,0.0,105.0,0.0,0.0,0.0,1.0,0.0,105.0,0.0,105.0,0.0
49,1,3000,38,4854,4896,43,4,34.0,9.0,34.0,9.0,34.0,9.0,0.0,0.0,1.0,1.0,34.0,9.0,34.0,9.0
49,1,3000,39,4897,4932,36,2,0.0,36.0,0.0,36.0,0.0,36.0,0.0,0.0,0.0,1.0,0.0,36.0,0.0,36.0
49,1,3000,40,4933,4992,60,4,0.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,0.0,60.0,0.0,60.0
49,1,3000,41,4993,5042,50,2,13.0,37.0,13.0,18.5,13.0,18.5,0.0,17.5,1.0,2.0,13.0,36.0,13.0,1.0
49,1,3000,42,5043,5068,26,4,0.0,26.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,26.0
49,1,3000,43,5069,5098,30,3,0.0,30.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,30.0,0.0,30.0
49,1,3000,44,5099,5142,44,4,0.0,44.0,0.0,44.0,0.0,44.0,0.0,0.0,0.0,1.0,0.0,44.0,0.0,44.0
49,1,3000,45,5143,5200,58,3,0.0,58.0,0.0,58.0,0.0,58.0,0.0,0.0,0.0,1.0,0.0,58.0,0.0,58.0
49,1,3000,46,5201,5231,31,4,15.0,16.0,15.0,16.0,15.0,16.0,0.0,0.0,1.0,1.0,15.0,16.0,15.0,16.0
49,1,3000,47,5232,5246,15,3,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,15.0,0.0
49,1,3000,48,5247,5264,18,2,18.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,18.0,0.0
49,1,3000,49,5265,5273,9,4,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,9.0,0.0
49,1,3000,50,5274,5292,19,1,19.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,19.0,0.0
49,1,3000,51,5293,5317,25,4,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,25.0,0.0
49,1,3000,52,5318,5334,17,3,17.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,17.0,0.0
49,1,3000,53,5335,5398,64,1,64.0,0.0,64.0,0.0,64.0,0.0,0.0,0.0,1.0,0.0,64.0,0.0,64.0,0.0
49,1,3000,54,5399,5417,19,3,19.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,19.0,0.0
49,1,3000,55,5418,5426,9,4,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,9.0,0.0
49,1,3000,56,5427,5470,44,3,44.0,0.0,44.0,0.0,44.0,0.0,0.0,0.0,1.0,0.0,44.0,0.0,44.0,0.0
49,1,3000,57,5471,5493,23,4,23.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,23.0,0.0
49,1,3000,58,5494,5527,34,3,34.0,0.0,34.0,0.0,34.0,0.0,0.0,0.0,1.0,0.0,34.0,0.0,34.0,0.0
49,1,3000,59,5528,5564,37,1,37.0,0.0,37.0,0.0,37.0,0.0,0.0,0.0,1.0,0.0,37.0,0.0,37.0,0.0
49,1,3000,60,5565,5575,11,3,11.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,11.0,0.0
49,1,3000,61,5576,5633,58,4,58.0,0.0,58.0,0.0,58.0,0.0,0.0,0.0,1.0,0.0,58.0,0.0,58.0,0.0
49,1,3000,62,5634,5691,58,2,7.0,51.0,7.0,51.0,7.0,51.0,0.0,0.0,1.0,1.0,7.0,51.0,7.0,51.0
49,1,3000,63,5692,5775,84,4,25.0,59.0,25.0,59.0,25.0,59.0,0.0,0.0,1.0,1.0,25.0,59.0,25.0,59.0
49,1,3000,64,5776,5782,7,2,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,7.0,0.0
49,1,3000,65,5783,5819,37,4,2.0,35.0,2.0,35.0,2.0,35.0,0.0,0.0,1.0,1.0,2.0,35.0,2.0,35.0
49,1,3000,66,5820,5878,59,1,0.0,59.0,0.0,59.0,0.0,59.0,0.0,0.0,0.0,1.0,0.0,59.0,0.0,59.0
49,1,3000,67,5879,5974,96,4,63.0,33.0,63.0,33.0,63.0,33.0,0.0,0.0,1.0,1.0,63.0,33.0,63.0,33.0
49,1,3000,68,5975,5999,25,1,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,25.0,0.0
49,1,6000,0,6000,6009,10,1,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,10.0,0.0
49,1,6000,1,6010,6046,37,4,37.0,0.0,37.0,0.0,37.0,0.0,0.0,0.0,1.0,0.0,37.0,0.0,37.0,0.0
49,1,6000,2,6047,6063,17,1,16.0,1.0,16.0,1.0,16.0,1.0,0.0,0.0,1.0,1.0,16.0,1.0,16.0,1.0
49,1,6000,3,6064,6123,60,4,19.0,41.0,19.0,41.0,19.0,41.0,0.0,0.0,1.0,1.0,19.0,41.0,19.0,41.0
49,1,6000,4,6124,6156,33,2,16.0,17.0,16.0,17.0,16.0,17.0,0.0,0.0,1.0,1.0,16.0,17.0,16.0,17.0
49,1,6000,5,6157,6190,34,4,0.0,34.0,0.0,34.0,0.0,34.0,0.0,0.0,0.0,1.0,0.0,34.0,0.0,34.0
49,1,6000,6,6191,6222,32,1,0.0,32.0,0.0,32.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,32.0
49,1,6000,7,6223,6242,20,4,0.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,20.0
49,1,6000,8,6243,6267,25,1,0.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,25.0
49,1,6000,9,6268,6278,11,4,0.0,11.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,11.0
49,1,6000,10,6279,6305,27,1,0.0,27.0,0.0,27.0,0.0,27.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,27.0
49,1,6000,11,6306,6325,20,4,3.0,17.0,3.0,17.0,3.0,17.0,0.0,0.0,1.0,1.0,3.0,17.0,3.0,17.0
49,1,6000,12,6326,6371,46,3,46.0,0.0,46.0,0.0,46.0,0.0,0.0,0.0,1.0,0.0,46.0,0.0,46.0,0.0
49,1,6000,13,6372,6389,18,4,18.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,18.0,0.0
49,1,6000,14,6390,6410,21,2,21.0,0.0,21.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,21.0,0.0
49,1,6000,15,6411,6447,37,3,37.0,0.0,37.0,0.0,37.0,0.0,0.0,0.0,1.0,0.0,37.0,0.0,37.0,0.0
49,1,6000,16,6448,6454,7,4,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,7.0,0.0
49,1,6000,17,6455,6463,9,3,1.0,8.0,1.0,8.0,1.0,8.0,0.0,0.0,1.0,1.0,1.0,8.0,1.0,8.0
49,1,6000,18,6464,6522,59,4,27.0,32.0,27.0,32.0,27.0,32.0,0.0,0.0,1.0,1.0,27.0,32.0,27.0,32.0
49,1,6000,19,6523,6576,54,2,24.0,30.0,24.0,30.0,24.0,30.0,0.0,0.0,1.0,1.0,24.0,30.0,24.0,30.0
49,1,6000,20,6577,6610,34,1,0.0,34.0,0.0,34.0,0.0,34.0,0.0,0.0,0.0,1.0,0.0,34.0,0.0,34.0
49,1,6000,21,6611,6689,79,4,29.0,50.0,29.0,50.0,29.0,50.0,0.0,0.0,1.0,1.0,29.0,50.0,29.0,50.0
49,1,6000,22,6690,6718,29,2,29.0,0.0,29.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0,29.0,0.0,29.0,0.0
49,1,6000,23,6719,6794,76,3,76.0,0.0,76.0,0.0,76.0,0.0,0.0,0.0,1.0,0.0,76.0,0.0,76.0,0.0
49,1,6000,24,6795,6837,43,4,43.0,0.0,43.0,0.0,43.0,0.0,0.0,0.0,1.0,0.0,43.0,0.0,43.0,0.0
49,1,6000,25,6838,6864,27,3,27.0,0.0,27.0,0.0,27.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,27.0,0.0
49,1,6000,26,6865,6893,29,2,29.0,0.0,29.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0,29.0,0.0,29.0,0.0
49,1,6000,27,6894,6908,15,3,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,15.0,0.0
49,1,6000,28,6909,6931,23,4,20.0,3.0,20.0,3.0,20.0,3.0,0.0,0.0,1.0,1.0,20.0,3.0,20.0,3.0
49,1,6000,29,6932,6945,14,1,0.0,14.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,14.0
49,1,6000,30,6946,7000,55,4,0.0,55.0,0.0,55.0,0.0,55.0,0.0,0.0,0.0,1.0,0.0,55.0,0.0,55.0
49,1,6000,31,7001,7041,41,1,24.0,17.0,24.0,8.5,24.0,8.5,0.0,5.5,1.0,2.0,24.0,14.0,24.0,3.0
49,1,6000,32,7042,7065,24,4,0.0,24.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,24.0
49,1,6000,33,7066,7083,18,1,0.0,18.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,18.0
49,1,6000,34,7084,7109,26,3,0.0,26.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,26.0
49,1,6000,35,7110,7138,29,1,2.0,27.0,2.0,27.0,2.0,27.0,0.0,0.0,1.0,1.0,2.0,27.0,2.0,27.0
49,1,6000,36,7139,7164,26,4,26.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,26.0,0.0
49,1,6000,37,7165,7190,26,3,26.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,26.0,0.0
49,1,6000,38,7191,7212,22,4,22.0,0.0,22.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,22.0,0.0
49,1,6000,39,7213,7236,24,3,24.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,24.0,0.0
49,1,6000,40,7237,7262,26,2,26.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,26.0,0.0
49,1,6000,41,7263,7272,10,4,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,10.0,0.0
49,1,6000,42,7273,7287,15,3,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,15.0,0.0
49,1,6000,43,7288,7295,8,4,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,8.0,0.0
49,1,6000,44,7296,7319,24,3,24.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,24.0,0.0
49,1,6000,45,7320,7334,15,4,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,15.0,0.0
49,1,6000,46,7335,7382,48,2,48.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1.0,0.0,48.0,0.0,48.0,0.0
49,1,6000,47,7383,7390,8,4,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,8.0,0.0
49,1,6000,48,7391,7403,13,2,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,13.0,0.0
49,1,6000,49,7404,7433,30,4,30.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,30.0,0.0,30.0,0.0
49,1,6000,50,7434,7481,48,3,41.0,7.0,41.0,7.0,41.0,7.0,0.0,0.0,1.0,1.0,41.0,7.0,41.0,7.0
49,1,6000,51,7482,7661,180,4,43.0,137.0,43.0,68.5,43.0,68.5,0.0,20.5,1.0,2.0,43.0,89.0,43.0,48.0
49,1,6000,52,7662,7687,26,2,0.0,26.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,26.0
49,1,6000,53,7688,7756,69,1,0.0,69.0,0.0,69.0,0.0,69.0,0.0,0.0,0.0,1.0,0.0,69.0,0.0,69.0
49,1,6000,54,7757,7768,12,4,0.0,12.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,12.0
49,1,6000,55,7769,7855,87,1,0.0,87.0,0.0,87.0,0.0,87.0,0.0,0.0,0.0,1.0,0.0,87.0,0.0,87.0
49,1,6000,56,7856,7887,32,4,0.0,32.0,0.0,32.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,32.0
49,1,6000,57,7888,7912,25,1,0.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,25.0
49,1,6000,58,7913,7929,17,4,0.0,17.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,17.0
49,1,6000,59,7930,7971,42,1,0.0,42.0,0.0,42.0,0.0,42.0,0.0,0.0,0.0,1.0,0.0,42.0,0.0,42.0
49,1,6000,60,7972,8018,47,4,0.0,47.0,0.0,47.0,0.0,47.0,0.0,0.0,0.0,1.0,0.0,47.0,0.0,47.0
49,1,6000,61,8019,8038,20,1,0.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,20.0
49,1,6000,62,8039,8058,20,4,0.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,20.0
49,1,6000,63,8059,8069,11,1,0.0,11.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,11.0
49,1,6000,64,8070,8098,29,4,5.0,24.0,5.0,24.0,5.0,24.0,0.0,0.0,1.0,1.0,5.0,24.0,5.0,24.0
49,1,6000,65,8099,8131,33,1,33.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,1.0,0.0,33.0,0.0,33.0,0.0
49,1,6000,66,8132,8178,47,2,47.0,0.0,47.0,0.0,47.0,0.0,0.0,0.0,1.0,0.0,47.0,0.0,47.0,0.0
49,1,6000,67,8179,8241,63,4,63.0,0.0,63.0,0.0,63.0,0.0,0.0,0.0,1.0,0.0,63.0,0.0,63.0,0.0
49,1,6000,68,8242,8268,27,3,27.0,0.0,27.0,0.0,27.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,27.0,0.0
49,1,6000,69,8269,8328,60,2,60.0,0.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,0.0,60.0,0.0,60.0,0.0
49,1,6000,70,8329,8343,15,4,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,15.0,0.0
49,1,6000,71,8344,8422,79,3,79.0,0.0,79.0,0.0,79.0,0.0,0.0,0.0,1.0,0.0,79.0,0.0,79.0,0.0
49,1,6000,72,8423,8435,13,4,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,13.0,0.0
49,1,6000,73,8436,8467,32,3,32.0,0.0,32.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,32.0,0.0
49,1,6000,74,8468,8499,32,4,32.0,0.0,32.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,32.0,0.0
49,1,6000,75,8500,8515,16,3,16.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,16.0,0.0
49,1,6000,76,8516,8559,44,1,44.0,0.0,44.0,0.0,44.0,0.0,0.0,0.0,1.0,0.0,44.0,0.0,44.0,0.0
49,1,6000,77,8560,8610,51,2,51.0,0.0,51.0,0.0,51.0,0.0,0.0,0.0,1.0,0.0,51.0,0.0,51.0,0.0
49,1,6000,78,8611,8625,15,3,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,15.0,0.0
49,1,6000,79,8626,8638,13,4,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,13.0,0.0
49,1,6000,80,8639,8653,15,3,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,15.0,0.0
49,1,6000,81,8654,8704,51,2,51.0,0.0,51.0,0.0,51.0,0.0,0.0,0.0,1.0,0.0,51.0,0.0,51.0,0.0
49,1,6000,82,8705,8756,52,4,52.0,0.0,52.0,0.0,52.0,0.0,0.0,0.0,1.0,0.0,52.0,0.0,52.0,0.0
49,1,6000,83,8757,8834,78,2,78.0,0.0,78.0,0.0,78.0,0.0,0.0,0.0,1.0,0.0,78.0,0.0,78.0,0.0
49,1,6000,84,8835,8852,18,4,18.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,18.0,0.0
49,1,6000,85,8853,8869,17,1,17.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,17.0,0.0
49,1,6000,86,8870,8901,32,4,32.0,0.0,32.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,32.0,0.0
49,1,6000,87,8902,8919,18,2,18.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,18.0,0.0
49,1,6000,88,8920,8932,13,3,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,13.0,0.0
49,1,6000,89,8933,8951,19,4,19.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,19.0,0.0
49,1,6000,90,8952,8974,23,1,23.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,23.0,0.0
49,1,6000,91,8975,8999,25,4,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,25.0,0.0
49,2,0,0,0,40,41,4,41.0,0.0,41.0,0.0,41.0,0.0,0.0,0.0,1.0,0.0,41.0,0.0,41.0,0.0
49,2,0,1,41,64,24,2,24.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,24.0,0.0
49,2,0,2,65,150,86,4,86.0,0.0,86.0,0.0,86.0,0.0,0.0,0.0,1.0,0.0,86.0,0.0,86.0,0.0
49,2,0,3,151,198,48,2,48.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,1.0,0.0,48.0,0.0,48.0,0.0
49,2,0,4,199,230,32,4,32.0,0.0,32.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,32.0,0.0
49,2,0,5,231,375,145,2,145.0,0.0,145.0,0.0,145.0,0.0,0.0,0.0,1.0,0.0,145.0,0.0,145.0,0.0
49,2,0,6,376,401,26,4,26.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,26.0,0.0
49,2,0,7,402,567,166,2,166.0,0.0,166.0,0.0,166.0,0.0,0.0,0.0,1.0,0.0,166.0,0.0,166.0,0.0
49,2,0,8,568,584,17,4,17.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,17.0,0.0
49,2,0,9,585,682,98,2,98.0,0.0,98.0,0.0,98.0,0.0,0.0,0.0,1.0,0.0,98.0,0.0,98.0,0.0
49,2,0,10,683,706,24,4,24.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,24.0,0.0
49,2,0,11,707,958,252,2,252.0,0.0,252.0,0.0,252.0,0.0,0.0,0.0,1.0,0.0,252.0,0.0,252.0,0.0
49,2,0,12,959,1012,54,4,13.0,41.0,13.0,41.0,13.0,41.0,0.0,0.0,1.0,1.0,13.0,41.0,13.0,41.0
49,2,0,13,1013,1041,29,2,12.0,17.0,12.0,17.0,12.0,17.0,0.0,0.0,1.0,1.0,12.0,17.0,12.0,17.0
49,2,0,14,1042,1100,59,4,59.0,0.0,59.0,0.0,59.0,0.0,0.0,0.0,1.0,0.0,59.0,0.0,59.0,0.0
49,2,0,15,1101,1208,108,1,8.0,100.0,8.0,100.0,8.0,100.0,0.0,0.0,1.0,1.0,8.0,100.0,8.0,100.0
49,2,0,16,1209,1259,51,4,0.0,51.0,0.0,51.0,0.0,51.0,0.0,0.0,0.0,1.0,0.0,51.0,0.0,51.0
49,2,0,17,1260,1291,32,2,0.0,32.0,0.0,32.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,32.0
49,2,0,18,1292,1382,91,4,42.0,49.0,42.0,49.0,42.0,49.0,0.0,0.0,1.0,1.0,42.0,49.0,42.0,49.0
49,2,0,19,1383,1537,155,2,155.0,0.0,155.0,0.0,155.0,0.0,0.0,0.0,1.0,0.0,155.0,0.0,155.0,0.0
49,2,0,20,1538,1562,25,4,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,25.0,0.0
49,2,0,21,1563,1893,331,2,295.0,36.0,295.0,36.0,295.0,36.0,0.0,0.0,1.0,1.0,295.0,36.0,295.0,36.0
49,2,0,22,1894,1922,29,4,19.0,10.0,19.0,10.0,19.0,10.0,0.0,0.0,1.0,1.0,19.0,10.0,19.0,10.0
49,2,0,23,1923,1955,33,2,33.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,1.0,0.0,33.0,0.0,33.0,0.0
49,2,0,24,1956,1980,25,4,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,25.0,0.0
