0.000,17.000,1.000
17.000,310.000,4.000
310.000,325.000,2.000
325.000,335.000,4.000
335.000,367.000,3.000
367.000,394.000,4.000
394.000,407.000,1.000
407.000,571.000,4.000
571.000,597.000,2.000
597.000,813.000,1.000
813.000,828.000,4.000
828.000,900.000,1.000
900.000,1048.000,4.000
1048.000,1168.000,1.000
1168.000,1257.000,4.000
1257.000,1303.000,3.000
1303.000,1348.000,4.000
1348.000,1384.000,3.000
1384.000,1410.000,1.000
1410.000,1696.000,3.000
1696.000,1847.000,4.000
1847.000,2029.000,1.000
2029.000,2088.000,4.000
2088.000,2520.000,3.000
2520.000,2618.000,4.000
2618.000,2818.000,4.000
2818.000,3272.000,3.000
3272.000,3887.000,1.000
3887.000,4046.000,3.000
4046.000,4094.000,4.000
4094.000,4117.000,1.000
4117.000,4142.000,4.000
4142.000,4162.000,3.000
4162.000,4229.000,4.000
4229.000,4253.000,1.000
4253.000,4351.000,4.000
4351.000,4436.000,3.000
4436.000,4461.000,4.000
4461.000,4508.000,1.000
4508.000,4521.000,3.000
4521.000,4672.000,4.000
4672.000,4719.000,3.000
4719.000,4986.000,4.000
4986.000,5126.000,3.000
5126.000,5202.000,4.000
5202.000,5235.000,1.000
5235.000,5300.000,4.000
5300.000,5425.000,3.000
5425.000,5542.000,1.000
5542.000,5799.000,3.000
5799.000,5826.000,4.000
5826.000,5872.000,1.000
5872.000,5912.000,4.000
5912.000,6182.000,1.000
6182.000,6219.000,4.000
6219.000,6651.000,3.000
6651.000,6817.000,4.000
6817.000,6849.000,1.000
6849.000,6871.000,4.000
6871.000,6902.000,1.000
6902.000,6941.000,4.000
6941.000,6968.000,1.000
6968.000,7144.000,4.000
7144.000,7168.000,3.000
7168.000,7278.000,4.000
7278.000,7530.000,3.000
7530.000,7572.000,4.000
7572.000,7582.000,1.000
7582.000,7836.000,4.000
7836.000,8281.000,3.000
8281.000,8308.000,4.000
8308.000,8487.000,1.000
8487.000,8527.000,4.000
8527.000,8545.000,1.000
8545.000,8681.000,4.000
8681.000,8729.000,3.000
8729.000,8760.000,4.000
8760.000,8861.000,1.000
8861.000,8882.000,4.000
8882.000,9003.000,3.000
9003.000,9220.000,1.000
