0.000,17.000,1.000
17.000,39.000,4.000
39.000,75.000,3.000
75.000,84.000,2.000
84.000,107.000,4.000
107.000,133.000,2.000
133.000,217.000,4.000
217.000,240.000,2.000
240.000,285.000,4.000
285.000,311.000,2.000
311.000,425.000,4.000
425.000,449.000,2.000
449.000,466.000,4.000
466.000,481.000,3.000
481.000,510.000,4.000
510.000,521.000,1.000
521.000,598.000,2.000
598.000,627.000,4.000
627.000,655.000,1.000
655.000,680.000,4.000
680.000,716.000,2.000
716.000,734.000,4.000
734.000,790.000,2.000
790.000,806.000,4.000
806.000,818.000,1.000
818.000,837.000,4.000
837.000,851.000,4.000
851.000,897.000,2.000
897.000,920.000,4.000
920.000,976.000,2.000
976.000,1054.000,4.000
1054.000,1082.000,2.000
1082.000,1163.000,4.000
1163.000,1184.000,2.000
1184.000,1220.000,4.000
1220.000,1314.000,2.000
1314.000,1327.000,4.000
1327.000,1372.000,1.000
1372.000,1422.000,2.000
1422.000,1452.000,1.000
1452.000,1470.000,4.000
1470.000,1490.000,1.000
1490.000,1623.000,2.000
1623.000,1650.000,3.000
1650.000,1684.000,1.000
1684.000,1916.000,2.000
1916.000,1931.000,4.000
1931.000,1991.000,1.000
1991.000,2095.000,2.000
2095.000,2120.000,4.000
2120.000,2130.000,3.000
2130.000,2190.000,2.000
2190.000,2248.000,4.000
2248.000,2287.000,2.000
2287.000,2317.000,4.000
2317.000,2435.000,2.000
2435.000,2456.000,1.000
2456.000,2471.000,3.000
2471.000,2555.000,4.000
2555.000,2577.000,1.000
2577.000,2590.000,4.000
2590.000,2607.000,2.000
2607.000,2633.000,4.000
2633.000,2658.000,2.000
2658.000,2723.000,4.000
2723.000,2768.000,2.000
2768.000,2786.000,4.000
2786.000,2798.000,1.000
2798.000,2817.000,4.000
2817.000,2825.000,1.000
2825.000,2844.000,4.000
2844.000,2948.000,2.000
2948.000,2975.000,1.000
2975.000,2994.000,2.000
2994.000,3006.000,4.000
3006.000,3022.000,3.000
3022.000,3048.000,4.000
3048.000,3067.000,1.000
3067.000,3096.000,4.000
3096.000,3242.000,2.000
3242.000,3282.000,2.000
3282.000,3329.000,2.000
3329.000,3358.000,4.000
3358.000,3371.000,1.000
3371.000,3379.000,4.000
3379.000,3392.000,3.000
3392.000,3542.000,2.000
3542.000,3560.000,1.000
3560.000,3574.000,3.000
3574.000,3610.000,4.000
3610.000,3634.000,1.000
3634.000,3667.000,4.000
3667.000,3721.000,2.000
3721.000,3747.000,1.000
3747.000,3879.000,4.000
3879.000,3952.000,2.000
3952.000,4070.000,4.000
4070.000,4090.000,2.000
4090.000,4130.000,4.000
4130.000,4143.000,3.000
4143.000,4206.000,4.000
4206.000,4228.000,2.000
4228.000,4297.000,4.000
4297.000,4319.000,2.000
4319.000,4366.000,4.000
4366.000,4374.000,1.000
4374.000,4388.000,4.000
4388.000,4417.000,2.000
4417.000,4445.000,4.000
4445.000,4494.000,2.000
4494.000,4501.000,4.000
4501.000,4507.000,2.000
4507.000,4524.000,4.000
4524.000,4553.000,1.000
4553.000,4660.000,4.000
4660.000,4670.000,1.000
4670.000,4676.000,4.000
4676.000,4687.000,2.000
4687.000,4805.000,4.000
4805.000,4855.000,2.000
4855.000,4916.000,4.000
4916.000,5016.000,2.000
5016.000,5034.000,4.000
5034.000,5045.000,1.000
5045.000,5177.000,4.000
5177.000,5239.000,2.000
5239.000,5252.000,1.000
5252.000,5275.000,4.000
5275.000,5287.000,1.000
5287.000,5340.000,4.000
5340.000,5375.000,2.000
5375.000,5390.000,3.000
5390.000,5402.000,1.000
5402.000,5420.000,4.000
5420.000,5469.000,1.000
5469.000,5502.000,2.000
5502.000,5541.000,1.000
5541.000,5550.000,2.000
5550.000,5565.000,4.000
5565.000,5603.000,2.000
5603.000,5628.000,4.000
5628.000,5636.000,3.000
5636.000,5699.000,2.000
5699.000,5712.000,4.000
5712.000,5771.000,1.000
5771.000,5835.000,2.000
5835.000,5884.000,2.000
5884.000,5903.000,4.000
5903.000,5947.000,1.000
5947.000,5990.000,2.000
5990.000,6009.000,4.000
6009.000,6032.000,1.000
6032.000,6048.000,4.000
6048.000,6115.000,2.000
6115.000,6126.000,4.000
6126.000,6137.000,1.000
6137.000,6173.000,4.000
6173.000,6203.000,2.000
6203.000,6232.000,4.000
6232.000,6291.000,2.000
6291.000,6308.000,4.000
6308.000,6343.000,3.000
6343.000,6394.000,1.000
6394.000,6412.000,3.000
6412.000,6468.000,2.000
6468.000,6507.000,3.000
6507.000,6525.000,1.000
6525.000,6575.000,4.000
6575.000,6793.000,2.000
6793.000,6807.000,4.000
6807.000,6943.000,1.000
6943.000,7015.000,3.000
7015.000,7129.000,1.000
7129.000,7170.000,4.000
7170.000,7183.000,1.000
7183.000,7228.000,4.000
7228.000,7286.000,2.000
7286.000,7368.000,4.000
7368.000,7488.000,1.000
7488.000,7571.000,4.000
7571.000,7607.000,2.000
7607.000,7674.000,4.000
7674.000,7717.000,1.000
7717.000,7731.000,4.000
7731.000,7870.000,2.000
7870.000,7893.000,1.000
7893.000,7941.000,4.000
7941.000,8010.000,1.000
8010.000,8018.000,4.000
8018.000,8084.000,2.000
8084.000,8121.000,4.000
8121.000,8130.000,1.000
8130.000,8145.000,4.000
8145.000,8179.000,1.000
8179.000,8199.000,4.000
8199.000,8316.000,2.000
8316.000,8393.000,4.000
8393.000,8456.000,1.000
8456.000,8534.000,2.000
8534.000,8592.000,1.000
8592.000,8621.000,4.000
8621.000,8699.000,1.000
8699.000,8724.000,4.000
8724.000,8730.000,1.000
8730.000,8760.000,4.000
8760.000,8807.000,2.000
8807.000,8860.000,4.000
8860.000,8889.000,1.000
8889.000,8916.000,4.000
8916.000,9013.000,2.000
9013.000,9084.000,1.000
9084.000,9101.000,4.000
9101.000,9134.000,1.000
9134.000,9149.000,4.000
9149.000,9250.000,2.000
9250.000,9295.000,4.000
9295.000,9339.000,2.000
9339.000,9376.000,4.000
9376.000,9429.000,1.000
9429.000,9490.000,4.000
9490.000,9514.000,1.000
