0.000,54.000,1.000
54.000,74.000,3.000
74.000,361.000,1.000
361.000,426.000,3.000
426.000,1120.000,1.000
1120.000,1327.000,3.000
1327.000,1728.000,1.000
1728.000,1811.000,3.000
1811.000,2052.000,1.000
2052.000,2078.000,3.000
2078.000,2290.000,1.000
2290.000,2343.000,3.000
2343.000,2397.000,1.000
2397.000,2429.000,3.000
2429.000,2586.000,1.000
2586.000,2611.000,3.000
2611.000,3177.000,1.000
3177.000,3207.000,3.000
3207.000,3721.000,1.000
3721.000,3843.000,3.000
3843.000,4271.000,1.000
4271.000,4324.000,3.000
4324.000,4564.000,1.000
4564.000,4683.000,3.000
4683.000,4901.000,1.000
4901.000,5011.000,3.000
5011.000,5361.000,1.000
5361.000,5497.000,3.000
5497.000,5631.000,1.000
5631.000,5773.000,3.000
5773.000,6114.000,1.000
6114.000,6214.000,3.000
6214.000,6332.000,1.000
6332.000,6444.000,3.000
6444.000,6566.000,1.000
6566.000,6593.000,3.000
6593.000,6780.000,1.000
6780.000,6811.000,3.000
6811.000,6824.000,1.000
6824.000,6923.000,3.000
6923.000,7263.000,1.000
7263.000,7664.000,3.000
7664.000,7787.000,1.000
7787.000,7844.000,3.000
7844.000,7883.000,1.000
7883.000,8057.000,3.000
8057.000,8353.000,1.000
8353.000,8373.000,3.000
8373.000,8819.000,1.000
8819.000,8871.000,3.000
8871.000,8887.000,1.000
8887.000,8943.000,3.000
8943.000,8987.000,1.000
8987.000,9003.000,3.000
9003.000,9462.000,1.000
9462.000,9520.000,3.000
9520.000,9612.000,1.000
