Dyad,Cov,SectionStartTime,TalkID,Start,End,Duration,TalkType,S_Around_Overall_Time,S_Monitor_Overall_Time,S_Keyboard_Overall_Time,S_Face_Overall_Time,S_Around_Mean,S_Monitor_Mean,S_Keyboard_Mean,S_Face_Mean,S_NoFace_Mean,S_CompOnly_Mean,S_Around_Median,S_Monitor_Median,S_Keyboard_Median,S_Face_Median,S_NoFace_Median,S_CompOnly_Median,S_Around_PopularSD,S_Monitor_PopularSD,S_Keyboard_PopularSD,S_Face_PopularSD,S_NoFace_PopularSD,S_CompOnly_PopularSD,S_Around_Frequency,S_Monitor_Frequency,S_Keyboard_Frequency,S_Face_Frequency,S_NoFace_Frequency,S_CompOnly_Frequency,S_Around_Max,S_Monitor_Max,S_Keyboard_Max,S_Face_Max,S_NoFace_Max,S_CompOnly_Max,S_Around_Min,S_Monitor_Min,S_Keyboard_Min,S_Face_Min,S_NoFace_Min,S_CompOnly_Min,S_NoSpeak_Overall_Time,S_Typing_Overall_Time,S_Speaking_Overall_Time,S_SSS_Overall_Time,S_Hovering_Overall_Time,S_NoSpeak_Mean,S_Typing_Mean,S_Speaking_Mean,S_SSS_Mean,S_Hovering_Mean,S_Sound_Mean,S_NoSound_Mean,S_NoSpeak_Median,S_Typing_Median,S_Speaking_Median,S_SSS_Median,S_Hovering_Median,S_Sound_Median,S_NoSound_Median,S_NoSpeak_PopularSD,S_Typing_PopularSD,S_Speaking_PopularSD,S_SSS_PopularSD,S_Hovering_PopularSD,S_Sound_PopularSD,S_NoSound_PopularSD,S_NoSpeak_Frequency,S_Typing_Frequency,S_Speaking_Frequency,S_SSS_Frequency,S_Hovering_Frequency,S_Sound_Frequency,S_NoSound_Frequency,S_NoSpeak_Max,S_Typing_Max,S_Speaking_Max,S_SSS_Max,S_Hovering_Max,S_Sound_Max,S_NoSound_Max,S_NoSpeak_Min,S_Typing_Min,S_Speaking_Min,S_SSS_Min,S_Hovering_Min,S_Sound_Min,S_NoSound_Min
1,1,0,0,0,141,142,7,24.0,6.0,0.0,112.0,24.0,6.0,0.0,56.0,15.0,6.0,24.0,6.0,0.0,56.0,15.0,6.0,0.0,0.0,0.0,38.0,9.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,24.0,6.0,0.0,94.0,24.0,6.0,24.0,6.0,0.0,18.0,6.0,6.0,142.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,142.0,142.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,142.0,0.0,0.0,0.0,0.0,0.0,142.0,142.0,0.0,0.0,0.0,0.0,0.0,142.0
1,1,0,1,142,165,24,6,0.0,7.0,0.0,17.0,0.0,7.0,0.0,17.0,7.0,7.0,0.0,7.0,0.0,17.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,7.0,0.0,17.0,7.0,7.0,0.0,7.0,0.0,17.0,7.0,7.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0
1,1,0,2,166,404,239,7,5.0,22.0,0.0,212.0,5.0,11.0,0.0,53.0,9.0,11.0,5.0,11.0,0.0,14.0,5.0,11.0,0.0,6.0,0.0,73.437047870948632,5.6568542494923806,6.0,1.0,2.0,0.0,4.0,3.0,2.0,5.0,17.0,0.0,180.0,17.0,17.0,5.0,5.0,0.0,4.0,5.0,5.0,212.0,0.0,27.0,0.0,0.0,106.0,0.0,27.0,0.0,0.0,27.0,106.0,106.0,0.0,27.0,0.0,0.0,27.0,106.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,186.0,0.0,27.0,0.0,0.0,27.0,186.0,26.0,0.0,27.0,0.0,0.0,27.0,26.0
1,1,0,3,405,450,46,6,0.0,0.0,0.0,46.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,46.0
1,1,0,4,451,991,541,7,26.0,0.0,59.0,456.0,13.0,0.0,14.75,65.142857142857139,14.166666666666666,14.75,13.0,0.0,12.5,29.0,12.5,12.5,6.0,0.0,6.1796035471541373,64.432530762093805,6.1756691045496348,6.1796035471541373,2.0,0.0,4.0,7.0,6.0,4.0,19.0,0.0,25.0,195.0,25.0,25.0,7.0,0.0,9.0,9.0,7.0,9.0,461.0,0.0,80.0,0.0,0.0,230.5,0.0,80.0,0.0,0.0,80.0,230.5,230.5,0.0,80.0,0.0,0.0,80.0,230.5,195.5,0.0,0.0,0.0,0.0,0.0,195.5,2.0,0.0,1.0,0.0,0.0,1.0,2.0,426.0,0.0,80.0,0.0,0.0,80.0,426.0,35.0,0.0,80.0,0.0,0.0,80.0,35.0
1,1,0,5,992,1110,119,6,4.0,0.0,0.0,115.0,4.0,0.0,0.0,57.5,4.0,0.0,4.0,0.0,0.0,57.5,4.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,61.0,4.0,0.0,4.0,0.0,0.0,54.0,4.0,0.0,119.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,119.0,119.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,119.0,0.0,0.0,0.0,0.0,0.0,119.0,119.0,0.0,0.0,0.0,0.0,0.0,119.0
1,1,0,6,1111,1607,497,7,27.0,0.0,67.0,403.0,27.0,0.0,11.166666666666666,57.571428571428569,13.428571428571429,11.166666666666666,27.0,0.0,10.5,52.0,12.0,10.5,0.0,0.0,3.4359213546813838,46.870207237973808,6.3887656499993986,3.4359213546813838,1.0,0.0,6.0,7.0,7.0,6.0,27.0,0.0,16.0,161.0,27.0,16.0,27.0,0.0,7.0,9.0,7.0,7.0,384.0,0.0,113.0,0.0,0.0,192.0,0.0,113.0,0.0,0.0,113.0,192.0,192.0,0.0,113.0,0.0,0.0,113.0,192.0,181.0,0.0,0.0,0.0,0.0,0.0,181.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,373.0,0.0,113.0,0.0,0.0,113.0,373.0,11.0,0.0,113.0,0.0,0.0,113.0,11.0
1,1,0,7,1608,1713,106,6,0.0,0.0,53.0,53.0,0.0,0.0,53.0,53.0,53.0,53.0,0.0,0.0,53.0,53.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,53.0,53.0,53.0,53.0,0.0,0.0,53.0,53.0,53.0,53.0,106.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,106.0,106.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,106.0,0.0,0.0,0.0,0.0,0.0,106.0,106.0,0.0,0.0,0.0,0.0,0.0,106.0
1,1,0,8,1714,2248,535,7,28.0,22.0,214.0,271.0,14.0,11.0,42.799999999999997,54.200000000000003,52.799999999999997,47.200000000000003,14.0,11.0,34.0,21.0,47.0,34.0,1.0,3.0,31.883538072177625,76.122007330337794,31.921152861386442,31.644272783554371,2.0,2.0,5.0,5.0,5.0,5.0,15.0,14.0,102.0,206.0,102.0,102.0,13.0,8.0,9.0,8.0,9.0,9.0,535.0,0.0,0.0,0.0,0.0,535.0,0.0,0.0,0.0,0.0,0.0,535.0,535.0,0.0,0.0,0.0,0.0,0.0,535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,535.0,0.0,0.0,0.0,0.0,0.0,535.0,535.0,0.0,0.0,0.0,0.0,0.0,535.0
1,1,0,9,2249,2357,109,6,0.0,16.0,49.0,44.0,0.0,16.0,24.5,22.0,32.5,32.5,0.0,16.0,24.5,22.0,32.5,32.5,0.0,0.0,19.5,16.0,27.5,27.5,0.0,1.0,2.0,2.0,2.0,2.0,0.0,16.0,44.0,38.0,60.0,60.0,0.0,16.0,5.0,6.0,5.0,5.0,109.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,109.0,109.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,0.0,0.0,0.0,0.0,0.0,109.0,109.0,0.0,0.0,0.0,0.0,0.0,109.0
1,1,0,10,2358,2999,642,7,96.0,18.0,87.0,441.0,19.199999999999999,18.0,21.75,44.100000000000001,22.333333333333332,26.25,22.0,18.0,19.0,22.0,22.0,28.0,9.5999999999999996,0.0,10.709224995301948,51.562486363634562,11.065461781798554,11.519006033508273,5.0,1.0,4.0,10.0,9.0,4.0,31.0,18.0,39.0,163.0,39.0,39.0,7.0,18.0,10.0,4.0,7.0,10.0,412.0,0.0,230.0,0.0,0.0,206.0,0.0,230.0,0.0,0.0,230.0,206.0,206.0,0.0,230.0,0.0,0.0,230.0,206.0,195.0,0.0,0.0,0.0,0.0,0.0,195.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,401.0,0.0,230.0,0.0,0.0,230.0,401.0,11.0,0.0,230.0,0.0,0.0,230.0,11.0
1,1,3000,0,3000,3296,297,7,104.0,21.0,60.0,112.0,52.0,21.0,30.0,22.399999999999999,46.25,40.5,52.0,21.0,30.0,17.0,40.5,40.5,39.0,0.0,6.0,9.0022219479415195,30.490777294126168,16.5,2.0,1.0,2.0,5.0,4.0,2.0,91.0,21.0,36.0,38.0,91.0,57.0,13.0,21.0,24.0,14.0,13.0,24.0,297.0,0.0,0.0,0.0,0.0,297.0,0.0,0.0,0.0,0.0,0.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,297.0,0.0,0.0,0.0,0.0,0.0,297.0,297.0,0.0,0.0,0.0,0.0,0.0,297.0
1,1,3000,1,3297,3499,203,6,0.0,31.0,9.0,163.0,0.0,31.0,9.0,54.333333333333336,20.0,20.0,0.0,31.0,9.0,32.0,20.0,20.0,0.0,0.0,0.0,44.917207788948275,11.0,11.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,31.0,9.0,117.0,31.0,31.0,0.0,31.0,9.0,14.0,9.0,9.0,203.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,203.0,203.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,203.0,0.0,0.0,0.0,0.0,0.0,203.0,203.0,0.0,0.0,0.0,0.0,0.0,203.0
1,1,3000,2,3500,3748,249,7,16.0,15.0,12.0,206.0,16.0,15.0,12.0,51.5,14.333333333333334,13.5,16.0,15.0,12.0,49.5,15.0,13.5,0.0,0.0,0.0,45.091573492172571,1.699673171197595,1.5,1.0,1.0,1.0,4.0,3.0,2.0,16.0,15.0,12.0,105.0,16.0,15.0,16.0,15.0,12.0,2.0,12.0,12.0,125.0,0.0,124.0,0.0,0.0,62.5,0.0,124.0,0.0,0.0,124.0,62.5,62.5,0.0,124.0,0.0,0.0,124.0,62.5,35.5,0.0,0.0,0.0,0.0,0.0,35.5,2.0,0.0,1.0,0.0,0.0,1.0,2.0,98.0,0.0,124.0,0.0,0.0,124.0,98.0,27.0,0.0,124.0,0.0,0.0,124.0,27.0
1,1,3000,3,3749,3787,39,6,0.0,0.0,15.0,24.0,0.0,0.0,15.0,12.0,15.0,15.0,0.0,0.0,15.0,12.0,15.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,15.0,16.0,15.0,15.0,0.0,0.0,15.0,8.0,15.0,15.0,39.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,39.0
1,1,3000,4,3788,3952,165,7,0.0,23.0,29.0,113.0,0.0,23.0,29.0,37.666666666666664,26.0,26.0,0.0,23.0,29.0,18.0,26.0,26.0,0.0,0.0,0.0,38.904441334577157,3.0,3.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,23.0,29.0,92.0,29.0,29.0,0.0,23.0,29.0,3.0,23.0,23.0,165.0,0.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0
1,1,3000,5,3953,4013,61,6,0.0,0.0,0.0,61.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,61.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,61.0
1,1,3000,6,4014,4133,120,7,25.0,0.0,28.0,67.0,25.0,0.0,28.0,22.333333333333332,26.5,28.0,25.0,0.0,28.0,16.0,26.5,28.0,0.0,0.0,0.0,20.499322482029061,1.5,0.0,1.0,0.0,1.0,3.0,2.0,1.0,25.0,0.0,28.0,50.0,28.0,28.0,25.0,0.0,28.0,1.0,25.0,28.0,89.0,0.0,31.0,0.0,0.0,44.5,0.0,31.0,0.0,0.0,31.0,44.5,44.5,0.0,31.0,0.0,0.0,31.0,44.5,12.5,0.0,0.0,0.0,0.0,0.0,12.5,2.0,0.0,1.0,0.0,0.0,1.0,2.0,57.0,0.0,31.0,0.0,0.0,31.0,57.0,32.0,0.0,31.0,0.0,0.0,31.0,32.0
1,1,3000,7,4134,4187,54,6,0.0,12.0,16.0,26.0,0.0,12.0,16.0,8.6666666666666661,14.0,14.0,0.0,12.0,16.0,9.0,14.0,14.0,0.0,0.0,0.0,2.8674417556808756,2.0,2.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,12.0,16.0,12.0,16.0,16.0,0.0,12.0,16.0,5.0,12.0,12.0,54.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54.0
1,1,3000,8,4188,4389,202,7,8.0,0.0,2.0,192.0,8.0,0.0,2.0,96.0,5.0,2.0,8.0,0.0,2.0,96.0,5.0,2.0,0.0,0.0,0.0,83.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,8.0,0.0,2.0,179.0,8.0,2.0,8.0,0.0,2.0,13.0,2.0,2.0,186.0,0.0,16.0,0.0,0.0,93.0,0.0,16.0,0.0,0.0,16.0,93.0,93.0,0.0,16.0,0.0,0.0,16.0,93.0,58.0,0.0,0.0,0.0,0.0,0.0,58.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,151.0,0.0,16.0,0.0,0.0,16.0,151.0,35.0,0.0,16.0,0.0,0.0,16.0,35.0
1,1,3000,9,4390,4432,43,6,0.0,0.0,41.0,2.0,0.0,0.0,41.0,2.0,41.0,41.0,0.0,0.0,41.0,2.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,41.0,2.0,41.0,41.0,0.0,0.0,41.0,2.0,41.0,41.0,43.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,43.0
1,1,3000,10,4433,5141,709,7,125.0,52.0,89.0,443.0,25.0,17.333333333333332,29.666666666666668,49.222222222222221,29.555555555555557,23.5,24.0,14.0,16.0,56.0,29.0,15.0,8.7635609200826572,8.4983658559879753,22.954060400915758,23.873638543044724,14.945167268764777,18.373440976946405,5.0,3.0,3.0,9.0,9.0,6.0,39.0,29.0,62.0,86.0,62.0,62.0,16.0,9.0,11.0,13.0,9.0,9.0,629.0,0.0,80.0,0.0,0.0,209.66666666666666,0.0,40.0,0.0,0.0,40.0,209.66666666666666,56.0,0.0,40.0,0.0,0.0,40.0,56.0,218.02497308539887,0.0,22.0,0.0,0.0,22.0,218.02497308539887,3.0,0.0,2.0,0.0,0.0,2.0,3.0,518.0,0.0,62.0,0.0,0.0,62.0,518.0,55.0,0.0,18.0,0.0,0.0,18.0,55.0
1,1,3000,11,5142,5251,110,6,22.0,0.0,0.0,88.0,22.0,0.0,0.0,88.0,22.0,0.0,22.0,0.0,0.0,88.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,0.0,88.0,22.0,0.0,22.0,0.0,0.0,88.0,22.0,0.0,110.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,110.0,0.0,0.0,0.0,0.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,110.0
1,1,3000,12,5252,5999,748,7,100.0,90.0,85.0,473.0,33.333333333333336,22.5,42.5,47.299999999999997,30.555555555555557,29.166666666666668,31.0,24.5,42.5,16.0,29.0,24.5,22.514193054357708,8.3216584885466194,30.5,59.523188758667835,21.669800343186832,21.098314835286939,3.0,4.0,2.0,10.0,9.0,6.0,62.0,31.0,73.0,167.0,73.0,73.0,7.0,10.0,12.0,7.0,7.0,10.0,580.0,0.0,168.0,0.0,0.0,193.33333333333334,0.0,84.0,0.0,0.0,84.0,193.33333333333334,90.0,0.0,84.0,0.0,0.0,84.0,90.0,166.32765521370428,0.0,26.0,0.0,0.0,26.0,166.32765521370428,3.0,0.0,2.0,0.0,0.0,2.0,3.0,428.0,0.0,110.0,0.0,0.0,110.0,428.0,62.0,0.0,58.0,0.0,0.0,58.0,62.0
1,1,6000,0,6000,6279,280,7,99.0,10.0,63.0,108.0,24.75,10.0,21.0,21.600000000000001,34.399999999999999,18.25,25.0,10.0,20.0,18.0,37.0,15.0,13.863170633011771,0.0,13.490737563232042,9.8508882848198009,18.106352476410038,12.616952880945542,4.0,1.0,3.0,5.0,5.0,4.0,40.0,10.0,38.0,40.0,61.0,38.0,9.0,10.0,5.0,11.0,5.0,5.0,280.0,0.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,280.0,280.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,280.0,0.0,0.0,0.0,0.0,0.0,280.0,280.0,0.0,0.0,0.0,0.0,0.0,280.0
1,1,6000,1,6280,6463,184,6,0.0,109.0,25.0,50.0,0.0,54.5,25.0,25.0,44.666666666666664,44.666666666666664,0.0,54.5,25.0,25.0,25.0,25.0,0.0,49.5,0.0,14.0,42.742120781366111,42.742120781366111,0.0,2.0,1.0,2.0,3.0,3.0,0.0,104.0,25.0,39.0,104.0,104.0,0.0,5.0,25.0,11.0,5.0,5.0,184.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,184.0,184.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,184.0,0.0,0.0,0.0,0.0,0.0,184.0,184.0,0.0,0.0,0.0,0.0,0.0,184.0
1,1,6000,2,6464,6776,313,7,0.0,2.0,0.0,311.0,0.0,2.0,0.0,311.0,2.0,2.0,0.0,2.0,0.0,311.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,311.0,2.0,2.0,0.0,2.0,0.0,311.0,2.0,2.0,93.0,0.0,220.0,0.0,0.0,46.5,0.0,220.0,0.0,0.0,220.0,46.5,46.5,0.0,220.0,0.0,0.0,220.0,46.5,21.5,0.0,0.0,0.0,0.0,0.0,21.5,2.0,0.0,1.0,0.0,0.0,1.0,2.0,68.0,0.0,220.0,0.0,0.0,220.0,68.0,25.0,0.0,220.0,0.0,0.0,220.0,25.0
1,1,6000,3,6777,6810,34,6,0.0,0.0,0.0,34.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,34.0
1,1,6000,4,6811,7464,654,7,76.0,0.0,90.0,488.0,15.199999999999999,0.0,18.0,44.363636363636367,16.600000000000001,18.0,15.0,0.0,16.0,31.0,15.5,16.0,8.1829090181915145,0.0,7.6157731058639087,37.024003828653271,8.0274528961557916,7.6157731058639087,5.0,0.0,5.0,11.0,10.0,5.0,29.0,0.0,28.0,135.0,29.0,28.0,6.0,0.0,7.0,8.0,6.0,7.0,654.0,0.0,0.0,0.0,0.0,654.0,0.0,0.0,0.0,0.0,0.0,654.0,654.0,0.0,0.0,0.0,0.0,0.0,654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,654.0,0.0,0.0,0.0,0.0,0.0,654.0,654.0,0.0,0.0,0.0,0.0,0.0,654.0
1,1,6000,5,7465,7634,170,6,19.0,16.0,23.0,112.0,19.0,8.0,23.0,37.333333333333336,29.0,39.0,19.0,8.0,23.0,17.0,29.0,39.0,0.0,1.0,0.0,37.56180092712394,10.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,19.0,9.0,23.0,90.0,39.0,39.0,19.0,7.0,23.0,5.0,19.0,39.0,170.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,170.0,170.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,0.0,0.0,0.0,0.0,0.0,170.0,170.0,0.0,0.0,0.0,0.0,0.0,170.0
1,1,6000,6,7635,8024,390,7,24.0,0.0,0.0,366.0,12.0,0.0,0.0,122.0,12.0,0.0,12.0,0.0,0.0,170.0,12.0,0.0,2.0,0.0,0.0,68.590572724439809,2.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,14.0,0.0,0.0,171.0,14.0,0.0,10.0,0.0,0.0,25.0,10.0,0.0,160.0,0.0,230.0,0.0,0.0,53.333333333333336,0.0,115.0,0.0,0.0,115.0,53.333333333333336,69.0,0.0,115.0,0.0,0.0,115.0,69.0,25.037749277618563,0.0,89.0,0.0,0.0,89.0,25.037749277618563,3.0,0.0,2.0,0.0,0.0,2.0,3.0,73.0,0.0,204.0,0.0,0.0,204.0,73.0,18.0,0.0,26.0,0.0,0.0,26.0,18.0
1,1,6000,7,8025,8073,49,6,0.0,0.0,9.0,40.0,0.0,0.0,9.0,20.0,9.0,9.0,0.0,0.0,9.0,20.0,9.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,9.0,23.0,9.0,9.0,0.0,0.0,9.0,17.0,9.0,9.0,49.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,49.0
1,1,6000,8,8074,8256,183,7,44.0,0.0,0.0,139.0,22.0,0.0,0.0,69.5,22.0,0.0,22.0,0.0,0.0,69.5,22.0,0.0,13.0,0.0,0.0,52.5,13.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,35.0,0.0,0.0,122.0,35.0,0.0,9.0,0.0,0.0,17.0,9.0,0.0,183.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,183.0,183.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,183.0,0.0,0.0,0.0,0.0,0.0,183.0,183.0,0.0,0.0,0.0,0.0,0.0,183.0
1,1,6000,9,8257,8297,41,6,0.0,0.0,41.0,0.0,0.0,0.0,41.0,0.0,41.0,41.0,0.0,0.0,41.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,41.0,0.0,41.0,41.0,0.0,0.0,41.0,0.0,41.0,41.0,41.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0
