"","Effort","Irritated","Patient","Interested","Responsible","Responsive","Pat_Resposoble"
"around",0.811981362350578,0.364946726233322,0.165860800380794,0.0950458738451944,0.0249960257702217,0.174493805718177,0.0155045759398517
"monitor",0.431772010044578,0.921944243934481,0.718075346767458,0.535990983326794,0.589400155070341,0.882495280549531,0.913491254339075
"keyboard",0.227176155873864,0.875968010005064,0.884658865743872,0.363858650256998,0.190183747525548,0.794806596862088,0.340996262770249
"face",0.959391072056263,0.249882631351281,0.0621885322496843,0.12332113833699,0.00291684106089135,0.131152236522047,0.00114352364813781
"comp_only",0.735496711547876,0.82402829160164,0.654296847149013,0.817624632342639,0.519287482782619,0.926099052045876,0.468784291356768
"no_face",0.959391072056263,0.24988263135128,0.0621885322496843,0.12332113833699,0.00291684106089135,0.131152236522047,0.00114352364813781
"body_only",0.527078903824359,0.315242731661348,0.141843731640377,0.329404205392324,0.00126492552028446,0.126866301570049,0.00178344172287609
"s_speak",0.0905414525784634,0.565650363494449,0.723470945356207,0.354359412681843,0.0628763997885948,0.51907743966349,0.146853683782917
"power",0.848198008418856,0.716945545051711,0.371970942893957,0.313133842864668,0.386739842256309,0.2520129514528,0.241273132131363
"enunciated",0.350709974680007,0.648154900361563,0.168905308589016,0.341477425517304,0.0974868301317074,0.41528054992779,0.881339380817062
"chillness",0.454144216010065,0.808931346047078,0.83491321923461,0.990322852644937,0.945997692812936,0.505464523339082,0.853148831400298
"presence",0.685643384557821,0.620844654656563,0.142509200896969,0.140483395721414,0.111215699614683,0.343579323545285,0.0407114594370955
"motherease",0.0753391181866596,0.900461800051758,0.225322012785209,0.0989831084672803,0.800986421057378,0.129020780520838,0.51504889598674
"calmness",0.108155526113163,0.875001512749424,0.644266489954389,0.38587145587033,0.836928812537385,0.18271869287013,0.859332666721921
"dominance",0.863656582189028,0.22762152910176,0.0394084583620168,0.0168552931696005,0.412673116876156,0.389000768349936,0.0534822471771858
"responsivity",0.479650781309581,0.360745668810014,0.32516410460001,0.124613242151694,0.976322491344439,0.0759574573951175,0.494613007519565
