"","Effort","Irritated","Patient","Interested","Responsible","Responsive"
"around",0.811981362350578,0.364946726233322,0.165860800380794,0.0950458738451944,0.0249960257702217,0.174493805718177
"monitor",0.431772010044578,0.921944243934481,0.718075346767458,0.535990983326794,0.589400155070341,0.882495280549531
"keyboard",0.227176155873864,0.875968010005064,0.884658865743872,0.363858650256998,0.190183747525548,0.794806596862088
"face",0.959391072056263,0.249882631351281,0.0621885322496843,0.12332113833699,0.00291684106089135,0.131152236522047
"comp_only",0.735496711547876,0.82402829160164,0.654296847149013,0.817624632342639,0.519287482782619,0.926099052045876
"no_face",0.959391072056263,0.24988263135128,0.0621885322496843,0.12332113833699,0.00291684106089135,0.131152236522047
"body_only",0.527078903824359,0.315242731661348,0.141843731640377,0.329404205392324,0.00126492552028446,0.126866301570049
"s_speak",0.0905414525784634,0.565650363494449,0.723470945356207,0.354359412681843,0.0628763997885948,0.51907743966349
