"","Effort","Irritated","Patient","Interested","Responsible","Responsive","Pat_Resposoble"
"around",0.486503620139378,0.302835369624206,0.0314906203433441,0.105966416342032,0.0370371040473985,0.244353620637919,0.00425770371849195
"monitor",0.334006660330573,0.77957647775452,0.869700398108733,0.849451696166861,0.570185761865167,0.767166737085295,0.650618932887851
"keyboard",0.570317910026489,0.0106601366969381,0.643490405683154,0.12314832616006,0.75640647405721,0.502151736241946,0.869215141157248
"face",0.288234605425268,0.537082402346035,0.0431513524096321,0.511750785952767,0.00335279539645781,0.641867421304675,0.00108291714539223
"comp_only",0.711519000770729,0.0535800771507247,0.80006745508026,0.247403425498368,0.437785602768627,0.397866650904544,0.793503125888965
"no_face",0.288234605425268,0.537082402346035,0.0431513524096321,0.511750785952767,0.00335279539645781,0.641867421304675,0.00108291714539223
"body_only",0.784914824670272,0.430718753516915,0.0774863540615401,0.636016436465026,0.0223137422838191,0.511133366716285,0.00740635102322336
"s_speak",0.392986496239864,0.330102653382141,0.578342508379817,0.44549235482626,0.0120756445363855,0.609373380938593,0.0621019942126175
"power",0.222368355181828,0.229034700314234,0.229038363729964,0.23982518813772,0.348084219395137,0.419455055370975,0.727403080733469
"enunciated",0.457956854984951,0.852228889696989,0.470452782229915,0.877410944775734,0.264124324645007,0.818907692601874,0.912896147306687
"chillness",0.801847983733415,0.922851618987309,0.712830652597876,0.270754610763226,0.420400622096495,0.0365907693795968,0.456857934732049
"presence",0.469493323514655,0.246761333925294,0.0241561069240734,0.0176096138482507,2.49209386829475e-05,0.186953091123325,2.46114593378644e-05
"motherease",0.58583567214523,0.311489211984275,0.776859281523067,0.524718386616019,0.429695822406843,0.540119984247449,0.502054393837581
"calmness",0.00726522234578791,0.665904490042505,0.264320384378744,0.354974267829304,0.317646794214613,0.302940850256849,0.802815603516384
"dominance",0.663472135621184,0.0559247980854147,0.18993441122288,0.450416428263389,1.5807014069763e-05,0.121944555121466,0.000520313835353883
"responsivity",0.719291259762795,0.877998898495115,0.100717528604486,0.201838339043734,0.126377119389703,0.414730319483823,0.0330899091208098
