"","Effort","Irritated","Patient","Interested","Responsible","Responsive"
"around",0.0164622137587735,0.129744369285387,0.00203854821376252,0.317382205284291,0.0916315799954754,0.0233515161041327
"monitor",0.536240986160394,0.545443222782759,0.0813584132881319,0.37799001572631,0.654148827544132,0.0473630951034412
"keyboard",0.714664188545541,0.729143555113026,0.287767969657079,0.0752207055722703,0.389884189757725,0.410445949716596
"face",0.015622636836718,0.204015400727732,0.0078978761586559,0.895394668372546,0.125578240906029,0.0172227101398312
"comp_only",0.390107022541233,0.83664779082995,0.599460685642251,0.407580114267679,0.698818643735776,0.347905253628783
"no_face",0.015622636836718,0.204015400727731,0.00789787615865588,0.895394668372546,0.125578240906029,0.0172227101398312
"body_only",0.0148035129422719,0.28485577333965,0.0661504935595189,0.612106873051584,0.0271656885759899,0.179937278284474
"s_speak",0.136756591647692,0.298146565931559,0.441926892944362,0.746658256892568,0.866360908862323,0.357778583324523
