"","Effort","Irritated","Patient","Interested","Responsible","Responsive","Pat_Resposoble"
"around",0.699873558874783,1.03848201405191,-2.19761425065367,-1.63902652028987,-2.12845079028024,-1.17465481864813,-2.96097701539856
"monitor",0.973311767826075,0.281016985774668,-0.164678461428041,-0.190564585092073,-0.570633672349468,0.297305900034911,-0.45497694457537
"keyboard",-0.570481727041637,-2.62839231514458,0.464960143751919,1.56167010772999,-0.311494594801389,0.674812969526148,0.16529744054363
"face",-1.07076592969389,0.620474129043058,2.06197334861801,0.659686087737731,3.04379189991559,0.467239596067365,3.41863421033371
"comp_only",0.371438469199496,-1.96538547707507,0.254283072093551,1.16701525373585,-0.780673576386756,0.850963232231823,-0.262826367569672
"no_face",1.07076592969389,-0.620474129043058,-2.06197334861801,-0.659686087737731,-3.04379189991559,-0.467239596067365,-3.41863421033371
"body_only",-0.274050535717524,0.792828199939736,1.79342495377818,0.4754777358178,2.34006899252347,0.660654457781326,2.76334657204992
"s_speak",0.859933219166399,0.981148199891423,0.558574291308265,0.767549215448808,2.58117755255106,0.513418080511026,1.89776615792305
"power",1.23205112008644,1.21410354868904,-1.21409388933029,-1.18612564601633,0.945042377076328,-0.812448772808688,-0.350067051853677
"enunciated",-0.74666704188185,-0.187006915770101,-0.725922422151524,0.154851542564979,1.12628313258631,0.229864884084018,0.109806359648145
"chillness",0.251984649400108,-0.097213299180859,0.369644711493761,1.11063682405254,0.810789625184074,2.13366900516686,0.748432929897463
"presence",-0.727563766892885,1.16861801732414,2.30776226449803,2.43483645057939,4.53496801146278,1.33349640380394,4.53843040706336
"motherease",-0.5476094091919,-1.01992281034339,0.284576942826718,-0.639488975748178,0.794597346720774,0.615837279486912,0.674967163069519
"calmness",-2.77172207303233,0.433722370362722,1.12581652239765,0.931530567452318,-1.00692807090289,1.03825364649837,0.250712049982628
"dominance",0.437121426467067,1.94591693888865,1.32441165235325,0.75923292799513,4.66036816020726,1.5667970978043,3.64939715280861
"responsivity",-0.360971581784635,0.154102843185717,1.66467964577642,1.2891718889815,1.54811322416732,0.820773012533356,2.17664358274262
