"","Group.1","Duration","TalkType","S_Around_Overall_Time","S_Monitor_Overall_Time","S_Keyboard_Overall_Time","S_Face_Overall_Time","S_Around_Mean","S_Monitor_Mean","S_Keyboard_Mean","S_Face_Mean","S_NoFace_Mean","S_CompOnly_Mean","S_BodyOnly_Mean","S_Around_Median","S_Monitor_Median","S_Keyboard_Median","S_Face_Median","S_NoFace_Median","S_CompOnly_Median","S_BodyOnly_Median","S_Around_PopularSD","S_Monitor_PopularSD","S_Keyboard_PopularSD","S_Face_PopularSD","S_NoFace_PopularSD","S_CompOnly_PopularSD","S_BodyOnly_PopularSD","S_Around_Frequency","S_Monitor_Frequency","S_Keyboard_Frequency","S_Face_Frequency","S_NoFace_Frequency","S_CompOnly_Frequency","S_BodyOnly_Frequency","S_Around_Max","S_Monitor_Max","S_Keyboard_Max","S_Face_Max","S_NoFace_Max","S_CompOnly_Max","S_BodyOnly_Max","S_Around_Min","S_Monitor_Min","S_Keyboard_Min","S_Face_Min","S_NoFace_Min","S_CompOnly_Min","S_BodyOnly_Min","S_NoSpeak_Overall_Time","S_Typing_Overall_Time","S_Speaking_Overall_Time","S_SSS_Overall_Time","S_Hovering_Overall_Time","S_NoSpeak_Mean","S_Typing_Mean","S_Speaking_Mean","S_SSS_Mean","S_Hovering_Mean","S_Sound_Mean","S_NoSound_Mean","S_NoSpeak_Median","S_Typing_Median","S_Speaking_Median","S_SSS_Median","S_Hovering_Median","S_Sound_Median","S_NoSound_Median","S_NoSpeak_PopularSD","S_Typing_PopularSD","S_Speaking_PopularSD","S_SSS_PopularSD","S_Hovering_PopularSD","S_Sound_PopularSD","S_NoSound_PopularSD","S_NoSpeak_Frequency","S_Typing_Frequency","S_Speaking_Frequency","S_SSS_Frequency","S_Hovering_Frequency","S_Sound_Frequency","S_NoSound_Frequency","S_NoSpeak_Max","S_Typing_Max","S_Speaking_Max","S_SSS_Max","S_Hovering_Max","S_Sound_Max","S_NoSound_Max","S_NoSpeak_Min","S_Typing_Min","S_Speaking_Min","S_SSS_Min","S_Hovering_Min","S_Sound_Min","S_NoSound_Min","S_CompOnly_Overall_Time","S_NoFace_Overall_Time","S_BodyOnly_Overall_Time"
"1",1,2193.25,2,1252,68.75,61.75,810.75,153.532196969697,12.0277777777778,39.8125,75.3422619047619,139.595695970696,40.2192307692308,85.5266025641026,112,10,38.125,51.125,110.375,38.75,58.75,167.445951253566,5.25383586603815,5.52316832203826,65.3486434252792,154.929659775966,5.42102731539291,77.3523109710016,7.75,3.25,2,11.5,10.75,5.25,10.75,585,22,48.5,208.5,621,50.5,237,29.75,5.75,34.5,10.25,21.5,34,12.5,1895.25,0,298,0,0,671.458333333333,0,119.6875,0,0,119.6875,671.458333333333,357.625,0,117,0,0,117,357.625,748.798182741671,0,58.8798691101612,0,0,58.8798691101612,748.798182741671,3,0,2,0,0,2,3,1709.75,0,190.75,0,0,190.75,1709.75,85.5,0,54,0,0,54,85.5,130.5,1382.5,879.5
"2",3,1175.33333333333,2,466.833333333333,546.333333333333,56.6666666666667,105.5,67.5344576719577,76.8036616161616,32.5555555555556,29.0972222222222,223.136111111111,72.7049663299663,31.9261904761905,57.1666666666667,57.8333333333333,31.6666666666667,26.0833333333333,167.25,56.75,28.6666666666667,40.9085090148077,49.0670640176513,3.19814956546104,15.46168942375,201.064930885495,52.9756069336632,16.9343786808783,7.33333333333333,7.66666666666667,1.66666666666667,4,4.83333333333333,8.66666666666667,5.16666666666667,131,157.333333333333,36.8333333333333,49.6666666666667,547.333333333333,168.666666666667,59.5,15.5,19.1666666666667,29.1666666666667,12.8333333333333,37.5,14,13.3333333333333,1077.33333333333,0,98,0,0,554.333333333333,0,72.1666666666667,0,0,72.1666666666667,554.333333333333,463.833333333333,0,72.1666666666667,0,0,72.1666666666667,463.833333333333,400.045272246693,0,12.1666666666667,0,0,12.1666666666667,400.045272246693,2.16666666666667,0,1.33333333333333,0,0,1.33333333333333,2.16666666666667,1016.5,0,84.3333333333333,0,0,84.3333333333333,1016.5,182.666666666667,0,60,0,0,60,182.666666666667,603,1069.83333333333,651.833333333333
"3",5,1118.28571428571,2,218,516.285714285714,60.5714285714286,323.428571428571,47.6888888888889,77.7897959183673,26.0238095238095,53.1081632653061,109.710204081633,88.3272108843537,60.7327097505669,34,59.5,26.0714285714286,34.6428571428571,67.6428571428571,73.2142857142857,43.5714285714286,38.0206343196509,72.5306229249187,4.29596984579583,45.7543739090486,135.639181208521,73.9833331616959,46.7995358199511,3.28571428571429,6.57142857142857,2.28571428571429,6.57142857142857,7.14285714285714,6.28571428571429,7.42857142857143,137.428571428571,231.571428571429,30.7142857142857,140,429,234.571428571429,149.285714285714,22.2857142857143,13,21.2857142857143,14.1428571428571,12,16.8571428571429,15.8571428571429,996.285714285714,0,122,0,0,747.142857142857,0,122,0,0,122,747.142857142857,747.142857142857,0,122,0,0,122,747.142857142857,215.857142857143,0,0,0,0,0,215.857142857143,1.42857142857143,0,0.571428571428571,0,0,0.571428571428571,1.42857142857143,963,0,122,0,0,122,963,531.285714285714,0,122,0,0,122,531.285714285714,576.857142857143,794.857142857143,839.714285714286
"4",6,1206.8,2,271.4,271,130.6,533.8,45.8883333333333,34.9590909090909,40.34,56.6329292929293,66.6161421911422,39.6730158730159,79.8885714285714,43,27.6,37.3,35.3,40.1,29.1,40.7,28.8411766248031,26.335746743222,20.1656172879935,61.8329589705119,78.6578746229167,30.3877564261502,92.6013768208536,5,7,3.2,9.8,10,9.6,9,91,84.8,66.8,208.8,287.8,106.2,290.8,11,8.8,20,7.8,9.4,8.8,10.6,1147.4,0,59.4,0,0,1069.6,0,59.4,0,0,59.4,1069.6,1069.6,0,59.4,0,0,59.4,1069.6,73.8,0,0,0,0,0,73.8,1.2,0,0.8,0,0,0.8,1.2,1143.4,0,59.4,0,0,59.4,1143.4,995.8,0,59.4,0,0,59.4,995.8,401.6,673,804.8
"5",7,1626.6,2,513.6,8.2,559.4,545.4,185.616666666667,4.1,206.388888888889,86.7933333333333,307.243076923077,197.735555555556,278.402777777778,172.8,4.1,169.7,72.4,268.1,162.5,223.9,49.5129598969037,1.1,98.1511621374223,50.0947145474139,98.9935381717376,96.0799272424965,152.493233659454,4.4,0.4,3.6,6.8,7,4,5.2,278,5.2,350.8,182.6,519.6,350.8,579.2,134.2,3,114.2,37.2,223.8,110.8,135.8,1472.2,0,154.4,0,0,906.6,0,122.4,0,0,122.4,906.6,914,0,122.4,0,0,122.4,914,188.826010656443,0,9.6,0,0,9.6,188.826010656443,1.8,0,1,0,0,1,1.8,1118.2,0,132,0,0,132,1118.2,687.6,0,112.8,0,0,112.8,687.6,567.6,1081.2,553.6
"6",8,824.857142857143,2,53.2857142857143,413.571428571429,41.1428571428571,316.857142857143,21.1428571428571,64.0765306122449,15.2380952380952,55.8025510204082,90.552380952381,70.9543083900227,65.3204081632653,21.2857142857143,57.7142857142857,14.8571428571429,57.2857142857143,67.2142857142857,62.7142857142857,62.7857142857143,1.08169682777148,32.5632763963585,8.08275500136995,25.784565297717,52.272816428942,39.0279972320537,36.3087368037897,1.14285714285714,6.42857142857143,1,5.71428571428571,5.71428571428571,6.42857142857143,5.85714285714286,22.4285714285714,120.428571428571,25.1428571428571,91.7142857142857,174.428571428571,135.285714285714,117.571428571429,19.2857142857143,24.1428571428571,5.71428571428571,18.4285714285714,36.5714285714286,22.7142857142857,15.2857142857143,795.714285714286,0,29.1428571428571,0,0,496.285714285714,0,29.1428571428571,0,0,29.1428571428571,496.285714285714,496.285714285714,0,29.1428571428571,0,0,29.1428571428571,496.285714285714,279.714285714286,0,0,0,0,0,279.714285714286,1.71428571428571,0,0.857142857142857,0,0,0.857142857142857,1.71428571428571,776,0,29.1428571428571,0,0,29.1428571428571,776,216.571428571429,0,29.1428571428571,0,0,29.1428571428571,216.571428571429,454.714285714286,508,730.428571428571
"7",12,1735.5,2,25.5,10.75,89,1610.25,11.0833333333333,7.375,25.3333333333333,442.397321428571,19.3839285714286,22.1458333333333,719.583333333333,10.75,7.375,25.375,395.5,19.5,22.75,729.25,2.71080384337223,0.875,6.64482128810484,171.984826655467,9.7753080015028,8.61825610875416,216.418506780786,1.5,0.75,2.5,5,4.75,3.25,3,14.5,8.25,33.5,710.75,33.5,33.5,1011.5,8,6.5,15.75,251.75,6,9.5,491.75,1699.75,0,35.75,0,0,1433.125,0,21.75,0,0,21.75,1433.125,1433.125,0,21.75,0,0,21.75,1433.125,235.125,0,1.25,0,0,1.25,235.125,1.25,0,0.75,0,0,0.75,1.25,1668.25,0,23,0,0,23,1668.25,1198,0,20.5,0,0,20.5,1198,99.75,125.25,1621
"8",14,634.666666666667,2,112.166666666667,104.666666666667,178.5,239.333333333333,44.375,38.1583333333333,36.0714285714286,37.475,65.6522486772487,47.0696428571429,92.5944444444444,42.6666666666667,34.3333333333333,36.5,36.8333333333333,55.0833333333333,43,63.1666666666667,24.3792606316027,16.5305666739336,14.666736573963,17.9842341380284,41.6314626471648,29.0592315160542,73.2971467214028,2.66666666666667,2.5,4.33333333333333,6.5,6.33333333333333,6.16666666666667,4.66666666666667,72.6666666666667,64,61.3333333333333,70,138.833333333333,94.5,216.333333333333,19.5,22.5,18.3333333333333,16.8333333333333,16.6666666666667,13.1666666666667,27.8333333333333,571.666666666667,0,63,0,0,327.333333333333,0,44,0,0,44,327.333333333333,327.333333333333,0,44,0,0,44,327.333333333333,184.166666666667,0,0,0,0,0,184.166666666667,1.83333333333333,0,1.16666666666667,0,0,1.16666666666667,1.83333333333333,511.5,0,44,0,0,44,511.5,143.166666666667,0,44,0,0,44,143.166666666667,283.166666666667,395.333333333333,344
"9",15,1538.6,2,826.6,326.4,128.2,257.4,402.692857142857,102.016666666667,83.9666666666667,54.8142857142857,349.66,134.15,120.625,398,81.7,83.5,45,335.4,120,102.1,84.5533397519692,63.4885357769014,19.1144184579532,31.5008667506749,237.322835855686,75.8304912990618,51.9792112064379,3.2,2.2,1.8,4.2,4.4,3.2,4.2,534.8,191.2,104.2,111.8,649.2,225,217.6,310.4,45.2,64.2,26,92.4,58.2,77.4,1502.8,0,35.8,0,0,1152.5,0,35.8,0,0,35.8,1152.5,1152.5,0,35.8,0,0,35.8,1152.5,344.5,0,0,0,0,0,344.5,1.4,0,0.8,0,0,0.8,1.4,1497,0,35.8,0,0,35.8,1497,808,0,35.8,0,0,35.8,808,454.6,1281.2,583.8
"10",16,1121.66666666667,2,503.5,96.1666666666667,126,396,79.8774891774892,35.875,34.4722222222222,60.8387464387464,100.862301587302,39.35,96.6339285714286,55.5,34.5,31.0833333333333,37.6666666666667,69.3333333333333,35.0833333333333,84.9166666666667,58.5138491659409,20.930929031519,18.097556974429,46.4818809393423,93.4505146243503,22.7331780088418,71.8265790025983,6.33333333333333,2.66666666666667,3.66666666666667,7.5,7.5,5.5,7,198.833333333333,59.6666666666667,59.8333333333333,141.333333333333,304,78.3333333333333,207.833333333333,25.5,13.6666666666667,14.1666666666667,16.3333333333333,20,13.3333333333333,22.8333333333333,759.833333333333,0,361.833333333333,0,0,443.5,0,202.361111111111,0,0,202.361111111111,443.5,443,0,197.083333333333,0,0,197.083333333333,443,212.669527337201,0,109.143676738082,0,0,109.143676738082,212.669527337201,2,0,1.66666666666667,0,0,1.66666666666667,2,667.666666666667,0,314.833333333333,0,0,314.833333333333,667.666666666667,219.833333333333,0,95.1666666666667,0,0,95.1666666666667,219.833333333333,222.166666666667,725.666666666667,492.166666666667
