"","Effort","Irritated","Patient","Interested","Responsible","Responsive"
"around",2.4613771043504,1.53426573779863,-3.2120193627697,-1.00748295323905,1.71178723802029,-2.32159216554063
"monitor",0.621760926190549,0.607743423909915,-1.76992495620149,-0.887579706997268,-0.450050474976492,-2.02077773980694
"keyboard",0.36717365504976,-0.347737982463624,1.07167783161238,1.80763283607333,0.865528360670045,0.828371112377334
"face",-2.48187182845469,-1.28289622249609,2.73983949658273,0.131988844075813,-1.55144156600201,2.44360791617722
"comp_only",0.865119274342364,0.206999215725048,-0.527723951674332,0.833480442742428,0.388605712030997,-0.945395642467104
"no_face",2.48187182845469,1.28289622249609,-2.73983949658273,-0.131988844075812,1.55144156600201,-2.44360791617722
"body_only",-2.50284579227724,-1.0782308679106,1.86836640932101,-0.50949188106086,-2.25940917707319,1.35531578764578
"s_speak",-1.50631980569416,1.04868857238074,0.773604420803484,-0.324403820601658,0.168939522246732,0.926079689878616
