"","Effort","Irritated","Patient","Interested","Responsible","Responsive"
"around",0.465104957776766,0.378066854863137,0.477033342686989,0.681873110192806,0.0375809341656098,0.71183118812519
"monitor",0.114418883256956,0.869307307854445,0.781239200093634,0.931874516319341,0.0737739727077888,0.970248830816214
"keyboard",0.179944596578174,0.0195574989228879,0.127367719350737,0.186883743115759,0.0793611407754829,0.0707403706597582
"face",0.324111090438495,0.479788672937898,0.523178194372674,0.609581750631084,0.0239398914245448,0.337947770688666
"comp_only",0.806384328215861,0.0638245916884143,0.1168244149618,0.288592962698284,0.937517562204747,0.127908245352461
"no_face",0.324111090438495,0.479788672937898,0.523178194372674,0.609581750631084,0.0239398914245447,0.337947770688665
"body_only",0.808085949540194,0.432125402576768,0.695613419974688,0.587444469538273,0.445186822285214,0.354426371426566
"s_speak",0.527429955432756,0.0861047926710352,0.228253507815158,0.492707668139139,0.0738770621337189,0.663821130971941
