"","Effort","Irritated","Patient","Interested","Responsible","Responsive","Pat_Resposoble"
"around",0.0864833846312498,0.126796564412122,-0.261122532373916,-0.197765521263982,-0.253440338333887,-0.143101887095139,-0.342435625793795
"monitor",0.119854224619975,0.0345701239708103,-0.0202663541166044,-0.0234504282861204,-0.0700675168944609,0.0365713455362002,-0.0559161706932558
"keyboard",-0.0705830685600004,-0.3078231424754,0.0571391320987012,0.188772210553304,-0.0383141809482903,0.0827786562901059,0.0203424980667269
"face",-0.131656097920854,0.0761533016557671,0.246010998244207,0.0809353498798917,0.350848301646671,0.057418333594708,0.387862945779919
"comp_only",0.046022455074449,-0.235139145193223,0.0312847614616237,0.142190076922183,-0.0956536511902938,0.104176391114434,-0.0323347725773289
"no_face",0.131656097920854,-0.0761533016557671,-0.246010998244207,-0.0809353498798917,-0.350848301646671,-0.057418333594708,-0.387862945779919
"body_only",-0.0339721647036637,0.0971289785441637,0.215565268302206,0.0584272793919843,0.276788967819833,0.0810533769929288,0.32202531477004
"s_speak",0.10605998877446,0.119899753287865,0.0685937999814811,0.0940599093491462,0.302804816332063,0.063071571413591,0.227474828873259
"power",0.151063415532475,0.147804394785604,-0.147803244548953,-0.144470287822495,0.115547513824634,-0.0995091678690924,-0.0430503265739198
"enunciated",-0.0922180110975433,-0.0230128639508784,-0.0890002775067282,0.0190574456108852,0.137322488235602,0.0282830922206298,0.0135149940679325
"chillness",0.031239594390993,-0.0119652733264867,0.0454530931181594,0.135450047915463,0.0993079606993539,0.254021637390812,0.0917372538685044
"presence",-0.0898779454023708,0.142381402739027,0.273254827627579,0.287090954125791,0.48741704928648,0.161974553990682,0.487700698716133
"motherease",-0.0677664481009839,-0.124565999297655,0.0350075291160993,-0.0784729118071977,0.0973436643223535,0.0755874660384005,0.0827974414094561
"calmness",-0.325113438600933,0.0533116121550116,0.137266668793203,0.113917057378915,-0.123003080516078,0.126769129336633,0.0308458351841737
"dominance",0.0541387249349925,0.232936905202757,0.160899728373651,0.0930496552401411,0.497591912178032,0.189369763533767,0.409765111642431
"responsivity",-0.0447282051957559,0.0189653370472767,0.200737032535686,0.156725089512806,0.187191140586008,0.100518475426234,0.258798417326463
