"","Group.1","Duration","TalkType","S_Around_Overall_Time","S_Monitor_Overall_Time","S_Keyboard_Overall_Time","S_Face_Overall_Time","S_Around_Mean","S_Monitor_Mean","S_Keyboard_Mean","S_Face_Mean","S_NoFace_Mean","S_CompOnly_Mean","S_BodyOnly_Mean","S_Around_Median","S_Monitor_Median","S_Keyboard_Median","S_Face_Median","S_NoFace_Median","S_CompOnly_Median","S_BodyOnly_Median","S_Around_PopularSD","S_Monitor_PopularSD","S_Keyboard_PopularSD","S_Face_PopularSD","S_NoFace_PopularSD","S_CompOnly_PopularSD","S_BodyOnly_PopularSD","S_Around_Frequency","S_Monitor_Frequency","S_Keyboard_Frequency","S_Face_Frequency","S_NoFace_Frequency","S_CompOnly_Frequency","S_BodyOnly_Frequency","S_Around_Max","S_Monitor_Max","S_Keyboard_Max","S_Face_Max","S_NoFace_Max","S_CompOnly_Max","S_BodyOnly_Max","S_Around_Min","S_Monitor_Min","S_Keyboard_Min","S_Face_Min","S_NoFace_Min","S_CompOnly_Min","S_BodyOnly_Min","S_NoSpeak_Overall_Time","S_Typing_Overall_Time","S_Speaking_Overall_Time","S_SSS_Overall_Time","S_Hovering_Overall_Time","S_NoSpeak_Mean","S_Typing_Mean","S_Speaking_Mean","S_SSS_Mean","S_Hovering_Mean","S_Sound_Mean","S_NoSound_Mean","S_NoSpeak_Median","S_Typing_Median","S_Speaking_Median","S_SSS_Median","S_Hovering_Median","S_Sound_Median","S_NoSound_Median","S_NoSpeak_PopularSD","S_Typing_PopularSD","S_Speaking_PopularSD","S_SSS_PopularSD","S_Hovering_PopularSD","S_Sound_PopularSD","S_NoSound_PopularSD","S_NoSpeak_Frequency","S_Typing_Frequency","S_Speaking_Frequency","S_SSS_Frequency","S_Hovering_Frequency","S_Sound_Frequency","S_NoSound_Frequency","S_NoSpeak_Max","S_Typing_Max","S_Speaking_Max","S_SSS_Max","S_Hovering_Max","S_Sound_Max","S_NoSound_Max","S_NoSpeak_Min","S_Typing_Min","S_Speaking_Min","S_SSS_Min","S_Hovering_Min","S_Sound_Min","S_NoSound_Min","S_CompOnly_Overall_Time","S_NoFace_Overall_Time","S_BodyOnly_Overall_Time","S_Around_Per_Total","S_Monitor_Per_Total","S_Keyboard_Per_Total","S_Face_Per_Total","S_CompOnly_Per_Total","S_NoFace_Per_Total","S_BodyOnly_Per_Total","S_Speak_Per_Total"
"11",17,3982,30,153,1081,615,2133,123.666666666667,381.608333333333,255.871428571429,509.533333333333,496.383333333333,499.094444444444,867.583333333333,121,357,256.5,476.5,448.5,443,768,6.79869268479038,122.766236163291,128.502959876172,257.966077216355,275.728685943385,263.494919147044,389.550493602379,10,42,25,71,62,59,61,133,580,394,870,954,908,1403,117,265,123,213,233,246,485,3825,0,157,0,0,3825,0,157,0,0,157,3825,3825,0,157,0,0,157,3825,0,0,0,0,0,0,0,15,0,4,0,0,4,15,3825,0,157,0,0,157,3825,3825,0,157,0,0,157,3825,1696,1849,3214,3.8422903063787,27.1471622300352,15.4445002511301,53.566047212456,42.5916624811652,46.4339527875439,80.7132094424912,3.9427423405324
"12",18,789,8,76,0,329,384,45,0,158.666666666667,139.583333333333,144.333333333333,158.666666666667,622.333333333333,45,0,141.5,136.5,136.5,141.5,627,22,0,38.6752620712985,92.6778201814989,76.8478881740558,38.6752620712985,30.390056853444,3,0,10,12,11,10,6,67,0,218,242,240,218,657,23,0,124,39,64,124,583,733,0,56,0,0,663,0,56,0,0,56,663,663,0,56,0,0,56,663,66,0,0,0,0,0,66,5,0,2,0,0,2,5,729,0,56,0,0,56,729,597,0,56,0,0,56,597,329,405,384,9.63244613434727,0,41.6983523447402,48.6692015209125,41.6983523447402,51.3307984790874,48.6692015209125,7.09759188846641
"13",19,3142,20,202,19,487,2434,109.5,19,301,1480.01666666667,289.083333333333,299.666666666667,2305.16666666667,109.5,19,301,1445.5,231.5,297,2235.5,71.5,0,110,345.395321096102,138.155288582393,109.249338582675,338.773536345652,3,1,10,22,14,11,13,181,19,411,1894,491,411,2707,38,19,191,1125,163,191,1973,3035,0,107,0,0,2967,0,107,0,0,107,2967,2967,0,107,0,0,107,2967,52,0,0,0,0,0,52,11,0,2,0,0,2,11,3019,0,107,0,0,107,3019,2915,0,107,0,0,107,2915,506,708,2453,6.42902609802673,0.60471037555697,15.4996817313813,77.466581795035,16.1043921069383,22.533418204965,78.071292170592,3.40547422024188
"14",21,3492,26,126,1415,1287,664,112.5,1114,797,384.666666666667,1665.5,1731.25,921.75,112.5,1114,788,375,1566,1700.5,815,4.5,124,213.760055146989,86.0063442793954,569.187842264336,496.22391190246,491.171997281253,7,19,20,20,26,23,28,117,1238,1026,487,2345,2276,1495,108,990,586,292,1118,1243,456,3462,0,30,0,0,3386,0,30,0,0,30,3386,3386,0,30,0,0,30,3386,68,0,0,0,0,0,68,14,0,3,0,0,3,14,3454,0,30,0,0,30,3454,3318,0,30,0,0,30,3318,2702,2828,2079,3.60824742268041,40.5211912943872,36.8556701030928,19.0148911798396,77.37686139748,80.9851088201604,59.5360824742268,0.859106529209622
"15",23,5336,26,1514,983,2431,408,1143.5,629.5,2140.25,304.5,4527,2737.6,2130.5,1144.5,629.5,2132,291.5,4521,2726,2136,108.443920288776,222.5,84.076259654779,39.4503458742614,148.497787567302,319.152777595389,336.448254182081,12,7,16,16,17,21,22,1252,852,2239,354,4691,3076,2466,1034,407,2058,268,4369,2422,1790,5282,0,54,0,0,5282,0,54,0,0,54,5282,5282,0,54,0,0,54,5282,0,0,0,0,0,0,0,13,0,3,0,0,3,13,5282,0,54,0,0,54,5282,5282,0,54,0,0,54,5282,3414,4928,1391,28.3733133433283,18.4220389805097,45.5584707646177,7.64617691154423,63.9805097451274,92.3538230884558,26.068215892054,1.0119940029985
"16",24,3267,16,312,203,1442,1310,105.083333333333,92.8333333333333,339.166666666667,281.890476190476,400.372727272727,350.406060606061,991.85,83,96.5,310.5,199,329,351.5,970,49.7888395386794,21.2410927974683,183.710897072966,196.197259695916,246.951399411882,175.798964962152,396.09281788679,12,8,35,40,41,40,24,184,114,593,678,813,593,1495,63,68,144,127,163,144,493,3004,0,263,0,0,2610,0,263,0,0,263,2610,2610,0,263,0,0,263,2610,338,0,0,0,0,0,338,10,0,4,0,0,4,10,2948,0,263,0,0,263,2948,2272,0,263,0,0,263,2272,1645,1957,1513,9.55004591368228,6.21365166819712,44.1383532292623,40.0979491888583,50.3520048974594,59.9020508111417,46.3116008570554,8.05019895928987
"17",25,3451,32,62,693,802,1894,62,506.25,539.5,1103.83333333333,1001.16666666667,989.666666666667,2563.25,62,472,539.5,1085.5,1000.5,976,2555.5,0,70.1583031436764,99.5,249.979658710809,185.249268007971,146.734121706693,29.5497461918034,2,10,21,31,27,26,19,62,627,639,1376,1203,1157,2609,62,454,440,850,800,836,2533,3239,0,212,0,0,2958.66666666667,0,185.5,0,0,185.5,2958.66666666667,2957,0,185.5,0,0,185.5,2957,175.436502143433,0,0.5,0,0,0.5,175.436502143433,20,0,8,0,0,8,20,3136,0,186,0,0,186,3136,2783,0,185,0,0,185,2783,1495,1557,2587,1.79658070124602,20.0811359026369,23.2396406838598,54.8826427122573,43.3207765864967,45.1173572877427,74.9637786148942,6.14314691393799
"18",26,5972,18,1283,2169,432,2088,685,521.1,175.416666666667,351.590476190476,708.922222222222,501.995238095238,456.916666666667,680.5,445.5,160.5,291,483.5,420,363,133.681180941212,268.948261773274,49.9120617091544,211.097400379077,498.376974445391,309.903368819959,261.604220607273,20,37,13,54,50,46,52,863,996,252,727,1536,1042,933,542,262,129,123,205,187,198,5402,0,570,0,0,3223.5,0,266.5,0,0,266.5,3223.5,3080,0,252,0,0,252,3080,835.08675496287,0,69.4356861725462,0,0,69.4356861725462,835.08675496287,20,0,13,0,0,13,20,4206,0,356,0,0,356,4206,2406,0,199,0,0,199,2406,2601,3884,4257,21.483590087073,36.3194909578031,7.2337575351641,34.9631614199598,43.5532484929672,65.0368385800402,71.2826523777629,9.54454119223041
"19",27,4470,14,1581,1954,156,779,667.5,1003.2,156,505.5,2100.5,1070.7,638.5,617,936.5,156,505.5,2100.5,1015.5,638.5,255.941873628784,194.699679312956,0,169.5,742.5,203.828013826129,146.5,11,18,3,10,12,18,10,991,1313,156,675,2843,1387,785,445,815,156,336,1358,853,492,4470,0,0,0,0,4470,0,0,0,0,0,4470,4470,0,0,0,0,0,4470,0,0,0,0,0,0,0,7,0,0,0,0,0,7,4470,0,0,0,0,0,4470,4470,0,0,0,0,0,4470,2110,3691,2733,35.3691275167785,43.7136465324385,3.48993288590604,17.427293064877,47.2035794183445,82.572706935123,61.1409395973154,0
"20",28,3667,32,364,270,339,2694,304.833333333333,171.833333333333,274.5,1481.15,480.333333333333,361.25,2107.25,305.5,169.5,273.5,1400.5,482.5,360.5,2085.5,30.4428090415821,38.3859335970941,12.7306728354819,380.706591279445,167.132119995921,81.2249880794408,324.46304623886,10,9,14,40,28,20,31,335,216,290,1973,654,447,2495,274,130,260,1117,304,276,1767,3033,0,634,0,0,2591.83333333333,0,472.5,0,0,472.5,2591.83333333333,2586.5,0,472.5,0,0,472.5,2586.5,155.263066188804,0,57.5,0,0,57.5,155.263066188804,22,0,14,0,0,14,22,2761,0,530,0,0,530,2761,2428,0,415,0,0,415,2428,609,973,2964,9.92637032997,7.36296700299973,9.24461412598855,73.4660485410417,16.6075811289883,26.5339514589583,80.8290155440415,17.2893373329697
"21",29,4891,22,1611,1729,1047,504,827.333333333333,669.333333333333,468.666666666667,201.666666666667,1827.66666666667,928.45,515.233333333333,779,634,410,175.5,1940,870.5,495.5,268.839206156537,385.842270922864,220.499239817496,69.7787468354713,953.082528826321,533.793120919015,301.860518717166,14,28,25,22,28,34,33,1161,1112,739,295,2798,1603,885,542,265,260,138,744,353,190,4803,0,88,0,0,4576.5,0,88,0,0,88,4576.5,4576.5,0,88,0,0,88,4576.5,180.5,0,0,0,0,0,180.5,12,0,3,0,0,3,12,4757,0,88,0,0,88,4757,4396,0,88,0,0,88,4396,2776,4387,2233,32.9380494786342,35.3506440400736,21.4066653036189,10.3046411776733,56.7573093436925,89.6953588223267,45.6552852177469,1.79922306276835
"22",30,3114,16,285,225,905,1699,211.5,225,384,819.333333333333,462.4,485.75,1414.16666666667,211.5,225,434,808.5,290,476.5,1180.5,49.5,0,198.097312855816,453.434533680809,315.19096181853,268.75768293604,712.191941876279,8,5,10,20,21,14,16,261,225,572,1300,857,774,2278,162,225,146,360,191,216,784,2965,0,149,0,0,2965,0,149,0,0,149,2965,2965,0,149,0,0,149,2965,0,0,0,0,0,0,0,8,0,3,0,0,3,8,2965,0,149,0,0,149,2965,2965,0,149,0,0,149,2965,1130,1415,1924,9.15221579961464,7.22543352601156,29.0622992935132,54.5600513808606,36.2877328195247,45.4399486191394,61.7854849068722,4.78484264611432
"23",31,3906,22,1966,1218,447,275,749.4,432,229,138.833333333333,1631.33333333333,727.666666666667,283.666666666667,747,426,228,139.5,1485,646,273.5,368.625582550932,195.598748392286,52.192657762068,24.5984575228199,615.639076339501,320.914835015334,135.162676246613,26,29,20,20,29,30,31,1173,673,287,166,2419,1217,435,345,224,173,111,986,448,144,3727,0,179,0,0,3459,0,179,0,0,179,3459,3459,0,179,0,0,179,3459,131,0,0,0,0,0,131,12,0,3,0,0,3,12,3590,0,179,0,0,179,3590,3328,0,179,0,0,179,3328,1665,3631,1493,50.3328213005632,31.1827956989247,11.4439324116743,7.04045058883769,42.6267281105991,92.9595494111623,38.2232462877624,4.58269329237071
"24",32,4845,20,1117,742,1675,1311,393.233333333333,228.3,333.013888888889,228.809523809524,596.4,423.594155844156,776.875,402,219,302,211,597.5,386.5,682.5,97.1177503423702,60.5768246921868,182.143154875898,108.966146852198,371.20312892769,259.0786477177,508.897435104462,21,24,40,54,53,48,37,509,310,638,420,1195,826,1521,259,158,134,104,138,120,266,4744,0,101,0,0,4744,0,101,0,0,101,4744,4744,0,101,0,0,101,4744,0,0,0,0,0,0,0,10,0,4,0,0,4,10,4744,0,101,0,0,101,4744,4744,0,101,0,0,101,4744,2417,3534,2053,23.0546955624355,15.3147574819401,34.5717234262126,27.0588235294118,49.8864809081527,72.9411764705882,42.3735810113519,2.08462332301342
"25",33,3534,24,1031,202,874,1427,518.388888888889,177,325.5,414.516666666667,598.25,346.15,845.15,508.5,177,305,396,477.5,311,749,150.372314761739,22,106.218584433049,214.340315502162,439.823914633506,130.657642339598,397.609568763874,24,7,34,44,41,37,37,717,199,488,693,1251,555,1388,369,155,212,172,189,215,466,3465,0,69,0,0,3403.5,0,69,0,0,69,3403.5,3403.5,0,69,0,0,69,3403.5,54.5,0,0,0,0,0,54.5,13,0,2,0,0,2,13,3458,0,69,0,0,69,3458,3349,0,69,0,0,69,3349,1076,2107,1629,29.173740803622,5.7159026598755,24.7311827956989,40.3791737408036,30.4470854555744,59.6208262591964,46.0950764006791,1.95246179966044
"26",34,3190,20,1530,341,653,666,789.25,281.5,404.333333333333,255.833333333333,1733.6,578.916666666667,583,775,281.5,402,194.5,1693,558.5,552,199.176650425808,22.5,108.478387647541,184.27840356367,171.275762379292,152.839840418691,278.387600529072,19,7,14,18,21,20,22,1020,304,521,520,1966,763,941,587,259,290,113,1560,426,317,3067,0,123,0,0,3067,0,123,0,0,123,3067,3067,0,123,0,0,123,3067,0,0,0,0,0,0,0,10,0,4,0,0,4,10,3067,0,123,0,0,123,3067,3067,0,123,0,0,123,3067,994,2524,1007,47.9623824451411,10.6896551724138,20.4702194357367,20.8777429467085,31.1598746081505,79.1222570532915,31.5673981191223,3.85579937304075
"27",35,2271,14,330,939,344,658,129.625,263.651515151515,202.5,215,392.766666666667,316.718181818182,553.766666666667,127.5,243.5,202.5,205.5,324.5,294.5,526.5,20.0407065542467,99.1544945119651,45.5,59.8309689889582,210.933199963989,156.422894261928,190.783967273465,14,25,8,26,28,31,21,155,415,248,308,730,536,808,106,152,157,151,164,138,373,2026,0,245,0,0,2026,0,245,0,0,245,2026,2026,0,245,0,0,245,2026,0,0,0,0,0,0,0,7,0,5,0,0,5,7,2026,0,245,0,0,245,2026,2026,0,245,0,0,245,2026,1283,1613,1597,14.5310435931308,41.3474240422721,15.147512109203,28.9740202553941,56.4949361514751,71.0259797446059,70.3214442976662,10.7881990312638
"28",36,5502,20,1606,1705,1056,1135,597.416666666667,379.821428571429,341.72619047619,276.65,1174.04285714286,611.325,434.975,593.5,339,317.5,232,1050,563.5,358.5,179.657093248391,186.338674648359,125.6550822439,163.118902040028,677.420442412736,271.036293507613,250.705365631952,30,42,26,37,40,42,52,826,687,510,576,2154,998,894,397,170,215,127,467,295,198,5355,0,147,0,0,5234,0,147,0,0,147,5234,5234,0,147,0,0,147,5234,33,0,0,0,0,0,33,11,0,4,0,0,4,11,5267,0,147,0,0,147,5267,5201,0,147,0,0,147,5201,2761,4367,2840,29.1893856779353,30.9887313704108,19.1930207197383,20.6288622319157,50.181752090149,79.3711377680843,51.6175936023264,2.67175572519084
"29",37,4263,30,1784,574,379,1526,664.233333333333,277,210.333333333333,477.916666666667,955,344.5,714.133333333333,636,271,214.5,427.5,829,336,649.5,235.124006048799,76.4812592112981,37.0351582761309,297.497769531256,705.775945070078,146.576786372247,480.873175130551,39,27,19,49,48,42,45,956,365,250,868,1805,516,1291,415,197,165,166,254,181,246,3382,0,881,0,0,2684,0,550,0,0,550,2684,2647,0,562,0,0,562,2647,317.268575706463,0,133.866219234335,0,0,133.866219234335,317.268575706463,24,0,18,0,0,18,24,3028,0,680,0,0,680,3028,2377,0,408,0,0,408,2377,953,2737,2100,41.8484635233404,13.4646962233169,8.89045273281726,35.7963875205254,22.3551489561342,64.2036124794745,49.2610837438424,20.6661975134882
"30",38,4427,18,1147,1409,651,1220,303.466666666667,606,191.083333333333,298.826190476191,805.114285714286,452.666666666667,418.416666666667,249,485,192.5,268,585.5,294.5,406.5,149.305430394909,307.067673932164,94.8804944488663,155.764113544905,661.619730221107,420.540354002605,230.135991538865,36,22,27,35,38,41,41,564,1066,306,550,1828,1211,743,177,365,79,149,147,97,154,4276,0,151,0,0,4144.5,0,151,0,0,151,4144.5,4144.5,0,151,0,0,151,4144.5,129.5,0,0,0,0,0,129.5,10,0,2,0,0,2,10,4274,0,151,0,0,151,4274,4015,0,151,0,0,151,4015,2060,3207,2629,25.9091935848204,31.8274226338378,14.7052179805738,27.558165800768,46.5326406144116,72.441834199232,59.3855884346058,3.41088773435735
"31",41,2377,20,106,29,1538,704,106,29,1000.5,465.25,1232.66666666667,1020,1758.5,106,29,1000.5,468.5,1231,1020,1758.5,0,0,278.5,95.148087231766,268.039570693981,288,111.5,3,2,17,13,17,17,14,106,29,1279,560,1503,1308,1870,106,29,722,364,964,732,1647,2215,0,162,0,0,2215,0,162,0,0,162,2215,2215,0,162,0,0,162,2215,0,0,0,0,0,0,0,9,0,2,0,0,2,9,2215,0,162,0,0,162,2215,2215,0,162,0,0,162,2215,1567,1673,733,4.45940260832983,1.22002524190156,64.7034076567101,29.6171644930585,65.9234328986117,70.3828355069415,30.83718973496,6.81531342027766
"32",42,3695,24,1847,609,421,818,1031.16666666667,515.5,305,374.516666666667,1540.96666666667,642.75,512.566666666667,978,515.5,305,358.5,1425,630,470.5,363.643039517068,51.5,55,96.1373055210446,530.9602124681,136.702442913395,178.857818918589,21,12,13,26,27,21,29,1448,567,360,491,2212,806,755,672,464,250,280,1040,505,345,3509,0,186,0,0,3229.5,0,186,0,0,186,3229.5,3229.5,0,186,0,0,186,3229.5,102.5,0,0,0,0,0,102.5,15,0,5,0,0,5,15,3332,0,186,0,0,186,3332,3127,0,186,0,0,186,3127,1030,2877,1427,49.9864682002706,16.4817320703654,11.3937753721245,22.1380243572395,27.8755074424898,77.8619756427605,38.6197564276049,5.03382949932341
"33",43,4980,20,845,1064,1550,1521,463.916666666667,435.916666666667,514.5,372.8,919.766666666667,705.966666666667,925.45,457,405.5,466.5,339,674.5,562.5,959,135.656436380674,211.529730378137,212.46936430934,195.01528160044,706.730887865172,514.702572412952,423.341896262618,15,23,34,43,43,41,35,611,704,817,641,1916,1483,1433,325,233,296,143,206,238,392,4657,0,323,0,0,4657,0,323,0,0,323,4657,4657,0,323,0,0,323,4657,0,0,0,0,0,0,0,10,0,6,0,0,6,10,4657,0,323,0,0,323,4657,4657,0,323,0,0,323,4657,2614,3459,2585,16.9678714859438,21.3654618473896,31.1244979919679,30.5421686746988,52.4899598393574,69.4578313253012,51.9076305220884,6.4859437751004
"34",44,2290,18,473,503,0,1314,246.666666666667,215.5,0,516.916666666667,363.433333333333,215.5,516.916666666667,243,200.5,0,515,369,200.5,515,72.0736551385953,92.4827349891249,0,210.820372047377,148.034031960921,92.4827349891249,210.820372047377,13,18,0,26,25,18,26,327,323,0,760,526,323,760,170,123,0,287,194,123,287,1441,0,849,0,0,1335,0,849,0,0,849,1335,1335,0,849,0,0,849,1335,82,0,0,0,0,0,82,10,0,8,0,0,8,10,1417,0,849,0,0,849,1417,1253,0,849,0,0,849,1253,503,976,1817,20.6550218340611,21.9650655021834,0,57.3799126637555,21.9650655021834,42.6200873362445,79.3449781659389,37.0742358078603
"35",45,4772,28,398,356,1981,2037,190.333333333333,237.5,698.383333333333,561.371428571429,825.466666666667,799.55,1678.08333333333,201,237.5,623,499.5,653,742,1581,30.6134800560673,28.5,283.472848967297,255.886733427289,481.15351731953,395.580246976607,589.737999987658,21,13,41,49,50,44,38,222,266,1088,920,1488,1310,2437,146,209,412,294,358,378,1079,3917,0,855,0,0,3318.33333333333,0,624.5,0,0,624.5,3318.33333333333,3192,0,624.5,0,0,624.5,3192,320.332770269467,0,160.5,0,0,160.5,320.332770269467,19,0,13,0,0,13,19,3720,0,785,0,0,785,3720,3043,0,464,0,0,464,3043,2337,2735,2393,8.34031852472758,7.46018440905281,41.5129924559933,42.6865046102263,48.9731768650461,57.3134953897737,50.1466890192791,17.9170159262364
"36",47,2120,18,68,12,830,1210,68,12,540.833333333333,480.833333333333,575.5,552.833333333333,1826.5,68,12,536.5,457.5,548.5,548.5,1826.5,0,0,126.320088539498,298.327442068632,157.673163412577,126.320088539498,1.5,1,1,15,20,15,15,10,68,12,673,814,753,685,1828,68,12,413,171,425,425,1825,2120,0,0,0,0,2120,0,0,0,0,0,2120,2120,0,0,0,0,0,2120,0,0,0,0,0,0,0,9,0,0,0,0,0,9,2120,0,0,0,0,0,2120,2120,0,0,0,0,0,2120,842,910,1222,3.20754716981132,0.566037735849057,39.1509433962264,57.0754716981132,39.7169811320755,42.9245283018868,57.6415094339623,0
"37",48,4477,26,284,441,1055,2697,171.333333333333,306.5,370.166666666667,536.638888888889,399.75,383.52380952381,1327.75,167,306.5,323.5,428.5,347.5,339,1278,26.1073056497289,30.5,155.519168867761,408.469099701077,209.2070979752,191.259800816376,508.434981687864,11,20,35,66,58,50,41,205,337,593,1185,729,676,1976,142,276,215,149,183,185,752,4276,0,201,0,0,4108,0,201,0,0,201,4108,4108,0,201,0,0,201,4108,93,0,0,0,0,0,93,14,0,4,0,0,4,14,4201,0,201,0,0,201,4201,4015,0,201,0,0,201,4015,1496,1780,3138,6.34353361626089,9.85034621398258,23.5648872012508,60.2412329685057,33.4152334152334,39.7587670314943,70.0915791824883,4.48961358052267
"38",49,4069,20,264,1248,1374,1183,109,638.583333333333,355.592857142857,276.2,695.766666666667,748.463492063492,954.108333333333,101,628,302.5,242,564.5,628.5,920.5,29.7848317995431,96.568885568947,185.721432748838,117.429587980395,495.681549958969,384.769038732764,415.881304876704,8,23,39,43,47,46,32,152,755,643,468,1469,1374,1506,79,527,154,167,225,386,533,4033,0,36,0,0,3895,0,36,0,0,36,3895,3895,0,36,0,0,36,3895,136,0,0,0,0,0,136,11,0,1,0,0,1,11,4031,0,36,0,0,36,4031,3759,0,36,0,0,36,3759,2622,2886,2431,6.48808060948636,30.6709265175719,33.7675104448267,29.073482428115,64.4384369623986,70.926517571885,59.7444089456869,0.884738264929958
"39",50,5342,20,2768,617,1208,749,1862.08333333333,554,459.4,316.116666666667,2235.25,738.916666666667,748.5,1825,554,438.5,299.5,2295,706,715.5,491.082388864391,7,113.769824245604,161.261675719142,1034.41019521297,396.786890616135,293.537916206681,18,5,24,24,23,25,28,2429,561,609,508,3283,1194,1104,1382,547,339,160,1142,350,434,5300,0,42,0,0,5176,0,42,0,0,42,5176,5176,0,42,0,0,42,5176,77,0,0,0,0,0,77,11,0,2,0,0,2,11,5253,0,42,0,0,42,5253,5099,0,42,0,0,42,5099,1825,4593,1366,51.8157993260951,11.5499812804193,22.6132534631224,14.0209659303632,34.1632347435417,85.9790340696368,25.5709472107825,0.786222388618495
"40",51,2207,18,0,0,256,1951,0,0,118.166666666667,947.833333333333,118.166666666667,118.166666666667,2207,0,0,115.5,930,115.5,115.5,2207,0,0,32.722670706053,407.904728874243,32.722670706053,32.722670706053,0,0,0,16,20,16,16,9,0,0,156,1380,156,156,2207,0,0,83,548,83,83,2207,2168,0,39,0,0,2168,0,39,0,0,39,2168,2168,0,39,0,0,39,2168,0,0,0,0,0,0,0,9,0,2,0,0,2,9,2168,0,39,0,0,39,2168,2168,0,39,0,0,39,2168,256,256,1951,0,0,11.5994562754871,88.4005437245129,11.5994562754871,11.5994562754871,88.4005437245129,1.76710466696874
"41",52,2332,18,375,509,144,1304,239,239.416666666667,126.5,399.559523809524,385.833333333333,235.166666666667,530.333333333333,238.5,223.5,126.5,385.5,330,211,519.5,56.0356236397351,77.9062668756951,5.5,206.264630004695,143.053494016099,95.5179766311991,210.71209724887,11,18,8,31,25,25,28,296,334,132,670,579,360,782,183,165,121,162,256,139,298,2001,0,331,0,0,1814,0,331,0,0,331,1814,1814,0,331,0,0,331,1814,29,0,0,0,0,0,29,11,0,5,0,0,5,11,1843,0,331,0,0,331,1843,1785,0,331,0,0,331,1785,653,1028,1813,16.0806174957118,21.8267581475129,6.17495711835334,55.917667238422,28.0017152658662,44.082332761578,77.7444253859348,14.1938250428816
"42",53,4614,18,563,1818,241,1992,315,455.940476190476,147,579.416666666667,653.095238095238,488.119047619048,649.797619047619,290,369,139,562,625,429.5,573.5,91.8807831827438,294.025511564903,18.3137084989848,216.739799970236,361.613103794646,295.535196173565,255.721679374442,11,32,8,31,32,33,31,424,882,170,909,1158,935,1062,231,147,132,332,256,155,411,4128,0,486,0,0,3964.5,0,486,0,0,486,3964.5,3964.5,0,486,0,0,486,3964.5,123.5,0,0,0,0,0,123.5,9,0,6,0,0,6,9,4088,0,486,0,0,486,4088,3841,0,486,0,0,486,3841,2059,2622,3810,12.2019939315128,39.4018205461639,5.22323363675769,43.1729518855657,44.6250541829215,56.8270481144343,82.5747724317295,10.5331599479844
"43",54,5872,22,1193,629,1768,2282,498.535714285714,226.25,387.777777777778,327.897348484848,510.107792207792,403.488888888889,1276.51111111111,505,219.5,350,280.5,410.5,354.5,1062.5,120.977186917624,57.7241974185563,203.947662137456,231.545122356972,345.688207239806,236.743298139589,735.993322943357,21,18,54,77,75,66,45,637,307,709,787,1115,814,2436,352,162,168,87,150,146,599,5766,0,106,0,0,5152.66666666667,0,73.5,0,0,73.5,5152.66666666667,5089,0,73.5,0,0,73.5,5089,180.832027645056,0,3.5,0,0,3.5,180.832027645056,13,0,4,0,0,4,13,5399,0,77,0,0,77,5399,4970,0,70,0,0,70,4970,2397,3590,2911,20.316757493188,10.7118528610354,30.1089918256131,38.8623978201635,40.8208446866485,61.1376021798365,49.5742506811989,1.80517711171662
"44",55,2357,16,114,58,1157,1028,99,19.3333333333333,501.25,455.333333333333,536.1,502.1,1949,99,16,461,434,515.5,456.5,1933,4,9.28559218478941,176.642927330991,173.721369832859,198.519252700126,179.211339012468,37.1860188780676,3,3,19,20,20,20,12,103,32,749,661,804,749,2021,95,10,325,284,319,319,1917,2265,0,92,0,0,2087.5,0,92,0,0,92,2087.5,2087.5,0,92,0,0,92,2087.5,124.5,0,0,0,0,0,124.5,9,0,2,0,0,2,9,2212,0,92,0,0,92,2212,1963,0,92,0,0,92,1963,1215,1329,1086,4.83665676707679,2.46075519728468,49.0878235044548,43.6147645311837,51.5485787017395,56.3852354688163,46.0755197284684,3.90326686465846
"45",56,5157,18,569,253,594,3741,151.291666666667,137.666666666667,192.541666666667,634.792156862745,231.653571428571,198.483333333333,1105.11666666667,135,135,163,519.5,183,177.5,1095.5,67.1345143570456,28.4969125210773,83.6259670820482,478.827348560589,109.817940670307,78.5281353179652,444.987146705032,25,11,24,59,54,34,42,242,168,306,1384,436,332,1756,86,110,112,132,136,120,601,5157,0,0,0,0,5157,0,0,0,0,0,5157,5157,0,0,0,0,0,5157,0,0,0,0,0,0,0,9,0,0,0,0,0,9,5157,0,0,0,0,0,5157,5157,0,0,0,0,0,5157,847,1416,3994,11.0335466356409,4.90595307349234,11.5183246073298,72.5421756835369,16.4242776808222,27.4578243164631,77.4481287570293,0
"46",57,4235,28,406,69,1602,2158,246.5,69,667.571428571429,921.55,842.421428571429,691.138095238095,2591.83333333333,246.5,69,664,871,835,673.5,2597.5,126.5,0,288.303984025075,235.435410223018,414.792967640353,279.195185092551,492.67896727616,9,5,32,38,37,33,23,373,69,983,1239,1308,1009,3101,120,69,356,700,405,394,2077,3973,0,262,0,0,3448,0,262,0,0,262,3448,3448,0,262,0,0,262,3448,378,0,0,0,0,0,378,17,0,5,0,0,5,17,3826,0,262,0,0,262,3826,3070,0,262,0,0,262,3070,1671,2077,2227,9.58677685950413,1.62927981109799,37.827626918536,50.9563164108619,39.456906729634,49.0436835891381,52.5855962219599,6.18654073199528
