"","Effort","Irritated","Patient","Interested","Responsible","Responsive"
"around",0.648264929002828,0.250381246434943,0.349453274421446,0.614867723230999,0.0159623857988417,0.746220623611775
"monitor",0.0350968553407326,0.759262696733613,0.225896076507005,0.660603193119987,0.149915628011634,0.269271051542782
"keyboard",0.024846199470528,0.950539795432202,0.0585434020065768,0.839703866141839,0.905690217031287,0.670074536553256
"face",0.655130287410221,0.339229758042745,0.594872737162875,0.723743378972281,0.126081522821589,0.365496708935365
"comp_only",0.955924630991097,0.746581564558367,0.593267239047207,0.830628836511392,0.24450323826298,0.54442193694486
"no_face",0.655130287410221,0.339229758042746,0.594872737162875,0.723743378972282,0.126081522821589,0.365496708935366
"body_only",0.258557200209961,0.264445831633853,0.687965537872232,0.512823995059864,0.0115027681854006,0.983814238242659
"s_speak",0.82221044310056,0.318205364733719,0.0976263885925657,0.303507290116992,0.0256984851600208,0.989513734070595
