"","Effort","Irritated","Patient","Interested","Responsible","Responsive"
"around",0.0900717256680352,0.108589852692395,-0.0876908215853594,-0.0506152147200915,0.252739887150397,-0.0456184973802198
"monitor",0.193211501948869,0.0203280351767828,0.0343026737094611,-0.0105623156786066,0.2182525685806,-0.00460824294417132
"keyboard",-0.164550937913407,-0.28257003543118,0.186712234575945,0.161999701949289,-0.214246943143877,0.220529921866399
"face",-0.12138304857534,0.0871454182533233,-0.0787637639766056,-0.0630349167036426,-0.273657500761354,-0.11798309555616
"comp_only",0.0302764156294428,-0.226030399621126,0.191962977918986,0.13055975782533,0.00968557348424833,0.18645211006782
"no_face",0.12138304857534,-0.0871454182533234,0.0787637639766056,0.0630349167036426,0.273657500761354,0.11798309555616
"body_only",0.0300051298430918,0.0968342320744092,-0.0483138801088902,-0.0669605282441721,-0.0941227983559009,-0.114045991213732
"s_speak",0.0779618906979827,0.209700262892346,-0.14804996594798,-0.0846100627496523,-0.218176503859165,-0.0536652142819555
