"","Effort","Irritated","Patient","Interested","Responsible","Responsive"
"around",0.0567285295567176,-0.109247545990905,-0.181922515864183,-0.225341688537145,-0.246796241710891,-0.183865485236603
"monitor",0.0966959839072634,-0.0222346528874467,-0.0446045699792563,-0.0672887575672626,0.0756382162294168,0.0159070125065629
"keyboard",-0.154884567228972,-0.0266506350338636,-0.00793294203243695,0.117240905694516,-0.172701531148509,-0.0271653074904452
"face",-0.0189645317584176,0.157487353155932,0.240027090290936,0.208311279517379,0.342343784152058,0.208633493168902
"comp_only",-0.0471558378558314,-0.0423762367728154,-0.0460945109217939,0.0409003443834078,-0.0809444696891348,-0.00919841139046731
"no_face",0.0189645317584176,-0.157487353155932,-0.240027090290936,-0.208311279517379,-0.342343784152058,-0.208633493168902
"body_only",0.0541986547476492,0.129548472505073,0.189489353742481,0.14323517960342,0.373646448258685,0.205298073309523
"s_speak",0.234739884606873,-0.0455118561574833,0.0806007463819398,0.180454860648872,0.226875635664601,0.124623294535541
