Timid,Yielding,Awkward,Shy,Meek
0.0,4.007418763162758e-60,1.2695647512692137e-79,7.973330212844994e-121,5.828617650453863e-128
4.007418763162758e-60,0.0,5.882806600399034e-36,9.801563714097646e-45,8.875496943860018e-58
1.2695647512692137e-79,5.882806600399034e-36,0.0,5.782036599631599e-103,2.1350407397313654e-67
7.973330212844994e-121,9.801563714097646e-45,5.782036599631599e-103,0.0,2.983824801947503e-128
5.828617650453863e-128,8.875496943860018e-58,2.1350407397313654e-67,2.983824801947503e-128,0.0
