Distant,Aloof,Unsociable,Introverted,Antisocial
1.0,0.7841884974975926,0.8345635562924928,0.7783296185410861,0.7549018423063384
0.7841884974975926,1.0,0.7251358688634757,0.7232959842271316,0.6923843800607233
0.8345635562924928,0.7251358688634757,1.0,0.782860631151764,0.8259646898805615
0.7783296185410861,0.7232959842271316,0.782860631151764,1.0,0.838505813665824
0.7549018423063384,0.6923843800607233,0.8259646898805615,0.838505813665824,1.0
