Timid,Yielding,Awkward,Shy,Meek
0.0,2.2430728570236947e-31,1.1259485821765273e-32,7.17356992132073e-52,1.4354880782459166e-53
2.2430728570236947e-31,0.0,8.055487493780608e-21,2.4284310130206286e-28,2.3198854831117343e-32
1.1259485821765273e-32,8.055487493780608e-21,0.0,3.642073635919732e-42,4.941417812610921e-23
7.17356992132073e-52,2.4284310130206286e-28,3.642073635919732e-42,0.0,1.7303162642529798e-48
1.4354880782459166e-53,2.3198854831117343e-32,4.941417812610921e-23,1.7303162642529798e-48,0.0
