Dyad,Cov,SectionStartTime,TalkID,Start,End,Duration,TalkType,S_Around_Overall_Time,S_Monitor_Overall_Time,S_Keyboard_Overall_Time,S_Face_Overall_Time,S_Around_Mean,S_Monitor_Mean,S_Keyboard_Mean,S_Face_Mean,S_NoFace_Mean,S_CompOnly_Mean,S_BodyOnly_Mean,S_Around_Median,S_Monitor_Median,S_Keyboard_Median,S_Face_Median,S_NoFace_Median,S_CompOnly_Median,S_BodyOnly_Median,S_Around_PopularSD,S_Monitor_PopularSD,S_Keyboard_PopularSD,S_Face_PopularSD,S_NoFace_PopularSD,S_CompOnly_PopularSD,S_BodyOnly_PopularSD,S_Around_Frequency,S_Monitor_Frequency,S_Keyboard_Frequency,S_Face_Frequency,S_NoFace_Frequency,S_CompOnly_Frequency,S_BodyOnly_Frequency,S_Around_Max,S_Monitor_Max,S_Keyboard_Max,S_Face_Max,S_NoFace_Max,S_CompOnly_Max,S_BodyOnly_Max,S_Around_Min,S_Monitor_Min,S_Keyboard_Min,S_Face_Min,S_NoFace_Min,S_CompOnly_Min,S_BodyOnly_Min,H_NoSpeak_Overall_Time,H_Typing_Overall_Time,H_Speaking_Overall_Time,H_SSS_Overall_Time,H_Hovering_Overall_Time,H_NoSpeak_Mean,H_Typing_Mean,H_Speaking_Mean,H_SSS_Mean,H_Hovering_Mean,H_Sound_Mean,H_NoSound_Mean,H_NoSpeak_Median,H_Typing_Median,H_Speaking_Median,H_SSS_Median,H_Hovering_Median,H_Sound_Median,H_NoSound_Median,H_NoSpeak_PopularSD,H_Typing_PopularSD,H_Speaking_PopularSD,H_SSS_PopularSD,H_Hovering_PopularSD,H_Sound_PopularSD,H_NoSound_PopularSD,H_NoSpeak_Frequency,H_Typing_Frequency,H_Speaking_Frequency,H_SSS_Frequency,H_Hovering_Frequency,H_Sound_Frequency,H_NoSound_Frequency,H_NoSpeak_Max,H_Typing_Max,H_Speaking_Max,H_SSS_Max,H_Hovering_Max,H_Sound_Max,H_NoSound_Max,H_NoSpeak_Min,H_Typing_Min,H_Speaking_Min,H_SSS_Min,H_Hovering_Min,H_Sound_Min,H_NoSound_Min
1,1,0,0,0,231,232,1,24.0,13.0,0.0,195.0,24.0,13.0,0.0,65.0,18.5,13.0,65.0,24.0,13.0,0.0,55.0,18.5,13.0,55.0,0.0,0.0,0.0,43.042614542644444,5.5,0.0,43.042614542644444,1.0,1.0,0.0,3.0,2.0,1.0,3.0,24.0,13.0,0.0,122.0,24.0,13.0,122.0,24.0,13.0,0.0,18.0,13.0,13.0,18.0,26.0,60.0,24.0,0.0,122.0,26.0,60.0,24.0,0.0,122.0,24.0,104.0,26.0,60.0,24.0,0.0,122.0,24.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,26.0,60.0,24.0,0.0,122.0,24.0,182.0,26.0,60.0,24.0,0.0,122.0,24.0,26.0
1,1,0,1,232,258,27,3,0.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,22.0,0.0,0.0,0.0,5.0,22.0,0.0,0.0,0.0,5.0,0.0,27.0,22.0,0.0,0.0,0.0,5.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,22.0,0.0,0.0,0.0,5.0,0.0,27.0,22.0,0.0,0.0,0.0,5.0,0.0,27.0
1,1,0,2,259,525,267,1,12.0,22.0,0.0,233.0,6.0,11.0,0.0,46.600000000000001,8.5,11.0,46.600000000000001,6.0,11.0,0.0,20.0,6.0,11.0,20.0,1.0,6.0,0.0,52.282310583982422,4.9749371855330997,6.0,52.282310583982422,2.0,2.0,0.0,5.0,4.0,2.0,5.0,7.0,17.0,0.0,147.0,17.0,17.0,147.0,5.0,5.0,0.0,4.0,5.0,5.0,4.0,0.0,170.0,46.0,0.0,51.0,0.0,170.0,46.0,0.0,25.5,46.0,110.5,0.0,170.0,46.0,0.0,25.5,46.0,110.5,0.0,0.0,0.0,0.0,9.5,0.0,75.5,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,170.0,46.0,0.0,35.0,46.0,186.0,0.0,170.0,46.0,0.0,16.0,46.0,35.0
1,1,0,3,526,605,80,3,0.0,0.0,0.0,80.0,0.0,0.0,0.0,80.0,0.0,0.0,80.0,0.0,0.0,0.0,80.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,80.0,0.0,0.0,80.0,0.0,0.0,0.0,80.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0
1,1,0,4,606,1161,556,1,29.0,0.0,59.0,468.0,9.6666666666666661,0.0,14.75,58.5,12.571428571428571,14.75,131.75,6.0,0.0,12.5,20.5,11.0,12.5,117.0,6.6499791144200016,0.0,6.1796035471541373,60.450392885406458,6.8630926568367503,6.1796035471541373,69.052063691101949,3.0,0.0,4.0,8.0,7.0,4.0,4.0,19.0,0.0,25.0,163.0,25.0,25.0,238.0,4.0,0.0,9.0,9.0,4.0,9.0,55.0,11.0,420.0,119.0,0.0,6.0,11.0,420.0,119.0,0.0,6.0,119.0,218.5,11.0,420.0,119.0,0.0,6.0,119.0,218.5,0.0,0.0,0.0,0.0,0.0,0.0,207.5,1.0,1.0,1.0,0.0,1.0,1.0,2.0,11.0,420.0,119.0,0.0,6.0,119.0,426.0,11.0,420.0,119.0,0.0,6.0,119.0,11.0
1,1,0,5,1162,1274,113,3,0.0,0.0,15.0,98.0,0.0,0.0,7.5,32.666666666666664,7.5,7.5,113.0,0.0,0.0,7.5,18.0,7.5,7.5,113.0,0.0,0.0,0.5,27.35365098523819,0.5,0.5,0.0,0.0,0.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,8.0,71.0,8.0,8.0,113.0,0.0,0.0,7.0,9.0,7.0,7.0,113.0,21.0,9.0,0.0,0.0,83.0,21.0,9.0,0.0,0.0,83.0,0.0,113.0,21.0,9.0,0.0,0.0,83.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,21.0,9.0,0.0,0.0,83.0,0.0,113.0,21.0,9.0,0.0,0.0,83.0,0.0,113.0
1,1,0,6,1275,2408,1134,1,55.0,38.0,368.0,673.0,18.333333333333332,12.666666666666666,36.799999999999997,56.083333333333336,41.909090909090907,40.600000000000001,173.5,15.0,14.0,29.0,31.0,34.0,33.0,74.0,6.182412330330469,3.39934634239519,29.818786024920595,66.213616843935924,30.598438894981513,30.85190431723786,226.54929559222501,3.0,3.0,10.0,12.0,11.0,10.0,6.0,27.0,16.0,107.0,259.0,107.0,107.0,660.0,13.0,8.0,9.0,8.0,9.0,9.0,8.0,90.0,818.0,215.0,0.0,11.0,90.0,409.0,107.5,0.0,11.0,107.5,306.33333333333331,90.0,409.0,107.5,0.0,11.0,107.5,373.0,0.0,36.0,1.5,0.0,0.0,1.5,219.05453405234252,1.0,2.0,2.0,0.0,1.0,2.0,3.0,90.0,445.0,109.0,0.0,11.0,109.0,535.0,90.0,373.0,106.0,0.0,11.0,106.0,11.0
1,1,0,7,2409,2638,230,3,22.0,0.0,13.0,195.0,22.0,0.0,13.0,97.5,17.5,13.0,104.0,22.0,0.0,13.0,97.5,17.5,13.0,104.0,0.0,0.0,0.0,24.5,4.5,0.0,31.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,22.0,0.0,13.0,122.0,22.0,13.0,135.0,22.0,0.0,13.0,73.0,13.0,13.0,73.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,230.0,0.0,230.0,0.0,0.0,0.0,0.0,230.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,230.0,0.0,230.0,0.0,0.0,0.0,0.0,230.0,0.0,230.0
1,1,0,8,2639,2999,361,1,74.0,18.0,75.0,194.0,18.5,18.0,15.0,24.25,18.555555555555557,18.600000000000001,44.833333333333336,18.0,18.0,10.0,22.0,10.0,10.0,39.5,10.618380290797651,0.0,13.038404810405298,14.254385290148432,13.466923356556167,15.370100845472681,25.115842720393747,4.0,1.0,5.0,8.0,9.0,5.0,6.0,31.0,18.0,39.0,42.0,39.0,39.0,91.0,7.0,18.0,1.0,8.0,1.0,1.0,9.0,0.0,357.0,0.0,0.0,4.0,0.0,357.0,0.0,0.0,4.0,0.0,361.0,0.0,357.0,0.0,0.0,4.0,0.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,357.0,0.0,0.0,4.0,0.0,361.0,0.0,357.0,0.0,0.0,4.0,0.0,361.0
1,1,3000,0,3000,3566,567,1,104.0,67.0,68.0,328.0,52.0,22.333333333333332,22.666666666666668,46.857142857142854,34.142857142857146,27.0,66.0,52.0,21.0,23.0,17.0,23.0,23.0,39.0,39.0,6.5996632910744433,11.025223605694151,65.146929697258884,27.606565323842659,16.733200530681511,81.670067956381672,2.0,3.0,3.0,7.0,7.0,5.0,6.0,91.0,31.0,36.0,204.0,91.0,57.0,245.0,13.0,15.0,9.0,4.0,9.0,9.0,4.0,9.0,337.0,203.0,0.0,18.0,9.0,337.0,203.0,0.0,18.0,203.0,182.0,9.0,337.0,203.0,0.0,18.0,203.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,9.0,337.0,203.0,0.0,18.0,203.0,337.0,9.0,337.0,203.0,0.0,18.0,203.0,27.0
1,1,3000,1,3567,3690,124,3,16.0,0.0,0.0,108.0,16.0,0.0,0.0,54.0,16.0,0.0,54.0,16.0,0.0,0.0,54.0,16.0,0.0,54.0,0.0,0.0,0.0,46.0,0.0,0.0,46.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,16.0,0.0,0.0,100.0,16.0,0.0,100.0,16.0,0.0,0.0,8.0,16.0,0.0,8.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,124.0,0.0,124.0,0.0,0.0,0.0,0.0,124.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,124.0,0.0,124.0,0.0,0.0,0.0,0.0,124.0,0.0,124.0
1,1,3000,2,3691,4085,395,1,25.0,23.0,76.0,271.0,25.0,23.0,19.0,45.166666666666664,20.666666666666668,19.800000000000001,115.66666666666667,25.0,23.0,17.5,17.5,21.5,20.0,61.0,0.0,0.0,6.4420493633625631,47.621482080627814,5.79271573232759,5.9799665550904209,95.53475225743189,1.0,1.0,4.0,6.0,6.0,5.0,3.0,25.0,23.0,29.0,129.0,29.0,29.0,250.0,25.0,23.0,12.0,5.0,12.0,12.0,36.0,0.0,283.0,100.0,0.0,12.0,0.0,94.333333333333329,50.0,0.0,12.0,50.0,98.333333333333329,0.0,86.0,50.0,0.0,12.0,50.0,98.0,0.0,54.615830021056063,11.0,0.0,0.0,11.0,54.297534218620115,0.0,3.0,2.0,0.0,1.0,2.0,3.0,0.0,165.0,61.0,0.0,12.0,61.0,165.0,0.0,32.0,39.0,0.0,12.0,39.0,32.0
1,1,3000,3,4086,4116,31,3,0.0,10.0,8.0,13.0,0.0,10.0,8.0,13.0,9.0,9.0,21.0,0.0,10.0,8.0,13.0,9.0,9.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,10.0,8.0,13.0,10.0,10.0,21.0,0.0,10.0,8.0,13.0,8.0,8.0,21.0,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,31.0,0.0,0.0,0.0,0.0,31.0
1,1,3000,4,4117,4262,146,1,8.0,2.0,16.0,120.0,8.0,2.0,16.0,40.0,8.6666666666666661,9.0,68.0,8.0,2.0,16.0,18.0,8.0,9.0,68.0,0.0,0.0,0.0,37.656340767525464,5.7348835113617511,7.0,25.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,8.0,2.0,16.0,93.0,16.0,16.0,93.0,8.0,2.0,16.0,9.0,2.0,2.0,43.0,35.0,57.0,54.0,0.0,0.0,35.0,57.0,54.0,0.0,0.0,54.0,46.0,35.0,57.0,54.0,0.0,0.0,54.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,35.0,57.0,54.0,0.0,0.0,54.0,57.0,35.0,57.0,54.0,0.0,0.0,54.0,35.0
1,1,3000,5,4263,4278,16,3,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0
1,1,3000,6,4279,4528,250,1,39.0,0.0,43.0,168.0,39.0,0.0,43.0,56.0,41.0,43.0,105.5,39.0,0.0,43.0,60.0,41.0,43.0,105.5,0.0,0.0,0.0,13.366625103842281,2.0,0.0,67.5,1.0,0.0,1.0,3.0,2.0,1.0,2.0,39.0,0.0,43.0,70.0,43.0,43.0,173.0,39.0,0.0,43.0,38.0,39.0,43.0,38.0,46.0,161.0,43.0,0.0,0.0,23.0,80.5,43.0,0.0,0.0,43.0,103.5,23.0,80.5,43.0,0.0,0.0,43.0,103.5,6.0,41.5,0.0,0.0,0.0,0.0,47.5,2.0,2.0,1.0,0.0,0.0,1.0,2.0,29.0,122.0,43.0,0.0,0.0,43.0,151.0,17.0,39.0,43.0,0.0,0.0,43.0,56.0
1,1,3000,7,4529,4546,18,3,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0
1,1,3000,8,4547,4601,55,1,30.0,0.0,0.0,25.0,30.0,0.0,0.0,12.5,30.0,0.0,12.5,30.0,0.0,0.0,12.5,30.0,0.0,12.5,0.0,0.0,0.0,7.5,0.0,0.0,7.5,1.0,0.0,0.0,2.0,1.0,0.0,2.0,30.0,0.0,0.0,20.0,30.0,0.0,20.0,30.0,0.0,0.0,5.0,30.0,0.0,5.0,0.0,55.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,55.0,0.0,55.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,55.0,0.0,0.0,0.0,0.0,55.0,0.0,55.0,0.0,0.0,0.0,0.0,55.0
1,1,3000,9,4602,4663,62,3,0.0,0.0,0.0,62.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,7.0,0.0,0.0,55.0,0.0,7.0,0.0,0.0,55.0,0.0,62.0,0.0,7.0,0.0,0.0,55.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,55.0,0.0,62.0,0.0,7.0,0.0,0.0,55.0,0.0,62.0
1,1,3000,10,4664,5353,690,1,78.0,52.0,89.0,471.0,26.0,17.333333333333332,29.666666666666668,58.875,31.285714285714285,23.5,93.333333333333329,16.0,14.0,16.0,38.5,27.0,15.0,83.5,14.142135623730951,8.4983658559879753,22.954060400915758,66.587231321027303,19.840177747722535,18.373440976946405,71.097741798800399,3.0,3.0,3.0,8.0,7.0,6.0,6.0,46.0,29.0,62.0,229.0,62.0,62.0,229.0,16.0,9.0,11.0,13.0,9.0,9.0,15.0,42.0,431.0,110.0,0.0,107.0,42.0,431.0,110.0,0.0,53.5,110.0,290.0,42.0,431.0,110.0,0.0,53.5,110.0,290.0,0.0,0.0,0.0,0.0,33.5,0.0,228.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,42.0,431.0,110.0,0.0,87.0,110.0,518.0,42.0,431.0,110.0,0.0,20.0,110.0,62.0
1,1,3000,11,5354,5463,110,3,0.0,20.0,0.0,90.0,0.0,20.0,0.0,45.0,20.0,20.0,45.0,0.0,20.0,0.0,45.0,20.0,20.0,45.0,0.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,20.0,0.0,68.0,20.0,20.0,68.0,0.0,20.0,0.0,22.0,20.0,20.0,22.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,110.0,0.0,110.0,0.0,0.0,0.0,0.0,110.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,110.0,0.0,110.0,0.0,0.0,0.0,0.0,110.0,0.0,110.0
1,1,3000,12,5464,5553,90,1,0.0,0.0,0.0,90.0,0.0,0.0,0.0,90.0,0.0,0.0,90.0,0.0,0.0,0.0,90.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0,0.0,0.0,90.0,0.0,0.0,0.0,90.0,0.0,0.0,90.0,0.0,37.0,0.0,0.0,53.0,0.0,37.0,0.0,0.0,53.0,0.0,90.0,0.0,37.0,0.0,0.0,53.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,37.0,0.0,0.0,53.0,0.0,90.0,0.0,37.0,0.0,0.0,53.0,0.0,90.0
1,1,3000,13,5554,5611,58,3,7.0,10.0,0.0,41.0,7.0,10.0,0.0,13.666666666666666,8.5,10.0,13.666666666666666,7.0,10.0,0.0,9.0,8.5,10.0,9.0,0.0,0.0,0.0,11.897712198383164,1.5,0.0,11.897712198383164,1.0,1.0,0.0,3.0,2.0,1.0,3.0,7.0,10.0,0.0,30.0,10.0,10.0,30.0,7.0,10.0,0.0,2.0,7.0,10.0,2.0,0.0,58.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,58.0,0.0,58.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0,0.0,0.0,0.0,0.0,58.0,0.0,58.0,0.0,0.0,0.0,0.0,58.0
1,1,3000,14,5612,5999,388,1,110.0,60.0,85.0,133.0,36.666666666666664,30.0,42.5,19.0,36.428571428571431,36.25,43.600000000000001,31.0,30.0,42.5,14.0,31.0,30.0,29.0,18.803073034893941,1.0,30.5,12.317235311314212,20.975204019829448,22.465250944514285,42.907342029074705,3.0,2.0,2.0,7.0,7.0,4.0,5.0,62.0,31.0,73.0,38.0,73.0,73.0,127.0,17.0,29.0,12.0,7.0,12.0,12.0,10.0,0.0,388.0,0.0,0.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0,388.0,0.0,388.0,0.0,0.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,388.0,0.0,0.0,0.0,0.0,388.0,0.0,388.0,0.0,0.0,0.0,0.0,388.0
1,1,6000,0,6000,6571,572,1,82.0,121.0,88.0,281.0,20.5,40.333333333333336,29.333333333333332,40.142857142857146,41.571428571428569,34.833333333333336,61.5,18.0,10.0,30.0,18.0,30.0,25.0,43.0,10.805091392487155,45.035788238047111,7.3635740114581747,44.273270141018408,29.586952447016927,32.733350305494575,49.402260407124423,4.0,3.0,3.0,7.0,7.0,6.0,6.0,37.0,104.0,38.0,145.0,104.0,104.0,145.0,9.0,7.0,20.0,11.0,7.0,7.0,11.0,0.0,320.0,184.0,0.0,68.0,0.0,320.0,184.0,0.0,68.0,184.0,194.0,0.0,320.0,184.0,0.0,68.0,184.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,320.0,184.0,0.0,68.0,184.0,320.0,0.0,320.0,184.0,0.0,68.0,184.0,68.0
1,1,6000,1,6572,6791,220,3,0.0,0.0,0.0,220.0,0.0,0.0,0.0,220.0,0.0,0.0,220.0,0.0,0.0,0.0,220.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,220.0,0.0,0.0,220.0,0.0,0.0,0.0,220.0,0.0,0.0,220.0,0.0,82.0,0.0,0.0,138.0,0.0,82.0,0.0,0.0,138.0,0.0,220.0,0.0,82.0,0.0,0.0,138.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,82.0,0.0,0.0,138.0,0.0,220.0,0.0,82.0,0.0,0.0,138.0,0.0,220.0
1,1,6000,2,6792,7692,901,1,95.0,16.0,113.0,677.0,15.833333333333334,8.0,18.833333333333332,52.07692307692308,18.666666666666668,21.5,87.777777777777771,16.5,8.0,19.5,27.0,17.0,20.5,74.0,7.6029964853046961,1.0,7.1976076272297274,53.071014163841809,9.577171932372428,10.468205831628136,73.029336232895361,6.0,2.0,6.0,13.0,12.0,6.0,9.0,29.0,9.0,28.0,187.0,39.0,39.0,218.0,6.0,7.0,7.0,8.0,6.0,7.0,14.0,47.0,614.0,204.0,0.0,36.0,23.5,307.0,102.0,0.0,18.0,102.0,232.33333333333334,23.5,307.0,102.0,0.0,18.0,102.0,25.0,12.5,282.0,68.0,0.0,11.0,68.0,298.17705403929983,2.0,2.0,2.0,0.0,2.0,2.0,3.0,36.0,589.0,170.0,0.0,29.0,170.0,654.0,11.0,25.0,34.0,0.0,7.0,34.0,18.0
1,1,6000,3,7693,7718,26,3,0.0,0.0,0.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0
1,1,6000,4,7719,7791,73,1,10.0,0.0,0.0,63.0,10.0,0.0,0.0,31.5,10.0,0.0,31.5,10.0,0.0,0.0,31.5,10.0,0.0,31.5,0.0,0.0,0.0,15.5,0.0,0.0,15.5,1.0,0.0,0.0,2.0,1.0,0.0,2.0,10.0,0.0,0.0,47.0,10.0,0.0,47.0,10.0,0.0,0.0,16.0,10.0,0.0,16.0,0.0,8.0,0.0,0.0,65.0,0.0,8.0,0.0,0.0,65.0,0.0,73.0,0.0,8.0,0.0,0.0,65.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,65.0,0.0,73.0,0.0,8.0,0.0,0.0,65.0,0.0,73.0
1,1,6000,5,7792,7995,204,3,14.0,0.0,0.0,190.0,14.0,0.0,0.0,95.0,14.0,0.0,95.0,14.0,0.0,0.0,95.0,14.0,0.0,95.0,0.0,0.0,0.0,86.0,0.0,0.0,86.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,14.0,0.0,0.0,181.0,14.0,0.0,181.0,14.0,0.0,0.0,9.0,14.0,0.0,9.0,128.0,76.0,0.0,0.0,0.0,64.0,25.333333333333332,0.0,0.0,0.0,0.0,204.0,64.0,29.0,0.0,0.0,0.0,0.0,204.0,32.0,12.119772641798562,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,96.0,38.0,0.0,0.0,0.0,0.0,204.0,32.0,9.0,0.0,0.0,0.0,0.0,204.0
1,1,6000,6,7996,8772,777,1,65.0,54.0,126.0,532.0,21.666666666666668,18.0,25.199999999999999,76.0,40.833333333333336,36.0,109.66666666666667,21.0,13.0,22.0,74.0,30.0,43.0,121.0,10.624918300339486,10.801234497346433,16.203703280423277,60.582883013981053,32.692591753416487,21.559220765138985,73.279525714137151,3.0,3.0,5.0,7.0,6.0,5.0,6.0,35.0,33.0,45.0,151.0,89.0,68.0,194.0,9.0,8.0,7.0,7.0,9.0,9.0,17.0,108.0,468.0,154.0,0.0,47.0,36.0,156.0,51.333333333333336,0.0,47.0,51.333333333333336,155.75,34.0,124.0,49.0,0.0,47.0,49.0,126.0,18.018509002319441,87.089991770964517,9.5335664307167267,0.0,0.0,9.5335664307167267,130.55530437328082,3.0,3.0,3.0,0.0,1.0,3.0,4.0,59.0,275.0,64.0,0.0,47.0,64.0,356.0,15.0,69.0,41.0,0.0,47.0,41.0,15.0
