"","around","monitor","keyboard","face","comp_only","no_face","body_only","s_speak"
"hhogan",-0.577316533903944,0.914576025758056,0.992399221956555,-0.844409322901112,0.93943454249915,0.844409322901112,0.444892573341843,-0.5
"hboredom",0.0981278205502463,0.4266033737581,0.830745033553979,-0.989010446521614,0.485777373545645,0.989010446521614,-0.249990141371391,0.188982236504614
"hsdesirability",0.928916317844068,-0.987275189063246,-0.765222229204071,0.41634765172589,-0.974521773751194,-0.41634765172589,-0.860928164755852,0.89104211121363
"shogan",0.969401244261197,-0.705947422397276,-0.241633697806782,-0.196623348466573,-0.6573083437766,0.196623348466572,-0.995619688341979,0.987829161173532
"sboredom",-0.816520434331644,0.404414012008239,-0.123060083942861,0.53569851166275,0.342728376939249,-0.53569851166275,0.895583942567793,-0.866025403784439
"ssdesirability",-0.173253289882928,0.65422079157472,0.949883407192105,-0.992318343104635,0.703044960141502,0.992318343104635,0.0197465898638082,-0.0821994936526786
"hpabad",-0.166692578695695,-0.363055964449889,-0.7902742233635,0.976423138295543,-0.42418701023088,-0.976423138295543,0.316330118465231,-0.25641752417955
"hpabad2",0.0806918933813141,-0.580872074751762,-0.916607510759554,0.999529526108558,-0.63369315517226,-0.999529526108558,0.0735379269935499,-0.0110596735328113
"hpagood",0.949745117058804,-0.975756659209486,-0.724591358851495,0.360197261124286,-0.95905137869791,-0.360197261124287,-0.89031502645827,0.917034975572544
"hpagood2",0.887038839001444,-0.998253215590273,-0.825998012554642,0.5055407023988,-0.992118498574482,-0.505540702398801,-0.805493256669576,0.840958303400842
"spabad",-0.521313846000166,0.00936978117441191,-0.505827459728985,0.826185325059298,-0.0571173580208554,-0.826185325059298,0.646336817408562,-0.597379467000751
"spabad2",-0.565999316032979,0.0625840727721095,-0.459192371935644,0.795024378650514,-0.00389336920920737,-0.795024378650513,0.686037698351587,-0.639220743653228
"spagood",0.490895512253196,-0.868484680482215,-0.99977841972783,0.894710504944632,-0.899513912639521,-0.894710504944632,-0.351088407453902,0.408926795473816
"spagood2",0.539141460166064,-0.895002723868072,-0.997009839306849,0.868159958874347,-0.922672753487345,-0.868159958874347,-0.403220409981574,0.459629323388905
"rapcomp2",0.0893747060385845,0.434538488595845,0.835606883230627,-0.990272045440137,0.493443316880341,0.990272045440137,-0.241467879439136,0.180341602980298
