"","around","monitor","keyboard","face","comp_only","no_face","body_only","s_speak"
"hhogan",-0.0214098012748233,-0.0507141660895359,0.0170528306279209,0.0495851293020149,-0.0306306136069666,-0.0495851293020149,0.00879882121213649,0.288940931297062
"hboredom",0.0765713725304773,0.0897446708104278,0.0129574613991474,-0.161242335970958,0.0914064021177845,0.161242335970958,-0.0846641705632015,-0.0589479320995021
"hsdesirability",0.0358526573262383,-0.0136592345010747,0.0479459483055179,-0.0633795125040562,0.0291404335222304,0.0633795125040562,-0.0697687953521608,0.0972456033485011
"shogan",-0.427464247140119,0.0771006748529432,0.283214374784648,0.169528590025741,0.313189796410425,-0.169528590025741,0.216866957361333,0.0897124971200119
"sboredom",0.290683968144942,0.0829917215657061,-0.304348162079815,-0.137179409232763,-0.188295561521096,0.137179409232763,-0.0670780106082037,0.0682444919516495
"ssdesirability",-0.0902743406893064,0.128516668302871,0.00337273712686725,-0.0100332836651356,0.117801785876256,0.0100332836651356,0.0863996578880734,-0.0386676289255046
"hpabad",0.155735548632782,0.0238342642139391,-0.15501911386074,-0.0632820943738152,-0.112390853321604,0.0632820943738152,-0.0417191500966873,-0.123750014908617
"hpabad2",0.0195975150593903,0.0126567763694613,-0.111672392460324,0.0549023322401358,-0.0849984278052925,-0.0549023322401358,0.0610518434104286,-0.102892678520514
"hpagood",-0.229366387615784,-0.0683225217222538,0.0839201580140432,0.230040623675275,0.0112983560967342,-0.230040623675275,0.165315816221073,0.146832035039496
"hpagood2",-0.159805648722542,-0.0526269697820267,0.0283059388100685,0.187342510312201,-0.0226352376543666,-0.187342510312201,0.136878918615894,0.215642546623809
"spabad",0.218388304161339,0.106251529070766,-0.287643941469359,-0.0927431976365433,-0.153094671829576,0.0927431976365432,-0.00795897903293797,0.0431929469521192
"spabad2",0.183477693232828,0.0409114729800556,-0.263462940421764,-0.0228810515443757,-0.190652924435017,0.0228810515443756,0.00899617291773287,0.0550273820955974
"spagood",-0.200725714254257,0.0947123358713798,0.26299867690044,-0.0662859546804332,0.311499162289266,0.0662859546804333,0.00830909520145235,0.0090077071899498
"spagood2",-0.14037598612569,0.156264087179241,0.241633506458293,-0.161923683660987,0.348099253682055,0.161923683660987,-0.0357026706374241,-0.0296039645885158
"rapcomp2",-0.0354591904255478,0.0503449321322469,0.0293410705608723,-0.0246367728132651,0.0696059740244411,0.0246367728132651,0.013819789574607,0.183817646438593
