"","around","monitor","keyboard","face","comp_only","no_face","body_only","s_speak"
"hhogan",0.202944005988781,0.683583891963133,0.43672963757266,0.797143501047659,0.333259551285068,0.797143501047659,0.495982516638322,0.0719522655387122
"hboredom",0.459150249199973,0.184031128629482,0.920685344215599,0.807372413134248,0.316093814198402,0.807372413134248,0.370888403222764,0.153084983353006
"hsdesirability",0.286791012059832,0.800456105153691,0.531410009260158,0.498311145456906,0.763923916301082,0.498311145456906,0.552757648228877,0.134086070152913
"shogan",0.000287980410809759,0.217257166185926,0.0700699171220546,0.410792954030028,0.0114385199428287,0.410792954030029,0.0316641308724947,0.140807330964186
"sboredom",0.0107897206916294,0.251545861186281,0.516301898236847,0.00756451750826443,0.683795689165045,0.00756451750826443,0.0313716406524085,0.231500448236201
"ssdesirability",0.559060441652282,0.125844978323257,0.0436381945631342,0.39146967887385,0.714151496226023,0.39146967887385,0.0133024157820931,0.957805005884384
"hpabad",0.737811344789649,0.528219862504112,0.685536796769583,0.896688479878437,0.851625605525424,0.896688479878437,0.467124502021271,0.0238042001367
"hpabad2",0.630332589044252,0.309642613069987,0.316841904163247,0.654191537258411,0.984745543272897,0.654191537258411,0.712774686354267,0.0130744377919012
"hpagood",0.638051569970679,0.000131858998308695,0.827487148815072,0.00238471571139103,0.00438305214400002,0.00238471571139103,0.751972923464863,0.187085758529133
"hpagood2",0.655657952495692,0.00147433170142267,0.849867501962632,0.0426360760210137,0.00633933386676158,0.0426360760210137,0.752706944296599,0.193422387427642
"spabad",0.0790244787915421,0.956048088667334,0.768425868570571,0.193255609462781,0.776261601195631,0.193255609462781,0.101390478181015,0.435598728110472
"spabad2",0.0717605476612662,0.794330155665796,0.564134077289989,0.330758110809949,0.494945891325054,0.330758110809949,0.154176052694916,0.823390854108296
"spagood",0.0468270227323385,0.700593811934257,0.0364782270033239,0.600445930477814,0.174095016011633,0.600445930477814,0.772712043110148,0.668087871425224
"spagood2",0.180870627306707,0.917276295794348,0.140248355178986,0.971517762765543,0.200557272091848,0.971517762765543,0.891016971488391,0.604992771337657
"rapcomp2",0.310221079318789,0.579337571625987,0.887003974296818,0.695913915547552,0.572190857375885,0.695913915547552,0.333458980613052,0.82268739500867
