"","around","monitor","keyboard","face","comp_only","no_face","body_only","s_speak"
"hhogan",0.106772903262229,-0.425741351593858,0.38522684768812,-0.0901848657538977,-0.0328411793417234,0.0901848657538974,-0.378917881855315,2.65010664039097
"hboredom",0.585674861839559,0.206300207672833,0.0415475402524409,-0.84558803410037,0.214174073987853,0.84558803410037,-0.62693044166252,-0.0386715377755329
"hsdesirability",0.542277185256816,-0.0839534979274678,0.464123791960839,-0.900681052869498,0.330187048758104,0.900681052869498,-0.881837430357189,0.938051303131402
"shogan",-4.04023504286323,0.860802825217022,2.49995223777349,1.57872175619264,3.00088338887241,-1.57872175619264,2.07791618055363,0.0366490155584692
"sboredom",2.63707146915569,0.880193230471153,-2.74148366745568,-1.50009014336432,-1.52522679020773,1.50009014336432,-0.741742596633268,1.55604075283639
"ssdesirability",-0.830005990798584,1.34172629482369,0.019725281962188,-0.101979177577485,1.17177447830884,0.101979177577485,0.832911558015755,-1.33418492649786
"hpabad",1.28459789300972,-0.292011772117922,-1.10594816354942,-0.35412876050029,-1.2170174496872,0.354128760500289,-0.527718805556756,-0.0538868751415178
"hpabad2",0.137765601072042,-0.284672320757836,-0.723709182193466,0.617316469766617,-0.876658525459959,-0.617316469766617,0.364840096494952,-0.0972544904343302
"hpagood",-1.8986708936535,-0.834755910582923,0.419556724135955,2.48447252475498,-0.353218782841267,-2.48447252475498,1.62387660089876,1.42836985063028
"hpagood2",-1.26551327539575,-0.711478502580146,0.00600238722011914,1.98870883878353,-0.608280231130718,-1.98870883878353,1.2873604608456,2.16156066450239
"spabad",1.80631874291306,0.457017984857785,-2.16632134522043,-0.714226112441264,-1.44560132235765,0.714226112441263,-0.332791980454436,0.435639250720915
"spabad2",1.59830170762589,-0.00502407182511336,-1.82896497222185,-0.379356117250847,-1.58289185189396,0.379356117250847,-0.350182869552747,0.200988101437903
"spagood",-1.68513485559608,0.473549620779899,2.43949177512876,-0.309027038511244,2.55510283189646,0.309027038511244,0.0469662739043484,-0.130050953012766
"spagood2",-1.13826200177564,0.798805104785792,2.21851215223491,-0.994666785916548,2.68057304181019,0.994666785916548,-0.34904731236021,-0.256211808496633
"rapcomp2",-0.279579961629431,0.290940167236187,0.177296931642649,-0.0413608307184556,0.401998398996309,0.0413608307184558,0.161048522753971,0.903447684040066
