"","around","monitor","keyboard","face","comp_only","no_face","body_only","s_speak"
"hhogan",0.0132423874667181,-0.0527332421137685,0.0477270586989768,-0.0111853561098776,-0.00407341316837586,0.0111853561098776,-0.0469471566273924,0.312268049173216
"hboredom",0.0724531044791711,0.0255800184144254,0.00515326970108202,-0.104310135448535,0.0265556559053981,0.104310135448535,-0.0775271088764682,-0.00479655874603716
"hsdesirability",0.0671095738503989,-0.010412585311051,0.0574723180955595,-0.111025064707147,0.0409203597945887,0.111025064707147,-0.108730001531612,0.115571298498085
"shogan",-0.448021238770015,0.106166033494305,0.296169276835461,0.192166764994858,0.348833113704331,-0.192166764994858,0.249577736213959,0.00454570395211762
"sboredom",0.31088086292828,0.108529662801264,-0.321935999597035,-0.182923852727403,-0.185883994652854,0.182923852727403,-0.0916149331649705,0.189505808353341
"ssdesirability",-0.102408310053171,0.164162876740634,0.00244661279023736,-0.0126479484531053,0.143829552569162,0.0126479484531054,0.102763027261021,-0.163264837978287
"hpabad",0.157349911781727,-0.0361958684839243,-0.135903283106935,-0.0438819555846616,-0.149261432065029,0.0438819555846616,-0.0653156916871688,-0.00668369496474801
"hpabad2",0.0170852255876149,-0.0352872655168103,-0.0894055942265315,0.0763452145776172,-0.108098929355833,-0.0763452145776173,0.0452065807404217,-0.0120620573390446
"hpagood",-0.229230268458886,-0.102988169022429,0.0519692849533461,0.294494895359389,-0.0437694117703948,-0.294494895359389,0.197451726383698,0.174450770984317
"hpagood2",-0.155068870060607,-0.0879064158939513,0.000744504299414651,0.239490582088678,-0.0752340504053502,-0.239490582088678,0.15767989320681,0.258962700964332
"spabad",0.218626287116276,0.0565952482190863,-0.259494681203615,-0.0882432571911302,-0.176490123651438,0.0882432571911301,-0.0412426442031884,0.0539556886002182
"spabad2",0.194460501661307,-0.000623159294390073,-0.221233889926183,-0.0470013332250008,-0.192655545459676,0.0470013332250007,-0.0433939254003585,0.0249217628284561
"spagood",-0.204593940990978,0.0586355426464187,0.289614118843341,-0.0383019604946714,0.302112483645196,0.0383019604946714,0.0058253504750701,-0.0161287371967227
"spagood2",-0.139797612075297,0.0985968103138617,0.265311163361146,-0.122444886034513,0.315502457120691,0.122444886034513,-0.0432534732265804,-0.0317631286790601
"rapcomp2",-0.0349261735651247,0.0363434949550508,0.0221566758934119,-0.00517003474282229,0.0501864783292054,0.00517003474282233,0.0201269874279902,0.112217649199168
