"","around","monitor","keyboard","face","comp_only","no_face","body_only","s_speak"
"hhogan",0.974537909062285,0.509657203528174,0.321116952928583,0.797315962110187,0.800806456533264,0.797315962110187,0.438476988706262,0.00312691047500258
"hboredom",0.443951801352924,0.748343167219971,0.819311307812675,0.372866878507469,0.929621434234153,0.372866878507469,0.514935484157805,0.613745081975636
"hsdesirability",0.887669340362669,0.845481338470309,0.409092762178898,0.543052095212338,0.604305761623751,0.543052095212338,0.441906085727602,0.141013529344102
"shogan",0.000628805774203926,0.90362813499715,0.00459764748816843,0.177812583165558,0.0141329930588942,0.177812583165558,0.14363856738317,0.947961430667001
"sboredom",0.0180623936924875,0.157209774651347,0.00319499767456107,0.148756883521284,0.246886409554308,0.148756883521284,0.720531110046,0.0873735663536812
"ssdesirability",0.614578844575747,0.564594714910124,0.879268568379499,0.983502946636545,0.529817847963866,0.983502946636545,0.669078855949386,0.555587817673178
"hpabad",0.352038164547663,0.940137465573971,0.162128228053399,0.985147491896068,0.272363482136439,0.985147491896068,0.968387561471564,0.627475461385974
"hpabad2",0.813205273049771,0.984260968190055,0.277936068594414,0.299921889678222,0.375055714641388,0.299921889678222,0.286428743696218,0.457398713215331
"hpagood",0.00698696717800007,0.997503305886738,0.498727048749288,0.0197242709953489,0.574317851383077,0.0197242709953489,0.018215987990027,0.707776865646738
"hpagood2",0.056785505548927,0.947299421994336,0.687384696259378,0.0772046785050311,0.780775620057628,0.0772046785050311,0.0823041148898404,0.169564714710692
"spabad",0.10876804133554,0.760444245471434,0.112565082638196,0.446858780245909,0.2936167468147,0.446858780245909,0.594713369638226,0.707411400234719
"spabad2",0.173783081625804,0.982966228594603,0.147644793204191,0.696946849168569,0.235421628898654,0.696946849168569,0.705487326777196,0.550686486110692
"spagood",0.0563393162174154,0.315155973248151,0.0362261284975481,0.770074857094831,0.0076738080053086,0.770074857094831,0.628795158774736,0.757512472271634
"spagood2",0.180555651069369,0.273791564118038,0.049954571000443,0.393885079976553,0.00842926076704214,0.393885079976553,0.989529394570378,0.566321269973597
"rapcomp2",0.658845830379133,0.851575166885798,0.428454655701858,0.798760307750093,0.411737909385222,0.798760307750093,0.909773534939479,0.459462345806651
