"","around","monitor","keyboard","face","comp_only","no_face","body_only","s_speak"
"hhogan",0.30848295039905,0.622683765922773,0.393612756549628,0.928794633302519,0.234505139659281,0.928794633302519,0.791028085038686,0.0626418728678504
"hboredom",0.961930489222897,0.251479412391149,0.606392704069546,0.265554254460707,0.141741798338797,0.265554254460707,0.667362490132398,0.194043620658577
"hsdesirability",0.746527543172271,0.76127974363281,0.893256382700588,0.720361956282342,0.881758577205863,0.720361956282342,0.851473545297784,0.37412691130169
"shogan",0.00148729407325132,0.475202148610743,0.726098984539871,0.0929937040391554,0.347959209357655,0.0929937040391554,0.0116516861167586,0.164200352715586
"sboredom",0.0600249731538601,0.395504287431732,0.918620210246179,0.0379969749896866,0.40238320445002,0.0379969749896867,0.0798662745661351,0.525846304264547
"ssdesirability",0.463305389069262,0.396384971096467,0.0773886579171631,0.248911839833104,0.425718405555184,0.248911839833104,0.0460606611982231,0.637751699759622
"hpabad",0.262197539068757,0.938732774665246,0.979225161565669,0.408056949415343,0.964407742963336,0.408056949415344,0.308443108231377,0.793586537710709
"hpabad2",0.872847661592475,0.590223489979375,0.836565237560439,0.927495215134694,0.770893301683651,0.927495215134693,0.765831469705342,0.728235559356808
"hpagood",0.0617701475865545,0.000428655447177461,0.176222892401115,0.00509936920358881,0.0735067988905972,0.00509936920358881,0.525769585720246,0.697832993825912
"hpagood2",0.407965140252581,0.0050090473287514,0.294517052266231,0.0822230168285915,0.137394731926436,0.0822230168285916,0.961096690116489,0.719368048481944
"spabad",0.00245559030257353,0.798295171212913,0.183966360997532,0.115898484586369,0.346199782893938,0.115898484586369,0.102920780403065,0.985663731260955
"spabad2",0.0132069800252116,0.894681550999913,0.145694572152181,0.399937288566712,0.161730740755636,0.399937288566711,0.281279633189865,0.785689938445928
"spagood",0.0653067770851031,0.745804223323395,0.21479504307019,0.696596524764285,0.166849367886344,0.696596524764286,0.486364025565901,0.757761932143365
"spagood2",0.247709799712367,0.390389970391478,0.248656787133831,0.679061884529206,0.0739183788214722,0.679061884529205,0.870826095024298,0.346805006117153
"rapcomp2",0.900149297134467,0.733138423877735,0.803528483420154,0.631056878616041,0.606398529565721,0.631056878616041,0.76613725682053,0.701666914505143
