"","around","monitor","keyboard","face","comp_only","no_face","body_only","s_speak"
"hhogan",0.897024035271154,0.655169783388683,0.889016887864776,0.699384680699753,0.780860795227754,0.699384680699753,0.977983333632753,0.0124988144381937
"hboredom",0.521252301228293,0.464637854975932,0.937145577027988,0.182842396687477,0.470631850168671,0.182842396687477,0.487996671861931,0.657732488419845
"hsdesirability",0.790289387300204,0.912809421166216,0.665006529730977,0.596584342344625,0.782512027866354,0.596584342344625,0.563957079439298,0.512201541956009
"shogan",0.000344053841860685,0.518151668339587,0.0208415047366216,0.172537075804359,0.00937522748604311,0.172537075804359,0.0768182372650674,0.449650291826682
"sboredom",0.0177604623387553,0.515277598952097,0.0135431054272641,0.261686295518189,0.12923501202361,0.26168629551819,0.575423740128808,0.599697303631824
"ssdesirability",0.491320377306931,0.283338958876061,0.994473306500995,0.89674971945117,0.335244466538453,0.89674971945117,0.497998331604905,0.804594457266485
"hpabad",0.189699177904381,0.891009536396812,0.192846801953201,0.622195238570779,0.31778404832516,0.622195238570779,0.720196181236325,0.409748075558773
"hpabad2",0.840596924679661,0.946941807150794,0.343391603402172,0.643247987441674,0.448526608928367,0.643247987441674,0.629163607989318,0.502973595015095
"hpagood",0.0566912931722755,0.544794112630872,0.471793114320542,0.0511602821971612,0.936137878460185,0.0511602821971612,0.175334385580888,0.235416248416381
"hpagood2",0.181802898162756,0.633141355919461,0.775033611993795,0.113643664298564,0.857744144341323,0.113643664298564,0.26507891533523,0.0886812368289366
"spabad",0.064643865171912,0.422774036556512,0.018027727925308,0.431255833460313,0.195677367264129,0.431255833460313,0.891020902178447,0.74615548558938
"spabad2",0.119325649316706,0.780438932127687,0.0306086561681213,0.826470551617093,0.109277217010308,0.826470551617093,0.99747924115759,0.642301264251998
"spagood",0.102034415246716,0.459208249929376,0.0320380750647246,0.616608823305299,0.0110477822195023,0.616608823305299,0.933119114583731,0.843945391187435
"spagood2",0.264329168133668,0.219652663537534,0.0504930208554568,0.195948307065246,0.00450193943531055,0.195948307065246,0.771670483557696,0.911568475436841
"rapcomp2",0.735837087454029,0.684638742679898,0.77172779740727,0.853019372657711,0.542890554119753,0.853019372657711,0.900152012653138,0.204989766968631
