"","around","monitor","keyboard","face","comp_only","no_face","body_only","s_speak"
"hhogan",0.135540454791659,0.268386934690326,0.702532445083323,0.922382174177927,0.0663391625238513,0.922382174177927,0.341047035153353,0.524101273561554
"hboredom",0.770775062935806,0.431422290007269,0.131679116689795,0.656495015727207,0.771343645394637,0.656495015727207,0.287522577743059,0.884069704400593
"hsdesirability",0.500073823843598,0.128362887653009,0.0265207781682138,0.538379224302773,0.95503253657644,0.538379224302773,0.598327462386915,0.25140687673
"shogan",0.699888824192495,0.104432741829437,0.498508307959018,0.224526600102994,0.186914448314413,0.224526600102994,0.952062425436027,0.721819237536332
"sboredom",0.938187836498906,0.443300550208236,0.522174429638492,0.273030212951618,0.105603175397035,0.273030212951618,0.673959185781553,0.704805742105401
"ssdesirability",0.255570972698904,0.503150364927153,0.217473386370136,0.257608535175432,0.820896412855523,0.257608535175432,0.0880844288661892,0.630141056082546
"hpabad",0.867958184640315,0.0630449036268002,0.29840108411866,0.34683424857139,0.222758869304867,0.34683424857139,0.667084241078526,0.648262971916655
"hpabad2",0.993969725732859,0.116764944855109,0.275287211701087,0.561348841873126,0.380359560896854,0.561348841873126,0.555280511473936,0.643072542937078
"hpagood",0.790733110793262,0.149097067192501,0.148001495040571,0.58855615999901,0.639886878047245,0.58855615999901,0.584158387234144,0.249966363556169
"hpagood2",0.99243172951035,0.259107802164431,0.183126367971618,0.889609663925598,0.824711631294752,0.889609663925597,0.467859220025064,0.330769380207764
"spabad",0.889887531751374,0.940800155859824,0.494727837062425,0.73473767014454,0.484957210924937,0.73473767014454,0.791078231035297,0.650929599236406
"spabad2",0.69111485879238,0.82614345764103,0.733381113737494,0.464581234289921,0.563733265363425,0.464581234289921,0.603571994025217,0.49705571036153
"spagood",0.797156892016355,0.551050869281249,0.725182437325002,0.616650683848384,0.67558383715224,0.616650683848384,0.989215443363284,0.60246382651648
"spagood2",0.928985162397778,0.613755782386474,0.881593889392002,0.805596762883595,0.624919678688664,0.805596762883595,0.875416699049255,0.739011596661626
"rapcomp2",0.867206218005352,0.432432637587473,0.238976195348435,0.860497968852832,0.96135117204546,0.860497968852832,0.43255490778817,0.485172917112428
