"","around","monitor","keyboard","face","comp_only","no_face","body_only","s_speak"
"hhogan",0.862418480902534,0.681284578945627,0.890221333727744,0.68801090653014,0.804163994281561,0.68801090653014,0.943228156374218,0.0168618205485337
"hboredom",0.534843470491658,0.466733846694528,0.916476303637982,0.188980404370344,0.45848975986149,0.188980404370344,0.492430070763604,0.633005744612883
"hsdesirability",0.77161685205687,0.911970195900187,0.697819410602989,0.607624063035725,0.813515583187861,0.607624063035724,0.571834792318191,0.430162890476587
"shogan",0.000277169529644298,0.532015465156393,0.0192691146990861,0.166947925365889,0.0093080717678227,0.166947925365889,0.0756699804759132,0.466894253893875
"sboredom",0.0161823362583235,0.501048228071719,0.011623929510032,0.264627070488617,0.124115019512303,0.264627070488617,0.586787602192683,0.580283691136264
"ssdesirability",0.464097389856097,0.296269672962483,0.978223060880349,0.93527918489866,0.338695902371579,0.93527918489866,0.483569874082104,0.754229830004725
"hpabad",0.204736256664637,0.847017014348345,0.206852737971063,0.608177228531747,0.361499411177237,0.608177228531746,0.735518522091255,0.314694365035442
"hpabad2",0.873964875972666,0.918407822998742,0.36459639126198,0.656552304293626,0.490716999280107,0.656552304293626,0.620900608839449,0.403738271284828
"hpagood",0.0599032017508165,0.579849803594847,0.496254361769316,0.0591348731200987,0.927139651086432,0.0591348731200987,0.177901114906932,0.232146147296664
"hpagood2",0.193004126880622,0.669945434869834,0.818763892907078,0.126065238799925,0.854627101489981,0.126065238799925,0.265685020421819,0.0773775600425234
"spabad",0.0735902977386574,0.388482165943469,0.0173831672738325,0.451916063611165,0.212614590125586,0.451916063611165,0.948639289142592,0.72653535470459
"spabad2",0.134213448787624,0.740456641572883,0.029946093073948,0.853065847403082,0.119390019363199,0.853065847403082,0.941956974659476,0.655819309877315
"spagood",0.100737129842679,0.442328364810936,0.0302473145182906,0.591222563702128,0.00971689787999088,0.591222563702128,0.946383182919071,0.94188268454771
"spagood2",0.253548342765968,0.203184749889101,0.0471286870048946,0.18709342790975,0.00362762379806714,0.18709342790975,0.772546501172502,0.810603855183581
"rapcomp2",0.775741104882655,0.685776968520891,0.813666994805754,0.843126723940285,0.57567935795854,0.843126723940285,0.911619265850706,0.13648284320864
