"","around","monitor","keyboard","face","comp_only","no_face","body_only","s_speak"
"hhogan",0.915298009076878,0.671702736151649,0.701327104020083,0.928417639948389,0.973901878659809,0.928417639948389,0.705983787639249,0.0100937135530966
"hboredom",0.560122100810134,0.837201250473243,0.966986753973757,0.400884662479237,0.831081770259972,0.400884662479237,0.532900756554208,0.969270796348048
"hsdesirability",0.589481952769634,0.933351433950814,0.644109771235122,0.37108298597995,0.742320493712358,0.37108298597995,0.381114153112697,0.351690660839292
"shogan",0.000143654714899947,0.392510830177371,0.0149538267292343,0.119254515797836,0.00381509153399532,0.119254515797836,0.0416709415638377,0.970877183699906
"sboredom",0.010450039458763,0.381997432326879,0.00789093957938336,0.138432940565007,0.132053798921721,0.138432940565007,0.460915064752017,0.124554341917022
"ssdesirability",0.409573491340439,0.184353411075991,0.984322948378765,0.919087149074706,0.24556484188781,0.919087149074706,0.407944656745448,0.186798851118435
"hpabad",0.203492163783468,0.77120762010888,0.272825529860796,0.724388607368693,0.227997916929248,0.724388607368693,0.59949139620962,0.957190575316336
"hpabad2",0.890851552903782,0.776800204572876,0.471840887213677,0.539182606144199,0.38390065348599,0.539182606144198,0.716415154675494,0.922823559418476
"hpagood",0.0620483151467902,0.406912781482355,0.676192779218724,0.0155593276403134,0.725067415781759,0.0155593276403134,0.109242271175861,0.157973108403998
"hpagood2",0.210204984368293,0.479333411860225,0.995229200942502,0.0509463330318964,0.545121379612072,0.0509463330318965,0.20253383663551,0.0343403160620417
"spabad",0.0754981342292932,0.649181867412704,0.0339592772900653,0.477644458543239,0.153093460225566,0.477644458543239,0.740362289121601,0.664541790753814
"spabad2",0.114826113258161,0.996006775303678,0.0719927002761416,0.705659956809043,0.118300060866975,0.705659956809043,0.727333687477724,0.841335484832917
"spagood",0.0967583274610494,0.637407764927391,0.0174459944817893,0.758289335860583,0.0129654075671403,0.758289335860583,0.962684112366073,0.896927747737053
"spagood2",0.259189193096913,0.427312615231904,0.0300185774410872,0.323586846663974,0.00930366596589828,0.323586846663974,0.728181995672831,0.798596443657194
"rapcomp2",0.780701356846276,0.772037864238095,0.85983508944137,0.967137002378732,0.689024593044482,0.967137002378731,0.872562483289333,0.36967637834893
