"","around","monitor","keyboard","face","comp_only","no_face","body_only","s_speak"
"hhogan",-0.015990133233035,-0.0551382383841175,0.0172411118416857,0.0476851332022524,-0.0343635265832981,-0.0476851332022524,0.00340987441591977,0.301403704398681
"hboredom",0.0791280574368445,0.0901656271505555,0.00974335250449405,-0.16347702354604,0.0889645151037712,0.16347702354604,-0.0855304846373333,-0.0547011068832215
"hsdesirability",0.0328496622941756,-0.0135285030985989,0.0534639675724101,-0.0653319280054053,0.0340980445650495,0.0653319280054052,-0.071199498179017,0.0808492283014901
"shogan",-0.421497991499095,0.0797159854771905,0.2797959872823,0.167354480684409,0.312907699223789,-0.167354480684409,0.216041214566689,0.0932064367473758
"sboredom",0.286725948959301,0.0802625428358971,-0.298114044335942,-0.138018955831297,-0.185817134355443,0.138018955831297,-0.0691200365359213,0.0647797878469124
"ssdesirability",-0.0848806259932916,0.1319787680878,0.000855858042203979,-0.0160329631422533,0.118640350298125,0.0160329631422533,0.083581863281516,-0.0305619250025799
"hpabad",0.160984091214456,0.0169296382963133,-0.159861415859173,-0.0608260124579758,-0.122968465084496,0.0608260124579758,-0.0442365848212162,-0.101590014427223
"hpabad2",0.0248475024464455,0.00822239855835629,-0.116669470895379,0.0571808170341544,-0.0934366542241697,-0.0571808170341544,0.0596138655927666,-0.0826201290859908
"hpagood",-0.232233294730491,-0.0747198046337995,0.0887327720536575,0.23749594280489,0.00989988492489323,-0.23749594280489,0.166285656268557,0.145819786804055
"hpagood2",-0.163860829101272,-0.0589244581995787,0.0353016601927345,0.19361815481782,-0.0221447312419983,-0.19361815481782,0.137050972520615,0.208037379076487
"spabad",0.225354440845475,0.098804062404025,-0.286085718521544,-0.0970163756139365,-0.158863008355305,0.0970163756139364,-0.0169278619992375,0.0399814915111061
"spabad2",0.190685528137293,0.034431377772179,-0.262446844895225,-0.0270828334690739,-0.195949427890064,0.0270828334690739,0.000390359693085608,0.0573436716362233
"spagood",-0.199980408695808,0.0912609332525264,0.260316059699983,-0.0618019263348785,0.306393939381362,0.0618019263348786,0.0103689032177183,0.0243188375990676
"spagood2",-0.137264168655701,0.150793256834029,0.238161841778696,-0.158767985534125,0.340438785433504,0.158767985534125,-0.0358440031842522,-0.0137218183065627
"rapcomp2",-0.0419884484302262,0.0505373977989541,0.0361112787061996,-0.0230650595192862,0.0756507506578571,0.0230650595192862,0.015621568187015,0.156836446313617
