"","around","monitor","keyboard","face","comp_only","no_face","body_only","s_speak"
"hhogan",-0.506113344479567,0.387634427456012,0.138618146832304,0.035527242664185,0.600609368203986,-0.0355272426641851,0.336958301837036,0.229222833604386
"hboredom",-0.105970570136916,0.281099645203627,-0.510440310547713,0.161151083414132,-0.105701712901764,-0.161151083414132,0.373643990657327,-0.0531465678710678
"hsdesirability",0.242262654997639,0.514219315010695,-0.69227242779889,-0.221590434823775,0.0205652501522881,0.221590434823775,0.190372409471592,0.400513375194345
"shogan",-0.139899787835806,-0.543484935909602,0.243121275621494,0.421935330922863,-0.454536632422354,-0.421935330922863,-0.0219248560244913,-0.129308889898206
"sboredom",0.0282795943733102,0.274192055579186,0.230259281096487,-0.384191093041209,0.541960895921829,0.384191093041209,-0.152547856266849,0.137517154062876
"ssdesirability",-0.397311619105632,0.240578605137294,-0.427794130085112,0.395755476343052,-0.0824338105445555,-0.395755476343052,0.566009899166906,0.174275721382114
"hpabad",0.060583850601797,0.606470265497925,-0.365913738003031,-0.333176664032208,0.42339372828691,0.333176664032208,0.155926102205455,0.165231733133384
"hpabad2",0.00275671775739719,0.527933413856659,-0.382528895487294,-0.209478992614537,0.3118678069964,0.209478992614537,0.212659515400538,0.167813368323715
"hpagood",-0.0965601517964867,-0.491493761314628,0.492644328717892,0.195377356786204,-0.16940128563353,-0.195377356786204,-0.197639885233634,-0.401627829475696
"hpagood2",0.00345982221032221,-0.394614785213594,0.458024914647829,0.0505934588398978,-0.080654449544843,-0.050593458839898,-0.260171438299434,-0.34375597809534
"spabad",0.0504654555850802,-0.0270826414428661,-0.24519944113469,0.12311181856684,-0.250602146106139,-0.12311181856684,0.0963978935901512,0.163908039769027
"spabad2",-0.144163633786312,-0.0799870667295774,-0.123761191380653,0.262023484644343,-0.208232914924851,-0.262023484644343,0.187698360961665,0.243918988729781
"spagood",-0.0935425052388768,-0.214884357137076,0.127692678085274,0.181065748029692,-0.151751095713075,-0.181065748029692,0.00493020287012935,0.188262686990207
"spagood2",0.0324982265225708,-0.182529523249812,0.0542882238386868,0.0895855714405932,-0.176897758003994,-0.0895855714405933,-0.0571385477185222,0.121067981243965
"rapcomp2",0.0609314419875593,-0.280508719201728,0.410250986041479,-0.0640342771779178,0.0176735550171122,0.0640342771779177,-0.280437249825883,-0.250482367852925
