"","around","monitor","keyboard","face","comp_only","no_face","body_only","s_speak"
"hhogan",-1.65977916097237,1.18939037242952,0.395893318626453,0.100549693010513,2.12468954750561,-0.100549693010514,1.01225936246785,0.666075010979741
"hboredom",-0.301427291733519,0.828475150326846,-1.678940666984,0.461840466599495,-0.300653890450221,-0.461840466599495,1.13934506576223,-0.150533940386871
"hsdesirability",0.706261292931946,1.69581653964825,-2.71333666610716,-0.64273079621723,0.058179615597286,0.64273079621723,0.548485213738297,1.23631357552079
"shogan",-0.399626413634459,-1.83127577506195,0.708921358139747,1.31632385054625,-1.44334036392509,-1.31632385054625,-0.0620277676304686,-0.368837396876354
"sboredom",0.0800187751280033,0.806439061734223,0.669254935004783,-1.17698594665097,1.82400064344136,1.17698594665097,-0.436580191961655,0.3926880262928
"ssdesirability",-1.2245688694413,0.701049103702511,-1.33866178057456,1.21887984270159,-0.233954279380172,-1.21887984270159,1.94192233601373,0.500586709042158
"hpabad",0.171672349337686,2.1573935910954,-1.11208478785216,-0.999471287694503,1.32186532124691,0.999471287694503,0.446486719561475,0.473859219092316
"hpabad2",0.00779720490774923,1.75820819028263,-1.17101865044401,-0.605939965339239,0.928398787422065,0.605939965339239,0.6155723190775,0.481475795476534
"hpagood",-0.27439556159605,-1.59626187001528,1.6011943678531,0.563469724019878,-0.486165665874185,-0.563469724019879,-0.570258536437077,-1.24041423711956
"hpagood2",0.00978591355715164,-1.21471755811451,1.45734361353657,0.143283409952501,-0.22887086595357,-0.143283409952501,-0.762121561287481,-1.0353861904168
"spabad",0.142919971050103,-0.0766293854790608,-0.715367003654127,0.350882034947002,-0.732173442519515,-0.350882034947002,0.273930142911323,0.469957832614378
"spabad2",-0.412060775744778,-0.226964806774141,-0.352761530287302,0.767945186283258,-0.602171669028611,-0.767945186283258,0.540497550878185,0.711394314640999
"spagood",-0.265743367531893,-0.622322509358957,0.364150448957715,0.52073856424667,-0.434246031660562,-0.520738564246671,0.0139448890079189,0.542182207706717
"spagood2",0.0919674432374418,-0.525092818199716,0.15377705880928,0.254409206852206,-0.50835963842372,-0.254409206852207,-0.161876682869822,0.344969482329826
"rapcomp2",0.172660955347778,-0.826584621570561,1.27236820866808,-0.181488755910852,0.0499961712766404,0.181488755910851,-0.82635604132441,-0.731800059394438
