"","around","monitor","keyboard","face","comp_only","no_face","body_only","s_speak"
"hhogan",0.608199750879513,0.265049014799041,0.0785415760053961,0.359903279571162,0.222702099805092,0.359903279571161,0.706483712832523,0.666666666666667
"hboredom",0.937429197463477,0.719420066456051,0.375829475651614,0.0944677720858482,0.677073151462103,0.0944677720858497,0.839145235510467,0.878962281676323
"hsdesirability",0.241483177558589,0.101667558521882,0.445258149326319,0.726619852892085,0.144014473515831,0.726619852892085,0.3397671395116,0.299950093345744
"shogan",0.157892199731043,0.501042935811515,0.844633526615952,0.874004769818282,0.543389850805464,0.874004769818283,0.0596082377780331,0.09942528394389
"sboredom",0.391800249120487,0.734950985200959,0.921458423994604,0.640096720428838,0.777297900194908,0.640096720428839,0.293516287167477,0.333333333333333
"ssdesirability",0.889144151391199,0.545993415310728,0.20240282450629,0.0789588790594755,0.503646500316779,0.0789588790594749,0.98742811334421,0.947611067178353
"hpabad",0.893382511777527,0.763466752142002,0.419876161337564,0.138514457771799,0.721119837148053,0.138514457771799,0.795098549824516,0.834915595990373
"hpabad2",0.948574034601998,0.605423298521526,0.261832707717089,0.0195289958486762,0.563076383527578,0.0195289958486762,0.953142003444992,0.992959049610848
"hpagood",0.202684263741038,0.140466472339433,0.484057063143871,0.765418766709636,0.182813387333382,0.765418766709636,0.300968225694049,0.261151179528192
"hpagood2",0.305516941255341,0.0376337948251306,0.381224385629568,0.662586089195334,0.07998070981908,0.662586089195333,0.403800903208351,0.363983857042495
"spabad",0.650884188677194,0.994034924757665,0.662374484437898,0.381012780872132,0.963618160248386,0.381012780872133,0.552600226724183,0.59241727289004
"spabad2",0.616980951007224,0.960131687087696,0.696277722107867,0.414916018542101,0.997521397918356,0.414916018542102,0.518696989054214,0.55851403522007
"spagood",0.67333935550598,0.330188619425508,0.0134019713789293,0.294763674944694,0.28784170443156,0.294763674944694,0.771623317458991,0.731806271293134
"spagood2",0.637497628591644,0.294346892511172,0.0492436982932647,0.33060540185903,0.251999977517224,0.33060540185903,0.735781590544655,0.695964544378798
"rapcomp2",0.943026273129598,0.713822990789931,0.370232399985493,0.0888706964197294,0.671476075795982,0.0888706964197294,0.844742311176587,0.884559357342443
