"","around","monitor","keyboard","face","comp_only","no_face","body_only","s_speak"
"hhogan",0.00420904606772614,-0.0867893608885784,0.13028161684246,-0.0338583567128696,0.0332629563260005,0.0338583567128696,-0.101904950310571,0.375328362910301
"hboredom",0.100697081989729,0.0422893683191107,-0.0301171565243566,-0.117109564844295,0.0116468318273507,0.117109564844295,-0.085714100564577,-0.0664874409585755
"hsdesirability",0.0186260469175071,-0.0256962135915321,0.108538317386324,-0.0800770646516357,0.0682595246055019,0.0800770646516358,-0.101147435974642,0.192304452975834
"shogan",-0.428860261512988,0.0159661592587885,0.361028707159239,0.176306734504047,0.31529904864034,-0.176306734504047,0.191066865840615,-0.00860683241828311
"sboredom",0.304356867692737,0.184924332763244,-0.374545845198375,-0.188701553178155,-0.151815264081805,0.188701553178155,-0.0471513811121906,0.222589289920186
"ssdesirability",-0.0663314827775894,0.0758535769340346,0.0200291266040292,-0.00272680653103753,0.0827118910246434,0.00272680653103755,0.0563196329639933,-0.0776098957597033
"hpabad",0.122265925820419,0.0099030802054967,-0.182795112651348,-0.002454946513423,-0.143993217885333,0.00245494651342296,0.00522620579678482,-0.0639304828296315
"hpabad2",-0.0311532431112031,0.00260149654300214,-0.142348378189223,0.136063234130611,-0.116577956066567,-0.136063234130611,0.139883132275266,-0.0977649916094117
"hpagood",-0.344747364733284,-0.000412651887075998,0.0890342371844006,0.300334577472582,0.0739722618464185,-0.300334577472582,0.30397218592359,0.0494017364555145
"hpagood2",-0.247296423703029,-0.00871647868442551,0.0530294365958197,0.229906376867014,0.0366891590018363,-0.229906376867014,0.226147743441189,0.179664160195624
"spabad",0.209146560606866,0.0401916583489819,-0.20697980053389,-0.100059104952961,-0.137833925102562,0.100059104952961,-0.0700727880016918,0.0494664234237557
"spabad2",0.177932517288839,0.00281553385718838,-0.189210264729513,-0.0513236444718682,-0.155514934810055,0.0513236444718682,-0.0498071743809776,0.0785713186607579
"spagood",-0.247729437519837,0.131882260351975,0.271001804597574,-0.0385292868788045,0.340982596659292,0.0385292868788045,0.0636859689076839,-0.0406989488245215
"spagood2",-0.175215215091495,0.143569579154861,0.254253043176194,-0.112079590395404,0.337167318584854,0.112079590395404,-0.00173062009479863,-0.0755184132281699
"rapcomp2",-0.0586854010889811,0.0248882635628099,0.105050608041441,-0.0339078555660599,0.10887545803735,0.03390785556606,-0.0150752738102281,0.0981724798038742
