"","around","monitor","keyboard","face","comp_only","no_face","body_only","s_speak"
"hhogan",0.0550973925583692,-0.0687019961913595,-0.0951855315011742,0.0650593158950037,-0.143389396156645,-0.0650593158950037,0.0283188083560676,0.20355626178189
"hboredom",0.0510388916954911,0.166089732395507,0.0536566495703105,-0.172099572254143,0.18944080593391,0.172099572254143,-0.0868516066898028,-0.0968103199139477
"hsdesirability",0.000368727606442629,0.0247826793731048,-0.0273462349721896,0.0020717096108682,-0.00322899881250228,-0.00207170961086821,0.0214853044345309,0.0855913609683012
"shogan",-0.341352813631351,0.0547712718788836,0.0469352157848181,0.173640037478956,0.0885228122276309,-0.173640037478956,0.257322619479669,0.194227062990585
"sboredom",0.204222482782922,0.107691745970576,0.0330423225148127,-0.229514359717888,0.121274812705193,0.229514359717888,-0.202683521522512,-0.0664292226205237
"ssdesirability",-0.0839754548038027,0.091566452272481,-0.236833195394314,0.15425308154871,-0.132911809190953,-0.15425308154871,0.261341290569487,0.142815595494114
"hpabad",0.113687374348884,0.0441317068879915,-0.000677589024573423,-0.105789142095004,0.0370308183666754,0.105789142095005,-0.0976244058317114,-0.0704248173172722
"hpabad2",-0.00907079412839275,-0.0260649610206252,0.017976634565813,0.0107893209633693,-0.00621199086190773,-0.0107893209633693,-0.00650084064334657,0.00341769075390007
"hpagood",-0.22229928741184,-0.413851651227141,0.128733529206091,0.326420611074325,-0.238232787351305,-0.326420611074325,0.0893051029773162,-0.070288372284334
"hpagood2",-0.0867190304296034,-0.326087032463288,0.0935399310861277,0.200744565544762,-0.19474356713248,-0.200744565544762,0.000297325034576779,-0.0511492981625799
"spabad",0.35871049381105,0.0693072590333435,-0.152844210457365,-0.193975160248471,-0.0770671324848812,0.193975160248471,-0.187866999453428,0.0607269128612538
"spabad2",0.281167835895475,0.00212163877243451,-0.156728008720921,-0.0962251531027121,-0.13782158545318,0.0962251531027121,-0.117815278459399,0.0985338928349504
"spagood",-0.218653975782043,-0.0160845746888513,0.140420946825859,0.0717971545801137,0.111386161554266,-0.0717971545801136,0.0768389110351183,-0.0905032682921222
"spagood2",-0.119472514038783,0.0658897608775061,0.133681099404627,-0.0432751755779743,0.175287352277569,0.0432751755779744,-0.00342664216077379,-0.163049966102982
"rapcomp2",0.0453114646236647,-0.0360941842219234,-0.0579323703210737,0.02849366357354,-0.0820575953357669,-0.0284936635735401,0.00766109048677046,0.00347381156777414
