"","around","monitor","keyboard","face","comp_only","no_face","body_only","s_speak"
"hhogan",0.448294298920425,-0.559459531683736,-0.776818017274368,0.529666533237308,-1.17706433398319,-0.529666533237308,0.230155392291246,1.68906236398903
"hboredom",0.41518303825649,1.36832451184872,0.436537538378336,-1.41932042125706,1.56740675983159,1.41932042125706,-0.708262126845217,-0.790202456916674
"hsdesirability",0.00299555743922749,0.201397295712217,-0.222244977916052,0.0168306845604722,-0.0262326471181221,-0.0168306845604723,0.174587739461218,0.697908600509991
"shogan",-2.95037705527234,0.445632843519919,0.381724180238717,1.4324179240031,0.721997179060325,-1.4324179240031,2.1633484098636,1.60854019584724
"sboredom",1.69483069685534,0.880009723695828,0.268583756341592,-1.91572317578213,0.992567405630278,1.91572317578213,-1.68150962997192,-0.540868258204493
"ssdesirability",-0.684638082515233,0.747027661894756,-1.98038323054053,1.26833823034503,-1.08944635401857,-1.26833823034503,2.19959022675033,1.1722558081124
"hpabad",0.929627769069326,0.358877328043979,-0.00550476052188623,-0.864284914753113,0.301046270968294,0.864284914753113,-0.796911003566548,-0.573558013376154
"hpabad2",-0.0736945116886178,-0.211824711540812,0.146066472881991,0.0876579601221733,-0.0504674260802546,-0.0876579601221732,-0.0528141950492323,0.0277656130999772
"hpagood",-1.8523157120564,-3.6932692103805,1.05461132239694,2.80552740665328,-1.99278851674969,-2.80552740665328,0.728428656647027,-0.572441246880101
"hpagood2",-0.707172788575634,-2.80231902717394,0.763268521320165,1.66474473889676,-1.61298614384409,-1.66474473889676,0.00241548010632832,-0.416083508494505
"spabad",3.12194694361862,0.564412041439291,-1.25647545044419,-1.60637238004328,-0.627963967957186,1.60637238004328,-1.55390684265529,0.494259969612402
"spabad2",2.38024050717148,0.0172363136614159,-1.28919650616306,-0.785381328100623,-1.13045571117724,0.785381328100624,-0.963848542904973,0.804407621962509
"spagood",-1.82040256232601,-0.130688609044555,1.15220129792921,0.584792040771554,0.910571760264994,-0.584792040771554,0.626093296221383,-0.738281818949678
"spagood2",-0.97760135368405,0.536456717350927,1.09586644313091,-0.351898850449171,1.44643589260955,0.351898850449172,-0.0278383359507021,-1.34259099044913
"rapcomp2",0.365688302231814,-0.291190358193267,-0.467851453386832,0.229816571624328,-0.663808117636387,-0.229816571624328,0.0617674988024942,0.0280069332138942
