"","around","monitor","keyboard","face","comp_only","no_face","body_only","s_speak"
"hhogan",0.655409076639137,0.577741843565192,0.440041449782776,0.598120428779017,0.243397337140677,0.598120428779017,0.818682892770004,0.0959269281921923
"hboredom",0.679354547216015,0.175850719410117,0.663871562774036,0.160511447361853,0.121802040019212,0.160511447361853,0.481276490856464,0.432239634952026
"hsdesirability",0.997618930556497,0.841007351882154,0.824809479320023,0.98662246684651,0.979150933025963,0.98662246684651,0.861938042287416,0.487685927821512
"shogan",0.00438864567997837,0.657320876772684,0.703892215705326,0.156743721392025,0.47284655371826,0.156743721392025,0.0341402823726834,0.112490442599488
"sboredom",0.0948213070572352,0.382047142650242,0.789087770309679,0.0597338904201757,0.324545938555806,0.0597338904201758,0.0973905004531484,0.590419248522511
"ssdesirability",0.495969599903718,0.45769996296485,0.051831530331473,0.209132854527276,0.279919013380205,0.209132854527276,0.0313434805693701,0.245308412557554
"hpabad",0.355951585001395,0.72083238105399,0.99562446388073,0.390561750673985,0.76432559902016,0.390561750673985,0.428360232984935,0.568216272959536
"hpabad2",0.941476362014988,0.832896567727666,0.884314129748078,0.930413957931279,0.959902332420244,0.930413957931279,0.958039484243539,0.977932878145206
"hpagood",0.0684531263904255,0.00045127060703987,0.295448564893755,0.00659412351526637,0.0504223520455858,0.00659412351526637,0.468927966416616,0.56896800139373
"hpagood2",0.481948639797372,0.00665289964333079,0.448023025044941,0.100704484426667,0.111519310797167,0.100704484426667,0.998080013805905,0.678698804622235
"spabad",0.00266617379508779,0.574386954296099,0.213372727399225,0.112966427461773,0.532194458529981,0.112966427461773,0.124989116641687,0.622763711607848
"spabad2",0.0201978267725207,0.986300092693666,0.201829833456772,0.435040395016883,0.262375654712785,0.435040395016882,0.338640192662718,0.424049715013511
"spagood",0.0732318531231671,0.896419175266058,0.253394802636281,0.56068146827316,0.365834709951234,0.56068146827316,0.53341311558973,0.462960404286695
"spagood2",0.331841339245268,0.593446606737901,0.277119976408808,0.726035217787407,0.15278758313301,0.726035217787407,0.977875095744951,0.184004090305652
"rapcomp2",0.715785091557716,0.771832930597644,0.641455727473096,0.818955991306841,0.509160870570384,0.818955991306841,0.950937524961231,0.97774243380788
