"","around","monitor","keyboard","face","comp_only","no_face","body_only","s_speak"
"hhogan",1.29011967053864,-0.409963654864958,-0.784015341833678,-0.258420132574007,-0.977026772227506,0.258420132574007,-0.685839110233883,1.83836580546087
"hboredom",-0.746017123590871,1.3470708538656,-0.100074531091707,-0.245112698734911,1.01266905062228,0.245112698734912,0.902937978905928,-1.45078451359455
"hsdesirability",1.07667974165985,0.254105567915356,-0.630236158595096,-0.682119741942601,-0.301974649685204,0.6821197419426,-0.597669901076537,1.52289119013365
"shogan",-3.89944193124968,1.24961766296066,1.85107483218623,0.829448941130857,2.62588418527992,-0.829448941130857,2.21064168451081,-1.49650860907973
"sboredom",2.64850903562731,1.16003013218796,-0.653697555489906,-2.78379471178116,0.409673059511639,2.78379471178116,-2.21463051572046,1.21123155282336
"ssdesirability",-0.588177857653961,1.55671866857543,-2.0699930301781,0.864448985358496,-0.368371283204624,-0.864448985358497,2.56686129858828,0.0531741929741019
"hpabad",0.336621105897746,-0.635160557871015,0.40728551072493,-0.130507636881041,-0.188015340446998,0.130507636881041,-0.732762921439376,2.33138654822525
"hpabad2",-0.484236279007283,-1.02640123158265,1.01108897494356,0.450647892317969,-0.0192156585008441,-0.450647892317969,-0.370230250191264,2.57365998463027
"hpagood",-0.473310617487289,-4.14335403071983,0.219070247726345,3.20048770316789,-2.9847547452494,-3.20048770316789,0.317783036850455,1.33758108932714
"hpagood2",0.448600623338844,-3.36563622835281,-0.190270601409607,2.08037085156171,-2.84972662041756,-2.08037085156171,-0.316809805211444,1.31826470284058
"spabad",1.79298987666819,-0.0553905273039356,-0.29603969440664,-1.31876691143184,-0.285734924419914,1.31876691143184,-1.66888763594019,-0.785962085707864
"spabad2",1.83964729703435,-0.262088276985672,-0.580575782464713,-0.98214296221705,-0.687497930736517,0.98214296221705,-1.44686243227705,-0.224360855529192
"spagood",-2.03829439206147,-0.386734540462413,2.14926255289654,0.527113393619593,1.37879650879922,-0.527113393619594,0.290399052988099,-0.4313225953686
"spagood2",-1.35701686421049,0.104391505349019,1.49866414851831,0.0358839650122837,1.29707966720712,-0.0358839650122839,0.137717280965437,-0.520528484759709
"rapcomp2",1.02537653616297,-0.558070153372828,-0.142837880249771,-0.393150182251562,-0.568650017187033,0.393150182251562,-0.97681472666329,0.225294212048775
