Dyad,Cov,SectionStartTime,SoundID,Start,End,Duration,SoundType,S_Around_Overall_Time,S_Monitor_Overall_Time,S_Keyboard_Overall_Time,S_Face_Overall_Time,S_Around_Mean,S_Monitor_Mean,S_Keyboard_Mean,S_Face_Mean,S_NoFace_Mean,S_CompOnly_Mean,S_Around_Median,S_Monitor_Median,S_Keyboard_Median,S_Face_Median,S_NoFace_Median,S_CompOnly_Median,S_Around_PopularSD,S_Monitor_PopularSD,S_Keyboard_PopularSD,S_Face_PopularSD,S_NoFace_PopularSD,S_CompOnly_PopularSD,S_Around_Frequency,S_Monitor_Frequency,S_Keyboard_Frequency,S_Face_Frequency,S_NoFace_Frequency,S_CompOnly_Frequency,S_Around_Max,S_Monitor_Max,S_Keyboard_Max,S_Face_Max,S_NoFace_Max,S_CompOnly_Max,S_Around_Min,S_Monitor_Min,S_Keyboard_Min,S_Face_Min,S_NoFace_Min,S_CompOnly_Min
1,1,0,0,0,141,142,1,24.0,6.0,0.0,112.0,24.0,6.0,0.0,56.0,15.0,6.0,24.0,6.0,0.0,56.0,15.0,6.0,0.0,0.0,0.0,38.0,9.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,24.0,6.0,0.0,94.0,24.0,6.0,24.0,6.0,0.0,18.0,6.0,6.0
1,1,0,1,142,165,24,3,0.0,7.0,0.0,17.0,0.0,7.0,0.0,17.0,7.0,7.0,0.0,7.0,0.0,17.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,7.0,0.0,17.0,7.0,7.0,0.0,7.0,0.0,17.0,7.0,7.0
1,1,0,2,166,191,26,1,0.0,0.0,0.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0
1,1,0,3,192,218,27,3,0.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0
1,1,0,4,219,404,186,1,5.0,22.0,0.0,159.0,5.0,11.0,0.0,39.75,9.0,11.0,5.0,11.0,0.0,14.0,5.0,11.0,0.0,6.0,0.0,50.538970112181751,5.6568542494923806,6.0,1.0,2.0,0.0,4.0,3.0,2.0,5.0,17.0,0.0,127.0,17.0,17.0,5.0,5.0,0.0,4.0,5.0,5.0
1,1,0,5,405,450,46,3,0.0,0.0,0.0,46.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0
1,1,0,6,451,485,35,1,0.0,0.0,0.0,35.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0
1,1,0,7,486,565,80,3,7.0,0.0,0.0,73.0,7.0,0.0,0.0,36.5,7.0,0.0,7.0,0.0,0.0,36.5,7.0,0.0,0.0,0.0,0.0,15.5,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,52.0,7.0,0.0,7.0,0.0,0.0,21.0,7.0,0.0
1,1,0,8,566,991,426,1,19.0,0.0,59.0,348.0,19.0,0.0,14.75,58.0,15.6,14.75,19.0,0.0,12.5,22.0,14.0,12.5,0.0,0.0,6.1796035471541373,66.927821818234406,5.7827329179203844,6.1796035471541373,1.0,0.0,4.0,6.0,5.0,4.0,19.0,0.0,25.0,195.0,25.0,25.0,19.0,0.0,9.0,9.0,9.0,9.0
1,1,0,9,992,1110,119,3,4.0,0.0,0.0,115.0,4.0,0.0,0.0,57.5,4.0,0.0,4.0,0.0,0.0,57.5,4.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,61.0,4.0,0.0,4.0,0.0,0.0,54.0,4.0,0.0
1,1,0,10,1111,1121,11,1,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
1,1,0,11,1122,1234,113,3,0.0,0.0,0.0,113.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0
1,1,0,12,1235,1607,373,1,27.0,0.0,67.0,279.0,27.0,0.0,11.166666666666666,39.857142857142854,13.428571428571429,11.166666666666666,27.0,0.0,10.5,42.0,12.0,10.5,0.0,0.0,3.4359213546813838,20.378059429750639,6.3887656499993986,3.4359213546813838,1.0,0.0,6.0,7.0,7.0,6.0,27.0,0.0,16.0,64.0,27.0,16.0,27.0,0.0,7.0,9.0,7.0,7.0
1,1,0,13,1608,1713,106,3,0.0,0.0,53.0,53.0,0.0,0.0,53.0,53.0,53.0,53.0,0.0,0.0,53.0,53.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,53.0,53.0,53.0,53.0,0.0,0.0,53.0,53.0,53.0,53.0
1,1,0,14,1714,2248,535,1,28.0,22.0,214.0,271.0,14.0,11.0,42.799999999999997,54.200000000000003,52.799999999999997,47.200000000000003,14.0,11.0,34.0,21.0,47.0,34.0,1.0,3.0,31.883538072177625,76.122007330337794,31.921152861386442,31.644272783554371,2.0,2.0,5.0,5.0,5.0,5.0,15.0,14.0,102.0,206.0,102.0,102.0,13.0,8.0,9.0,8.0,9.0,9.0
1,1,0,15,2249,2357,109,3,0.0,16.0,49.0,44.0,0.0,16.0,24.5,22.0,32.5,32.5,0.0,16.0,24.5,22.0,32.5,32.5,0.0,0.0,19.5,16.0,27.5,27.5,0.0,1.0,2.0,2.0,2.0,2.0,0.0,16.0,44.0,38.0,60.0,60.0,0.0,16.0,5.0,6.0,5.0,5.0
1,1,0,16,2358,2368,11,1,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
1,1,0,17,2369,2598,230,3,22.0,0.0,0.0,208.0,22.0,0.0,0.0,104.0,22.0,0.0,22.0,0.0,0.0,104.0,22.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,22.0,0.0,0.0,152.0,22.0,0.0,22.0,0.0,0.0,56.0,22.0,0.0
1,1,0,18,2599,2999,401,1,74.0,18.0,87.0,222.0,18.5,18.0,21.75,24.666666666666668,22.375,26.25,18.0,18.0,19.0,16.0,24.0,28.0,10.618380290797651,0.0,10.709224995301948,19.612920911140868,11.736028928048874,11.519006033508273,4.0,1.0,4.0,9.0,8.0,4.0,31.0,18.0,39.0,66.0,39.0,39.0,7.0,18.0,10.0,4.0,7.0,10.0
1,1,3000,0,3000,3296,297,1,104.0,21.0,60.0,112.0,52.0,21.0,30.0,22.399999999999999,46.25,40.5,52.0,21.0,30.0,17.0,40.5,40.5,39.0,0.0,6.0,9.0022219479415195,30.490777294126168,16.5,2.0,1.0,2.0,5.0,4.0,2.0,91.0,21.0,36.0,38.0,91.0,57.0,13.0,21.0,24.0,14.0,13.0,24.0
1,1,3000,1,3297,3499,203,3,0.0,31.0,9.0,163.0,0.0,31.0,9.0,54.333333333333336,20.0,20.0,0.0,31.0,9.0,32.0,20.0,20.0,0.0,0.0,0.0,44.917207788948275,11.0,11.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,31.0,9.0,117.0,31.0,31.0,0.0,31.0,9.0,14.0,9.0,9.0
1,1,3000,2,3500,3526,27,1,0.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0
1,1,3000,3,3527,3650,124,3,16.0,15.0,0.0,93.0,16.0,15.0,0.0,31.0,15.5,15.0,16.0,15.0,0.0,21.0,15.5,15.0,0.0,0.0,0.0,20.83266665599966,0.5,0.0,1.0,1.0,0.0,3.0,2.0,1.0,16.0,15.0,0.0,60.0,16.0,15.0,16.0,15.0,0.0,12.0,15.0,15.0
1,1,3000,4,3651,3748,98,1,0.0,0.0,12.0,86.0,0.0,0.0,12.0,43.0,12.0,12.0,0.0,0.0,12.0,43.0,12.0,12.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,12.0,84.0,12.0,12.0,0.0,0.0,12.0,2.0,12.0,12.0
1,1,3000,5,3749,3787,39,3,0.0,0.0,15.0,24.0,0.0,0.0,15.0,12.0,15.0,15.0,0.0,0.0,15.0,12.0,15.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,15.0,16.0,15.0,15.0,0.0,0.0,15.0,8.0,15.0,15.0
1,1,3000,6,3788,3952,165,1,0.0,23.0,29.0,113.0,0.0,23.0,29.0,37.666666666666664,26.0,26.0,0.0,23.0,29.0,18.0,26.0,26.0,0.0,0.0,0.0,38.904441334577157,3.0,3.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,23.0,29.0,92.0,29.0,29.0,0.0,23.0,29.0,3.0,23.0,23.0
1,1,3000,7,3953,4013,61,3,0.0,0.0,0.0,61.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0
1,1,3000,8,4014,4045,32,1,0.0,0.0,0.0,32.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0
1,1,3000,9,4046,4076,31,3,13.0,0.0,0.0,18.0,13.0,0.0,0.0,18.0,13.0,0.0,13.0,0.0,0.0,18.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,13.0,0.0,0.0,18.0,13.0,0.0,13.0,0.0,0.0,18.0,13.0,0.0
1,1,3000,10,4077,4133,57,1,12.0,0.0,28.0,17.0,12.0,0.0,28.0,8.5,20.0,28.0,12.0,0.0,28.0,8.5,20.0,28.0,0.0,0.0,0.0,7.5,8.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,12.0,0.0,28.0,16.0,28.0,28.0,12.0,0.0,28.0,1.0,12.0,28.0
1,1,3000,11,4134,4187,54,3,0.0,12.0,16.0,26.0,0.0,12.0,16.0,8.6666666666666661,14.0,14.0,0.0,12.0,16.0,9.0,14.0,14.0,0.0,0.0,0.0,2.8674417556808756,2.0,2.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,12.0,16.0,12.0,16.0,16.0,0.0,12.0,16.0,5.0,12.0,12.0
1,1,3000,12,4188,4222,35,1,8.0,0.0,0.0,27.0,8.0,0.0,0.0,13.5,8.0,0.0,8.0,0.0,0.0,13.5,8.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,8.0,0.0,0.0,14.0,8.0,0.0,8.0,0.0,0.0,13.0,8.0,0.0
1,1,3000,13,4223,4238,16,3,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
1,1,3000,14,4239,4389,151,1,0.0,0.0,2.0,149.0,0.0,0.0,2.0,149.0,2.0,2.0,0.0,0.0,2.0,149.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,149.0,2.0,2.0,0.0,0.0,2.0,149.0,2.0,2.0
1,1,3000,15,4390,4432,43,3,0.0,0.0,41.0,2.0,0.0,0.0,41.0,2.0,41.0,41.0,0.0,0.0,41.0,2.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,41.0,2.0,41.0,41.0,0.0,0.0,41.0,2.0,41.0,41.0
1,1,3000,16,4433,4488,56,1,0.0,0.0,0.0,56.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0
1,1,3000,17,4489,4506,18,3,16.0,0.0,0.0,2.0,16.0,0.0,0.0,2.0,16.0,0.0,16.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,16.0,0.0,0.0,2.0,16.0,0.0,16.0,0.0,0.0,2.0,16.0,0.0
1,1,3000,18,4507,4561,55,1,23.0,0.0,0.0,32.0,23.0,0.0,0.0,32.0,23.0,0.0,23.0,0.0,0.0,32.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,23.0,0.0,0.0,32.0,23.0,0.0,23.0,0.0,0.0,32.0,23.0,0.0
1,1,3000,19,4562,4623,62,3,18.0,0.0,0.0,44.0,18.0,0.0,0.0,44.0,18.0,0.0,18.0,0.0,0.0,44.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,44.0,18.0,0.0,18.0,0.0,0.0,44.0,18.0,0.0
1,1,3000,20,4624,5141,518,1,68.0,52.0,89.0,309.0,17.0,17.333333333333332,29.666666666666668,44.142857142857146,26.125,23.5,16.0,14.0,16.0,44.0,21.5,15.0,4.358898943540674,8.4983658559879753,22.954060400915758,24.362902544815206,16.335831016510912,18.373440976946405,4.0,3.0,3.0,7.0,8.0,6.0,24.0,29.0,62.0,86.0,62.0,62.0,12.0,9.0,11.0,13.0,9.0,9.0
1,1,3000,21,5142,5251,110,3,22.0,0.0,0.0,88.0,22.0,0.0,0.0,88.0,22.0,0.0,22.0,0.0,0.0,88.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,0.0,88.0,22.0,0.0,22.0,0.0,0.0,88.0,22.0,0.0
1,1,3000,22,5252,5313,62,1,0.0,0.0,0.0,62.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0
1,1,3000,23,5314,5423,110,3,0.0,9.0,0.0,101.0,0.0,9.0,0.0,101.0,9.0,9.0,0.0,9.0,0.0,101.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,9.0,0.0,101.0,9.0,9.0,0.0,9.0,0.0,101.0,9.0,9.0
1,1,3000,24,5424,5513,90,1,0.0,11.0,0.0,79.0,0.0,11.0,0.0,79.0,11.0,11.0,0.0,11.0,0.0,79.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,11.0,0.0,79.0,11.0,11.0,0.0,11.0,0.0,79.0,11.0,11.0
1,1,3000,25,5514,5571,58,3,0.0,0.0,0.0,58.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0
1,1,3000,26,5572,5999,428,1,100.0,70.0,85.0,173.0,33.333333333333336,23.333333333333332,42.5,19.222222222222221,31.875,31.0,31.0,29.0,42.5,16.0,30.0,29.0,22.514193054357708,9.4633797110522604,30.5,10.108058147150363,22.640878406104299,22.671568097509269,3.0,3.0,2.0,9.0,8.0,5.0,62.0,31.0,73.0,38.0,73.0,73.0,7.0,10.0,12.0,7.0,7.0,10.0
1,1,6000,0,6000,6279,280,1,99.0,10.0,63.0,108.0,24.75,10.0,21.0,21.600000000000001,34.399999999999999,18.25,25.0,10.0,20.0,18.0,37.0,15.0,13.863170633011771,0.0,13.490737563232042,9.8508882848198009,18.106352476410038,12.616952880945542,4.0,1.0,3.0,5.0,5.0,4.0,40.0,10.0,38.0,40.0,61.0,38.0,9.0,10.0,5.0,11.0,5.0,5.0
1,1,6000,1,6280,6463,184,3,0.0,109.0,25.0,50.0,0.0,54.5,25.0,25.0,44.666666666666664,44.666666666666664,0.0,54.5,25.0,25.0,25.0,25.0,0.0,49.5,0.0,14.0,42.742120781366111,42.742120781366111,0.0,2.0,1.0,2.0,3.0,3.0,0.0,104.0,25.0,39.0,104.0,104.0,0.0,5.0,25.0,11.0,5.0,5.0
1,1,6000,2,6464,6531,68,1,0.0,2.0,0.0,66.0,0.0,2.0,0.0,66.0,2.0,2.0,0.0,2.0,0.0,66.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,66.0,2.0,2.0,0.0,2.0,0.0,66.0,2.0,2.0
1,1,6000,3,6532,6751,220,3,0.0,0.0,0.0,220.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0
1,1,6000,4,6752,6776,25,1,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
1,1,6000,5,6777,6810,34,3,0.0,0.0,0.0,34.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0
1,1,6000,6,6811,7464,654,1,76.0,0.0,90.0,488.0,15.199999999999999,0.0,18.0,44.363636363636367,16.600000000000001,18.0,15.0,0.0,16.0,31.0,15.5,16.0,8.1829090181915145,0.0,7.6157731058639087,37.024003828653271,8.0274528961557916,7.6157731058639087,5.0,0.0,5.0,11.0,10.0,5.0,29.0,0.0,28.0,135.0,29.0,28.0,6.0,0.0,7.0,8.0,6.0,7.0
1,1,6000,7,7465,7634,170,3,19.0,16.0,23.0,112.0,19.0,8.0,23.0,37.333333333333336,29.0,39.0,19.0,8.0,23.0,17.0,29.0,39.0,0.0,1.0,0.0,37.56180092712394,10.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,19.0,9.0,23.0,90.0,39.0,39.0,19.0,7.0,23.0,5.0,19.0,39.0
1,1,6000,8,7635,7652,18,1,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
1,1,6000,9,7653,7678,26,3,0.0,0.0,0.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0
1,1,6000,10,7679,7751,73,1,0.0,0.0,0.0,73.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0
1,1,6000,11,7752,7955,204,3,24.0,0.0,0.0,180.0,12.0,0.0,0.0,60.0,12.0,0.0,12.0,0.0,0.0,53.0,12.0,0.0,2.0,0.0,0.0,31.822423959633664,2.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,14.0,0.0,0.0,102.0,14.0,0.0,10.0,0.0,0.0,25.0,10.0,0.0
1,1,6000,12,7956,8024,69,1,0.0,0.0,0.0,69.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0
1,1,6000,13,8025,8073,49,3,0.0,0.0,9.0,40.0,0.0,0.0,9.0,20.0,9.0,9.0,0.0,0.0,9.0,20.0,9.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,9.0,23.0,9.0,9.0,0.0,0.0,9.0,17.0,9.0,9.0
1,1,6000,14,8074,8256,183,1,44.0,0.0,0.0,139.0,22.0,0.0,0.0,69.5,22.0,0.0,22.0,0.0,0.0,69.5,22.0,0.0,13.0,0.0,0.0,52.5,13.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,35.0,0.0,0.0,122.0,35.0,0.0,9.0,0.0,0.0,17.0,9.0,0.0
1,1,6000,15,8257,8297,41,3,0.0,0.0,41.0,0.0,0.0,0.0,41.0,0.0,41.0,41.0,0.0,0.0,41.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,41.0,0.0,41.0,41.0,0.0,0.0,41.0,0.0,41.0,41.0
1,1,6000,16,8298,8653,356,1,21.0,46.0,69.0,220.0,21.0,23.0,23.0,73.333333333333329,45.333333333333336,38.333333333333336,21.0,23.0,22.0,59.0,45.0,45.0,0.0,10.0,17.568911937472585,58.448457825867585,35.518383346593289,27.35365098523819,1.0,2.0,3.0,3.0,3.0,3.0,21.0,33.0,45.0,151.0,89.0,68.0,21.0,13.0,2.0,10.0,2.0,2.0
1,1,6000,17,8654,8717,64,3,0.0,0.0,0.0,64.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0
1,1,6000,18,8718,8732,15,1,0.0,8.0,2.0,5.0,0.0,8.0,2.0,5.0,10.0,10.0,0.0,8.0,2.0,5.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,2.0,5.0,10.0,10.0,0.0,8.0,2.0,5.0,10.0,10.0
1,1,6000,19,8733,8784,52,3,0.0,0.0,5.0,47.0,0.0,0.0,5.0,47.0,5.0,5.0,0.0,0.0,5.0,47.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,47.0,5.0,5.0,0.0,0.0,5.0,47.0,5.0,5.0
1,1,6000,20,8785,8888,104,1,15.0,0.0,0.0,89.0,15.0,0.0,0.0,89.0,15.0,0.0,15.0,0.0,0.0,89.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,15.0,0.0,0.0,89.0,15.0,0.0,15.0,0.0,0.0,89.0,15.0,0.0
1,1,6000,21,8889,8936,48,3,9.0,0.0,3.0,36.0,9.0,0.0,3.0,36.0,6.0,3.0,9.0,0.0,3.0,36.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,9.0,0.0,3.0,36.0,9.0,3.0,9.0,0.0,3.0,36.0,3.0,3.0
1,1,6000,22,8937,8999,63,1,0.0,0.0,11.0,52.0,0.0,0.0,11.0,52.0,11.0,11.0,0.0,0.0,11.0,52.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,52.0,11.0,11.0,0.0,0.0,11.0,52.0,11.0,11.0
1,2,0,0,0,161,162,1,5.0,0.0,0.0,157.0,5.0,0.0,0.0,157.0,5.0,0.0,5.0,0.0,0.0,157.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,157.0,5.0,0.0,5.0,0.0,0.0,157.0,5.0,0.0
1,2,0,1,162,259,98,3,0.0,0.0,0.0,98.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0
1,2,0,2,260,566,307,1,73.0,9.0,9.0,216.0,36.5,9.0,9.0,72.0,30.333333333333332,9.0,36.5,9.0,9.0,42.0,32.0,9.0,4.5,0.0,0.0,54.135632135098106,16.779617264870961,0.0,2.0,1.0,1.0,3.0,3.0,2.0,41.0,9.0,9.0,148.0,50.0,9.0,32.0,9.0,9.0,26.0,9.0,9.0
1,2,0,3,567,605,39,3,33.0,0.0,0.0,6.0,33.0,0.0,0.0,6.0,33.0,0.0,33.0,0.0,0.0,6.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,33.0,0.0,0.0,6.0,33.0,0.0,33.0,0.0,0.0,6.0,33.0,0.0
